企業名,会計年度,四半期,y_hat_msvm
ディスコ,2019,Q2,125.62523055337701
ディスコ,2019,Q3,141.046907650233
ディスコ,2019,Q4,157.02728635520208
ディスコ,2020,Q1,161.0098563402168
ディスコ,2020,Q2,166.07342835388854
ディスコ,2020,Q3,170.20418045955148
ディスコ,2020,Q4,172.85573860424074
ディーブイエックス,2018,Q1,27.72006168129224
ディーブイエックス,2018,Q2,27.43480219489313
ディーブイエックス,2018,Q3,26.253478251860678
ディーブイエックス,2018,Q4,25.52924276004323
ディーブイエックス,2019,Q1,26.299539395736304
ディーブイエックス,2019,Q2,25.825059941129737
ディーブイエックス,2019,Q3,25.824734705934404
ディーブイエックス,2019,Q4,24.667366463018737
ディーブイエックス,2020,Q1,23.703924405655727
ディーブイエックス,2020,Q2,23.103899628377995
ディーブイエックス,2020,Q3,22.491705342814043
ディーブイエックス,2020,Q4,22.579760129643244
デサント,2018,Q1,18.539070015143214
デサント,2018,Q2,19.30287767391658
デサント,2018,Q3,17.81045787225187
デサント,2018,Q4,18.302795677117988
デサント,2019,Q1,16.855609538841378
デサント,2019,Q2,17.603776306649415
デサント,2019,Q3,16.845436913983026
デサント,2019,Q4,17.46761267998898
デサント,2020,Q1,16.00104162605127
デサント,2020,Q2,16.847975860785358
デサント,2020,Q3,15.27900954746781
デサント,2020,Q4,16.55298676713576
デリカフーズホールディングス,2018,Q1,19.78200862754769
デリカフーズホールディングス,2018,Q2,19.281428993913188
デリカフーズホールディングス,2018,Q3,18.251332266849964
デリカフーズホールディングス,2018,Q4,18.251201354701443
デリカフーズホールディングス,2019,Q1,17.196220624067383
デリカフーズホールディングス,2019,Q2,17.1954095369692
デリカフーズホールディングス,2019,Q3,16.670871900534927
デリカフーズホールディングス,2019,Q4,16.290539848253474
デリカフーズホールディングス,2020,Q1,15.250238201376426
デリカフーズホールディングス,2020,Q2,14.388181503842757
デリカフーズホールディングス,2020,Q3,13.788997186208128
デリカフーズホールディングス,2020,Q4,12.999366672473545
デンカ,2018,Q1,9.911629936769296
デンカ,2018,Q2,11.138909332888714
デンカ,2018,Q3,12.403238348050449
デンカ,2018,Q4,14.373347695372289
デンカ,2019,Q1,16.421989082283247
デンカ,2019,Q2,18.466944449459113
デンカ,2019,Q3,20.728599168891165
デンカ,2019,Q4,23.471743056196306
デンカ,2020,Q1,25.895868324031156
デンカ,2020,Q2,28.32971944550455
デンカ,2020,Q3,30.331665315726102
デンカ,2020,Q4,32.574518239427746
デンソー,2018,Q1,68.10071277916963
デンソー,2018,Q2,69.84664321026347
デンソー,2018,Q3,69.26533009630461
デンソー,2018,Q4,70.861470940445
デンソー,2019,Q1,71.96201551180305
デンソー,2019,Q2,73.09149507692067
デンソー,2019,Q3,72.78478531507962
デンソー,2019,Q4,72.2036559582666
デンソー,2020,Q1,71.16654783048598
デンソー,2020,Q2,70.49367128038216
デンソー,2020,Q3,70.58073109293481
デンソー,2020,Q4,76.67363585092806
デンヨー,2018,Q1,33.333302149898486
デンヨー,2018,Q2,33.50745758319019
デンヨー,2018,Q3,33.63848966904623
デンヨー,2018,Q4,33.74354589596379
デンヨー,2019,Q1,33.879842894489066
デンヨー,2019,Q2,33.659734707653186
デンヨー,2019,Q3,34.59869800333314
デンヨー,2019,Q4,35.46837636027525
デンヨー,2020,Q1,37.72734948976799
デンヨー,2020,Q2,40.096351982024125
デンヨー,2020,Q3,39.88324600362999
デンヨー,2020,Q4,40.0946068625228
トクヤマ,2018,Q1,9.459138524896884
トクヤマ,2018,Q2,10.62843340125971
トクヤマ,2018,Q3,11.384846801581343
トクヤマ,2018,Q4,13.40769329012451
トクヤマ,2019,Q1,15.703024252729818
トクヤマ,2019,Q2,18.071011696679566
トクヤマ,2019,Q3,21.10348637441922
トクヤマ,2019,Q4,25.012445116377798
トクヤマ,2020,Q1,26.628400967919717
トクヤマ,2020,Q2,28.10346920791422
トクヤマ,2020,Q3,30.091356152654278
トクヤマ,2020,Q4,32.4879462451699
トッパン・フォームズ,2018,Q1,14.936335007887632
トッパン・フォームズ,2018,Q2,14.59292034789717
トッパン・フォームズ,2018,Q3,14.487486865755926
トッパン・フォームズ,2018,Q4,14.383550116270735
トッパン・フォームズ,2019,Q1,14.040197600282895
トッパン・フォームズ,2019,Q2,13.070537055000093
トッパン・フォームズ,2019,Q3,12.904477832229768
トッパン・フォームズ,2019,Q4,12.89845934326344
トッパン・フォームズ,2020,Q1,12.808534416561749
トッパン・フォームズ,2020,Q2,11.881815052174728
トッパン・フォームズ,2020,Q3,11.807507412112967
トッパン・フォームズ,2020,Q4,11.885679772366233
トナミホールディングス,2018,Q1,7.245492735448084
トナミホールディングス,2018,Q2,7.830340977608914
トナミホールディングス,2018,Q3,8.833981548772904
トナミホールディングス,2018,Q4,10.977043424352043
トナミホールディングス,2019,Q1,13.155979019369727
トナミホールディングス,2019,Q2,15.858134388841894
トナミホールディングス,2019,Q3,18.45219562951024
トナミホールディングス,2019,Q4,20.708965114939843
トナミホールディングス,2020,Q1,22.742147527851408
トナミホールディングス,2020,Q2,24.619163949679308
トナミホールディングス,2020,Q3,26.5080882047261
トナミホールディングス,2020,Q4,26.924415011848435
トピー工業,2018,Q1,10.793325194531587
トピー工業,2018,Q2,12.690146009986009
トピー工業,2018,Q3,14.58288323849377
トピー工業,2018,Q4,15.136014933524264
トピー工業,2019,Q1,15.25171592218488
トピー工業,2019,Q2,16.095009789556208
トピー工業,2019,Q3,15.28803383405571
トピー工業,2019,Q4,15.867246027836947
トピー工業,2020,Q1,15.059484792573961
トピー工業,2020,Q2,14.593831902266754
トピー工業,2020,Q3,13.674885818469505
トピー工業,2020,Q4,15.393291453306484
トプコン,2018,Q1,4.749098475040481
トプコン,2018,Q2,5.647552598418356
トプコン,2018,Q3,7.340546571123612
トプコン,2018,Q4,7.986587019509271
トプコン,2019,Q1,7.314208673055739
トプコン,2019,Q2,7.806465069252701
トプコン,2019,Q3,9.068126599057857
トプコン,2019,Q4,9.88103919856636
トプコン,2020,Q1,6.942747144257428
トプコン,2020,Q2,7.58539121417726
トプコン,2020,Q3,6.937111718451742
トプコン,2020,Q4,8.139552083961355
トヨタ紡織,2018,Q1,26.411481987208866
トヨタ紡織,2018,Q2,27.048522436551224
トヨタ紡織,2018,Q3,27.61429629295573
トヨタ紡織,2018,Q4,28.44374644156768
トヨタ紡織,2019,Q1,29.217264527151812
トヨタ紡織,2019,Q2,31.098984463244925
トヨタ紡織,2019,Q3,30.794900292973782
トヨタ紡織,2019,Q4,30.366585947666863
トヨタ紡織,2020,Q1,32.85469816567171
トヨタ紡織,2020,Q2,32.580791629544706
トヨタ紡織,2020,Q3,35.56615619017717
トヨタ紡織,2020,Q4,36.23010752625734
トヨタ自動車,2018,Q1,132.17441699358213
トヨタ自動車,2018,Q2,136.96192129952541
トヨタ自動車,2018,Q3,143.0148072698008
トヨタ自動車,2018,Q4,141.11589747965732
トヨタ自動車,2019,Q1,144.59948584702192
トヨタ自動車,2019,Q2,148.9704074014872
トヨタ自動車,2019,Q3,156.80953511424494
トヨタ自動車,2019,Q4,160.70806364426366
トヨタ自動車,2020,Q1,159.64844308602102
トヨタ自動車,2020,Q2,158.7671378282002
トヨタ自動車,2020,Q3,162.2369663714695
トヨタ自動車,2020,Q4,166.28355586253653
トランコム,2018,Q1,67.03240065586168
トランコム,2018,Q2,68.3713100433551
トランコム,2018,Q3,68.8919021754619
トランコム,2018,Q4,69.13935476019293
トランコム,2019,Q1,70.29498236649297
トランコム,2019,Q2,73.42059538428158
トランコム,2019,Q3,79.81930926685384
トランコム,2019,Q4,84.72689453618216
トランコム,2020,Q1,86.3944749858436
トランコム,2020,Q2,86.71017523559108
トランコム,2020,Q3,89.95118844137238
トランコム,2020,Q4,92.62425245898685
トランスコスモス,2018,Q1,28.440236090233483
トランスコスモス,2018,Q2,28.14815248613675
トランスコスモス,2018,Q3,29.536706052740023
トランスコスモス,2018,Q4,28.961929553745357
トランスコスモス,2019,Q1,28.541349573743755
トランスコスモス,2019,Q2,27.922303610927834
トランスコスモス,2019,Q3,28.460148428102784
トランスコスモス,2019,Q4,28.959883033275215
トランスコスモス,2020,Q1,28.30413300308647
トランスコスモス,2020,Q2,31.807761192459225
トランスコスモス,2020,Q3,37.09804001423733
トランスコスモス,2020,Q4,39.01577354656694
トーエネック,2018,Q1,9.93722440835511
トーエネック,2018,Q2,11.621373576014323
トーエネック,2018,Q3,12.910952642951694
トーエネック,2018,Q4,14.283666957022373
トーエネック,2019,Q1,16.01200897109119
トーエネック,2019,Q2,18.332747147272855
トーエネック,2019,Q3,20.424007511442085
トーエネック,2019,Q4,22.213918213320625
トーエネック,2020,Q1,24.07784305593295
トーエネック,2020,Q2,26.797418576448273
トーエネック,2020,Q3,29.490335236971507
トーエネック,2020,Q4,32.124313727602356
トーカイ,2018,Q1,60.09753746080716
トーカイ,2018,Q2,59.574967868055715
トーカイ,2018,Q3,59.03846450235889
トーカイ,2018,Q4,58.402887697818095
トーカイ,2019,Q1,58.071519607833004
トーカイ,2019,Q2,57.82875305654254
トーカイ,2019,Q3,57.634853607423764
トーカイ,2019,Q4,56.19525391838581
トーカイ,2020,Q1,54.671990343347744
トーカイ,2020,Q2,54.420108398758614
トーカイ,2020,Q3,54.19745273242213
トーカイ,2020,Q4,52.20977592718326
トーカロ,2018,Q1,38.594613573525585
トーカロ,2018,Q2,37.58508528921376
トーカロ,2018,Q3,37.0443291185828
トーカロ,2018,Q4,35.836739288958135
トーカロ,2019,Q1,35.04882727050544
トーカロ,2019,Q2,33.218018274520134
トーカロ,2019,Q3,31.267817050175907
トーカロ,2019,Q4,30.029253677521844
トーカロ,2020,Q1,29.338176255953798
トーカロ,2020,Q2,28.396106029551735
トーカロ,2020,Q3,26.926254920684798
トーカロ,2020,Q4,26.06670302300774
トーメンデバイス,2018,Q1,55.58128082165456
トーメンデバイス,2018,Q2,55.74864403130779
トーメンデバイス,2018,Q3,56.20562686416931
トーメンデバイス,2018,Q4,53.457123304103035
トーメンデバイス,2019,Q1,56.18166981430848
トーメンデバイス,2019,Q2,56.40997899390196
トーメンデバイス,2019,Q3,56.75055005983456
トーメンデバイス,2019,Q4,57.06699190320148
トーメンデバイス,2020,Q1,61.52331342579914
トーメンデバイス,2020,Q2,62.24482823736995
トーメンデバイス,2020,Q3,57.73934044595822
トーメンデバイス,2020,Q4,58.63900601610812
トーモク,2018,Q1,11.043858382508873
トーモク,2018,Q2,10.004079802441083
トーモク,2018,Q3,11.507231017290843
トーモク,2018,Q4,13.259188957554432
トーモク,2019,Q1,15.004109906998785
トーモク,2019,Q2,13.062967784940374
トーモク,2019,Q3,16.429922995603526
トーモク,2019,Q4,18.35363272251394
トーモク,2020,Q1,19.99402193504465
トーモク,2020,Q2,18.13056341471851
トーモク,2020,Q3,23.157960345025806
トーモク,2020,Q4,24.44701366333047
トーヨーカネツ,2018,Q1,6.604768245123757
トーヨーカネツ,2018,Q2,7.584373654224685
トーヨーカネツ,2018,Q3,6.37682176762814
トーヨーカネツ,2018,Q4,5.312607117123498
トーヨーカネツ,2019,Q1,6.083997551879571
トーヨーカネツ,2019,Q2,7.4705032804319
トーヨーカネツ,2019,Q3,8.896541745449424
トーヨーカネツ,2019,Q4,10.095668571546259
トーヨーカネツ,2020,Q1,12.608955262812454
トーヨーカネツ,2020,Q2,14.634903952916549
トーヨーカネツ,2020,Q3,15.992092445012243
トーヨーカネツ,2020,Q4,17.76436114318313
ドウシシャ,2018,Q1,35.959579173438016
ドウシシャ,2018,Q2,34.85518600484042
ドウシシャ,2018,Q3,35.2426473991386
ドウシシャ,2018,Q4,33.635273774106004
ドウシシャ,2019,Q1,34.46331820936063
ドウシシャ,2019,Q2,33.69897948089396
ドウシシャ,2019,Q3,33.73094323408779
ドウシシャ,2019,Q4,31.952287779446014
ドウシシャ,2020,Q1,33.58875131070715
ドウシシャ,2020,Q2,32.021644528202145
ドウシシャ,2020,Q3,34.076075016922815
ドウシシャ,2020,Q4,31.74041661746841
ナイス,2018,Q1,-2.027598137755038
ナイス,2018,Q2,-2.977423774172205
ナイス,2018,Q3,-3.9568519095407195
ナイス,2018,Q4,-6.169373807385578
ナイス,2019,Q1,-4.350646588201965
ナイス,2019,Q2,-6.133908706140277
ナイス,2019,Q3,-8.399471985842945
ナイス,2019,Q4,-8.872516947677891
ナイス,2020,Q1,-9.893291857184924
ナイス,2020,Q2,-8.56281862281606
ナイス,2020,Q3,-7.568659105386793
ナイス,2020,Q4,-6.434321314124436
ナカノフドー建設,2018,Q1,20.65405728197687
ナカノフドー建設,2018,Q2,21.244429793657595
ナカノフドー建設,2018,Q3,21.747139128709673
ナカノフドー建設,2018,Q4,21.946795839723585
ナカノフドー建設,2019,Q1,21.81409127294812
ナカノフドー建設,2019,Q2,21.880313464884303
ナカノフドー建設,2019,Q3,21.04937891044283
ナカノフドー建設,2019,Q4,21.275570006861326
ナカノフドー建設,2020,Q1,21.954976941663197
ナカノフドー建設,2020,Q2,22.1140116763202
ナカノフドー建設,2020,Q3,22.123155808002668
ナカノフドー建設,2020,Q4,22.105862500346994
ナカバヤシ,2018,Q1,5.872881658442082
ナカバヤシ,2018,Q2,7.422715454777283
ナカバヤシ,2018,Q3,8.6597901961226
ナカバヤシ,2018,Q4,9.758561418707622
ナカバヤシ,2019,Q1,10.942997629575402
ナカバヤシ,2019,Q2,9.907993686728407
ナカバヤシ,2019,Q3,11.198090701217566
ナカバヤシ,2019,Q4,12.187431809085211
ナカバヤシ,2020,Q1,13.230206982617805
ナカバヤシ,2020,Q2,12.226078383189268
ナカバヤシ,2020,Q3,11.428593851117776
ナカバヤシ,2020,Q4,12.585654240383263
ナカヨ,2018,Q1,6.945412541890039
ナカヨ,2018,Q2,5.979353975693881
ナカヨ,2018,Q3,7.85495041793236
ナカヨ,2018,Q4,10.309682959429098
ナカヨ,2019,Q1,12.232654401882252
ナカヨ,2019,Q2,10.38307607706825
ナカヨ,2019,Q3,12.23706035153612
ナカヨ,2019,Q4,10.341783092755216
ナカヨ,2020,Q1,11.973089436235124
ナカヨ,2020,Q2,10.195324005814477
ナカヨ,2020,Q3,7.552996487308029
ナカヨ,2020,Q4,9.443961303457613
ナガワ,2018,Q1,35.83346453688271
ナガワ,2018,Q2,35.69749370305075
ナガワ,2018,Q3,36.4431095310893
ナガワ,2018,Q4,36.67312069026546
ナガワ,2019,Q1,37.39871031970808
ナガワ,2019,Q2,37.721511633034694
ナガワ,2019,Q3,39.321231177852994
ナガワ,2019,Q4,39.108072543581464
ナガワ,2020,Q1,38.593106060473716
ナガワ,2020,Q2,40.49798942204051
ナガワ,2020,Q3,42.12495634849916
ナガワ,2020,Q4,42.86501435577753
ナック,2018,Q1,23.043711764278196
ナック,2018,Q2,23.643100281460026
ナック,2018,Q3,19.514042385435992
ナック,2018,Q4,23.379920552807455
ナック,2019,Q1,22.80650960090904
ナック,2019,Q2,22.728253546717838
ナック,2019,Q3,22.966655465899848
ナック,2019,Q4,18.857368975983448
ナック,2020,Q1,18.47330309315876
ナック,2020,Q2,23.148442054089433
ナック,2020,Q3,23.434113631754002
ナック,2020,Q4,19.196445076157627
ニコン,2018,Q1,18.491824999674765
ニコン,2018,Q2,18.852381360586033
ニコン,2018,Q3,18.822228456064366
ニコン,2018,Q4,19.823138721129233
ニコン,2019,Q1,20.905079506692704
ニコン,2019,Q2,20.86633129060464
ニコン,2019,Q3,20.976092629966143
ニコン,2019,Q4,20.865269867032566
ニコン,2020,Q1,20.779077379755197
ニコン,2020,Q2,19.73078614232655
ニコン,2020,Q3,18.619678749372817
ニコン,2020,Q4,19.73224181071063
ニチアス,2018,Q1,15.926852422289619
ニチアス,2018,Q2,16.401153637333827
ニチアス,2018,Q3,17.125960818532057
ニチアス,2018,Q4,18.16786488191383
ニチアス,2019,Q1,19.020217423234463
ニチアス,2019,Q2,20.10189421251492
ニチアス,2019,Q3,21.750368115599766
ニチアス,2019,Q4,24.030624733844604
ニチアス,2020,Q1,25.61183195843544
ニチアス,2020,Q2,27.16102082531258
ニチアス,2020,Q3,27.484441421746244
ニチアス,2020,Q4,27.811275829252658
ニチコン,2018,Q1,4.307782542580419
ニチコン,2018,Q2,5.4786428148491
ニチコン,2018,Q3,5.306240395089791
ニチコン,2018,Q4,5.112554751932055
ニチコン,2019,Q1,5.026169201669552
ニチコン,2019,Q2,5.653055784042803
ニチコン,2019,Q3,7.495525743273704
ニチコン,2019,Q4,6.903811790888348
ニチコン,2020,Q1,5.803635632540546
ニチコン,2020,Q2,5.8416907584429225
ニチコン,2020,Q3,5.714183971151968
ニチコン,2020,Q4,6.053633571532323
ニチハ,2018,Q1,34.05539279656963
ニチハ,2018,Q2,35.78105846663169
ニチハ,2018,Q3,36.79412423526193
ニチハ,2018,Q4,37.81917038022151
ニチハ,2019,Q1,38.90357509946492
ニチハ,2019,Q2,41.61680622889841
ニチハ,2019,Q3,44.4378091960849
ニチハ,2019,Q4,47.07294696697344
ニチハ,2020,Q1,49.28316902107637
ニチハ,2020,Q2,49.290731379705335
ニチハ,2020,Q3,49.4579540214549
ニチハ,2020,Q4,49.77571829047256
ニチバン,2018,Q1,10.009072758773769
ニチバン,2018,Q2,11.771858801707769
ニチバン,2018,Q3,13.593319727877002
ニチバン,2018,Q4,15.404976811625296
ニチバン,2019,Q1,17.23492101106687
ニチバン,2019,Q2,16.155504692818507
ニチバン,2019,Q3,16.815331292931475
ニチバン,2019,Q4,18.167624415955046
ニチバン,2020,Q1,16.046320319014473
ニチバン,2020,Q2,15.23421369240929
ニチバン,2020,Q3,16.080614079989914
ニチバン,2020,Q4,16.303651910421916
ニチモウ,2018,Q1,3.1634164906243085
ニチモウ,2018,Q2,5.534072223563658
ニチモウ,2018,Q3,7.739026955581451
ニチモウ,2018,Q4,9.368154312762604
ニチモウ,2019,Q1,7.663635826716267
ニチモウ,2019,Q2,10.300083209355876
ニチモウ,2019,Q3,12.335994126880585
ニチモウ,2019,Q4,13.825424240228674
ニチモウ,2020,Q1,17.263178881757316
ニチモウ,2020,Q2,20.00324124182531
ニチモウ,2020,Q3,22.611226356673267
ニチモウ,2020,Q4,23.708094415994054
ニチレイ,2018,Q1,15.488821843200974
ニチレイ,2018,Q2,17.15635853203543
ニチレイ,2018,Q3,18.99435447085881
ニチレイ,2018,Q4,20.6008152840139
ニチレイ,2019,Q1,20.887544566625706
ニチレイ,2019,Q2,21.17220969913079
ニチレイ,2019,Q3,22.81433840382552
ニチレイ,2019,Q4,23.84550875960779
ニチレイ,2020,Q1,22.064321606084217
ニチレイ,2020,Q2,23.41609347847346
ニチレイ,2020,Q3,24.75113554554779
ニチレイ,2020,Q4,26.16638018953448
ニチレキ,2018,Q1,20.285132797406174
ニチレキ,2018,Q2,21.234987723660225
ニチレキ,2018,Q3,24.764002856200765
ニチレキ,2018,Q4,24.4399461865019
ニチレキ,2019,Q1,21.391830364606975
ニチレキ,2019,Q2,22.489361757735647
ニチレキ,2019,Q3,25.205288971926468
ニチレキ,2019,Q4,26.784219897496726
ニチレキ,2020,Q1,27.574193083192768
ニチレキ,2020,Q2,30.78686251504237
ニチレキ,2020,Q3,33.39779227795017
ニチレキ,2020,Q4,34.26368644711862
ニッカトー,2018,Q1,8.94855034982626
ニッカトー,2018,Q2,9.184650175271738
ニッカトー,2018,Q3,9.600484757931385
ニッカトー,2018,Q4,10.122941867910992
ニッカトー,2019,Q1,9.999363564364792
ニッカトー,2019,Q2,9.958872829140928
ニッカトー,2019,Q3,10.161242867296226
ニッカトー,2019,Q4,9.685442621399517
ニッカトー,2020,Q1,9.099621894481626
ニッカトー,2020,Q2,8.356325256307693
ニッカトー,2020,Q3,8.218952667025592
ニッカトー,2020,Q4,8.108537065371886
ニッコンホールディングス,2018,Q1,40.71669752868117
ニッコンホールディングス,2018,Q2,42.86124306108915
ニッコンホールディングス,2018,Q3,45.166444844851235
ニッコンホールディングス,2018,Q4,46.375328552856885
ニッコンホールディングス,2019,Q1,46.948098682812315
ニッコンホールディングス,2019,Q2,47.19677177268472
ニッコンホールディングス,2019,Q3,47.73032837187937
ニッコンホールディングス,2019,Q4,48.55484995313761
ニッコンホールディングス,2020,Q1,48.99656202960746
ニッコンホールディングス,2020,Q2,48.760946316329125
ニッコンホールディングス,2020,Q3,49.06615461535788
ニッコンホールディングス,2020,Q4,49.10327854425663
ニッタ,2018,Q1,56.86760182812045
ニッタ,2018,Q2,58.903109401818675
ニッタ,2018,Q3,61.46002405284102
ニッタ,2018,Q4,63.836510409321434
ニッタ,2019,Q1,62.52767892815309
ニッタ,2019,Q2,62.52171984500887
ニッタ,2019,Q3,62.319161799546805
ニッタ,2019,Q4,61.687967169060734
ニッタ,2020,Q1,61.193301619476735
ニッタ,2020,Q2,60.64839625044737
ニッタ,2020,Q3,60.40912705354963
ニッタ,2020,Q4,63.08435710603354
ニッパツ,2018,Q1,22.05325139762591
ニッパツ,2018,Q2,22.86373481793539
ニッパツ,2018,Q3,23.041565232968395
ニッパツ,2018,Q4,23.205592751150284
ニッパツ,2019,Q1,22.993672768783156
ニッパツ,2019,Q2,22.837787737615795
ニッパツ,2019,Q3,22.568435376915986
ニッパツ,2019,Q4,22.179180497450275
ニッパツ,2020,Q1,22.042884235368305
ニッパツ,2020,Q2,21.9694868649432
ニッパツ,2020,Q3,21.91724901351482
ニッパツ,2020,Q4,22.40028119753842
ニップン,2018,Q1,17.607260299982165
ニップン,2018,Q2,17.56018164655987
ニップン,2018,Q3,19.140404616593592
ニップン,2018,Q4,20.6460232255609
ニップン,2019,Q1,20.966850605454855
ニップン,2019,Q2,21.07834336808463
ニップン,2019,Q3,20.865379967060598
ニップン,2019,Q4,21.047446045975086
ニップン,2020,Q1,21.293243320770895
ニップン,2020,Q2,21.790481030099468
ニップン,2020,Q3,22.176606824797428
ニップン,2020,Q4,22.260258794218746
ニフコ,2018,Q1,58.85608970232677
ニフコ,2018,Q2,55.47757620407982
ニフコ,2018,Q3,55.79672773779929
ニフコ,2018,Q4,52.705679010731586
ニフコ,2019,Q1,50.203268150123456
ニフコ,2019,Q2,50.28022474730566
ニフコ,2019,Q3,51.70465410291198
ニフコ,2019,Q4,52.093993617611204
ニフコ,2020,Q1,51.85504981097657
ニフコ,2020,Q2,51.61772140463026
ニフコ,2020,Q3,51.594273848568534
ニフコ,2020,Q4,52.11166634764
ニプロ,2018,Q1,16.597849014722016
ニプロ,2018,Q2,16.67360990210074
ニプロ,2018,Q3,16.777936173345687
ニプロ,2018,Q4,15.631522409743987
ニプロ,2019,Q1,15.638565722206373
ニプロ,2019,Q2,15.646303386601732
ニプロ,2019,Q3,15.652286116225886
ニプロ,2019,Q4,15.538135887427401
ニプロ,2020,Q1,15.614926548812932
ニプロ,2020,Q2,16.993904909834974
ニプロ,2020,Q3,17.05325082031418
ニプロ,2020,Q4,17.360254148933514
ニホンフラッシュ,2018,Q1,37.907725301492285
ニホンフラッシュ,2018,Q2,38.50410664596004
ニホンフラッシュ,2018,Q3,41.36910438486275
ニホンフラッシュ,2018,Q4,41.83706234786767
ニホンフラッシュ,2019,Q1,43.766378300185295
ニホンフラッシュ,2019,Q2,44.043029326733055
ニホンフラッシュ,2019,Q3,46.02391419147876
ニホンフラッシュ,2019,Q4,47.213798392750455
ニホンフラッシュ,2020,Q1,46.44645733604305
ニホンフラッシュ,2020,Q2,45.87356151947042
ニホンフラッシュ,2020,Q3,46.16943723931984
ニホンフラッシュ,2020,Q4,47.3270690173474
ネットワンシステムズ,2018,Q1,9.350702720913912
ネットワンシステムズ,2018,Q2,8.139625891763657
ネットワンシステムズ,2018,Q3,4.617036849938742
ネットワンシステムズ,2018,Q4,8.11385036927214
ネットワンシステムズ,2019,Q1,8.777640565480075
ネットワンシステムズ,2019,Q2,8.134228624608483
ネットワンシステムズ,2019,Q3,8.835159376222162
ネットワンシステムズ,2019,Q4,9.102049571901926
ネットワンシステムズ,2020,Q1,9.151317910341323
ネットワンシステムズ,2020,Q2,9.152059500885283
ネットワンシステムズ,2020,Q3,9.226388665939826
ネットワンシステムズ,2020,Q4,9.22868838231341
ネツレン,2018,Q1,13.608038539381587
ネツレン,2018,Q2,14.026950536274267
ネツレン,2018,Q3,13.988140294379095
ネツレン,2018,Q4,13.978165051974818
ネツレン,2019,Q1,13.810148395169708
ネツレン,2019,Q2,13.76861418937345
ネツレン,2019,Q3,13.812306925188533
ネツレン,2019,Q4,13.443614004469069
ネツレン,2020,Q1,12.766437669274449
ネツレン,2020,Q2,12.723678485657361
ネツレン,2020,Q3,12.245162305779745
ネツレン,2020,Q4,12.842599003187482
ノジマ,2018,Q1,55.225385485433705
ノジマ,2018,Q2,56.42406028778443
ノジマ,2018,Q3,56.16463679231838
ノジマ,2018,Q4,56.62535893233338
ノジマ,2019,Q1,57.18723826301453
ノジマ,2019,Q2,58.17292239764613
ノジマ,2019,Q3,58.70410216858559
ノジマ,2019,Q4,59.366069074809914
ノジマ,2020,Q1,58.50772066464012
ノジマ,2020,Q2,59.02648469214717
ノジマ,2020,Q3,59.26908817364175
ノジマ,2020,Q4,59.86365857306431
ノリタケカンパニーリミテド,2018,Q1,11.19582874983804
ノリタケカンパニーリミテド,2018,Q2,13.489480755458985
ノリタケカンパニーリミテド,2018,Q3,15.478841482471015
ノリタケカンパニーリミテド,2018,Q4,17.884232494382704
ノリタケカンパニーリミテド,2019,Q1,20.524378267745643
ノリタケカンパニーリミテド,2019,Q2,23.004617401372613
ノリタケカンパニーリミテド,2019,Q3,24.782646637461543
ノリタケカンパニーリミテド,2019,Q4,26.464148848774272
ノリタケカンパニーリミテド,2020,Q1,24.204474062443794
ノリタケカンパニーリミテド,2020,Q2,25.550879496690776
ノリタケカンパニーリミテド,2020,Q3,23.398023402040533
ノリタケカンパニーリミテド,2020,Q4,25.730469921547183
ハイマックス,2018,Q1,26.28149622090083
ハイマックス,2018,Q2,25.535259953342095
ハイマックス,2018,Q3,26.656730130184503
ハイマックス,2018,Q4,27.602956194927444
ハイマックス,2019,Q1,28.51068345195759
ハイマックス,2019,Q2,28.420397805284054
ハイマックス,2019,Q3,28.11590792471618
ハイマックス,2019,Q4,28.317609207763816
ハイマックス,2020,Q1,28.541063782314154
ハイマックス,2020,Q2,29.83785315517442
ハイマックス,2020,Q3,29.371796420225728
ハイマックス,2020,Q4,28.189441517121484
ハウス食品グループ本社,2018,Q1,16.27014738599312
ハウス食品グループ本社,2018,Q2,17.861073725582788
ハウス食品グループ本社,2018,Q3,18.443292513724337
ハウス食品グループ本社,2018,Q4,18.147453660790294
ハウス食品グループ本社,2019,Q1,19.267175918004366
ハウス食品グループ本社,2019,Q2,20.06155024189229
ハウス食品グループ本社,2019,Q3,20.966092272890418
ハウス食品グループ本社,2019,Q4,20.51235571653385
ハウス食品グループ本社,2020,Q1,20.362011503022668
ハウス食品グループ本社,2020,Q2,20.371664996312475
ハウス食品グループ本社,2020,Q3,20.719370035804012
ハウス食品グループ本社,2020,Q4,20.077966911274874
ハピネット,2018,Q1,29.024481983058923
ハピネット,2018,Q2,26.36658044936584
ハピネット,2018,Q3,33.15951685788447
ハピネット,2018,Q4,28.28092983692273
ハピネット,2019,Q1,28.775999666039773
ハピネット,2019,Q2,27.382323571416276
ハピネット,2019,Q3,28.503328255545735
ハピネット,2019,Q4,22.75356395084146
ハピネット,2020,Q1,23.24767590748792
ハピネット,2020,Q2,24.416662440637566
ハピネット,2020,Q3,26.49243889801404
ハピネット,2020,Q4,20.45652363019383
ハマキョウレックス,2018,Q1,78.05270774067735
ハマキョウレックス,2018,Q2,78.8130409320196
ハマキョウレックス,2018,Q3,79.21454081898165
ハマキョウレックス,2018,Q4,79.12194104074219
ハマキョウレックス,2019,Q1,79.2449001602929
ハマキョウレックス,2019,Q2,81.05574499671172
