企業名,会計年度,四半期,y_hat_mlgb
トピー工業,2020,Q1,18.366420209097367
トピー工業,2020,Q2,15.611697905283007
トピー工業,2020,Q3,13.20725350216445
トピー工業,2020,Q4,15.468642439796692
トプコン,2018,Q1,6.263888802793291
トプコン,2018,Q2,6.9374999271498785
トプコン,2018,Q3,7.536666598584917
トプコン,2018,Q4,8.107777688238356
トプコン,2019,Q1,7.93944431675805
トプコン,2019,Q2,8.314722074402702
トプコン,2019,Q3,8.564166519376966
トプコン,2019,Q4,9.188055396080017
トプコン,2020,Q1,8.572777642144096
トプコン,2020,Q2,8.263888729943169
トプコン,2020,Q3,8.622777607705858
トプコン,2020,Q4,9.986388749546474
トヨタ紡織,2018,Q1,22.630621433258057
トヨタ紡織,2018,Q2,25.041176954905193
トヨタ紡織,2018,Q3,25.695899221632217
トヨタ紡織,2018,Q4,25.974788029988606
トヨタ紡織,2019,Q1,25.975620163811577
トヨタ紡織,2019,Q2,26.33506457010905
トヨタ紡織,2019,Q3,26.491731272803413
トヨタ紡織,2019,Q4,27.090620160102844
トヨタ紡織,2020,Q1,27.951175729433697
トヨタ紡織,2020,Q2,25.702564597129822
トヨタ紡織,2020,Q3,27.025897966490852
トヨタ紡織,2020,Q4,30.241453581386143
トヨタ自動車,2018,Q1,112.25805510746108
トヨタ自動車,2018,Q2,119.18833282589912
トヨタ自動車,2018,Q3,124.61166607340176
トヨタ自動車,2018,Q4,124.97249934739537
トヨタ自動車,2019,Q1,128.44333280788527
トヨタ自動車,2019,Q2,132.82888818118306
トヨタ自動車,2019,Q3,137.20694380667476
トヨタ自動車,2019,Q4,141.95499915877977
トヨタ自動車,2020,Q1,145.14405317107835
トヨタ自動車,2020,Q2,146.7134975857205
トヨタ自動車,2020,Q3,150.67571963204279
トヨタ自動車,2020,Q4,158.29127523634168
トランコム,2018,Q1,71.40111181471083
トランコム,2018,Q2,73.25333415137396
トランコム,2018,Q3,74.99666743808322
トランコム,2018,Q4,77.49861166212294
トランコム,2019,Q1,78.7513893975152
トランコム,2019,Q2,80.38388941023085
トランコム,2019,Q3,82.67500029669867
トランコム,2019,Q4,85.40805583530002
トランコム,2020,Q1,86.60027811262343
トランコム,2020,Q2,87.44527816772461
トランコム,2020,Q3,91.11388927035861
トランコム,2020,Q4,94.83972242143419
トランスコスモス,2018,Q1,28.87222242106994
トランスコスモス,2018,Q2,29.04111130370034
トランスコスモス,2018,Q3,32.08333353863822
トランスコスモス,2018,Q4,32.15777799155977
トランスコスモス,2019,Q1,30.33333353863822
トランスコスモス,2019,Q2,30.134722411632538
トランスコスモス,2019,Q3,30.87250022755729
トランスコスモス,2019,Q4,31.62500023179584
トランスコスモス,2020,Q1,31.52138912015491
トランスコスモス,2020,Q2,31.76694467994902
トランスコスモス,2020,Q3,33.6555557317204
トランスコスモス,2020,Q4,35.0022223326895
トーエネック,2018,Q1,13.52471244914664
トーエネック,2018,Q2,14.027767995165455
トーエネック,2018,Q3,16.611656916638214
トーエネック,2018,Q4,19.282212514844204
トーエネック,2019,Q1,22.79276810006963
トーエネック,2019,Q2,26.348601330485607
トーエネック,2019,Q3,29.19249015632603
トーエネック,2019,Q4,31.373601359625656
トーエネック,2020,Q1,36.00304585281346
トーエネック,2020,Q2,38.33054590473572
トーエネック,2020,Q3,42.11554580512974
トーエネック,2020,Q4,46.21749038414823
トーカイ,2018,Q1,59.29928339852227
トーカイ,2018,Q2,59.06289450327555
トーカイ,2018,Q3,58.495116763644745
トーカイ,2018,Q4,57.88289451599121
トーカイ,2019,Q1,57.67400572035048
トーカイ,2019,Q2,57.62817245059543
トーカイ,2019,Q3,57.327061335245766
トーカイ,2019,Q4,56.1753945880466
トーカイ,2020,Q1,55.54650571611192
トーカイ,2020,Q2,54.776783519321015
トーカイ,2020,Q3,55.52039461665683
トーカイ,2020,Q4,55.115950134065415
トーカロ,2018,Q1,43.163333310021294
トーカロ,2018,Q2,43.814999951256645
トーカロ,2018,Q3,44.22777774598863
トーカロ,2018,Q4,43.72999991310967
トーカロ,2019,Q1,43.270833280351425
トーカロ,2019,Q2,42.79972214168973
トーカロ,2019,Q3,42.12722216712104
トーカロ,2019,Q4,41.644999980926514
トーカロ,2020,Q1,41.30111111534966
トーカロ,2020,Q2,40.760555532243515
トーカロ,2020,Q3,40.355000019073486
トーカロ,2020,Q4,40.14999998940362
トーメンデバイス,2018,Q1,58.67111117972268
トーメンデバイス,2018,Q2,59.186944610542724
トーメンデバイス,2018,Q3,59.75444461901983
トーメンデバイス,2018,Q4,58.91305570469962
トーメンデバイス,2019,Q1,59.40027784638934
トーメンデバイス,2019,Q2,57.99944429265128
トーメンデバイス,2019,Q3,57.52638877100415
トーメンデバイス,2019,Q4,60.37999976343579
トーメンデバイス,2020,Q1,61.818610794014404
トーメンデバイス,2020,Q2,62.72888847854402
トーメンデバイス,2020,Q3,60.994999534553955
トーメンデバイス,2020,Q4,64.87805532746845
トーモク,2018,Q1,12.940651210335394
トーモク,2018,Q2,13.178706764036583
トーモク,2018,Q3,14.628151216958132
トーモク,2018,Q4,15.952317859253121
トーモク,2019,Q1,19.754539899217587
トーモク,2019,Q2,19.220651016156708
トーモク,2019,Q3,21.300928776980275
トーモク,2019,Q4,23.26203992517872
トーモク,2020,Q1,26.559262089120846
トーモク,2020,Q2,26.36731764146437
トーモク,2020,Q3,28.063984266275334
トーモク,2020,Q4,30.475373087347382
トーヨーカネツ,2018,Q1,7.31460943321387
トーヨーカネツ,2018,Q2,7.427942777673404
トーヨーカネツ,2018,Q3,7.383498335878055
トーヨーカネツ,2018,Q4,6.415998337997331
トーヨーカネツ,2019,Q1,9.663498333758778
トーヨーカネツ,2019,Q2,10.24488724105888
トーヨーカネツ,2019,Q3,11.790720590286785
トーヨーカネツ,2019,Q4,13.677109547787243
トーヨーカネツ,2020,Q1,15.092109496394793
トーヨーカネツ,2020,Q2,16.658776215381092
トーヨーカネツ,2020,Q3,17.50349847641256
トーヨーカネツ,2020,Q4,19.504609553350342
ドウシシャ,2018,Q1,46.55813733736674
ドウシシャ,2018,Q2,46.45980397860209
ドウシシャ,2018,Q3,45.30924844741821
ドウシシャ,2018,Q4,43.27091508441501
ドウシシャ,2019,Q1,43.16869285371568
ドウシシャ,2019,Q2,42.96674839655558
ドウシシャ,2019,Q3,42.06119277742174
ドウシシャ,2019,Q4,39.89341508017646
ドウシシャ,2020,Q1,39.62063733736674
ドウシシャ,2020,Q2,39.17452618810866
ドウシシャ,2020,Q3,38.71785945362515
ドウシシャ,2020,Q4,37.52369284629822
ナイス,2018,Q1,5.7617244582312805
ナイス,2018,Q2,-0.15910907643329766
ナイス,2018,Q3,-0.9510535007446177
ナイス,2018,Q4,-5.344942345128705
ナイス,2019,Q1,6.706723967618826
ナイス,2019,Q2,5.929501758112262
ナイス,2019,Q3,5.717557307177533
ナイス,2019,Q4,2.638112898760786
ナイス,2020,Q1,-4.6029982208274305
ナイス,2020,Q2,-3.049664839015653
ナイス,2020,Q3,-0.7049425912296606
ナイス,2020,Q4,-0.15633148674128783
ナカノフドー建設,2018,Q1,15.220000137885412
ナカノフドー建設,2018,Q2,15.983611262506908
ナカノフドー建設,2018,Q3,16.66000016199218
ナカノフドー建設,2018,Q4,16.803889059358173
ナカノフドー建設,2019,Q1,16.967222369379467
ナカノフドー建設,2019,Q2,16.937222371498745
ナカノフドー建設,2019,Q3,16.926944570408928
ナカノフドー建設,2019,Q4,17.50888900293244
ナカノフドー建設,2020,Q1,18.821111218796837
ナカノフドー建設,2020,Q2,19.165555672513115
ナカノフドー建設,2020,Q3,19.638333439826965
ナカノフドー建設,2020,Q4,19.489166802830166
ナカバヤシ,2018,Q1,4.919159999324216
ナカバヤシ,2018,Q2,5.224160003165404
ナカバヤシ,2018,Q3,5.50221555845605
ナカバヤシ,2018,Q4,5.811937776704629
ナカバヤシ,2019,Q1,6.469160014556514
ナカバヤシ,2019,Q2,6.6130489019884005
ナカバヤシ,2019,Q3,6.987493346962664
ナカバヤシ,2019,Q4,7.409715570509434
ナカバヤシ,2020,Q1,7.944715576867263
ナカバヤシ,2020,Q2,8.217215581900543
ナカバヤシ,2020,Q3,8.44471559011274
ナカバヤシ,2020,Q4,8.891382267905605
ナカヨ,2018,Q1,8.351351802547773
ナカヨ,2018,Q2,8.054129585623741
ナカヨ,2018,Q3,9.255518461267153
ナカヨ,2018,Q4,10.140518445107672
ナカヨ,2019,Q1,11.981907253464064
ナカヨ,2019,Q2,12.119129475620058
ナカヨ,2019,Q3,12.50635168618626
ナカヨ,2019,Q4,12.914129459195667
ナカヨ,2020,Q1,13.044685009453032
ナカヨ,2020,Q2,13.043851676914427
ナカヨ,2020,Q3,11.453296115001043
ナカヨ,2020,Q4,11.721629470586777
ナガワ,2018,Q1,32.75749982065625
ナガワ,2018,Q2,33.66388871934679
ナガワ,2018,Q3,35.148888773388336
ナガワ,2018,Q4,36.405833257569206
ナガワ,2019,Q1,37.27916655275557
ナガワ,2019,Q2,38.219166530503166
ナガワ,2019,Q3,39.375277598698936
ナガワ,2019,Q4,40.10472207599216
ナガワ,2020,Q1,40.43777762518989
ナガワ,2020,Q2,40.707222090827095
ナガワ,2020,Q3,40.923333168029785
ナガワ,2020,Q4,41.477777587042915
ナック,2018,Q1,28.742637246847153
ナック,2018,Q2,28.098470512363647
ナック,2018,Q3,26.898470517661835
ナック,2018,Q4,27.12041495574845
ナック,2019,Q1,26.230137093199623
ナック,2019,Q2,26.4940258761247
ナック,2019,Q3,24.294303639067543
ナック,2019,Q4,22.17958132094807
ナック,2020,Q1,19.890136821402443
ナック,2020,Q2,22.60958136121432
ナック,2020,Q3,20.301803585555817
ナック,2020,Q4,18.417636973990334
ニコン,2018,Q1,17.543050296811593
ニコン,2018,Q2,18.968605843890046
ニコン,2018,Q3,20.38082807035082
ニコン,2018,Q4,21.638605839676327
ニコン,2019,Q1,23.08971702390247
ニコン,2019,Q2,23.0961059000757
ニコン,2019,Q3,23.502494778898026
ニコン,2019,Q4,23.1047169831064
ニコン,2020,Q1,21.681105819013382
ニコン,2020,Q2,18.50277253654268
ニコン,2020,Q3,15.761383685800764
ニコン,2020,Q4,16.63277257151074
ニチアス,2018,Q1,17.166111091772716
ニチアス,2018,Q2,18.009444455305736
ニチアス,2018,Q3,18.547226144207848
ニチアス,2018,Q4,19.918059488137562
ニチアス,2019,Q1,20.10917062891854
ニチアス,2019,Q2,21.310559464825523
ニチアス,2019,Q3,22.551670610904694
ニチアス,2019,Q4,23.6363927854432
ニチアス,2020,Q1,24.564170552624596
ニチアス,2020,Q2,24.89222609334522
ニチアス,2020,Q3,25.733059386412304
ニチアス,2020,Q4,26.901670436064403
ニチコン,2018,Q1,-4.7175001137786445
ニチコン,2018,Q2,-3.1788889666398368
ニチコン,2018,Q3,-2.617222319046656
ニチコン,2018,Q4,-5.681666715277566
ニチコン,2019,Q1,-5.541666703091727
ニチコン,2019,Q2,-5.325555586152607
ニチコン,2019,Q3,-4.924166682693693
ニチコン,2019,Q4,-5.054166677925322
ニチコン,2020,Q1,-5.442777802546819
ニチコン,2020,Q2,-5.695277780294418
ニチコン,2020,Q3,-5.571944448682997
ニチコン,2020,Q4,-5.055555542310079
ニチハ,2018,Q1,34.87694415781233
ニチハ,2018,Q2,36.92138855987125
ニチハ,2018,Q3,38.86888857682546
ニチハ,2018,Q4,40.703888561990524
ニチハ,2019,Q1,42.148888521724274
ニチハ,2019,Q2,43.41638853152593
ニチハ,2019,Q3,46.34111072619756
ニチハ,2019,Q4,47.83111076222526
ニチハ,2020,Q1,49.86805525090959
ニチハ,2020,Q2,50.19555527634091
ニチハ,2020,Q3,50.17138863934411
ニチハ,2020,Q4,51.452499720785354
ニチバン,2018,Q1,10.38974054157734
ニチバン,2018,Q2,11.164740527669588
ニチバン,2018,Q3,11.721129395895534
ニチバン,2018,Q4,12.50474048157533
ニチバン,2019,Q1,14.060018276174864
ニチバン,2019,Q2,14.375573808948198
ニチバン,2019,Q3,14.968351564473576
ニチバン,2019,Q4,15.657795973949963
ニチバン,2020,Q1,15.776684860388437
ニチバン,2020,Q2,15.89529597096973
ニチバン,2020,Q3,16.184462646643322
ニチバン,2020,Q4,16.988629308011795
ニチモウ,2018,Q1,3.8248579882913165
ニチモウ,2018,Q2,7.688468971186214
ニチモウ,2018,Q3,12.667080029845238
ニチモウ,2018,Q4,17.57819133169121
ニチモウ,2019,Q1,-18.25431029498577
ニチモウ,2019,Q2,-13.97847682568762
ニチモウ,2019,Q3,-9.900421152512232
ニチモウ,2019,Q4,-3.1248659127288394
ニチモウ,2020,Q1,1.2423564493656158
ニチモウ,2020,Q2,5.402078774240282
ニチモウ,2020,Q3,7.947912096977234
ニチモウ,2020,Q4,14.31319002310435
ニチレイ,2018,Q1,12.603003041611778
ニチレイ,2018,Q2,13.367169661654366
ニチレイ,2018,Q3,14.147169606553184
ニチレイ,2018,Q4,15.295502944125069
ニチレイ,2019,Q1,15.94772517349985
ニチレイ,2019,Q2,16.68328070309427
ニチレイ,2019,Q3,17.466613978147507
ニチレイ,2019,Q4,18.71966952416632
ニチレイ,2020,Q1,19.676058448023266
ニチレイ,2020,Q2,20.568558477693134
ニチレイ,2020,Q3,21.557725187804962
ニチレイ,2020,Q4,22.5305029782984
ニチレキ,2018,Q1,29.450833408368958
ニチレキ,2018,Q2,29.248333409428596
ニチレキ,2018,Q3,29.56583339141475
ニチレキ,2018,Q4,30.456944447424675
ニチレキ,2019,Q1,30.700277734133934
ニチレキ,2019,Q2,28.231944423582817
ニチレキ,2019,Q3,29.157777708437706
ニチレキ,2019,Q4,30.537222254607414
ニチレキ,2020,Q1,31.46194450226095
ニチレキ,2020,Q2,32.32055561410056
ニチレキ,2020,Q3,33.42666672335731
ニチレキ,2020,Q4,35.6230557097329
ニッカトー,2018,Q1,8.386944484638256
ニッカトー,2018,Q2,8.855277805123478
ニッカトー,2018,Q3,9.366388915572315
ニッカトー,2018,Q4,9.862777829428929
ニッカトー,2019,Q1,9.891111148986965
ニッカトー,2019,Q2,10.271388915108723
ニッカトー,2019,Q3,10.299722261157715
ニッカトー,2019,Q4,10.023611155079884
ニッカトー,2020,Q1,9.74083337544774
ニッカトー,2020,Q2,9.43333336405663
ニッカトー,2020,Q3,9.284444484704485
ニッカトー,2020,Q4,9.03000005112133
ニッコンホールディングス,2018,Q1,36.50944443543752
ニッコンホールディングス,2018,Q2,37.58361113071442
ニッコンホールディングス,2018,Q3,38.51111111376021
ニッコンホールディングス,2018,Q4,39.62222217188941
ニッコンホールディングス,2019,Q1,40.62416660785675
ニッコンホールディングス,2019,Q2,42.083611051241554
ニッコンホールディングス,2019,Q3,43.41583319505056
ニッコンホールディングス,2019,Q4,44.26305541727278
ニッコンホールディングス,2020,Q1,45.37499988079071
ニッコンホールディングス,2020,Q2,46.02111101150513
ニッコンホールディングス,2020,Q3,46.83944437238905
ニッコンホールディングス,2020,Q4,48.00722206963433
ニッタ,2018,Q1,50.43472250302633
ニッタ,2018,Q2,53.510555770662094
ニッタ,2018,Q3,55.77027802997165
ニッタ,2018,Q4,57.76250023312039
ニッタ,2019,Q1,58.13055578867594
ニッタ,2019,Q2,58.910833570692276
ニッタ,2019,Q3,59.10361131032308
ニッタ,2019,Q4,59.15972243414985
ニッタ,2020,Q1,59.60611131456163
ニッタ,2020,Q2,58.94333351982964
ニッタ,2020,Q3,58.186111291249595
ニッタ,2020,Q4,59.275555769602455
ニッパツ,2018,Q1,21.104166838857864
ニッパツ,2018,Q2,22.101944618754917
ニッパツ,2018,Q3,22.495277947849697
ニッパツ,2018,Q4,22.679444644186233
ニッパツ,2019,Q1,20.72944462299347
ニッパツ,2019,Q2,19.992777943611145
ニッパツ,2019,Q3,19.603611297077602
ニッパツ,2019,Q4,19.519722395473057
ニッパツ,2020,Q1,18.977777934736675
ニッパツ,2020,Q2,17.695277879635494
ニッパツ,2020,Q3,17.354166759385002
ニッパツ,2020,Q4,17.715833438767326
ニップン,2018,Q1,13.448780258496603
ニップン,2018,Q2,13.846280243661669
ニップン,2018,Q3,14.256280263264975
ニップン,2018,Q4,14.88128031624688
ニップン,2019,Q1,15.158502552244398
ニップン,2019,Q2,15.728224727842543
ニップン,2019,Q3,16.10294695695241
ニップン,2019,Q4,16.703780319955612
ニップン,2020,Q1,17.398780345916748
ニップン,2020,Q2,17.651835891935562
ニップン,2020,Q3,18.166835890875923
ニップン,2020,Q4,18.82794698079427
ニフコ,2018,Q1,56.8474318087101
ニフコ,2018,Q2,58.33382072382503
ニフコ,2018,Q3,59.68993182645904
ニフコ,2018,Q4,59.943820698393715
ニフコ,2019,Q1,60.0679873989688
ニフコ,2019,Q2,60.09076516826948
ニフコ,2019,Q3,60.30965408682823
ニフコ,2019,Q4,60.772431860367455
ニフコ,2020,Q1,61.08937630057335
ニフコ,2020,Q2,61.02826522125138
ニフコ,2020,Q3,60.57076524032487
ニフコ,2020,Q4,61.04632066024674
ニプロ,2018,Q1,16.904743530684048
ニプロ,2018,Q2,17.107243503133457
ニプロ,2018,Q3,16.647799033257698
ニプロ,2018,Q4,15.775854552785555
ニプロ,2019,Q1,15.770576786663797
ニプロ,2019,Q2,15.6552990194824
ニプロ,2019,Q3,15.69141010940075
ニプロ,2019,Q4,15.866410088207987
ニプロ,2020,Q1,12.603076608644592
ニプロ,2020,Q2,12.991132158372137
ニプロ,2020,Q3,13.277222121755281
ニプロ,2020,Q4,13.702222100562519
ニホンフラッシュ,2018,Q1,38.70720153053602
ニホンフラッシュ,2018,Q2,39.12136817971865
ニホンフラッシュ,2018,Q3,39.92970152364837
ニホンフラッシュ,2018,Q4,42.996090395583046
ニホンフラッシュ,2019,Q1,44.61386814051204
ニホンフラッシュ,2019,Q2,45.492479268047546
ニホンフラッシュ,2019,Q3,47.13692372375064
ニホンフラッシュ,2019,Q4,49.59720157252418
ニホンフラッシュ,2020,Q1,51.77424498399099
ニホンフラッシュ,2020,Q2,52.19313388400607
ニホンフラッシュ,2020,Q3,52.654522789849175
ニホンフラッシュ,2020,Q4,52.99591170416938
ネットワンシステムズ,2018,Q1,841.7642161101103
ネットワンシステムズ,2018,Q2,805.3222712592947
ネットワンシステムズ,2018,Q3,751.4522726188103
ネットワンシステムズ,2018,Q4,765.5572722405195
ネットワンシステムズ,2019,Q1,680.9886632147762
ネットワンシステムズ,2019,Q2,687.5681074576246
ネットワンシステムズ,2019,Q3,635.9353307733933
ネットワンシステムズ,2019,Q4,608.6242194821438
ネットワンシステムズ,2020,Q1,505.58922164804403
ネットワンシステムズ,2020,Q2,409.9161663701137
ネットワンシステムズ,2020,Q3,281.92228344910677
ネットワンシステムズ,2020,Q4,141.46228341095977
ネツレン,2018,Q1,11.482222159703573
ネツレン,2018,Q2,12.150277707311842
ネツレン,2018,Q3,12.58527770307329
ネツレン,2018,Q4,12.603333248032463
ネツレン,2019,Q1,11.916388789812723
ネツレン,2019,Q2,11.899999896685282
ネツレン,2019,Q3,11.719444341129726
ネツレン,2019,Q4,11.399166570769417
ネツレン,2020,Q1,10.663611027929518
ネツレン,2020,Q2,9.971388777097067
ネツレン,2020,Q3,9.436111019717323
ネツレン,2020,Q4,9.937499913904402
ノジマ,2018,Q1,50.036383820904625
ノジマ,2018,Q2,50.75805047485564
ノジマ,2018,Q3,51.30499498711692
ノジマ,2018,Q4,50.7666615181499
ノジマ,2019,Q1,52.187217162715065
ノジマ,2019,Q2,53.28805047273636
ノジマ,2019,Q3,54.675828225082824
ノジマ,2019,Q4,53.516939302285515
ノジマ,2020,Q1,55.48416151603063
ノジマ,2020,Q2,56.73193924294578
ノジマ,2020,Q3,74.31693843338225
ノジマ,2020,Q4,77.40777175956302
ノリタケカンパニーリミテド,2018,Q1,34.453922882262205
ノリタケカンパニーリミテド,2018,Q2,39.26836721226573
ノリタケカンパニーリミテド,2018,Q3,43.04947834668888
ノリタケカンパニーリミテド,2018,Q4,47.374478313244055
ノリタケカンパニーリミテド,2019,Q1,54.09503383065263
ノリタケカンパニーリミテド,2019,Q2,57.834200548215044
ノリタケカンパニーリミテド,2019,Q3,59.3486450318661
ノリタケカンパニーリミテド,2019,Q4,61.61781175310413
ノリタケカンパニーリミテド,2020,Q1,60.321978367451166
ノリタケカンパニーリミテド,2020,Q2,60.49503396327297
ノリタケカンパニーリミテド,2020,Q3,59.376700630204546
ノリタケカンパニーリミテド,2020,Q4,61.509478357103134
ハイマックス,2018,Q1,22.86527755525377
ハイマックス,2018,Q2,23.450277553664314
ハイマックス,2018,Q3,24.057499792840744
ハイマックス,2018,Q4,24.946110950575935
ハイマックス,2019,Q1,25.672499828868443
ハイマックス,2019,Q2,26.315555413564045
ハイマックス,2019,Q3,26.270277632607353
ハイマックス,2019,Q4,27.196388747957016
ハイマックス,2020,Q1,28.047777626249527
ハイマックス,2020,Q2,28.544722106721665
ハイマックス,2020,Q3,29.16494806607564
ハイマックス,2020,Q4,29.625225835376316
ハウス食品グループ本社,2018,Q1,21.972222126192516
ハウス食品グループ本社,2018,Q2,22.285833236243988
ハウス食品グループ本社,2018,Q3,22.507777674330605
ハウス食品グループ本社,2018,Q4,23.18944436642859
ハウス食品グループ本社,2019,Q1,24.483888847960365
ハウス食品グループ本社,2019,Q2,24.778888871272404
ハウス食品グループ本社,2019,Q3,25.139999982383515
ハウス食品グループ本社,2019,Q4,25.605833381414413
ハウス食品グループ本社,2020,Q1,26.30694451265865
ハウス食品グループ本社,2020,Q2,26.24805565343963
ハウス食品グループ本社,2020,Q3,25.32500011059973
ハウス食品グループ本社,2020,Q4,26.068889018562103
ハピネット,2018,Q1,32.24228628145324
ハピネット,2018,Q2,31.452286266618305
ハピネット,2018,Q3,32.03978628251288
ハピネット,2018,Q4,32.76034179992146
ハピネット,2019,Q1,32.82256401578585
ハピネット,2019,Q2,32.11950844857428
ハピネット,2019,Q3,32.024508446455
ハピネット,2019,Q4,31.29089723361863
ハピネット,2020,Q1,30.978397207127678
ハピネット,2020,Q2,29.570897231499355
ハピネット,2020,Q3,28.926110926601623
ハピネット,2020,Q4,29.784444196356667
ハマキョウレックス,2018,Q1,85.47916677263048
ハマキョウレックス,2018,Q2,85.90555572509766
ハマキョウレックス,2018,Q3,86.10666698879666
ハマキョウレックス,2018,Q4,85.80361133151584
ハマキョウレックス,2019,Q1,86.14027796851263
ハマキョウレックス,2019,Q2,86.40833356645372
ハマキョウレックス,2019,Q3,86.23305585649278
ハマキョウレックス,2019,Q4,85.49555577172174
ハマキョウレックス,2020,Q1,86.72611130608453
ハマキョウレックス,2020,Q2,86.31666670905219
ハマキョウレックス,2020,Q3,86.08944447835286
ハマキョウレックス,2020,Q4,85.32916641235352
ハリマ化成グループ,2018,Q1,9.784722182485792
ハリマ化成グループ,2018,Q2,11.454166544808281
ハリマ化成グループ,2018,Q3,12.683888806237114
ハリマ化成グループ,2018,Q4,12.888055430518257
ハリマ化成グループ,2019,Q1,13.179444313049316
ハリマ化成グループ,2019,Q2,13.838888777626885
ハリマ化成グループ,2019,Q3,14.39666657977634
ハリマ化成グループ,2019,Q4,14.482499917348227
ハリマ化成グループ,2020,Q1,14.176944361792671
ハリマ化成グループ,2020,Q2,13.884166611565483
ハリマ化成グループ,2020,Q3,13.474722169339657
ハリマ化成グループ,2020,Q4,13.808888828588856
ハークスレイ,2018,Q1,21.478333431813454
ハークスレイ,2018,Q2,21.767500067750614
ハークスレイ,2018,Q3,23.437500038080746
ハークスレイ,2018,Q4,24.029722278316815
ハークスレイ,2019,Q1,25.33750005397532
ハークスレイ,2019,Q2,25.954166715343792
ハークスレイ,2019,Q3,26.679722261097695
ハークスレイ,2019,Q4,27.745555544892948
ハークスレイ,2020,Q1,27.435833386249012
ハークスレイ,2020,Q2,27.096944502658314
ハークスレイ,2020,Q3,27.24916671216488
ハークスレイ,2020,Q4,27.764166730973457
ハードオフコーポレーション,2018,Q1,16.556944380203884
ハードオフコーポレーション,2018,Q2,16.546666579114067
ハードオフコーポレーション,2018,Q3,16.6241665813658
ハードオフコーポレーション,2018,Q4,16.70166658030616
ハードオフコーポレーション,2019,Q1,16.6974999109904
ハードオフコーポレーション,2019,Q2,17.093611041704815
ハードオフコーポレーション,2019,Q3,16.955833257900345
ハードオフコーポレーション,2019,Q4,16.815833258959984
ハードオフコーポレーション,2020,Q1,16.96833326584763
ハードオフコーポレーション,2020,Q2,16.604166621963184
ハードオフコーポレーション,2020,Q3,15.748611114091343
ハードオフコーポレーション,2020,Q4,15.637500002980232
バルカー,2018,Q1,11.747820400425958
バルカー,2018,Q2,13.78143155398882
バルカー,2018,Q3,15.50115379349639
バルカー,2018,Q4,16.659487080242897
バルカー,2019,Q1,18.03059820830822
バルカー,2019,Q2,19.581153742141193
バルカー,2019,Q3,20.590875908732414
バルカー,2019,Q4,21.385042606128586
バルカー,2020,Q1,22.06337596807215
バルカー,2020,Q2,23.051153731014992
バルカー,2020,Q3,24.557820444305737
バルカー,2020,Q4,25.137264909015762
バローホールディングス,2018,Q1,38.335833348747755
バローホールディングス,2018,Q2,39.41166672234734
バローホールディングス,2018,Q3,40.13444445985887
バローホールディングス,2018,Q4,40.804444536152815
バローホールディングス,2019,Q1,40.43611119646165
バローホールディングス,2019,Q2,41.22250008376108
バローホールディングス,2019,Q3,41.79305561176605
バローホールディングス,2019,Q4,41.885000094357466
バローホールディングス,2020,Q1,41.477500085615446
バローホールディングス,2020,Q2,42.64888892364171
バローホールディングス,2020,Q3,43.74472217220399
バローホールディングス,2020,Q4,45.21694444740812
バンダイナムコホールディングス,2018,Q1,27.968889172292418
バンダイナムコホールディングス,2018,Q2,30.146944750100374
バンダイナムコホールディングス,2018,Q3,32.98500022830235
バンダイナムコホールディングス,2018,Q4,36.08222250350647
バンダイナムコホールディングス,2019,Q1,39.423055743591654
バンダイナムコホールディングス,2019,Q2,41.75111129755775
バンダイナムコホールディングス,2019,Q3,44.01888899215393
バンダイナムコホールディングス,2019,Q4,45.68194446505772
バンダイナムコホールディングス,2020,Q1,46.49833335023787
バンダイナムコホールディングス,2020,Q2,47.775833290898134
バンダイナムコホールディングス,2020,Q3,49.535833201888536
バンダイナムコホールディングス,2020,Q4,50.89499998299612
バンドー化学,2018,Q1,11.551979922586018
バンドー化学,2018,Q2,12.81586879822943
バンドー化学,2018,Q3,13.589757651090622
バンドー化学,2018,Q4,14.241702089707056
バンドー化学,2019,Q1,14.521848362353113
バンドー化学,2019,Q2,14.607681699925
バンドー化学,2019,Q3,15.135459451211823
バンドー化学,2019,Q4,15.573237208856476
バンドー化学,2020,Q1,13.987959439555803
バンドー化学,2020,Q2,13.775459442287683
バンドー化学,2020,Q3,14.46907052770257
バンドー化学,2020,Q4,15.398792715950144
パイオラックス,2018,Q1,95.21461121241252
パイオラックス,2018,Q2,97.06294451819525
パイオラックス,2018,Q3,97.65100002288818
パイオラックス,2018,Q4,97.40822219848633
パイオラックス,2019,Q1,96.61933326721191
パイオラックス,2019,Q2,95.6804445054796
パイオラックス,2019,Q3,94.79711108737521
パイオラックス,2019,Q4,94.03572220272488
パイオラックス,2020,Q1,92.90738892555237
パイオラックス,2020,Q2,92.10794451501634
パイオラックス,2020,Q3,90.23905570225583
パイオラックス,2020,Q4,88.93822242402368
パスコ,2018,Q1,3.730555580721961
パスコ,2018,Q2,3.568611138396793
パスコ,2018,Q3,3.4950528658098645
パスコ,2018,Q4,4.8431084007024765
パスコ,2019,Q1,7.102275118231773
パスコ,2019,Q2,6.328108474612236
パスコ,2019,Q3,8.317275144987637
パスコ,2019,Q4,11.021997330917252
パスコ,2020,Q1,13.06838632788923
パスコ,2020,Q2,12.875886322723495
パスコ,2020,Q3,13.60394187271595
パスコ,2020,Q4,15.497553065419197
パナソニック,2018,Q1,-8.377676679028404
パナソニック,2018,Q2,-6.9840655657980175
