企業名,会計年度,四半期,y_hat_mraf,best_hyparam
萩原電気ホールディングス,2019,Q4,83.09280000000001,[100 10]
萩原電気ホールディングス,2020,Q1,51.6638,[100 10]
萩原電気ホールディングス,2020,Q2,78.17410000000005,[100 10]
萩原電気ホールディングス,2020,Q3,72.12600000000002,[100 10]
萩原電気ホールディングス,2020,Q4,77.12899999999999,[100 10]
蔵王産業,2018,Q1,27.394200000000023,[100 100]
蔵王産業,2018,Q2,26.37920000000002,[100 100]
蔵王産業,2018,Q3,28.5151,[100 100]
蔵王産業,2018,Q4,30.727300000000003,[100 100]
蔵王産業,2019,Q1,25.109900000000007,[100 100]
蔵王産業,2019,Q2,28.635099999999994,[100 100]
蔵王産業,2019,Q3,28.07940000000001,[100 100]
蔵王産業,2019,Q4,31.985499999999988,[100 100]
蔵王産業,2020,Q1,24.08180000000001,[100 100]
蔵王産業,2020,Q2,26.6817,[100 100]
蔵王産業,2020,Q3,32.34940000000002,[100 100]
蔵王産業,2020,Q4,34.58999999999999,[100 100]
藤倉化成,2018,Q1,18.3846,[100 10]
藤倉化成,2018,Q2,18.424000000000007,[100 10]
藤倉化成,2018,Q3,16.876000000000005,[100 10]
藤倉化成,2018,Q4,17.889400000000002,[100 10]
藤倉化成,2019,Q1,15.735499999999996,[100 10]
藤倉化成,2019,Q2,15.960800000000011,[100 10]
藤倉化成,2019,Q3,14.664500000000007,[100 10]
藤倉化成,2019,Q4,9.409499999999994,[100 10]
藤倉化成,2020,Q1,11.752200000000002,[100 10]
藤倉化成,2020,Q2,9.753,[100 10]
藤倉化成,2020,Q3,7.929600000000001,[100 10]
藤倉化成,2020,Q4,13.497800000000003,[100 10]
藤森工業,2018,Q1,72.8215,[100 10]
藤森工業,2018,Q2,80.4723,[100 10]
藤森工業,2018,Q3,80.91959999999993,[100 10]
藤森工業,2018,Q4,24.511399999999984,[100 10]
藤森工業,2019,Q1,71.52479999999996,[100 10]
藤森工業,2019,Q2,76.20789999999997,[100 10]
藤森工業,2019,Q3,86.30539999999993,[100 10]
藤森工業,2019,Q4,72.4744,[100 10]
藤森工業,2020,Q1,71.00119999999998,[100 10]
藤森工業,2020,Q2,79.00179999999996,[100 10]
藤森工業,2020,Q3,86.83329999999992,[100 10]
藤森工業,2020,Q4,67.3315,[100 10]
虹技,2018,Q1,30.98263780662431,[100 10]
虹技,2018,Q2,46.19369999999994,[100 10]
虹技,2018,Q3,51.12959999999994,[100 10]
虹技,2018,Q4,54.89839999999997,[100 10]
虹技,2019,Q1,44.24841890331213,[100 10]
虹技,2019,Q2,46.87470000000001,[100 10]
虹技,2019,Q3,48.716099999999976,[100 10]
虹技,2019,Q4,28.621972967770716,[100 10]
虹技,2020,Q1,3.531545935541446,[100 10]
虹技,2020,Q2,-2.518981096687825,[100 10]
虹技,2020,Q3,-1.457189225604928,[100 10]
虹技,2020,Q4,1.004664838853624,[100 10]
蛇の目ミシン工業,2018,Q1,18.42620000000001,[100 10]
蛇の目ミシン工業,2018,Q2,15.85150000000001,[100 10]
蛇の目ミシン工業,2018,Q3,19.06040000000002,[100 10]
蛇の目ミシン工業,2018,Q4,13.035099999999998,[100 10]
蛇の目ミシン工業,2019,Q1,11.372699999999991,[100 10]
蛇の目ミシン工業,2019,Q2,9.212117252427952,[100 10]
蛇の目ミシン工業,2019,Q3,7.497620766995689,[100 10]
蛇の目ミシン工業,2019,Q4,5.960051757283862,[100 10]
蛇の目ミシン工業,2020,Q1,20.95860000000001,[100 10]
蛇の目ミシン工業,2020,Q2,32.32751725242795,[100 10]
蛇の目ミシン工業,2020,Q3,42.343700000000005,[100 10]
蛇の目ミシン工業,2020,Q4,40.00690000000001,[100 10]
蝶理,2018,Q1,55.43595499999937,[2000 10]
蝶理,2018,Q2,56.88635999999962,[2000 10]
蝶理,2018,Q3,58.612000000000485,[2000 10]
蝶理,2018,Q4,58.72733000000014,[2000 10]
蝶理,2019,Q1,55.795964999999136,[2000 10]
蝶理,2019,Q2,58.70248999999939,[2000 10]
蝶理,2019,Q3,58.78349499999915,[2000 10]
蝶理,2019,Q4,59.92403999999943,[2000 10]
蝶理,2020,Q1,51.43918499999972,[2000 10]
蝶理,2020,Q2,33.63146584252698,[2000 10]
蝶理,2020,Q3,40.75293084252701,[2000 10]
蝶理,2020,Q4,32.4517144567031,[2000 10]
西日本旅客鉄道,2018,Q1,100.53409999999992,[100 100]
西日本旅客鉄道,2018,Q2,149.1715,[100 100]
西日本旅客鉄道,2018,Q3,149.45530000000002,[100 100]
西日本旅客鉄道,2018,Q4,32.27500000000001,[100 100]
西日本旅客鉄道,2019,Q1,173.2924,[100 100]
西日本旅客鉄道,2019,Q2,177.699,[100 100]
西日本旅客鉄道,2019,Q3,202.1137,[100 100]
西日本旅客鉄道,2019,Q4,52.402,[100 100]
西日本旅客鉄道,2020,Q1,454.5481999999996,[100 100]
西日本旅客鉄道,2020,Q2,-135.4407000000002,[100 100]
西日本旅客鉄道,2020,Q3,-137.0370000000001,[100 100]
西日本旅客鉄道,2020,Q4,-139.53080000000003,[100 100]
西日本鉄道,2018,Q1,24.08377798963264,[500 100]
西日本鉄道,2018,Q2,35.828182275230944,[500 100]
西日本鉄道,2018,Q3,33.542648518548404,[500 100]
西日本鉄道,2018,Q4,21.408982619066823,[500 100]
西日本鉄道,2019,Q1,21.547100978859564,[500 100]
西日本鉄道,2019,Q2,17.01869671958528,[500 100]
西日本鉄道,2019,Q3,26.62941999999993,[500 100]
西日本鉄道,2019,Q4,21.56724753968899,[500 100]
西日本鉄道,2020,Q1,19.28934097885961,[500 100]
西日本鉄道,2020,Q2,-23.78599804228088,[500 100]
西日本鉄道,2020,Q3,-31.05621902114046,[500 100]
西日本鉄道,2020,Q4,-23.019248201036746,[500 100]
西松建設,2018,Q1,59.25666616084239,[500 10]
西松建設,2018,Q2,53.61845508939137,[500 10]
西松建設,2018,Q3,49.18903080358812,[500 10]
西松建設,2018,Q4,45.06461999999989,[500 10]
西松建設,2019,Q1,84.82358053572574,[500 10]
西松建設,2019,Q2,78.61741080358837,[500 10]
西松建設,2019,Q3,94.43968000000037,[500 10]
西松建設,2019,Q4,108.8638599999999,[500 10]
西松建設,2020,Q1,72.35075999999995,[500 10]
西松建設,2020,Q2,81.36065080358834,[500 10]
西松建設,2020,Q3,83.82798000000022,[500 10]
西松建設,2020,Q4,88.69246000000015,[500 10]
西華産業,2018,Q1,25.41256842619086,[500 100]
西華産業,2018,Q2,22.94924263928632,[500 100]
西華産業,2018,Q3,35.7162527240083,[500 100]
西華産業,2018,Q4,31.23811255456425,[500 100]
西華産業,2019,Q1,24.574439830556003,[500 100]
西華産業,2019,Q2,30.83119834146889,[500 100]
西華産業,2019,Q3,33.37971851091291,[500 100]
西華産業,2019,Q4,38.80477140436526,[500 100]
西華産業,2020,Q1,-3.321539999999995,[500 100]
西華産業,2020,Q2,6.196955702182573,[500 100]
西華産業,2020,Q3,1.745171404365151,[500 100]
西華産業,2020,Q4,-43.90842429781722,[500 100]
西部ガスホールディングス,2018,Q1,54.336630000000696,[1000 100]
西部ガスホールディングス,2018,Q2,46.66044168030608,[1000 100]
西部ガスホールディングス,2018,Q3,22.50895000000005,[1000 100]
西部ガスホールディングス,2018,Q4,48.774100000000594,[1000 100]
西部ガスホールディングス,2019,Q1,52.08229722676914,[1000 100]
西部ガスホールディングス,2019,Q2,26.057967226768607,[1000 100]
西部ガスホールディングス,2019,Q3,11.08669000000003,[1000 100]
西部ガスホールディングス,2019,Q4,88.10515999999986,[1000 100]
西部ガスホールディングス,2020,Q1,45.213174453537,[1000 100]
西部ガスホールディングス,2020,Q2,-13.852087732314477,[1000 100]
西部ガスホールディングス,2020,Q3,3.1567016803056323,[1000 100]
西部ガスホールディングス,2020,Q4,70.66211999999997,[1000 100]
豊田合成,2018,Q1,36.4654192722543,[500 10]
豊田合成,2018,Q2,25.225580707601075,[500 10]
豊田合成,2018,Q3,45.14048099057809,[500 10]
豊田合成,2018,Q4,45.082860720597296,[500 10]
豊田合成,2019,Q1,15.418920707600954,[500 10]
豊田合成,2019,Q2,42.19425152696546,[500 10]
豊田合成,2019,Q3,25.08409107147391,[500 10]
豊田合成,2019,Q4,28.96629034372823,[500 10]
豊田合成,2020,Q1,14.59834216309239,[500 10]
豊田合成,2020,Q2,41.16578385445087,[500 10]
豊田合成,2020,Q3,47.85583000000004,[500 10]
豊田合成,2020,Q4,53.37490481806358,[500 10]
近畿車両,2018,Q1,114.86934444248772,[500 100]
近畿車両,2018,Q2,152.39551790734535,[500 100]
近畿車両,2018,Q3,159.88071516293817,[500 100]
近畿車両,2018,Q4,11.444209399334571,[500 100]
近畿車両,2019,Q1,66.27760025717933,[500 100]
近畿車両,2019,Q2,3.0527099313028074,[500 100]
近畿車両,2019,Q3,65.7416616980804,[500 100]
近畿車両,2019,Q4,-3.0976593482467347,[500 100]
近畿車両,2020,Q1,55.76229307028407,[500 100]
近畿車両,2020,Q2,39.50763032587675,[500 100]
近畿車両,2020,Q3,29.223891372203813,[500 100]
近畿車両,2020,Q4,0.779363790734579,[500 100]
近鉄グループホールディングス,2018,Q1,20.783787452033103,[2000 100]
近鉄グループホールディングス,2018,Q2,44.57228797475276,[2000 100]
近鉄グループホールディングス,2018,Q3,47.60342855808236,[2000 100]
近鉄グループホールディングス,2018,Q4,48.13874794444618,[2000 100]
近鉄グループホールディングス,2019,Q1,55.36341604292876,[2000 100]
近鉄グループホールディングス,2019,Q2,54.4916931287873,[2000 100]
近鉄グループホールディングス,2019,Q3,44.497916257576215,[2000 100]
近鉄グループホールディングス,2019,Q4,36.26339334343493,[2000 100]
近鉄グループホールディングス,2020,Q1,16.450349171717793,[2000 100]
近鉄グループホールディングス,2020,Q2,-21.0663833131297,[2000 100]
近鉄グループホールディングス,2020,Q3,-10.949432484847168,[2000 100]
近鉄グループホールディングス,2020,Q4,-8.104705613635522,[2000 100]
進学会ホールディングス,2018,Q1,62.98127499999973,[2000 10]
進学会ホールディングス,2018,Q2,1.288809999999996,[2000 10]
進学会ホールディングス,2018,Q3,1.2220149999999963,[2000 10]
進学会ホールディングス,2018,Q4,-5.280846666666692,[2000 10]
進学会ホールディングス,2019,Q1,9.334299999999937,[2000 10]
進学会ホールディングス,2019,Q2,5.958694999999971,[2000 10]
進学会ホールディングス,2019,Q3,6.446559999999938,[2000 10]
進学会ホールディングス,2019,Q4,-8.472160000000041,[2000 10]
進学会ホールディングス,2020,Q1,-11.05353800000015,[2000 10]
進学会ホールディングス,2020,Q2,-5.0626675000000665,[2000 10]
進学会ホールディングス,2020,Q3,-12.26988000000015,[2000 10]
進学会ホールディングス,2020,Q4,-45.09159999999898,[2000 10]
遠藤照明,2018,Q1,9.365155583333364,[2000 10]
遠藤照明,2018,Q2,28.859161833333047,[2000 10]
遠藤照明,2018,Q3,28.324454654761823,[2000 10]
遠藤照明,2018,Q4,10.376898946428511,[2000 10]
遠藤照明,2019,Q1,40.135069166666696,[2000 10]
遠藤照明,2019,Q2,43.32791349999978,[2000 10]
遠藤照明,2019,Q3,30.70394899999948,[2000 10]
遠藤照明,2019,Q4,45.693879999999886,[2000 10]
遠藤照明,2020,Q1,29.763399999999617,[2000 10]
遠藤照明,2020,Q2,57.10238999999992,[2000 10]
遠藤照明,2020,Q3,46.35558303571409,[2000 10]
遠藤照明,2020,Q4,42.85091000000013,[2000 10]
酉島製作所,2018,Q1,4.539760000000017,[2000 100]
酉島製作所,2018,Q2,-1.9821500000000047,[2000 100]
酉島製作所,2018,Q3,-1.9118150000000085,[2000 100]
酉島製作所,2018,Q4,17.485745000000065,[2000 100]
酉島製作所,2019,Q1,-5.397604999999985,[2000 100]
酉島製作所,2019,Q2,-14.037100000000342,[2000 100]
酉島製作所,2019,Q3,11.1816599999999,[2000 100]
酉島製作所,2019,Q4,29.83591499999992,[2000 100]
酉島製作所,2020,Q1,-10.186925000000029,[2000 100]
酉島製作所,2020,Q2,-16.202525000000296,[2000 100]
酉島製作所,2020,Q3,3.311264999999983,[2000 100]
酉島製作所,2020,Q4,59.17756,[2000 100]
野村マイクロ・サイエンス,2018,Q1,-6.142400000000006,[100 10]
野村マイクロ・サイエンス,2018,Q2,22.8188,[100 10]
野村マイクロ・サイエンス,2018,Q3,55.107599999999984,[100 10]
野村マイクロ・サイエンス,2018,Q4,49.4701,[100 10]
野村マイクロ・サイエンス,2019,Q1,4.219199999999999,[100 10]
野村マイクロ・サイエンス,2019,Q2,41.3706,[100 10]
野村マイクロ・サイエンス,2019,Q3,43.76920000000001,[100 10]
野村マイクロ・サイエンス,2019,Q4,42.250600000000006,[100 10]
野村マイクロ・サイエンス,2020,Q1,13.337000000000009,[100 10]
野村マイクロ・サイエンス,2020,Q2,40.33530000000002,[100 10]
野村マイクロ・サイエンス,2020,Q3,49.5063,[100 10]
野村マイクロ・サイエンス,2020,Q4,59.827999999999975,[100 10]
野村不動産ホールディングス,2018,Q1,42.89530000000003,[100 100]
野村不動産ホールディングス,2018,Q2,46.22310000000002,[100 100]
野村不動産ホールディングス,2018,Q3,55.02740000000001,[100 100]
野村不動産ホールディングス,2018,Q4,93.86939999999996,[100 100]
野村不動産ホールディングス,2019,Q1,43.8475,[100 100]
野村不動産ホールディングス,2019,Q2,64.15570000000001,[100 100]
野村不動産ホールディングス,2019,Q3,31.8869,[100 100]
野村不動産ホールディングス,2019,Q4,106.94599999999996,[100 100]
野村不動産ホールディングス,2020,Q1,42.32330000000002,[100 100]
野村不動産ホールディングス,2020,Q2,31.073599999999992,[100 100]
野村不動産ホールディングス,2020,Q3,89.71269999999997,[100 100]
野村不動産ホールディングス,2020,Q4,125.05579999999998,[100 100]
鉄建建設,2018,Q1,76.67260627738295,[2000 10]
鉄建建設,2018,Q2,76.55215939781773,[2000 10]
鉄建建設,2018,Q3,89.83031420703412,[2000 10]
鉄建建設,2018,Q4,97.68928460351472,[2000 10]
鉄建建設,2019,Q1,89.24875653450434,[2000 10]
鉄建建設,2019,Q2,91.21588881055132,[2000 10]
鉄建建設,2019,Q3,97.83566499999831,[2000 10]
鉄建建設,2019,Q4,59.53603791473814,[2000 10]
鉄建建設,2020,Q1,94.34997153450485,[2000 10]
鉄建建設,2020,Q2,101.10597499999876,[2000 10]
鉄建建設,2020,Q3,80.3545199999998,[2000 10]
鉄建建設,2020,Q4,75.85090074154009,[2000 10]
銭高組,2018,Q1,107.48844936074246,[100 10]
銭高組,2018,Q2,136.45511851027842,[100 10]
銭高組,2018,Q3,176.03870308504636,[100 10]
銭高組,2018,Q4,178.43920925513908,[100 10]
銭高組,2019,Q1,119.46690925513909,[100 10]
銭高組,2019,Q2,150.66390617009273,[100 10]
銭高組,2019,Q3,170.06999999999996,[100 10]
銭高組,2019,Q4,184.37979999999996,[100 10]
銭高組,2020,Q1,105.82410617009285,[100 10]
銭高組,2020,Q2,169.8008,[100 10]
銭高組,2020,Q3,175.04519999999997,[100 10]
銭高組,2020,Q4,111.452615425232,[100 10]
長瀬産業,2018,Q1,36.06707999999979,[2000 100]
長瀬産業,2018,Q2,40.91347,[2000 100]
長瀬産業,2018,Q3,39.95681999999992,[2000 100]
長瀬産業,2018,Q4,38.936509999999785,[2000 100]
長瀬産業,2019,Q1,39.62408499999969,[2000 100]
長瀬産業,2019,Q2,38.535419999999874,[2000 100]
長瀬産業,2019,Q3,30.952100000000023,[2000 100]
長瀬産業,2019,Q4,21.44492,[2000 100]
長瀬産業,2020,Q1,27.65826499999977,[2000 100]
長瀬産業,2020,Q2,37.10385999999976,[2000 100]
長瀬産業,2020,Q3,37.99105999999961,[2000 100]
長瀬産業,2020,Q4,41.08640499999979,[2000 100]
長谷工コーポレーション,2018,Q1,54.97735000000036,[2000 10]
長谷工コーポレーション,2018,Q2,57.677535000000624,[2000 10]
長谷工コーポレーション,2018,Q3,70.37400000000055,[2000 10]
長谷工コーポレーション,2018,Q4,80.13902499999924,[2000 10]
長谷工コーポレーション,2019,Q1,65.8314600000003,[2000 10]
長谷工コーポレーション,2019,Q2,72.86774999999977,[2000 10]
長谷工コーポレーション,2019,Q3,57.135255000000406,[2000 10]
長谷工コーポレーション,2019,Q4,76.40110499999905,[2000 10]
長谷工コーポレーション,2020,Q1,48.78498999999992,[2000 10]
長谷工コーポレーション,2020,Q2,48.10731999999968,[2000 10]
長谷工コーポレーション,2020,Q3,55.60648999999948,[2000 10]
長谷工コーポレーション,2020,Q4,61.48637999999931,[2000 10]
長野計器,2018,Q1,34.00804000000006,[2000 100]
長野計器,2018,Q2,39.298925,[2000 100]
長野計器,2018,Q3,37.0144800000001,[2000 100]
長野計器,2018,Q4,24.559465000000188,[2000 100]
長野計器,2019,Q1,10.553920000000147,[2000 100]
長野計器,2019,Q2,16.772730000000006,[2000 100]
長野計器,2019,Q3,14.807394999999888,[2000 100]
長野計器,2019,Q4,29.558035000000142,[2000 100]
長野計器,2020,Q1,7.959735000000133,[2000 100]
長野計器,2020,Q2,2.1871249999999893,[2000 100]
長野計器,2020,Q3,24.11082500000024,[2000 100]
長野計器,2020,Q4,15.128775000000015,[2000 100]
関東電化工業,2018,Q1,25.890179999999845,[1000 10]
関東電化工業,2018,Q2,19.96439999999997,[1000 10]
関東電化工業,2018,Q3,20.00388000000003,[1000 10]
関東電化工業,2018,Q4,29.482530000000043,[1000 10]
関東電化工業,2019,Q1,26.94972999999992,[1000 10]
関東電化工業,2019,Q2,21.13287000000004,[1000 10]
関東電化工業,2019,Q3,23.77872000000001,[1000 10]
関東電化工業,2019,Q4,26.180180000000053,[1000 10]
関東電化工業,2020,Q1,20.084250000000097,[1000 10]
関東電化工業,2020,Q2,15.797499999999928,[1000 10]
関東電化工業,2020,Q3,18.338656666666697,[1000 10]
関東電化工業,2020,Q4,26.82784000000014,[1000 10]
関西スーパーマーケット,2018,Q1,8.576569999999966,[1000 100]
関西スーパーマーケット,2018,Q2,7.0625799999999295,[1000 100]
関西スーパーマーケット,2018,Q3,12.63387000000007,[1000 100]
関西スーパーマーケット,2018,Q4,10.42484000000001,[1000 100]
関西スーパーマーケット,2019,Q1,9.611760000000038,[1000 100]
関西スーパーマーケット,2019,Q2,11.704610000000043,[1000 100]
関西スーパーマーケット,2019,Q3,13.115610000000032,[1000 100]
関西スーパーマーケット,2019,Q4,0.9001199999999975,[1000 100]
関西スーパーマーケット,2020,Q1,13.158889999999994,[1000 100]
関西スーパーマーケット,2020,Q2,17.982149999999915,[1000 100]
関西スーパーマーケット,2020,Q3,8.188950000000016,[1000 100]
関西スーパーマーケット,2020,Q4,11.77855999999999,[1000 100]
関西ペイント,2018,Q1,17.136205000000224,[2000 10]
関西ペイント,2018,Q2,28.511300833333763,[2000 10]
関西ペイント,2018,Q3,20.63656940476221,[2000 10]
関西ペイント,2018,Q4,16.70588833333343,[2000 10]
関西ペイント,2019,Q1,15.836585000000142,[2000 10]
関西ペイント,2019,Q2,30.14488000000006,[2000 10]
関西ペイント,2019,Q3,23.33632899999998,[2000 10]
関西ペイント,2019,Q4,18.52980416666659,[2000 10]
関西ペイント,2020,Q1,19.132903000000123,[2000 10]
関西ペイント,2020,Q2,15.611405,[2000 10]
関西ペイント,2020,Q3,14.113805000000152,[2000 10]
関西ペイント,2020,Q4,19.43903000000017,[2000 10]
関電工,2018,Q1,22.32480000000001,[100 10]
関電工,2018,Q2,21.4463,[100 10]
関電工,2018,Q3,21.22940000000001,[100 10]
関電工,2018,Q4,27.962199999999985,[100 10]
関電工,2019,Q1,24.258999999999997,[100 10]
関電工,2019,Q2,24.7858,[100 10]
関電工,2019,Q3,21.88259999999999,[100 10]
関電工,2019,Q4,29.124699999999947,[100 10]
関電工,2020,Q1,23.276599999999988,[100 10]
関電工,2020,Q2,23.1529,[100 10]
関電工,2020,Q3,23.436100000000007,[100 10]
関電工,2020,Q4,33.90659999999998,[100 10]
阪和興業,2018,Q1,75.0956824557882,[1000 100]
阪和興業,2018,Q2,87.74737628390655,[1000 100]
阪和興業,2018,Q3,91.84169323997722,[1000 100]
阪和興業,2018,Q4,109.1861699439864,[1000 100]
阪和興業,2019,Q1,81.42194323997825,[1000 100]
阪和興業,2019,Q2,89.06322321197143,[1000 100]
阪和興業,2019,Q3,55.67055957989892,[1000 100]
阪和興業,2019,Q4,89.10329321197025,[1000 100]
阪和興業,2020,Q1,-86.04365014003363,[1000 100]
阪和興業,2020,Q2,-1.7169235200450963,[1000 100]
阪和興業,2020,Q3,-11.639146732015757,[1000 100]
阪和興業,2020,Q4,25.925873323997717,[1000 100]
電源開発,2018,Q1,112.97940000000004,[100 10]
電源開発,2018,Q2,53.385499999999965,[100 10]
電源開発,2018,Q3,85.51849999999993,[100 10]
電源開発,2018,Q4,17.769800000000004,[100 10]
電源開発,2019,Q1,116.5072,[100 10]
電源開発,2019,Q2,68.93759999999996,[100 10]
電源開発,2019,Q3,67.53339999999997,[100 10]
電源開発,2019,Q4,58.7101,[100 10]
電源開発,2020,Q1,73.08779999999997,[100 10]
電源開発,2020,Q2,74.8921,[100 10]
電源開発,2020,Q3,48.34780000000003,[100 10]
電源開発,2020,Q4,7.9449,[100 10]
電算,2018,Q1,-5.616763048964475,[1000 10]
電算,2018,Q2,-8.969439289077807,[1000 10]
電算,2018,Q3,0.4680166993109636,[1000 10]
電算,2018,Q4,26.02511347802047,[1000 10]
電算,2019,Q1,-44.91430318348642,[1000 10]
電算,2019,Q2,-25.365397714661736,[1000 10]
電算,2019,Q3,-20.59953405820105,[1000 10]
電算,2019,Q4,10.141523175664142,[1000 10]
電算,2020,Q1,-5.360301365382133,[1000 10]
電算,2020,Q2,-2.7925857344671625,[1000 10]
電算,2020,Q3,-13.470254573446724,[1000 10]
電算,2020,Q4,97.3940742747799,[1000 10]
青山商事,2018,Q1,59.46688999999972,[2000 10]
青山商事,2018,Q2,24.19538999999977,[2000 10]
青山商事,2018,Q3,74.0466799999993,[2000 10]
青山商事,2018,Q4,107.88443499999836,[2000 10]
青山商事,2019,Q1,21.42108999999994,[2000 10]
青山商事,2019,Q2,-7.566149999999864,[2000 10]
青山商事,2019,Q3,20.53110999999972,[2000 10]
青山商事,2019,Q4,31.108689999999516,[2000 10]
青山商事,2020,Q1,-61.838045,[2000 10]
青山商事,2020,Q2,-96.98561999999968,[2000 10]
青山商事,2020,Q3,-133.2030049999999,[2000 10]
青山商事,2020,Q4,-94.62793500000012,[2000 10]
飛島建設,2018,Q1,3.775726718193048,[2000 10]
飛島建設,2018,Q2,5.042628061831606,[2000 10]
飛島建設,2018,Q3,8.550964489420103,[2000 10]
飛島建設,2018,Q4,49.497359740670326,[2000 10]
飛島建設,2019,Q1,44.05395948941963,[2000 10]
飛島建設,2019,Q2,40.71172658022348,[2000 10]
飛島建設,2019,Q3,78.42787552674292,[2000 10]
飛島建設,2019,Q4,74.51118052674241,[2000 10]
飛島建設,2020,Q1,70.74606500000093,[2000 10]
飛島建設,2020,Q2,61.20977552674247,[2000 10]
飛島建設,2020,Q3,45.74925658022393,[2000 10]
飛島建設,2020,Q4,44.6236905267415,[2000 10]
飯野海運,2018,Q1,12.07974333333332,[1000 10]
飯野海運,2018,Q2,8.627839333333288,[1000 10]
飯野海運,2018,Q3,5.988454166666653,[1000 10]
飯野海運,2018,Q4,-1.4419941666666594,[1000 10]
飯野海運,2019,Q1,3.5103700000000275,[1000 10]
飯野海運,2019,Q2,2.132900000000016,[1000 10]
飯野海運,2019,Q3,12.459773333333317,[1000 10]
飯野海運,2019,Q4,2.038160000000017,[1000 10]
飯野海運,2020,Q1,13.19762999999999,[1000 10]
飯野海運,2020,Q2,4.436350000000026,[1000 10]
飯野海運,2020,Q3,5.494820000000018,[1000 10]
飯野海運,2020,Q4,6.157920000000006,[1000 10]
養命酒製造,2018,Q1,29.268010909090957,[500 10]
養命酒製造,2018,Q2,20.530403939393988,[500 10]
養命酒製造,2018,Q3,23.52729878787881,[500 10]
養命酒製造,2018,Q4,23.120922727272703,[500 10]
養命酒製造,2019,Q1,16.003089129870165,[500 10]
養命酒製造,2019,Q2,12.768276060606096,[500 10]
養命酒製造,2019,Q3,17.28832987878795,[500 10]
養命酒製造,2019,Q4,19.686186666666707,[500 10]
養命酒製造,2020,Q1,17.997136757575813,[500 10]
養命酒製造,2020,Q2,14.72018787878793,[500 10]
養命酒製造,2020,Q3,16.31126696969705,[500 10]
養命酒製造,2020,Q4,16.800330439393992,[500 10]
高圧ガス工業,2018,Q1,16.60883500000028,[2000 100]
高圧ガス工業,2018,Q2,14.956570000000095,[2000 100]
高圧ガス工業,2018,Q3,17.271930000000353,[2000 100]
高圧ガス工業,2018,Q4,12.27544000000018,[2000 100]
高圧ガス工業,2019,Q1,17.89778500000013,[2000 100]
高圧ガス工業,2019,Q2,15.222255000000091,[2000 100]
高圧ガス工業,2019,Q3,18.783520000000102,[2000 100]
高圧ガス工業,2019,Q4,15.229580000000128,[2000 100]
高圧ガス工業,2020,Q1,13.431975000000012,[2000 100]
高圧ガス工業,2020,Q2,12.658655000000117,[2000 100]
高圧ガス工業,2020,Q3,18.99648000000013,[2000 100]
高圧ガス工業,2020,Q4,18.44058000000018,[2000 100]
高島,2018,Q1,56.17826548257427,[100 10]
高島,2018,Q2,58.743682741287145,[100 10]
高島,2018,Q3,84.61420000000005,[100 10]
高島,2018,Q4,87.35590000000003,[100 10]
高島,2019,Q1,56.13988274128713,[100 10]
高島,2019,Q2,76.68590000000006,[100 10]
高島,2019,Q3,57.997800000000026,[100 10]
高島,2019,Q4,66.94978274128712,[100 10]
高島,2020,Q1,51.09404822386136,[100 10]
高島,2020,Q2,57.91190000000004,[100 10]
高島,2020,Q3,56.18970000000001,[100 10]
高島,2020,Q4,55.83029999999999,[100 10]
高松コンストラクショングループ,2018,Q1,31.67085999999988,[2000 100]
高松コンストラクショングループ,2018,Q2,56.02054499999985,[2000 100]
高松コンストラクショングループ,2018,Q3,47.451000000000256,[2000 100]
高松コンストラクショングループ,2018,Q4,55.02970000000007,[2000 100]
高松コンストラクショングループ,2019,Q1,25.486454999999765,[2000 100]
高松コンストラクショングループ,2019,Q2,50.891849999999785,[2000 100]
高松コンストラクショングループ,2019,Q3,60.725635,[2000 100]
高松コンストラクショングループ,2019,Q4,86.91390499999918,[2000 100]
高松コンストラクショングループ,2020,Q1,24.619324999999776,[2000 100]
高松コンストラクショングループ,2020,Q2,54.314594999999706,[2000 100]
高松コンストラクショングループ,2020,Q3,56.828009999999566,[2000 100]
高松コンストラクショングループ,2020,Q4,68.59587500000096,[2000 100]
高田機工,2018,Q1,71.42154645515247,[2000 10]
高田機工,2018,Q2,95.82998387309163,[2000 10]
高田機工,2018,Q3,110.98776129103122,[2000 10]
高田機工,2018,Q4,106.54089740609056,[2000 10]
高田機工,2019,Q1,91.63780665481856,[2000 10]
高田機工,2019,Q2,109.03406443654652,[2000 10]
高田機工,2019,Q3,102.0634722182742,[2000 10]
高田機工,2019,Q4,113.66766500000054,[2000 10]
高田機工,2020,Q1,61.08886701860615,[2000 10]
高田機工,2020,Q2,26.614877218273005,[2000 10]
高田機工,2020,Q3,126.45416971827277,[2000 10]
高田機工,2020,Q4,131.02756814551597,[2000 10]
高砂香料工業,2018,Q1,91.14251210441958,[2000 10]
高砂香料工業,2018,Q2,98.28933105221056,[2000 10]
高砂香料工業,2018,Q3,101.12454420884198,[2000 10]
高砂香料工業,2018,Q4,76.95437787157586,[2000 10]
高砂香料工業,2019,Q1,97.18444999999988,[2000 10]
高砂香料工業,2019,Q2,78.0707476185249,[2000 10]
高砂香料工業,2019,Q3,65.03199920884177,[2000 10]
高砂香料工業,2019,Q4,12.889676835367624,[2000 10]
高砂香料工業,2020,Q1,74.88329499999988,[2000 10]
高砂香料工業,2020,Q2,72.72450210441994,[2000 10]
高砂香料工業,2020,Q3,89.23380999999792,[2000 10]
