企業名,会計年度,四半期,y_hat_sarima_br
ベネフィット・ワン,2019,Q2,11.499684608681495
ベネフィット・ワン,2019,Q3,11.84057512855222
ベネフィット・ワン,2019,Q4,8.378762472575687
ベネフィット・ワン,2020,Q1,4.162360963749572
ベネフィット・ワン,2020,Q2,10.622663841949768
ベネフィット・ワン,2020,Q3,12.26692484869529
ベネフィット・ワン,2020,Q4,11.435353440663272
ベルーナ,2018,Q1,36.113889291102055
ベルーナ,2018,Q2,12.662788692772475
ベルーナ,2018,Q3,40.15055029118375
ベルーナ,2018,Q4,9.66044917393995
ベルーナ,2019,Q1,21.518185993459703
ベルーナ,2019,Q2,5.9206140976923685
ベルーナ,2019,Q3,40.774216370116484
ベルーナ,2019,Q4,15.816036314257513
ベルーナ,2020,Q1,19.274452376721797
ベルーナ,2020,Q2,6.446549495351678
ベルーナ,2020,Q3,38.21744039479084
ベルーナ,2020,Q4,17.900547332537652
ペガサスミシン製造,2018,Q1,18.59871309271535
ペガサスミシン製造,2018,Q2,20.472956934885765
ペガサスミシン製造,2018,Q3,23.50647672457375
ペガサスミシン製造,2018,Q4,9.542505975596843
ペガサスミシン製造,2019,Q1,25.46530598440105
ペガサスミシン製造,2019,Q2,17.749748383237318
ペガサスミシン製造,2019,Q3,0.41497293355938325
ペガサスミシン製造,2019,Q4,6.384118647656557
ペガサスミシン製造,2020,Q1,-1.9416444922610596
ペガサスミシン製造,2020,Q2,-0.6180786415821435
ペガサスミシン製造,2020,Q3,0.2914747729908844
ペガサスミシン製造,2020,Q4,5.644457818763021
ホウスイ,2018,Q1,4.128463329225397
ホウスイ,2018,Q2,1.4402879941924165
ホウスイ,2018,Q3,22.160438099814314
ホウスイ,2018,Q4,-2.0139188974850275
ホウスイ,2019,Q1,-21.655419870380022
ホウスイ,2019,Q2,3.2004018852251472
ホウスイ,2019,Q3,11.647640121915508
ホウスイ,2019,Q4,9.528147163262144
ホウスイ,2020,Q1,4.701226603439082
ホウスイ,2020,Q2,10.29490194784367
ホウスイ,2020,Q3,17.596307914190163
ホウスイ,2020,Q4,18.510321603266622
ホギメディカル,2018,Q1,135.33822321162341
ホギメディカル,2018,Q2,66.48313878696891
ホギメディカル,2018,Q3,99.13140612534077
ホギメディカル,2018,Q4,69.00670512099997
ホギメディカル,2019,Q1,85.63824012659157
ホギメディカル,2019,Q2,76.70804649387173
ホギメディカル,2019,Q3,89.51255776673838
ホギメディカル,2019,Q4,46.343850734594916
ホギメディカル,2020,Q1,72.52090369538229
ホギメディカル,2020,Q2,83.30836010209254
ホギメディカル,2020,Q3,55.69624594040132
ホギメディカル,2020,Q4,35.08288047053273
ホクト,2018,Q1,-28.352410580033045
ホクト,2018,Q2,-10.55101441138001
ホクト,2018,Q3,91.69636779411742
ホクト,2018,Q4,40.363491337439704
ホクト,2019,Q1,-32.55745036910682
ホクト,2019,Q2,-8.605020402094528
ホクト,2019,Q3,90.30515685350038
ホクト,2019,Q4,42.96577005604618
ホクト,2020,Q1,-25.09013190021288
ホクト,2020,Q2,-8.2378270481476
ホクト,2020,Q3,35.159914767014044
ホクト,2020,Q4,51.610496775238204
ホシデン,2018,Q1,8.485217547279753
ホシデン,2018,Q2,41.25833401705496
ホシデン,2018,Q3,75.22339555152591
ホシデン,2018,Q4,-18.240834724189234
ホシデン,2019,Q1,29.075367363993635
ホシデン,2019,Q2,10.912763662220797
ホシデン,2019,Q3,65.64563684402623
ホシデン,2019,Q4,7.476336754132344
ホシデン,2020,Q1,23.731926439069934
ホシデン,2020,Q2,21.952779684621206
ホシデン,2020,Q3,52.81050525125481
ホシデン,2020,Q4,10.92365696032954
ホッカンホールディングス,2018,Q1,22.130747330428896
ホッカンホールディングス,2018,Q2,24.491125899458105
ホッカンホールディングス,2018,Q3,10.839833701334781
ホッカンホールディングス,2018,Q4,-5.167776866910439
ホッカンホールディングス,2019,Q1,221.9755637873833
ホッカンホールディングス,2019,Q2,28.62939863432068
ホッカンホールディングス,2019,Q3,20.487795717804286
ホッカンホールディングス,2019,Q4,-130.3628838972143
ホッカンホールディングス,2020,Q1,21.497553599961698
ホッカンホールディングス,2020,Q2,60.66407321604575
ホッカンホールディングス,2020,Q3,34.38013786201749
ホッカンホールディングス,2020,Q4,-84.11909655405613
ホーチキ,2018,Q1,3.179338811712834
ホーチキ,2018,Q2,30.070287256133344
ホーチキ,2018,Q3,18.506601913775818
ホーチキ,2018,Q4,93.04325646861939
ホーチキ,2019,Q1,-23.49703821175075
ホーチキ,2019,Q2,35.99655895768789
ホーチキ,2019,Q3,13.59907487509452
ホーチキ,2019,Q4,102.48514569321196
ホーチキ,2020,Q1,-12.778248285153808
ホーチキ,2020,Q2,56.1884164632539
ホーチキ,2020,Q3,22.56326399046891
ホーチキ,2020,Q4,81.3443856055095
マックス,2018,Q1,19.89460952524747
マックス,2018,Q2,22.63225629813865
マックス,2018,Q3,21.850970757717654
マックス,2018,Q4,23.499683790706502
マックス,2019,Q1,25.816124348650664
マックス,2019,Q2,25.61639324523178
マックス,2019,Q3,26.58040553697121
マックス,2019,Q4,22.48262175565143
マックス,2020,Q1,27.795243360195016
マックス,2020,Q2,26.54280292950864
マックス,2020,Q3,29.65462926179684
マックス,2020,Q4,22.18468490715746
マツモトキヨシホールディングス,2018,Q1,83.28688834028195
マツモトキヨシホールディングス,2018,Q2,66.43429019758416
マツモトキヨシホールディングス,2018,Q3,94.15402213442236
マツモトキヨシホールディングス,2018,Q4,47.6620268150004
マツモトキヨシホールディングス,2019,Q1,74.57903612242328
マツモトキヨシホールディングス,2019,Q2,57.41403378167396
マツモトキヨシホールディングス,2019,Q3,91.46873881281164
マツモトキヨシホールディングス,2019,Q4,48.227879699540644
マツモトキヨシホールディングス,2020,Q1,73.88389904414363
マツモトキヨシホールディングス,2020,Q2,49.58541673418594
マツモトキヨシホールディングス,2020,Q3,82.54230886470737
マツモトキヨシホールディングス,2020,Q4,57.81292198181491
マルシェ,2018,Q1,4.703720140579825
マルシェ,2018,Q2,-12.873420869031738
マルシェ,2018,Q3,-1.4045956255928336
マルシェ,2018,Q4,-15.818191343018858
マルシェ,2019,Q1,4.196448131913528
マルシェ,2019,Q2,-11.99864844897672
マルシェ,2019,Q3,8.673415206178783
マルシェ,2019,Q4,-7.301786819173128
マルシェ,2020,Q1,0.5480433095835568
マルシェ,2020,Q2,-20.474001046682574
マルシェ,2020,Q3,5.253628858737424
マルシェ,2020,Q4,-18.14996345538406
マンダム,2018,Q1,105.03000924732449
マンダム,2018,Q2,79.93368401203135
マンダム,2018,Q3,39.8796446877652
マンダム,2018,Q4,-9.454160309320908
マンダム,2019,Q1,83.70946102839255
マンダム,2019,Q2,54.10774678417894
マンダム,2019,Q3,30.038900331931977
マンダム,2019,Q4,-13.426296691650588
マンダム,2020,Q1,87.10733451776875
マンダム,2020,Q2,42.24691347766643
マンダム,2020,Q3,21.616561245441112
マンダム,2020,Q4,-0.4691763994466953
マースグループホールディングス,2018,Q1,46.57861147589793
マースグループホールディングス,2018,Q2,41.45626992874501
マースグループホールディングス,2018,Q3,61.157821520721065
マースグループホールディングス,2018,Q4,38.838851256478044
マースグループホールディングス,2019,Q1,34.7505919977812
マースグループホールディングス,2019,Q2,42.088369506358454
マースグループホールディングス,2019,Q3,54.805120450227314
マースグループホールディングス,2019,Q4,23.609925633548222
マースグループホールディングス,2020,Q1,37.51930480075066
マースグループホールディングス,2020,Q2,31.783900896565925
マースグループホールディングス,2020,Q3,56.95662711619347
マースグループホールディングス,2020,Q4,16.585922184421946
マーベラス,2018,Q1,60.044214463268005
マーベラス,2018,Q2,40.72407055251016
マーベラス,2018,Q3,13.42182036505297
マーベラス,2018,Q4,30.736146336558438
マーベラス,2019,Q1,-17.236758622327777
マーベラス,2019,Q2,69.34844132278934
マーベラス,2019,Q3,96.64474653005517
マーベラス,2019,Q4,20.742161258113683
マーベラス,2020,Q1,22.443798630171344
マーベラス,2020,Q2,33.725302377327324
マーベラス,2020,Q3,11.367231268413693
マーベラス,2020,Q4,13.517354090186434
ミスミグループ本社,2018,Q1,25.35138138059463
ミスミグループ本社,2018,Q2,17.8148577499855
ミスミグループ本社,2018,Q3,22.322080733568917
ミスミグループ本社,2018,Q4,14.667287449716953
ミスミグループ本社,2019,Q1,33.818926261883504
ミスミグループ本社,2019,Q2,12.619616829740506
ミスミグループ本社,2019,Q3,19.737389952519525
ミスミグループ本社,2019,Q4,19.294988640478593
ミスミグループ本社,2020,Q1,17.96335688234846
ミスミグループ本社,2020,Q2,10.541431913293943
ミスミグループ本社,2020,Q3,15.943099879442935
ミスミグループ本社,2020,Q4,19.173122044125893
ミズノ,2018,Q1,66.56929766685482
ミズノ,2018,Q2,27.8768794451111
ミズノ,2018,Q3,63.03091883658155
ミズノ,2018,Q4,31.202013771081333
ミズノ,2019,Q1,46.30142758016926
ミズノ,2019,Q2,77.44948339195088
ミズノ,2019,Q3,15.176636269986512
ミズノ,2019,Q4,129.95573862882978
ミズノ,2020,Q1,22.804025304085126
ミズノ,2020,Q2,3.5655576276330976
ミズノ,2020,Q3,9.38107308931513
ミズノ,2020,Q4,94.44204560116358
ミツウロコグループホールディン,2018,Q1,5.781440999690847
ミツウロコグループホールディン,2018,Q2,0.9074850044604523
ミツウロコグループホールディン,2018,Q3,8.419488751979413
ミツウロコグループホールディン,2018,Q4,23.93439224589993
ミツウロコグループホールディン,2019,Q1,6.273892028398816
ミツウロコグループホールディン,2019,Q2,2.210827725846019
ミツウロコグループホールディン,2019,Q3,12.132429004577514
ミツウロコグループホールディン,2019,Q4,28.285038162111377
ミツウロコグループホールディン,2020,Q1,3.3658034441857794
ミツウロコグループホールディン,2020,Q2,3.3761125648862302
ミツウロコグループホールディン,2020,Q3,15.86216723900327
ミツウロコグループホールディン,2020,Q4,19.628739071298785
ミネベアミツミ,2018,Q1,7.34542839736412
ミネベアミツミ,2018,Q2,33.71512882821452
ミネベアミツミ,2018,Q3,36.53311051933198
ミネベアミツミ,2018,Q4,29.98624254135133
ミネベアミツミ,2019,Q1,25.881529827048027
ミネベアミツミ,2019,Q2,25.646933214815284
ミネベアミツミ,2019,Q3,44.93072850023425
ミネベアミツミ,2019,Q4,19.452836848422862
ミネベアミツミ,2020,Q1,18.05371085500358
ミネベアミツミ,2020,Q2,32.00665004031214
ミネベアミツミ,2020,Q3,45.135384880754955
ミネベアミツミ,2020,Q4,19.162277510359736
ミマキエンジニアリング,2018,Q1,9.384166923045
ミマキエンジニアリング,2018,Q2,25.494807537626148
ミマキエンジニアリング,2018,Q3,4.270989713185351
ミマキエンジニアリング,2018,Q4,10.296401941662467
ミマキエンジニアリング,2019,Q1,21.90778810143965
ミマキエンジニアリング,2019,Q2,104.34065458343579
ミマキエンジニアリング,2019,Q3,3.7277390754370563
ミマキエンジニアリング,2019,Q4,20.378354755208893
ミマキエンジニアリング,2020,Q1,-2.4623815725418776
ミマキエンジニアリング,2020,Q2,11.424076746930083
ミマキエンジニアリング,2020,Q3,-12.729983442787118
ミマキエンジニアリング,2020,Q4,-29.843901410893668
ミロク情報サービス,2018,Q1,22.130740686579724
ミロク情報サービス,2018,Q2,32.59870931481807
ミロク情報サービス,2018,Q3,26.035378251815956
ミロク情報サービス,2018,Q4,12.87056246062441
ミロク情報サービス,2019,Q1,37.88773956709265
ミロク情報サービス,2019,Q2,33.55228746867411
ミロク情報サービス,2019,Q3,33.81019222622327
ミロク情報サービス,2019,Q4,33.235702393241084
ミロク情報サービス,2020,Q1,-1.6115928008708025
ミロク情報サービス,2020,Q2,39.684716846200274
ミロク情報サービス,2020,Q3,23.35492048271051
ミロク情報サービス,2020,Q4,-15.416738438722298
メイコー,2018,Q1,-14.368943020883762
メイコー,2018,Q2,63.367263999654284
メイコー,2018,Q3,81.2026111665213
メイコー,2018,Q4,-42.92873510030684
メイコー,2019,Q1,-16.550298901994253
メイコー,2019,Q2,50.06738376684598
メイコー,2019,Q3,48.61610118632714
メイコー,2019,Q4,-39.78856723215989
メイコー,2020,Q1,-40.566774107874885
メイコー,2020,Q2,35.8075209228177
メイコー,2020,Q3,34.179837955069516
メイコー,2020,Q4,-35.12987774870602
メイテック,2018,Q1,46.812388999895404
メイテック,2018,Q2,62.49550583614519
メイテック,2018,Q3,82.9438554100975
メイテック,2018,Q4,82.86907579480102
メイテック,2019,Q1,56.37307211266206
メイテック,2019,Q2,61.8095401930299
メイテック,2019,Q3,101.43864613493784
メイテック,2019,Q4,68.57851918079305
メイテック,2020,Q1,63.08736258959387
メイテック,2020,Q2,73.8965124109117
メイテック,2020,Q3,84.62335746354901
メイテック,2020,Q4,66.40380648728349
メガチップス,2018,Q1,15.52052798330229
メガチップス,2018,Q2,22.825122293996728
メガチップス,2018,Q3,25.13299435229246
メガチップス,2018,Q4,-5.319946276810408
メガチップス,2019,Q1,-17.028199008366144
メガチップス,2019,Q2,7.057342926205089
メガチップス,2019,Q3,22.864203329584814
メガチップス,2019,Q4,-39.81767011493264
メガチップス,2020,Q1,4.23737519289422
メガチップス,2020,Q2,50.888125930167604
メガチップス,2020,Q3,26.091695092077636
メガチップス,2020,Q4,-2.7132006845246224
メディパルホールディングス,2018,Q1,30.35291167558077
メディパルホールディングス,2018,Q2,42.30149878546584
メディパルホールディングス,2018,Q3,44.31184921093202
メディパルホールディングス,2018,Q4,32.50540576482727
メディパルホールディングス,2019,Q1,34.51718509254979
メディパルホールディングス,2019,Q2,36.25516652864106
メディパルホールディングス,2019,Q3,54.01871611019142
メディパルホールディングス,2019,Q4,32.27258507271692
メディパルホールディングス,2020,Q1,41.80932452297435
メディパルホールディングス,2020,Q2,37.469964705161686
メディパルホールディングス,2020,Q3,47.18330051666953
メディパルホールディングス,2020,Q4,23.552287199072836
メルコホールディングス,2018,Q1,79.27188992754583
メルコホールディングス,2018,Q2,55.85634524730235
メルコホールディングス,2018,Q3,78.62231368049497
