企業名,会計年度,四半期,y_hat_sarima_br
ノリタケカンパニーリミテド,2019,Q4,270.8041462321646
ノリタケカンパニーリミテド,2020,Q1,-43.488681119423035
ノリタケカンパニーリミテド,2020,Q2,30.72106359391261
ノリタケカンパニーリミテド,2020,Q3,34.522180817715835
ノリタケカンパニーリミテド,2020,Q4,130.57955179339586
ハイマックス,2018,Q1,21.92202183627697
ハイマックス,2018,Q2,34.985216759939334
ハイマックス,2018,Q3,43.70290435467714
ハイマックス,2018,Q4,30.304340031552684
ハイマックス,2019,Q1,23.96163515325236
ハイマックス,2019,Q2,35.68010354423081
ハイマックス,2019,Q3,42.21085050057662
ハイマックス,2019,Q4,36.74908556117597
ハイマックス,2020,Q1,26.22441108040578
ハイマックス,2020,Q2,23.402953148418007
ハイマックス,2020,Q3,47.76016232505247
ハイマックス,2020,Q4,48.13282771551185
ハウス食品グループ本社,2018,Q1,17.83503451398866
ハウス食品グループ本社,2018,Q2,17.069345072181306
ハウス食品グループ本社,2018,Q3,55.9508480444583
ハウス食品グループ本社,2018,Q4,-0.5310849435561895
ハウス食品グループ本社,2019,Q1,17.567970880923745
ハウス食品グループ本社,2019,Q2,18.081993331466492
ハウス食品グループ本社,2019,Q3,56.98079882247097
ハウス食品グループ本社,2019,Q4,4.849633299956643
ハウス食品グループ本社,2020,Q1,19.207376045749697
ハウス食品グループ本社,2020,Q2,19.000771499669472
ハウス食品グループ本社,2020,Q3,61.146538363851654
ハウス食品グループ本社,2020,Q4,7.431279210919745
ハピネット,2018,Q1,17.15623819251302
ハピネット,2018,Q2,32.54901537089037
ハピネット,2018,Q3,80.19071924826883
ハピネット,2018,Q4,6.477662143978472
ハピネット,2019,Q1,18.752745689961625
ハピネット,2019,Q2,32.86073069872397
ハピネット,2019,Q3,84.195449498454
ハピネット,2019,Q4,-1.1753938797194738
ハピネット,2020,Q1,12.990861184605022
ハピネット,2020,Q2,31.793497501980408
ハピネット,2020,Q3,72.9516893754697
ハピネット,2020,Q4,-5.829051974105141
ハマキョウレックス,2018,Q1,89.31639424938973
ハマキョウレックス,2018,Q2,64.625810515636
ハマキョウレックス,2018,Q3,94.68534755566094
ハマキョウレックス,2018,Q4,73.0490462559886
ハマキョウレックス,2019,Q1,76.4200437344612
ハマキョウレックス,2019,Q2,70.40599150208736
ハマキョウレックス,2019,Q3,101.38038259883837
ハマキョウレックス,2019,Q4,64.02930175570884
ハマキョウレックス,2020,Q1,83.75970422542794
ハマキョウレックス,2020,Q2,76.12301561829379
ハマキョウレックス,2020,Q3,99.23512273736469
ハマキョウレックス,2020,Q4,74.49793783512621
ハリマ化成グループ,2018,Q1,15.265055330386998
ハリマ化成グループ,2018,Q2,26.750718358991687
ハリマ化成グループ,2018,Q3,33.998797777032884
ハリマ化成グループ,2018,Q4,9.982688453376465
ハリマ化成グループ,2019,Q1,45.63638065182191
ハリマ化成グループ,2019,Q2,32.91188591812197
ハリマ化成グループ,2019,Q3,27.30818837628
ハリマ化成グループ,2019,Q4,12.567947052034118
ハリマ化成グループ,2020,Q1,36.29913018489503
ハリマ化成グループ,2020,Q2,27.22961596809177
ハリマ化成グループ,2020,Q3,19.782199986901627
ハリマ化成グループ,2020,Q4,2.748072949149525
ハークスレイ,2018,Q1,23.230052323953213
ハークスレイ,2018,Q2,21.212139402962812
ハークスレイ,2018,Q3,25.5825702854104
ハークスレイ,2018,Q4,25.768265363414994
ハークスレイ,2019,Q1,21.212536493468097
ハークスレイ,2019,Q2,15.71596090029688
ハークスレイ,2019,Q3,32.88926323334224
ハークスレイ,2019,Q4,33.35585125826075
ハークスレイ,2020,Q1,23.510080327892815
ハークスレイ,2020,Q2,17.777717848661734
ハークスレイ,2020,Q3,36.73623797641296
ハークスレイ,2020,Q4,32.10562993179104
ハードオフコーポレーション,2018,Q1,14.474208057359087
ハードオフコーポレーション,2018,Q2,11.38181954223953
ハードオフコーポレーション,2018,Q3,19.476550170640806
ハードオフコーポレーション,2018,Q4,7.034623679062266
ハードオフコーポレーション,2019,Q1,18.97734620390873
ハードオフコーポレーション,2019,Q2,11.635112025162279
ハードオフコーポレーション,2019,Q3,20.21795074796019
ハードオフコーポレーション,2019,Q4,0.2746818721154789
ハードオフコーポレーション,2020,Q1,18.759018258281237
ハードオフコーポレーション,2020,Q2,0.29279595092396504
ハードオフコーポレーション,2020,Q3,14.313679690976468
ハードオフコーポレーション,2020,Q4,-0.2526624824777368
バルカー,2018,Q1,65.91703979418357
バルカー,2018,Q2,68.66593845325886
バルカー,2018,Q3,68.30026803505838
バルカー,2018,Q4,43.38583603444194
バルカー,2019,Q1,61.231528882667696
バルカー,2019,Q2,54.59748698655727
バルカー,2019,Q3,38.97028598071649
バルカー,2019,Q4,42.44741665122705
バルカー,2020,Q1,37.09605651044967
バルカー,2020,Q2,29.612506842301336
バルカー,2020,Q3,60.35096963958273
バルカー,2020,Q4,28.83066659056733
バローホールディングス,2018,Q1,40.94039537918901
バローホールディングス,2018,Q2,36.73529613009057
バローホールディングス,2018,Q3,59.29602640019573
バローホールディングス,2018,Q4,19.42650240380203
バローホールディングス,2019,Q1,53.98809385344965
バローホールディングス,2019,Q2,37.724813662444944
バローホールディングス,2019,Q3,57.906541983830486
バローホールディングス,2019,Q4,-4.260233900647493
バローホールディングス,2020,Q1,33.82435370940487
バローホールディングス,2020,Q2,52.696178265265274
バローホールディングス,2020,Q3,62.00702536147882
バローホールディングス,2020,Q4,15.85026060619515
バンダイナムコホールディングス,2018,Q1,102.47106194932428
バンダイナムコホールディングス,2018,Q2,54.35173748407266
バンダイナムコホールディングス,2018,Q3,74.93642345909777
バンダイナムコホールディングス,2018,Q4,53.41637833703379
バンダイナムコホールディングス,2019,Q1,81.5987999237817
バンダイナムコホールディングス,2019,Q2,65.58721086838189
バンダイナムコホールディングス,2019,Q3,76.62282200159616
バンダイナムコホールディングス,2019,Q4,39.79495304149162
バンダイナムコホールディングス,2020,Q1,68.66145937032306
バンダイナムコホールディングス,2020,Q2,75.11823479636855
バンダイナムコホールディングス,2020,Q3,80.40676353562344
バンダイナムコホールディングス,2020,Q4,30.05459150808012
パスコ,2018,Q1,-2.1730994357700464
パスコ,2018,Q2,0.3817006536205252
パスコ,2018,Q3,0.3574388971077177
パスコ,2018,Q4,25.785527888840242
パスコ,2019,Q1,92.11903784537779
パスコ,2019,Q2,-6.195432143470937
パスコ,2019,Q3,77.4602510597536
パスコ,2019,Q4,158.50045085070556
パスコ,2020,Q1,-36.149933540958585
パスコ,2020,Q2,83.19090089475591
パスコ,2020,Q3,66.85364831839681
パスコ,2020,Q4,92.68246938322281
パナソニック,2018,Q1,25.131628142186766
パナソニック,2018,Q2,4.666113036055133
パナソニック,2018,Q3,25.410770573777533
パナソニック,2018,Q4,-34.47138339222585
パナソニック,2019,Q1,32.023176231572236
パナソニック,2019,Q2,3.3656045220186783
パナソニック,2019,Q3,24.52396803155206
パナソニック,2019,Q4,6.454395676506607
パナソニック,2020,Q1,21.86581163726693
パナソニック,2020,Q2,20.94041006618044
パナソニック,2020,Q3,30.83401712741547
パナソニック,2020,Q4,24.287066318131526
ヒロセ電機,2018,Q1,104.59562047852728
ヒロセ電機,2018,Q2,140.75045862707103
ヒロセ電機,2018,Q3,139.375556710896
ヒロセ電機,2018,Q4,120.02955898139214
ヒロセ電機,2019,Q1,102.72716175540825
ヒロセ電機,2019,Q2,141.62555524941968
ヒロセ電機,2019,Q3,141.77258162185734
ヒロセ電機,2019,Q4,39.972477458680025
ヒロセ電機,2020,Q1,119.2520754484346
ヒロセ電機,2020,Q2,141.53090170775823
ヒロセ電機,2020,Q3,134.261533283636
ヒロセ電機,2020,Q4,119.00609011039546
ビオフェルミン製薬,2018,Q1,52.62525355706684
ビオフェルミン製薬,2018,Q2,41.62456860063657
ビオフェルミン製薬,2018,Q3,45.0994841405967
ビオフェルミン製薬,2018,Q4,23.41745187311544
ビオフェルミン製薬,2019,Q1,58.00890842676645
ビオフェルミン製薬,2019,Q2,40.45252720439284
ビオフェルミン製薬,2019,Q3,41.94036988135633
ビオフェルミン製薬,2019,Q4,25.90593656705781
ビオフェルミン製薬,2020,Q1,54.097285295106616
ビオフェルミン製薬,2020,Q2,43.256308247401265
ビオフェルミン製薬,2020,Q3,50.870749615029894
ビオフェルミン製薬,2020,Q4,27.85792933113633
ビジネスエンジニアリング,2018,Q1,-10.12792823869367
ビジネスエンジニアリング,2018,Q2,19.845527685317162
ビジネスエンジニアリング,2018,Q3,12.419088824510993
ビジネスエンジニアリング,2018,Q4,38.06789865280123
ビジネスエンジニアリング,2019,Q1,14.634607348307242
ビジネスエンジニアリング,2019,Q2,35.21280753292304
ビジネスエンジニアリング,2019,Q3,32.263658666729576
ビジネスエンジニアリング,2019,Q4,43.41759995961076
ビジネスエンジニアリング,2020,Q1,36.887629745727814
ビジネスエンジニアリング,2020,Q2,51.39650858331319
ビジネスエンジニアリング,2020,Q3,24.33781653967269
ビジネスエンジニアリング,2020,Q4,30.490399698167877
ビジネス・ブレークスルー,2018,Q1,7.8590375469891764
ビジネス・ブレークスルー,2018,Q2,2.028073435143816
ビジネス・ブレークスルー,2018,Q3,1.5264602644555612
ビジネス・ブレークスルー,2018,Q4,3.1108672470082572
ビジネス・ブレークスルー,2019,Q1,7.446997690838893
ビジネス・ブレークスルー,2019,Q2,4.029600910083211
ビジネス・ブレークスルー,2019,Q3,-0.36892895067010834
ビジネス・ブレークスルー,2019,Q4,-0.7201646588252568
ビジネス・ブレークスルー,2020,Q1,3.855705133309385
ビジネス・ブレークスルー,2020,Q2,-8.826214530396634
ビジネス・ブレークスルー,2020,Q3,4.9467176215082596
ビジネス・ブレークスルー,2020,Q4,-0.4814958898198167
ビーアールホールディングス,2018,Q1,-18.815211958625998
ビーアールホールディングス,2018,Q2,-2.310873246628761
ビーアールホールディングス,2018,Q3,16.543359596152207
ビーアールホールディングス,2018,Q4,21.94880799355977
ビーアールホールディングス,2019,Q1,-4.527522911953845
ビーアールホールディングス,2019,Q2,-0.32721181926604936
ビーアールホールディングス,2019,Q3,11.026218467428262
ビーアールホールディングス,2019,Q4,13.679005966083897
ビーアールホールディングス,2020,Q1,1.380461744606345
ビーアールホールディングス,2020,Q2,4.60603519173076
ビーアールホールディングス,2020,Q3,13.437535649873036
ビーアールホールディングス,2020,Q4,14.221184842625162
ビー・エム・エル,2018,Q1,60.80344682259671
ビー・エム・エル,2018,Q2,37.10019156293019
ビー・エム・エル,2018,Q3,44.33194303334513
ビー・エム・エル,2018,Q4,20.9552363553477
ビー・エム・エル,2019,Q1,62.51826803646151
ビー・エム・エル,2019,Q2,37.70370983556063
ビー・エム・エル,2019,Q3,49.0039233045393
ビー・エム・エル,2019,Q4,18.048573901351038
ビー・エム・エル,2020,Q1,55.478947245707936
ビー・エム・エル,2020,Q2,7.76573634975982
ビー・エム・エル,2020,Q3,55.59429215493768
ビー・エム・エル,2020,Q4,65.26836856043889
ピエトロ,2018,Q1,17.572435428124578
ピエトロ,2018,Q2,15.340097098866131
ピエトロ,2018,Q3,5.6543282997098085
ピエトロ,2018,Q4,15.728379146908278
ピエトロ,2019,Q1,16.999084225007365
ピエトロ,2019,Q2,15.892862774051254
ピエトロ,2019,Q3,5.084460106051022
ピエトロ,2019,Q4,13.841503185762923
ピエトロ,2020,Q1,19.11839733394222
ピエトロ,2020,Q2,17.200480584913567
ピエトロ,2020,Q3,6.99843202278738
ピエトロ,2020,Q4,8.556666291860537
ピーエス三菱,2018,Q1,2.3877849772523154
ピーエス三菱,2018,Q2,24.007822645564808
ピーエス三菱,2018,Q3,43.98938146242325
ピーエス三菱,2018,Q4,-3.7140168500104136
ピーエス三菱,2019,Q1,21.704741499910046
ピーエス三菱,2019,Q2,27.834702741380603
ピーエス三菱,2019,Q3,33.54604221803612
ピーエス三菱,2019,Q4,41.28535107331848
ピーエス三菱,2020,Q1,-3.714188359739067
ピーエス三菱,2020,Q2,21.19552717578257
ピーエス三菱,2020,Q3,27.396998110950708
ピーエス三菱,2020,Q4,30.81046958479224
ピーシーデポコーポレーション,2018,Q1,133.46827011516044
ピーシーデポコーポレーション,2018,Q2,97.9354611060417
ピーシーデポコーポレーション,2018,Q3,28.024183581462538
ピーシーデポコーポレーション,2018,Q4,32.562781543454264
ピーシーデポコーポレーション,2019,Q1,151.1997568597196
ピーシーデポコーポレーション,2019,Q2,146.2833525069185
ピーシーデポコーポレーション,2019,Q3,14.871178702071184
ピーシーデポコーポレーション,2019,Q4,4.931232945199401
ピーシーデポコーポレーション,2020,Q1,84.34016851441409
ピーシーデポコーポレーション,2020,Q2,101.23085092542703
ピーシーデポコーポレーション,2020,Q3,-13.201704672819005
ピーシーデポコーポレーション,2020,Q4,-15.140967328031916
ピー・シー・エー,2018,Q1,-0.4100208188406942
ピー・シー・エー,2018,Q2,6.842994955526138
ピー・シー・エー,2018,Q3,14.950655298679266
ピー・シー・エー,2018,Q4,22.36100953829091
ピー・シー・エー,2019,Q1,8.71793174001852
ピー・シー・エー,2019,Q2,29.844724279209473
ピー・シー・エー,2019,Q3,89.49349927467686
ピー・シー・エー,2019,Q4,64.91373590079733
ピー・シー・エー,2020,Q1,4.231623010812896
ピー・シー・エー,2020,Q2,53.9493149259296
ピー・シー・エー,2020,Q3,34.238899892502666
ピー・シー・エー,2020,Q4,51.741554236728426
ファナック,2018,Q1,236.8678195107203
ファナック,2018,Q2,231.52520103745405
ファナック,2018,Q3,190.9379700329785
ファナック,2018,Q4,239.63811664784316
ファナック,2019,Q1,150.45463552799737
ファナック,2019,Q2,132.15445781097335
ファナック,2019,Q3,128.9905486358638
ファナック,2019,Q4,68.86823675753315
ファナック,2020,Q1,101.96500086494139
ファナック,2020,Q2,45.604509737765035
ファナック,2020,Q3,118.35088182011921
ファナック,2020,Q4,130.26160987100306
ファンケル,2018,Q1,4.548256407168077
ファンケル,2018,Q2,14.349607967798939
ファンケル,2018,Q3,19.056143103193925
ファンケル,2018,Q4,4.227807256832353
ファンケル,2019,Q1,12.19142044842031
ファンケル,2019,Q2,19.70098310154261
ファンケル,2019,Q3,18.792701282176328
ファンケル,2019,Q4,7.991346438645796
ファンケル,2020,Q1,17.377074882519185
ファンケル,2020,Q2,22.254731756722304
ファンケル,2020,Q3,18.45950538274937
ファンケル,2020,Q4,9.730621630957156
フィールズ,2018,Q1,-611.7811186676129
フィールズ,2018,Q2,451.2466843210399
フィールズ,2018,Q3,1215.897411421425
フィールズ,2018,Q4,346.4082910769144
フィールズ,2019,Q1,-0.7623506350582545
フィールズ,2019,Q2,-417.0718288102659
フィールズ,2019,Q3,-271.11915936771663
フィールズ,2019,Q4,90.67423931488511
フィールズ,2020,Q1,250.56922401599195
フィールズ,2020,Q2,-2.8374449377757784
フィールズ,2020,Q3,168.08900568127274
フィールズ,2020,Q4,124.15295238958225
フェイス,2018,Q1,113.88418783287528
フェイス,2018,Q2,607.3544913671451
フェイス,2018,Q3,45.94863352765243
フェイス,2018,Q4,-180.75755320718656
フェイス,2019,Q1,98.21243433627909
フェイス,2019,Q2,102.0544262263937
フェイス,2019,Q3,-4.862735473573899
フェイス,2019,Q4,-11.632397384050588
フェイス,2020,Q1,12.095076684034002
フェイス,2020,Q2,-21.2893250080981
フェイス,2020,Q3,12.856273342644869
フェイス,2020,Q4,-51.989821617889405
フォスター電機,2018,Q1,29.947733814930686
フォスター電機,2018,Q2,7.2722220358405
フォスター電機,2018,Q3,69.96763989814566
フォスター電機,2018,Q4,-16.663433095204113
フォスター電機,2019,Q1,20.005688618109687
フォスター電機,2019,Q2,52.003886734206105
フォスター電機,2019,Q3,54.94837195586605
フォスター電機,2019,Q4,-16.719543764039024
フォスター電機,2020,Q1,27.587520266170138
フォスター電機,2020,Q2,20.16261833843426
フォスター電機,2020,Q3,45.7052565912116
フォスター電機,2020,Q4,-16.427344900962254
フクシマガリレイ,2018,Q1,46.48823637774009
フクシマガリレイ,2018,Q2,72.88586801852088
フクシマガリレイ,2018,Q3,83.49903793361618
フクシマガリレイ,2018,Q4,71.59573220787945
フクシマガリレイ,2019,Q1,61.53920860765416
フクシマガリレイ,2019,Q2,76.5124455200269
フクシマガリレイ,2019,Q3,88.99723034480846
フクシマガリレイ,2019,Q4,62.94290884152173
フクシマガリレイ,2020,Q1,62.878805692499974
フクシマガリレイ,2020,Q2,89.7983368932868
フクシマガリレイ,2020,Q3,74.62346979739888
フクシマガリレイ,2020,Q4,76.50139785013394
フジシールインターナショナル,2018,Q1,52.11346697418103
フジシールインターナショナル,2018,Q2,35.86709125687361
フジシールインターナショナル,2018,Q3,39.463012215566295
フジシールインターナショナル,2018,Q4,27.330804841527137
フジシールインターナショナル,2019,Q1,51.469677774865005
フジシールインターナショナル,2019,Q2,37.6424476478986
フジシールインターナショナル,2019,Q3,39.25851661023238
フジシールインターナショナル,2019,Q4,24.89647932935912
フジシールインターナショナル,2020,Q1,54.97436622134329
フジシールインターナショナル,2020,Q2,28.851879686576765
フジシールインターナショナル,2020,Q3,33.306258096316
フジシールインターナショナル,2020,Q4,35.75781915040882
フジッコ,2018,Q1,40.9694463702986
フジッコ,2018,Q2,25.919915572821022
フジッコ,2018,Q3,53.30899172130283
フジッコ,2018,Q4,21.415711538901633
フジッコ,2019,Q1,28.91921003786713
フジッコ,2019,Q2,33.4149773424002
フジッコ,2019,Q3,42.065729755374875
フジッコ,2019,Q4,33.7615626925122
フジッコ,2020,Q1,36.552474640119605
フジッコ,2020,Q2,25.919245956986153
フジッコ,2020,Q3,56.64522542746003
フジッコ,2020,Q4,13.160847897847802
フジテック,2018,Q1,23.5561128493245
フジテック,2018,Q2,30.325225092506983
フジテック,2018,Q3,36.30249282607033
フジテック,2018,Q4,16.254117507295888
フジテック,2019,Q1,19.192431339246152
フジテック,2019,Q2,33.90903503256262
フジテック,2019,Q3,30.881039141157288
フジテック,2019,Q4,37.80575145630329
フジテック,2020,Q1,20.267431840141555
フジテック,2020,Q2,35.054617846462534
フジテック,2020,Q3,32.34928968028008
フジテック,2020,Q4,31.862369767224727
フジミインコーポレーテッド,2018,Q1,24.776037791813085
フジミインコーポレーテッド,2018,Q2,47.37435848747604
フジミインコーポレーテッド,2018,Q3,36.10228692696852
フジミインコーポレーテッド,2018,Q4,26.34575456543473
フジミインコーポレーテッド,2019,Q1,36.94231556040542
フジミインコーポレーテッド,2019,Q2,40.05861583311141
フジミインコーポレーテッド,2019,Q3,41.69874927707851
フジミインコーポレーテッド,2019,Q4,19.967564875021253
フジミインコーポレーテッド,2020,Q1,48.696961955316226
フジミインコーポレーテッド,2020,Q2,63.024381611220974
フジミインコーポレーテッド,2020,Q3,44.55015843263953
フジミインコーポレーテッド,2020,Q4,39.81973753719426
フジ・メディア・ホールディング,2018,Q1,1357.8780181253542
フジ・メディア・ホールディング,2018,Q2,-374.0294021469629
フジ・メディア・ホールディング,2018,Q3,1349.5415265792155
フジ・メディア・ホールディング,2018,Q4,2482.789817044145
フジ・メディア・ホールディング,2019,Q1,744.9646476050281
フジ・メディア・ホールディング,2019,Q2,102.67263901154854
フジ・メディア・ホールディング,2019,Q3,1277.3262766764647
フジ・メディア・ホールディング,2019,Q4,593.2099745461111
フジ・メディア・ホールディング,2020,Q1,244.19109251492685
フジ・メディア・ホールディング,2020,Q2,-51.699824152419566
フジ・メディア・ホールディング,2020,Q3,456.03208716874246
フジ・メディア・ホールディング,2020,Q4,43.541967039397036
フジ住宅,2018,Q1,26.345893332531944
フジ住宅,2018,Q2,20.05447290519232
フジ住宅,2018,Q3,13.756016184212248
フジ住宅,2018,Q4,48.04670022058424
フジ住宅,2019,Q1,26.80725097469567
フジ住宅,2019,Q2,21.215431888789823
フジ住宅,2019,Q3,17.80085349764534
フジ住宅,2019,Q4,49.69405170436295
フジ住宅,2020,Q1,23.609229617980667
フジ住宅,2020,Q2,19.82436180886442
フジ住宅,2020,Q3,16.217153755490514
フジ住宅,2020,Q4,40.33242958764899
フタバ産業,2018,Q1,34.728452373086206
フタバ産業,2018,Q2,10.543375198285782
フタバ産業,2018,Q3,22.682100123054692
フタバ産業,2018,Q4,29.03286083568329
フタバ産業,2019,Q1,5.3859097465610555
フタバ産業,2019,Q2,12.679414865801643
フタバ産業,2019,Q3,15.437093610246013
フタバ産業,2019,Q4,33.77957601434866
フタバ産業,2020,Q1,-8.075444758689159
フタバ産業,2020,Q2,-37.77405442605347
フタバ産業,2020,Q3,9.294154711360473
フタバ産業,2020,Q4,42.87454940399825
フランスベッドホールディングス,2018,Q1,6.683154071641354
フランスベッドホールディングス,2018,Q2,8.91105640419415
フランスベッドホールディングス,2018,Q3,9.281768536790713
フランスベッドホールディングス,2018,Q4,14.525671781590527
フランスベッドホールディングス,2019,Q1,12.04577670885243
フランスベッドホールディングス,2019,Q2,7.583839406667559
フランスベッドホールディングス,2019,Q3,7.45214257784737
フランスベッドホールディングス,2019,Q4,35.550653582444475
フランスベッドホールディングス,2020,Q1,6.3119066373892005
フランスベッドホールディングス,2020,Q2,8.674962555415624
フランスベッドホールディングス,2020,Q3,11.84982910779868
フランスベッドホールディングス,2020,Q4,17.914885193192397
フルサト工業,2018,Q1,22.85842893145636
フルサト工業,2018,Q2,50.596849348432286
フルサト工業,2018,Q3,47.98874790168533
フルサト工業,2018,Q4,61.02501126305999
フルサト工業,2019,Q1,30.65279005865275
フルサト工業,2019,Q2,52.14954204106863
フルサト工業,2019,Q3,66.16197247867046
フルサト工業,2019,Q4,45.26464722040999
フルサト工業,2020,Q1,29.497391032394482
フルサト工業,2020,Q2,53.92550805316577
フルサト工業,2020,Q3,36.83464649024235
フルサト工業,2020,Q4,39.17145279974581
ブイ・テクノロジー,2018,Q1,1364.0629100726205
ブイ・テクノロジー,2018,Q2,1400.4324056756786
ブイ・テクノロジー,2018,Q3,583.8754655110777
ブイ・テクノロジー,2018,Q4,703.74018641438
ブイ・テクノロジー,2019,Q1,2281.2129810251026
ブイ・テクノロジー,2019,Q2,681.3017142076635
ブイ・テクノロジー,2019,Q3,602.1807158771453
ブイ・テクノロジー,2019,Q4,164.82180478005256
ブイ・テクノロジー,2020,Q1,222.7767434054698
ブイ・テクノロジー,2020,Q2,577.3090362774136
ブイ・テクノロジー,2020,Q3,609.718154269488
ブイ・テクノロジー,2020,Q4,69.98750448734734
ブラザー工業,2018,Q1,50.343609220970144
ブラザー工業,2018,Q2,42.74019893724687
ブラザー工業,2018,Q3,47.31236551280841
ブラザー工業,2018,Q4,35.62875229860843
ブラザー工業,2019,Q1,51.654952399651975
ブラザー工業,2019,Q2,39.21750964402546
ブラザー工業,2019,Q3,56.24593688198178
ブラザー工業,2019,Q4,29.737842568509937
ブラザー工業,2020,Q1,51.94159029485784
ブラザー工業,2020,Q2,38.50394100167652
ブラザー工業,2020,Q3,59.3676600369098
ブラザー工業,2020,Q4,37.51354402573768
ブルドックソース,2018,Q1,31.426447055609465
ブルドックソース,2018,Q2,39.025897566429556
ブルドックソース,2018,Q3,26.1511950180997
ブルドックソース,2018,Q4,15.612898685171585
ブルドックソース,2019,Q1,53.153586526973086
ブルドックソース,2019,Q2,8.188037654456622
ブルドックソース,2019,Q3,20.311781751256188
ブルドックソース,2019,Q4,12.889058490033346
ブルドックソース,2020,Q1,30.311097715413318
ブルドックソース,2020,Q2,4.65162675821459
ブルドックソース,2020,Q3,19.57874409506773
ブルドックソース,2020,Q4,15.526136935342478
プリマハム,2018,Q1,9.324641257460268
プリマハム,2018,Q2,9.843213722258827
プリマハム,2018,Q3,14.233615608045737
プリマハム,2018,Q4,1.695352477873505
プリマハム,2019,Q1,10.414249586486799
プリマハム,2019,Q2,14.994270673291378
プリマハム,2019,Q3,74.64800669816243
プリマハム,2019,Q4,13.211201297643175
プリマハム,2020,Q1,41.46315239820027
プリマハム,2020,Q2,50.53805909179045
プリマハム,2020,Q3,58.90017293853103
プリマハム,2020,Q4,34.68367317376233
プレサンスコーポレーション,2018,Q1,-143.7333077655324
プレサンスコーポレーション,2018,Q2,65.29680961578988
プレサンスコーポレーション,2018,Q3,79.18180896399099
プレサンスコーポレーション,2018,Q4,10.253632709943254
プレサンスコーポレーション,2019,Q1,177.2727898226945
プレサンスコーポレーション,2019,Q2,32.76325594463686
プレサンスコーポレーション,2019,Q3,29.318458630726006
プレサンスコーポレーション,2019,Q4,5.006173092099414
プレサンスコーポレーション,2020,Q1,154.37371405664467
プレサンスコーポレーション,2020,Q2,99.54882748460037
プレサンスコーポレーション,2020,Q3,86.87866136258486
プレサンスコーポレーション,2020,Q4,13.253534927469195
プレス工業,2018,Q1,9.672807582782672
プレス工業,2018,Q2,14.136805345941069
プレス工業,2018,Q3,15.64282003638204
プレス工業,2018,Q4,5.658980663717294
プレス工業,2019,Q1,15.016234556038404
プレス工業,2019,Q2,14.768264601379702
プレス工業,2019,Q3,12.768557929964725
プレス工業,2019,Q4,12.743099625981559
プレス工業,2020,Q1,13.757790944415284
プレス工業,2020,Q2,8.908734187252136
プレス工業,2020,Q3,-0.856986299087314
プレス工業,2020,Q4,12.428467168896715
プロシップ,2018,Q1,25.664022192419885
プロシップ,2018,Q2,36.08445755638486
プロシップ,2018,Q3,29.814836890459663
プロシップ,2018,Q4,69.24056951176408
プロシップ,2019,Q1,17.539611362494046
プロシップ,2019,Q2,30.876968246762917
プロシップ,2019,Q3,26.44830200825985
プロシップ,2019,Q4,57.713800876605205
プロシップ,2020,Q1,9.149963017414272
プロシップ,2020,Q2,24.171013625417586
プロシップ,2020,Q3,24.36572062307522
プロシップ,2020,Q4,46.68065955951715
プロトコーポレーション,2018,Q1,19.303716635525895
プロトコーポレーション,2018,Q2,27.636883776039653
プロトコーポレーション,2018,Q3,43.895149855577735
プロトコーポレーション,2018,Q4,-22.442538047294533
プロトコーポレーション,2019,Q1,71.82352313299621
プロトコーポレーション,2019,Q2,34.75554719691938
プロトコーポレーション,2019,Q3,60.387573715095236
プロトコーポレーション,2019,Q4,-15.65295723182276
プロトコーポレーション,2020,Q1,58.833258274234844
プロトコーポレーション,2020,Q2,24.83257776696499
プロトコーポレーション,2020,Q3,35.18453210066137
プロトコーポレーション,2020,Q4,-9.993349684031367
ヘリオス　テクノ　ホールディン,2018,Q1,4.068034183082258
ヘリオス　テクノ　ホールディン,2018,Q2,44.376489506236915
ヘリオス　テクノ　ホールディン,2018,Q3,22.569699693494943
ヘリオス　テクノ　ホールディン,2018,Q4,13.564641785511519
ヘリオス　テクノ　ホールディン,2019,Q1,14.501139536693858
ヘリオス　テクノ　ホールディン,2019,Q2,31.29608278063875
ヘリオス　テクノ　ホールディン,2019,Q3,12.684628435898968
ヘリオス　テクノ　ホールディン,2019,Q4,11.928042095962196
ヘリオス　テクノ　ホールディン,2020,Q1,12.521671252202271
ヘリオス　テクノ　ホールディン,2020,Q2,18.849303950399765
ヘリオス　テクノ　ホールディン,2020,Q3,5.565003984782649
ヘリオス　テクノ　ホールディン,2020,Q4,24.42814327174996
ベネッセホールディングス,2018,Q1,-15.048018776764344
ベネッセホールディングス,2018,Q2,74.38593300991214
ベネッセホールディングス,2018,Q3,78.71367699708975
ベネッセホールディングス,2018,Q4,-71.51615944041455
ベネッセホールディングス,2019,Q1,-21.348387927735157
ベネッセホールディングス,2019,Q2,73.4925912061681
ベネッセホールディングス,2019,Q3,62.135773528062494
ベネッセホールディングス,2019,Q4,-52.74005443777584
ベネッセホールディングス,2020,Q1,-12.561978315013153
ベネッセホールディングス,2020,Q2,84.64517040481226
ベネッセホールディングス,2020,Q3,57.935869400864426
ベネッセホールディングス,2020,Q4,-57.98542573551647
ベネフィット・ワン,2018,Q1,5.924420507100489
ベネフィット・ワン,2018,Q2,17.66705353919635
ベネフィット・ワン,2018,Q3,13.120976026466579
ベネフィット・ワン,2018,Q4,22.355132337711215
ベネフィット・ワン,2019,Q1,5.043750007402686
