企業名,会計年度,四半期,y_hat_rw
ユーシン精機,2020,Q3,12.48
ユーシン精機,2020,Q4,13.76
ユー・エス・エス,2018,Q1,26.03
ユー・エス・エス,2018,Q2,25.33
ユー・エス・エス,2018,Q3,23.19
ユー・エス・エス,2018,Q4,24.16
ユー・エス・エス,2019,Q1,27.83
ユー・エス・エス,2019,Q2,24.84
ユー・エス・エス,2019,Q3,23.9
ユー・エス・エス,2019,Q4,24.2
ユー・エス・エス,2020,Q1,9.47
ユー・エス・エス,2020,Q2,18.51
ユー・エス・エス,2020,Q3,25.38
ユー・エス・エス,2020,Q4,27.16
ヨコオ,2018,Q1,25.76
ヨコオ,2018,Q2,28.6
ヨコオ,2018,Q3,35.03
ヨコオ,2018,Q4,31.75
ヨコオ,2019,Q1,13.79
ヨコオ,2019,Q2,34.32
ヨコオ,2019,Q3,46.97
ヨコオ,2019,Q4,57.09
ヨコオ,2020,Q1,31.47
ヨコオ,2020,Q2,11.95
ヨコオ,2020,Q3,50.73
ヨコオ,2020,Q4,53.78
ヨロズ,2018,Q1,-3.57
ヨロズ,2018,Q2,36.11
ヨロズ,2018,Q3,34.28
ヨロズ,2018,Q4,17.13
ヨロズ,2019,Q1,-70.58
ヨロズ,2019,Q2,-2.8
ヨロズ,2019,Q3,-32.23
ヨロズ,2019,Q4,18.34
ヨロズ,2020,Q1,-527.29
ヨロズ,2020,Q2,-67.53
ヨロズ,2020,Q3,-67.87
ヨロズ,2020,Q4,42.12
ヨータイ,2018,Q1,34.64
ヨータイ,2018,Q2,39.63
ヨータイ,2018,Q3,38.27
ヨータイ,2018,Q4,45.41
ヨータイ,2019,Q1,40.97
ヨータイ,2019,Q2,33.66
ヨータイ,2019,Q3,32.72
ヨータイ,2019,Q4,30.69
ヨータイ,2020,Q1,30.1
ヨータイ,2020,Q2,22.47
ヨータイ,2020,Q3,18.8
ヨータイ,2020,Q4,27.95
ライト工業,2018,Q1,36.11
ライト工業,2018,Q2,22.75
ライト工業,2018,Q3,29.26
ライト工業,2018,Q4,38.29
ライト工業,2019,Q1,34.06
ライト工業,2019,Q2,19.14
ライト工業,2019,Q3,35.53
ライト工業,2019,Q4,22.76
ライト工業,2020,Q1,58.78
ライト工業,2020,Q2,22.5
ライト工業,2020,Q3,40.84
ライト工業,2020,Q4,42.5
ラウンドワン,2018,Q1,56.38
ラウンドワン,2018,Q2,8.21
ラウンドワン,2018,Q3,23.3
ラウンドワン,2018,Q4,2.91
ラウンドワン,2019,Q1,40.74
ラウンドワン,2019,Q2,15.13
ラウンドワン,2019,Q3,23.76
ラウンドワン,2019,Q4,-1.83
ラウンドワン,2020,Q1,13.27
ラウンドワン,2020,Q2,-95.67
ラウンドワン,2020,Q3,-29.7
ラウンドワン,2020,Q4,-59.63
ラサ工業,2018,Q1,94.55
ラサ工業,2018,Q2,65.81
ラサ工業,2018,Q3,72.99
ラサ工業,2018,Q4,56.55
ラサ工業,2019,Q1,91.65
ラサ工業,2019,Q2,32.44
ラサ工業,2019,Q3,44.18
ラサ工業,2019,Q4,32.24
ラサ工業,2020,Q1,64.96
ラサ工業,2020,Q2,55.57
ラサ工業,2020,Q3,54.84
ラサ工業,2020,Q4,63.29
リオン,2018,Q1,44.62
リオン,2018,Q2,30.92
リオン,2018,Q3,33.74
リオン,2018,Q4,45.87
リオン,2019,Q1,52.6
リオン,2019,Q2,36.73
リオン,2019,Q3,44.64
リオン,2019,Q4,25.77
リオン,2020,Q1,37.81
リオン,2020,Q2,24.69
リオン,2020,Q3,34.03
リオン,2020,Q4,37.36
リケン,2018,Q1,39.42
リケン,2018,Q2,150.97
リケン,2018,Q3,81.35
リケン,2018,Q4,136.67
リケン,2019,Q1,136.35
リケン,2019,Q2,80.16
リケン,2019,Q3,100.06
リケン,2019,Q4,121.48
リケン,2020,Q1,53.48
リケン,2020,Q2,18.06
リケン,2020,Q3,-29.37
リケン,2020,Q4,142.03
リケンテクノス,2018,Q1,10.79
リケンテクノス,2018,Q2,13.25
リケンテクノス,2018,Q3,11.79
リケンテクノス,2018,Q4,11.64
リケンテクノス,2019,Q1,10.76
リケンテクノス,2019,Q2,11.16
リケンテクノス,2019,Q3,10.98
リケンテクノス,2019,Q4,12.7
リケンテクノス,2020,Q1,13.34
リケンテクノス,2020,Q2,5.53
リケンテクノス,2020,Q3,7.33
リケンテクノス,2020,Q4,19.14
リコー,2018,Q1,-210.67
リコー,2018,Q2,12.81
リコー,2018,Q3,36.92
リコー,2018,Q4,20.13
リコー,2019,Q1,-1.53
リコー,2019,Q2,21.55
リコー,2019,Q3,18.81
リコー,2019,Q4,16.86
リコー,2020,Q1,-2.65
リコー,2020,Q2,-25.76
リコー,2020,Q3,-4.88
リコー,2020,Q4,-0.38
リソルホールディングス,2018,Q1,205.38
リソルホールディングス,2018,Q2,59.57
リソルホールディングス,2018,Q3,-39.71
リソルホールディングス,2018,Q4,7.72
リソルホールディングス,2019,Q1,228.97
リソルホールディングス,2019,Q2,-23.42
リソルホールディングス,2019,Q3,-37.68
リソルホールディングス,2019,Q4,148.65
リソルホールディングス,2020,Q1,-68.34
リソルホールディングス,2020,Q2,-203.62
リソルホールディングス,2020,Q3,-143.4
リソルホールディングス,2020,Q4,534.25
リゾートトラスト,2018,Q1,51.29
リゾートトラスト,2018,Q2,12.92
リゾートトラスト,2018,Q3,24.47
リゾートトラスト,2018,Q4,18.32
リゾートトラスト,2019,Q1,59.79
リゾートトラスト,2019,Q2,13.95
リゾートトラスト,2019,Q3,38.91
リゾートトラスト,2019,Q4,14.99
リゾートトラスト,2020,Q1,0.29
リゾートトラスト,2020,Q2,-16.91
リゾートトラスト,2020,Q3,70.11
リゾートトラスト,2020,Q4,37.11
リックス,2018,Q1,65.03
リックス,2018,Q2,41.33
リックス,2018,Q3,64.87
リックス,2018,Q4,73.48
リックス,2019,Q1,79.34
リックス,2019,Q2,40.82
リックス,2019,Q3,62.56
リックス,2019,Q4,53.71
リックス,2020,Q1,66.51
リックス,2020,Q2,22.87
リックス,2020,Q3,36.32
リックス,2020,Q4,48.0
リョーサン,2018,Q1,43.81
リョーサン,2018,Q2,16.89
リョーサン,2018,Q3,26.82
リョーサン,2018,Q4,48.64
リョーサン,2019,Q1,-30.67
リョーサン,2019,Q2,28.4
リョーサン,2019,Q3,17.75
リョーサン,2019,Q4,24.65
リョーサン,2020,Q1,-19.846984444915265
リョーサン,2020,Q2,20.66
リョーサン,2020,Q3,42.73
リョーサン,2020,Q4,70.9
リログループ,2018,Q1,23.01
リログループ,2018,Q2,18.04
リログループ,2018,Q3,23.71
リログループ,2018,Q4,19.36
リログループ,2019,Q1,26.09
リログループ,2019,Q2,16.17
リログループ,2019,Q3,25.93
リログループ,2019,Q4,23.0
リログループ,2020,Q1,-39.36
リログループ,2020,Q2,6.55
リログループ,2020,Q3,20.27
リログループ,2020,Q4,17.6
リンテック,2018,Q1,16.52
リンテック,2018,Q2,53.79
リンテック,2018,Q3,45.55
リンテック,2018,Q4,41.65
リンテック,2019,Q1,38.25
リンテック,2019,Q2,25.97
リンテック,2019,Q3,36.92
リンテック,2019,Q4,47.67
リンテック,2020,Q1,22.64
リンテック,2020,Q2,33.52
リンテック,2020,Q3,24.04
リンテック,2020,Q4,52.24
リンナイ,2018,Q1,87.61
リンナイ,2018,Q2,79.94
リンナイ,2018,Q3,91.31
リンナイ,2018,Q4,120.92
リンナイ,2019,Q1,106.28
リンナイ,2019,Q2,63.89
リンナイ,2019,Q3,91.57
リンナイ,2019,Q4,143.26
リンナイ,2020,Q1,120.76
リンナイ,2020,Q2,73.23
リンナイ,2020,Q3,121.9
リンナイ,2020,Q4,181.2
ルネサンス,2018,Q1,33.08
ルネサンス,2018,Q2,23.86
ルネサンス,2018,Q3,50.06
ルネサンス,2018,Q4,36.03
ルネサンス,2019,Q1,34.98
ルネサンス,2019,Q2,17.26
ルネサンス,2019,Q3,49.69
ルネサンス,2019,Q4,45.41
ルネサンス,2020,Q1,-27.69
ルネサンス,2020,Q2,-170.74
ルネサンス,2020,Q3,-16.12
ルネサンス,2020,Q4,-22.44
レイズネクスト,2018,Q1,28.45
レイズネクスト,2018,Q2,13.15
レイズネクスト,2018,Q3,39.83
レイズネクスト,2018,Q4,36.49
レイズネクスト,2019,Q1,23.57
レイズネクスト,2019,Q2,12.19
レイズネクスト,2019,Q3,143.34
レイズネクスト,2019,Q4,36.63
レイズネクスト,2020,Q1,35.93
レイズネクスト,2020,Q2,21.04
レイズネクスト,2020,Q3,38.54
レイズネクスト,2020,Q4,32.76
レオン自動機,2018,Q1,18.02
レオン自動機,2018,Q2,21.5
レオン自動機,2018,Q3,25.08
レオン自動機,2018,Q4,34.92
レオン自動機,2019,Q1,10.81
レオン自動機,2019,Q2,16.66
レオン自動機,2019,Q3,31.3
レオン自動機,2019,Q4,10.33
レオン自動機,2020,Q1,15.31
レオン自動機,2020,Q2,-5.5
レオン自動機,2020,Q3,62.45
レオン自動機,2020,Q4,-12.15
レシップホールディングス,2018,Q1,33.68
レシップホールディングス,2018,Q2,-25.45
レシップホールディングス,2018,Q3,-11.81
レシップホールディングス,2018,Q4,31.57
レシップホールディングス,2019,Q1,43.97
レシップホールディングス,2019,Q2,9.24
レシップホールディングス,2019,Q3,25.81
レシップホールディングス,2019,Q4,37.06
レシップホールディングス,2020,Q1,2.43
レシップホールディングス,2020,Q2,-16.77
レシップホールディングス,2020,Q3,-21.98
レシップホールディングス,2020,Q4,-7.6
レック,2018,Q1,27.12
レック,2018,Q2,40.47
レック,2018,Q3,25.887362722302488
レック,2018,Q4,31.56
レック,2019,Q1,17.67
レック,2019,Q2,19.24
レック,2019,Q3,25.75
レック,2019,Q4,19.3
レック,2020,Q1,7.07
レック,2020,Q2,34.97
レック,2020,Q3,20.94
レック,2020,Q4,40.49
レンゴー,2018,Q1,29.42
レンゴー,2018,Q2,26.54
レンゴー,2018,Q3,18.21
レンゴー,2018,Q4,15.27
レンゴー,2019,Q1,9.3
レンゴー,2019,Q2,32.28
レンゴー,2019,Q3,27.81
レンゴー,2019,Q4,40.87
レンゴー,2020,Q1,11.29
レンゴー,2020,Q2,28.06
レンゴー,2020,Q3,24.38
レンゴー,2020,Q4,40.94
ロート製薬,2018,Q1,-7.14
ロート製薬,2018,Q2,30.2
ロート製薬,2018,Q3,34.02
ロート製薬,2018,Q4,31.18
ロート製薬,2019,Q1,-9.4
ロート製薬,2019,Q2,19.46
ロート製薬,2019,Q3,44.61
ロート製薬,2019,Q4,46.09
ロート製薬,2020,Q1,24.97
ロート製薬,2020,Q2,16.99
ロート製薬,2020,Q3,37.18
ロート製薬,2020,Q4,43.0
ローム,2018,Q1,27.39
ローム,2018,Q2,135.6
ローム,2018,Q3,156.99
ローム,2018,Q4,118.53
ローム,2019,Q1,19.12
ローム,2019,Q2,55.81
ローム,2019,Q3,75.4
ローム,2019,Q4,74.85
ローム,2020,Q1,40.71
ローム,2020,Q2,73.62
ローム,2020,Q3,53.73
ローム,2020,Q4,64.99
ワイエイシイホールディングス,2018,Q1,23.27
ワイエイシイホールディングス,2018,Q2,-3.61
ワイエイシイホールディングス,2018,Q3,21.59
ワイエイシイホールディングス,2018,Q4,35.96
ワイエイシイホールディングス,2019,Q1,67.54
ワイエイシイホールディングス,2019,Q2,-50.92
ワイエイシイホールディングス,2019,Q3,-27.82
ワイエイシイホールディングス,2019,Q4,-98.53
ワイエイシイホールディングス,2020,Q1,71.06
ワイエイシイホールディングス,2020,Q2,-2.54
ワイエイシイホールディングス,2020,Q3,32.67
ワイエイシイホールディングス,2020,Q4,-19.33
ワコム,2018,Q1,-9.95
ワコム,2018,Q2,-0.71
ワコム,2018,Q3,12.87
ワコム,2018,Q4,14.52
ワコム,2019,Q1,-2.97
ワコム,2019,Q2,-0.74
ワコム,2019,Q3,14.33
ワコム,2019,Q4,13.02
ワコム,2020,Q1,-2.49
ワコム,2020,Q2,9.28
ワコム,2020,Q3,29.39
ワコム,2020,Q4,19.22
ワコールホールディングス,2018,Q1,-1.83
ワコールホールディングス,2018,Q2,93.51
ワコールホールディングス,2018,Q3,76.74
ワコールホールディングス,2018,Q4,-107.36
ワコールホールディングス,2019,Q1,-61.39
ワコールホールディングス,2019,Q2,18.33
ワコールホールディングス,2019,Q3,85.08
ワコールホールディングス,2019,Q4,68.27
ワコールホールディングス,2020,Q1,-119.9
ワコールホールディングス,2020,Q2,-51.2
ワコールホールディングス,2020,Q3,79.75
ワコールホールディングス,2020,Q4,51.12
ワタミ,2018,Q1,-4.26
ワタミ,2018,Q2,-7.9
ワタミ,2018,Q3,-6.97
ワタミ,2018,Q4,35.59
ワタミ,2019,Q1,14.42
ワタミ,2019,Q2,-1.68
ワタミ,2019,Q3,-15.99
ワタミ,2019,Q4,5.36
ワタミ,2020,Q1,-65.84
ワタミ,2020,Q2,-115.53
ワタミ,2020,Q3,-66.0
ワタミ,2020,Q4,-35.01
三ツ星ベルト,2018,Q1,13.45
三ツ星ベルト,2018,Q2,33.12
三ツ星ベルト,2018,Q3,23.447900429142585
三ツ星ベルト,2018,Q4,53.22
三ツ星ベルト,2019,Q1,33.52
三ツ星ベルト,2019,Q2,52.89
三ツ星ベルト,2019,Q3,48.52
三ツ星ベルト,2019,Q4,45.43
三ツ星ベルト,2020,Q1,36.39
三ツ星ベルト,2020,Q2,31.45
三ツ星ベルト,2020,Q3,23.58
三ツ星ベルト,2020,Q4,39.03
三井不動産,2018,Q1,84.8
三井不動産,2018,Q2,38.54
三井不動産,2018,Q3,30.91
三井不動産,2018,Q4,34.3
三井不動産,2019,Q1,67.62
三井不動産,2019,Q2,33.87
三井不動産,2019,Q3,33.96
三井不動産,2019,Q4,36.85
三井不動産,2020,Q1,83.1
三井不動産,2020,Q2,14.23
三井不動産,2020,Q3,-4.91
三井不動産,2020,Q4,93.38
三井住友建設,2018,Q1,30.18
三井住友建設,2018,Q2,16.37
三井住友建設,2018,Q3,38.41
三井住友建設,2018,Q4,34.22
三井住友建設,2019,Q1,28.13
三井住友建設,2019,Q2,17.95
三井住友建設,2019,Q3,31.72
三井住友建設,2019,Q4,23.25
三井住友建設,2020,Q1,25.01
三井住友建設,2020,Q2,8.0
三井住友建設,2020,Q3,13.81
三井住友建設,2020,Q4,21.32
三井化学,2018,Q1,53.91
三井化学,2018,Q2,118.14
三井化学,2018,Q3,92.01
三井化学,2018,Q4,81.95
三井化学,2019,Q1,93.32
三井化学,2019,Q2,64.25
三井化学,2019,Q3,40.12
三井化学,2019,Q4,54.39
三井化学,2020,Q1,27.393729673057155
三井化学,2020,Q2,-12.16
三井化学,2020,Q3,61.38
三井化学,2020,Q4,119.41
三井松島ホールディングス,2018,Q1,60.04
三井松島ホールディングス,2018,Q2,65.21
三井松島ホールディングス,2018,Q3,46.92
三井松島ホールディングス,2018,Q4,103.31
三井松島ホールディングス,2019,Q1,-43.56
三井松島ホールディングス,2019,Q2,53.65
三井松島ホールディングス,2019,Q3,21.0
三井松島ホールディングス,2019,Q4,22.41
三井松島ホールディングス,2020,Q1,79.2
三井松島ホールディングス,2020,Q2,108.89
三井松島ホールディングス,2020,Q3,6.18
三井松島ホールディングス,2020,Q4,-361.89
三井金属鉱業,2018,Q1,-394.11
三井金属鉱業,2018,Q2,78.97
三井金属鉱業,2018,Q3,0.68
三井金属鉱業,2018,Q4,-2.13
三井金属鉱業,2019,Q1,4.63
三井金属鉱業,2019,Q2,45.13
三井金属鉱業,2019,Q3,-13.17
三井金属鉱業,2019,Q4,77.8
三井金属鉱業,2020,Q1,-82.33
三井金属鉱業,2020,Q2,194.51
三井金属鉱業,2020,Q3,223.86
三井金属鉱業,2020,Q4,-171.92
三井Ｅ＆Ｓホールディングス,2018,Q1,-80.81
三井Ｅ＆Ｓホールディングス,2018,Q2,5.57
三井Ｅ＆Ｓホールディングス,2018,Q3,-597.72
三井Ｅ＆Ｓホールディングス,2018,Q4,6.47
三井Ｅ＆Ｓホールディングス,2019,Q1,-275.42
三井Ｅ＆Ｓホールディングス,2019,Q2,29.23
三井Ｅ＆Ｓホールディングス,2019,Q3,-851.75
三井Ｅ＆Ｓホールディングス,2019,Q4,-43.9
三井Ｅ＆Ｓホールディングス,2020,Q1,-200.02
三井Ｅ＆Ｓホールディングス,2020,Q2,-104.76
三井Ｅ＆Ｓホールディングス,2020,Q3,54.42
三井Ｅ＆Ｓホールディングス,2020,Q4,19.49
三信電気,2018,Q1,20.13
三信電気,2018,Q2,-8.13
三信電気,2018,Q3,34.18
三信電気,2018,Q4,16.4
三信電気,2019,Q1,36.56
三信電気,2019,Q2,-2.85
三信電気,2019,Q3,47.68
三信電気,2019,Q4,-0.02
三信電気,2020,Q1,30.84
三信電気,2020,Q2,-8.7
三信電気,2020,Q3,27.84
三信電気,2020,Q4,14.76
三共生興,2018,Q1,2.96
三共生興,2018,Q2,9.25
三共生興,2018,Q3,10.42
三共生興,2018,Q4,20.64
三共生興,2019,Q1,-2.79
三共生興,2019,Q2,5.7
三共生興,2019,Q3,12.42
三共生興,2019,Q4,64.89
三共生興,2020,Q1,-14.4
三共生興,2020,Q2,13.99
三共生興,2020,Q3,-14.4
三共生興,2020,Q4,21.31
三和ホールディングス,2018,Q1,44.49
三和ホールディングス,2018,Q2,-0.6
三和ホールディングス,2018,Q3,26.97
三和ホールディングス,2018,Q4,18.19
三和ホールディングス,2019,Q1,48.38
三和ホールディングス,2019,Q2,1.25
三和ホールディングス,2019,Q3,29.75
三和ホールディングス,2019,Q4,15.61
三和ホールディングス,2020,Q1,50.91
三和ホールディングス,2020,Q2,-0.78
三和ホールディングス,2020,Q3,27.07
三和ホールディングス,2020,Q4,21.99
三城ホールディングス,2018,Q1,-36.26
三城ホールディングス,2018,Q2,2.51
三城ホールディングス,2018,Q3,4.88
三城ホールディングス,2018,Q4,-4.27
三城ホールディングス,2019,Q1,-29.48
三城ホールディングス,2019,Q2,0.06
三城ホールディングス,2019,Q3,8.09
三城ホールディングス,2019,Q4,1.62
三城ホールディングス,2020,Q1,-24.17
三城ホールディングス,2020,Q2,-26.59
三城ホールディングス,2020,Q3,22.25
三城ホールディングス,2020,Q4,9.41
三愛石油,2018,Q1,27.92
三愛石油,2018,Q2,28.52
三愛石油,2018,Q3,25.11
三愛石油,2018,Q4,23.51
三愛石油,2019,Q1,26.46
三愛石油,2019,Q2,37.37
三愛石油,2019,Q3,19.48
三愛石油,2019,Q4,30.93
三愛石油,2020,Q1,29.25
三愛石油,2020,Q2,24.13
三愛石油,2020,Q3,19.76
三愛石油,2020,Q4,28.62
三晃金属工業,2018,Q1,103.06
三晃金属工業,2018,Q2,22.05
三晃金属工業,2018,Q3,153.58
三晃金属工業,2018,Q4,144.15
三晃金属工業,2019,Q1,184.34
三晃金属工業,2019,Q2,58.72
三晃金属工業,2019,Q3,132.01
三晃金属工業,2019,Q4,88.2
三晃金属工業,2020,Q1,41.66
三晃金属工業,2020,Q2,16.3
三晃金属工業,2020,Q3,146.0
三晃金属工業,2020,Q4,134.49
三桜工業,2018,Q1,76.37
三桜工業,2018,Q2,12.09
三桜工業,2018,Q3,9.9
三桜工業,2018,Q4,-34.28
三桜工業,2019,Q1,-221.95
三桜工業,2019,Q2,10.01
三桜工業,2019,Q3,46.65
三桜工業,2019,Q4,17.3
三桜工業,2020,Q1,-14.15
三桜工業,2020,Q2,-3.66
三桜工業,2020,Q3,-27.63
三桜工業,2020,Q4,75.1
三機工業,2018,Q1,47.58
三機工業,2018,Q2,-1.1
三機工業,2018,Q3,14.24
三機工業,2018,Q4,28.87
三機工業,2019,Q1,109.07
三機工業,2019,Q2,7.19
三機工業,2019,Q3,34.52
三機工業,2019,Q4,30.77
三機工業,2020,Q1,56.71
三機工業,2020,Q2,0.21
三機工業,2020,Q3,14.04
三機工業,2020,Q4,28.94
三洋化成工業,2018,Q1,69.82
三洋化成工業,2018,Q2,143.8
三洋化成工業,2018,Q3,126.02
三洋化成工業,2018,Q4,145.16
三洋化成工業,2019,Q1,-172.5
三洋化成工業,2019,Q2,81.41
三洋化成工業,2019,Q3,90.63
三洋化成工業,2019,Q4,96.48
三洋化成工業,2020,Q1,79.35
三洋化成工業,2020,Q2,67.61
三洋化成工業,2020,Q3,38.09
三洋化成工業,2020,Q4,92.86
三洋工業,2018,Q1,162.1
三洋工業,2018,Q2,-85.03
三洋工業,2018,Q3,48.02
三洋工業,2018,Q4,81.12
三洋工業,2019,Q1,196.27
三洋工業,2019,Q2,-44.92
三洋工業,2019,Q3,88.79
三洋工業,2019,Q4,120.71
三洋工業,2020,Q1,184.05
三洋工業,2020,Q2,4.99
三洋工業,2020,Q3,47.13
三洋工業,2020,Q4,100.38
三浦工業,2018,Q1,23.33
三浦工業,2018,Q2,21.23
三浦工業,2018,Q3,31.48
三浦工業,2018,Q4,27.67
三浦工業,2019,Q1,28.71
三浦工業,2019,Q2,17.12
三浦工業,2019,Q3,39.62
三浦工業,2019,Q4,30.81
三浦工業,2020,Q1,34.45
三浦工業,2020,Q2,15.82
三浦工業,2020,Q3,35.3
三浦工業,2020,Q4,32.42
三菱ケミカルホールディングス,2018,Q1,29.76
三菱ケミカルホールディングス,2018,Q2,40.68
三菱ケミカルホールディングス,2018,Q3,43.74
三菱ケミカルホールディングス,2018,Q4,32.24
三菱ケミカルホールディングス,2019,Q1,2.49
三菱ケミカルホールディングス,2019,Q2,26.66
三菱ケミカルホールディングス,2019,Q3,30.61
三菱ケミカルホールディングス,2019,Q4,-3.55
三菱ケミカルホールディングス,2020,Q1,-15.63
三菱ケミカルホールディングス,2020,Q2,3.64
三菱ケミカルホールディングス,2020,Q3,-38.63
三菱ケミカルホールディングス,2020,Q4,1.31
三菱ロジスネクスト,2018,Q1,22.97
三菱ロジスネクスト,2018,Q2,9.19
三菱ロジスネクスト,2018,Q3,14.7
三菱ロジスネクスト,2018,Q4,23.52
三菱ロジスネクスト,2019,Q1,19.07
三菱ロジスネクスト,2019,Q2,5.66
三菱ロジスネクスト,2019,Q3,14.01
三菱ロジスネクスト,2019,Q4,8.83
三菱ロジスネクスト,2020,Q1,-77.72
三菱ロジスネクスト,2020,Q2,-14.81
三菱ロジスネクスト,2020,Q3,-3.62
三菱ロジスネクスト,2020,Q4,-5.57
三菱倉庫,2018,Q1,14.74
三菱倉庫,2018,Q2,32.34
三菱倉庫,2018,Q3,31.57
三菱倉庫,2018,Q4,36.14
三菱倉庫,2019,Q1,31.98
三菱倉庫,2019,Q2,34.58
三菱倉庫,2019,Q3,45.6
三菱倉庫,2019,Q4,38.38
三菱倉庫,2020,Q1,18.73
三菱倉庫,2020,Q2,18.97
三菱倉庫,2020,Q3,336.23
三菱倉庫,2020,Q4,28.62
三菱化工機,2018,Q1,199.0
三菱化工機,2018,Q2,-1.38
三菱化工機,2018,Q3,26.1
三菱化工機,2018,Q4,60.33
三菱化工機,2019,Q1,75.83
三菱化工機,2019,Q2,9.31
三菱化工機,2019,Q3,36.03
三菱化工機,2019,Q4,95.81
三菱化工機,2020,Q1,98.0
三菱化工機,2020,Q2,51.43
三菱化工機,2020,Q3,68.02
三菱化工機,2020,Q4,55.49
三菱地所,2018,Q1,25.57
三菱地所,2018,Q2,18.22
三菱地所,2018,Q3,26.31
三菱地所,2018,Q4,25.15
三菱地所,2019,Q1,27.29
三菱地所,2019,Q2,19.07
三菱地所,2019,Q3,15.76
三菱地所,2019,Q4,28.35
三菱地所,2020,Q1,45.91
三菱地所,2020,Q2,21.86
三菱地所,2020,Q3,16.19
三菱地所,2020,Q4,28.27
三菱瓦斯化学,2018,Q1,77.74
三菱瓦斯化学,2018,Q2,86.9
三菱瓦斯化学,2018,Q3,90.61
三菱瓦斯化学,2018,Q4,57.3
三菱瓦斯化学,2019,Q1,22.65
三菱瓦斯化学,2019,Q2,16.85
三菱瓦斯化学,2019,Q3,21.62
三菱瓦斯化学,2019,Q4,31.54
三菱瓦斯化学,2020,Q1,30.31
三菱瓦斯化学,2020,Q2,32.85
三菱瓦斯化学,2020,Q3,35.69
三菱瓦斯化学,2020,Q4,56.62
三菱自動車工業,2018,Q1,25.2
三菱自動車工業,2018,Q2,18.92
三菱自動車工業,2018,Q3,15.91
三菱自動車工業,2018,Q4,11.63
三菱自動車工業,2019,Q1,42.8
三菱自動車工業,2019,Q2,6.26
三菱自動車工業,2019,Q3,-4.51
三菱自動車工業,2019,Q4,-9.65
三菱自動車工業,2020,Q1,-9.42
三菱自動車工業,2020,Q2,-118.36
三菱自動車工業,2020,Q3,-22.66
三菱自動車工業,2020,Q4,-22.9
三菱製紙,2018,Q1,101.98
三菱製紙,2018,Q2,-47.26
三菱製紙,2018,Q3,13.27
三菱製紙,2018,Q4,-52.31
三菱製紙,2019,Q1,89.7
三菱製紙,2019,Q2,-26.46
三菱製紙,2019,Q3,28.55
三菱製紙,2019,Q4,-15.54
三菱製紙,2020,Q1,31.41
三菱製紙,2020,Q2,-37.21
三菱製紙,2020,Q3,-15.75
三菱製紙,2020,Q4,-19.6
三菱製鋼,2018,Q1,118.82
三菱製鋼,2018,Q2,12.64
三菱製鋼,2018,Q3,6.65
三菱製鋼,2018,Q4,-30.77
三菱製鋼,2019,Q1,29.71
三菱製鋼,2019,Q2,-13.05
三菱製鋼,2019,Q3,-917.09
三菱製鋼,2019,Q4,-15.07
三菱製鋼,2020,Q1,30.66
三菱製鋼,2020,Q2,-129.91
三菱製鋼,2020,Q3,-26.0
三菱製鋼,2020,Q4,-122.28
三菱重工業,2018,Q1,1.9971525010380955
三菱重工業,2018,Q2,47.29
三菱重工業,2018,Q3,33.55
三菱重工業,2018,Q4,47.09
三菱重工業,2019,Q1,196.58
三菱重工業,2019,Q2,48.76
三菱重工業,2019,Q3,38.3
三菱重工業,2019,Q4,214.83
三菱重工業,2020,Q1,-42.53
三菱重工業,2020,Q2,-172.34
三菱重工業,2020,Q3,2.44
三菱重工業,2020,Q4,179.66
三菱電機,2018,Q1,34.38941773367451
三菱電機,2018,Q2,22.18
三菱電機,2018,Q3,25.52
三菱電機,2018,Q4,26.34
三菱電機,2019,Q1,31.62
三菱電機,2019,Q2,19.94
三菱電機,2019,Q3,22.6
三菱電機,2019,Q4,31.91
三菱電機,2020,Q1,28.96
三菱電機,2020,Q2,8.34
三菱電機,2020,Q3,14.15
三菱電機,2020,Q4,27.76
三谷セキサン,2018,Q1,64.1
三谷セキサン,2018,Q2,81.35
三谷セキサン,2018,Q3,57.54
三谷セキサン,2018,Q4,80.07
三谷セキサン,2019,Q1,57.23
三谷セキサン,2019,Q2,71.04
三谷セキサン,2019,Q3,72.92
三谷セキサン,2019,Q4,78.08
三谷セキサン,2020,Q1,67.11
三谷セキサン,2020,Q2,77.17
三谷セキサン,2020,Q3,59.45
三谷セキサン,2020,Q4,84.87
三谷産業,2018,Q1,17.16
三谷産業,2018,Q2,1.57
三谷産業,2018,Q3,6.57
三谷産業,2018,Q4,4.34
三谷産業,2019,Q1,20.21
三谷産業,2019,Q2,0.45
三谷産業,2019,Q3,12.4
三谷産業,2019,Q4,7.3
三谷産業,2020,Q1,6.59
三谷産業,2020,Q2,-1.64
三谷産業,2020,Q3,8.51
三谷産業,2020,Q4,8.27
三越伊勢丹ホールディングス,2018,Q1,-24.44
三越伊勢丹ホールディングス,2018,Q2,11.8
三越伊勢丹ホールディングス,2018,Q3,-1.72
三越伊勢丹ホールディングス,2018,Q4,19.3
三越伊勢丹ホールディングス,2019,Q1,5.2
三越伊勢丹ホールディングス,2019,Q2,15.42
三越伊勢丹ホールディングス,2019,Q3,4.05
三越伊勢丹ホールディングス,2019,Q4,0.69
三越伊勢丹ホールディングス,2020,Q1,-49.97
三越伊勢丹ホールディングス,2020,Q2,-80.44
三越伊勢丹ホールディングス,2020,Q3,-16.31
三越伊勢丹ホールディングス,2020,Q4,5.33
