企業名,会計年度,四半期,y_hat_rw
セーレン,2019,Q2,34.08
セーレン,2019,Q3,33.47
セーレン,2019,Q4,41.87
セーレン,2020,Q1,44.29
セーレン,2020,Q2,4.59
セーレン,2020,Q3,17.88
セーレン,2020,Q4,41.38
ゼビオホールディングス,2018,Q1,-31.29
ゼビオホールディングス,2018,Q2,64.79
ゼビオホールディングス,2018,Q3,12.03
ゼビオホールディングス,2018,Q4,5.06
ゼビオホールディングス,2019,Q1,-40.09
ゼビオホールディングス,2019,Q2,33.9
ゼビオホールディングス,2019,Q3,-0.66
ゼビオホールディングス,2019,Q4,4.2
ゼビオホールディングス,2020,Q1,-28.21
ゼビオホールディングス,2020,Q2,-10.79
ゼビオホールディングス,2020,Q3,13.88
ゼビオホールディングス,2020,Q4,17.01
ゼンショーホールディングス,2018,Q1,7.74
ゼンショーホールディングス,2018,Q2,7.9
ゼンショーホールディングス,2018,Q3,26.29
ゼンショーホールディングス,2018,Q4,29.45
ゼンショーホールディングス,2019,Q1,24.2
ゼンショーホールディングス,2019,Q2,13.19
ゼンショーホールディングス,2019,Q3,38.2
ゼンショーホールディングス,2019,Q4,18.46
ゼンショーホールディングス,2020,Q1,10.64
ゼンショーホールディングス,2020,Q2,-41.71
ゼンショーホールディングス,2020,Q3,29.27
ゼンショーホールディングス,2020,Q4,11.31
ゼンリン,2018,Q1,82.95613900297141
ゼンリン,2018,Q2,6.38
ゼンリン,2018,Q3,4.78
ゼンリン,2018,Q4,8.23
ゼンリン,2019,Q1,41.88
ゼンリン,2019,Q2,-12.25
ゼンリン,2019,Q3,7.96
ゼンリン,2019,Q4,8.82
ゼンリン,2020,Q1,45.83
ゼンリン,2020,Q2,-11.21
ゼンリン,2020,Q3,-1.82
ゼンリン,2020,Q4,-0.63
ソトー,2018,Q1,-4.51
ソトー,2018,Q2,16.56
ソトー,2018,Q3,8.23
ソトー,2018,Q4,-1.45
ソトー,2019,Q1,-9.17
ソトー,2019,Q2,14.03
ソトー,2019,Q3,8.45
ソトー,2019,Q4,-2.4
ソトー,2020,Q1,-27.76
ソトー,2020,Q2,-7.18
ソトー,2020,Q3,-10.03
ソトー,2020,Q4,-6.42
ソニーグループ,2018,Q1,-13.3
ソニーグループ,2018,Q2,178.66
ソニーグループ,2018,Q3,136.38
ソニーグループ,2018,Q4,337.97
ソニーグループ,2019,Q1,69.68
ソニーグループ,2019,Q2,121.78
ソニーグループ,2019,Q3,151.89
ソニーグループ,2019,Q4,187.02
ソニーグループ,2020,Q1,10.33
ソニーグループ,2020,Q2,191.09
ソニーグループ,2020,Q3,374.34
ソニーグループ,2020,Q4,301.09
ソネック,2018,Q1,26.39
ソネック,2018,Q2,11.7
ソネック,2018,Q3,26.91
ソネック,2018,Q4,32.56
ソネック,2019,Q1,14.72
ソネック,2019,Q2,15.97
ソネック,2019,Q3,21.07
ソネック,2019,Q4,11.59
ソネック,2020,Q1,24.96
ソネック,2020,Q2,18.75
ソネック,2020,Q3,19.6
ソネック,2020,Q4,35.85
ソフトクリエイトホールディング,2018,Q1,13.64
ソフトクリエイトホールディング,2018,Q2,28.63
ソフトクリエイトホールディング,2018,Q3,27.62
ソフトクリエイトホールディング,2018,Q4,29.4
ソフトクリエイトホールディング,2019,Q1,2.43
ソフトクリエイトホールディング,2019,Q2,19.64
ソフトクリエイトホールディング,2019,Q3,37.09
ソフトクリエイトホールディング,2019,Q4,39.29
ソフトクリエイトホールディング,2020,Q1,13.75
ソフトクリエイトホールディング,2020,Q2,33.97
ソフトクリエイトホールディング,2020,Q3,41.75
ソフトクリエイトホールディング,2020,Q4,41.37
ソースネクスト,2018,Q1,10.9
ソースネクスト,2018,Q2,0.79
ソースネクスト,2018,Q3,5.21
ソースネクスト,2018,Q4,1.66
ソースネクスト,2019,Q1,-0.06
ソースネクスト,2019,Q2,0.41
ソースネクスト,2019,Q3,1.04
ソースネクスト,2019,Q4,0.49
ソースネクスト,2020,Q1,-0.29
ソースネクスト,2020,Q2,0.05
ソースネクスト,2020,Q3,0.87
ソースネクスト,2020,Q4,0.53
ソーダニッカ,2018,Q1,9.51
ソーダニッカ,2018,Q2,11.21
ソーダニッカ,2018,Q3,9.96
ソーダニッカ,2018,Q4,16.0
ソーダニッカ,2019,Q1,7.67
ソーダニッカ,2019,Q2,9.45
ソーダニッカ,2019,Q3,8.17
ソーダニッカ,2019,Q4,11.19
ソーダニッカ,2020,Q1,4.87
ソーダニッカ,2020,Q2,10.57
ソーダニッカ,2020,Q3,2.46
ソーダニッカ,2020,Q4,7.88
タイガースポリマー,2018,Q1,11.36
タイガースポリマー,2018,Q2,29.49
タイガースポリマー,2018,Q3,26.55
タイガースポリマー,2018,Q4,11.78
タイガースポリマー,2019,Q1,16.3
タイガースポリマー,2019,Q2,15.01
タイガースポリマー,2019,Q3,8.06
タイガースポリマー,2019,Q4,6.9
タイガースポリマー,2020,Q1,-18.84
タイガースポリマー,2020,Q2,3.03
タイガースポリマー,2020,Q3,-18.11
タイガースポリマー,2020,Q4,24.25
タカノ,2018,Q1,42.61
タカノ,2018,Q2,17.58
タカノ,2018,Q3,8.04
タカノ,2018,Q4,0.99
タカノ,2019,Q1,36.5
タカノ,2019,Q2,5.81
タカノ,2019,Q3,1.25
タカノ,2019,Q4,0.71
タカノ,2020,Q1,30.78
タカノ,2020,Q2,-25.93
タカノ,2020,Q3,0.16
タカノ,2020,Q4,-4.41
タカミヤ,2018,Q1,3.78
タカミヤ,2018,Q2,4.3
タカミヤ,2018,Q3,12.02
タカミヤ,2018,Q4,11.27
タカミヤ,2019,Q1,10.64
タカミヤ,2019,Q2,8.45
タカミヤ,2019,Q3,19.54
タカミヤ,2019,Q4,11.43
タカミヤ,2020,Q1,13.33
タカミヤ,2020,Q2,5.11
タカミヤ,2020,Q3,7.65
タカミヤ,2020,Q4,5.64
タカラスタンダード,2018,Q1,4.34
タカラスタンダード,2018,Q2,27.16
タカラスタンダード,2018,Q3,24.72
タカラスタンダード,2018,Q4,48.18
タカラスタンダード,2019,Q1,13.74
タカラスタンダード,2019,Q2,32.49
タカラスタンダード,2019,Q3,47.75
タカラスタンダード,2019,Q4,38.87
タカラスタンダード,2020,Q1,-0.87
タカラスタンダード,2020,Q2,13.83
タカラスタンダード,2020,Q3,20.54
タカラスタンダード,2020,Q4,52.0
タカラトミー,2018,Q1,-19.38
タカラトミー,2018,Q2,12.96
タカラトミー,2018,Q3,39.13
タカラトミー,2018,Q4,57.11
タカラトミー,2019,Q1,-11.41
タカラトミー,2019,Q2,2.78
タカラトミー,2019,Q3,41.18
タカラトミー,2019,Q4,25.15
タカラトミー,2020,Q1,-21.89
タカラトミー,2020,Q2,-12.44
タカラトミー,2020,Q3,17.96
タカラトミー,2020,Q4,52.7
タカラバイオ,2018,Q1,10.52
タカラバイオ,2018,Q2,8.57
タカラバイオ,2018,Q3,5.72
タカラバイオ,2018,Q4,3.06
タカラバイオ,2019,Q1,13.03
タカラバイオ,2019,Q2,13.22
タカラバイオ,2019,Q3,4.02
タカラバイオ,2019,Q4,5.26
タカラバイオ,2020,Q1,9.23
タカラバイオ,2020,Q2,3.36
タカラバイオ,2020,Q3,15.53
タカラバイオ,2020,Q4,28.67
タカラレーベン,2018,Q1,59.47
タカラレーベン,2018,Q2,3.48
タカラレーベン,2018,Q3,7.69
タカラレーベン,2018,Q4,-0.18
タカラレーベン,2019,Q1,48.31
タカラレーベン,2019,Q2,-14.35
タカラレーベン,2019,Q3,35.2
タカラレーベン,2019,Q4,14.72
タカラレーベン,2020,Q1,13.89
タカラレーベン,2020,Q2,-2.74
タカラレーベン,2020,Q3,10.96
タカラレーベン,2020,Q4,20.65
タキロンシーアイ,2018,Q1,7.14
タキロンシーアイ,2018,Q2,13.46
タキロンシーアイ,2018,Q3,19.67
タキロンシーアイ,2018,Q4,20.9
タキロンシーアイ,2019,Q1,11.59
タキロンシーアイ,2019,Q2,7.82
タキロンシーアイ,2019,Q3,16.32
タキロンシーアイ,2019,Q4,97.77
タキロンシーアイ,2020,Q1,12.57
タキロンシーアイ,2020,Q2,12.07
タキロンシーアイ,2020,Q3,9.36
タキロンシーアイ,2020,Q4,19.42
タクマ,2018,Q1,35.61
タクマ,2018,Q2,14.12
タクマ,2018,Q3,22.59
タクマ,2018,Q4,31.48
タクマ,2019,Q1,38.91
タクマ,2019,Q2,7.54
タクマ,2019,Q3,30.3
タクマ,2019,Q4,24.46
タクマ,2020,Q1,28.13
タクマ,2020,Q2,23.05
タクマ,2020,Q3,35.16
タクマ,2020,Q4,23.51
タケエイ,2018,Q1,14.67
タケエイ,2018,Q2,-11.68
タケエイ,2018,Q3,-10.63
タケエイ,2018,Q4,18.25
タケエイ,2019,Q1,16.21
タケエイ,2019,Q2,9.6
タケエイ,2019,Q3,19.93
タケエイ,2019,Q4,15.69
タケエイ,2020,Q1,31.42
タケエイ,2020,Q2,13.71
タケエイ,2020,Q3,22.34
タケエイ,2020,Q4,24.02
タダノ,2018,Q1,18.49
タダノ,2018,Q2,14.21
タダノ,2018,Q3,18.02
タダノ,2018,Q4,7.0
タダノ,2019,Q1,51.3
タダノ,2019,Q2,5.05
タダノ,2019,Q3,36.55
タダノ,2019,Q4,4.08
タダノ,2020,Q1,8.94
タダノ,2020,Q2,-7.94
タダノ,2020,Q3,-12.32
タダノ,2020,Q4,-40.27
タチエス,2018,Q1,86.84
タチエス,2018,Q2,44.68
タチエス,2018,Q3,-31.68
タチエス,2018,Q4,24.94
タチエス,2019,Q1,17.38
タチエス,2019,Q2,-36.66
タチエス,2019,Q3,-17.15
タチエス,2019,Q4,-16.79
タチエス,2020,Q1,25.12
タチエス,2020,Q2,-209.74
タチエス,2020,Q3,-171.95
タチエス,2020,Q4,3.78
タツタ電線,2018,Q1,6.44
タツタ電線,2018,Q2,15.75
タツタ電線,2018,Q3,16.44
タツタ電線,2018,Q4,11.65
タツタ電線,2019,Q1,3.53
タツタ電線,2019,Q2,5.18
タツタ電線,2019,Q3,17.95
タツタ電線,2019,Q4,11.05
タツタ電線,2020,Q1,10.18
タツタ電線,2020,Q2,8.38
タツタ電線,2020,Q3,15.26
タツタ電線,2020,Q4,13.72
タナベ経営,2018,Q1,6.52
タナベ経営,2018,Q2,14.06
タナベ経営,2018,Q3,22.98
タナベ経営,2018,Q4,36.32
タナベ経営,2019,Q1,7.14
タナベ経営,2019,Q2,5.46
タナベ経営,2019,Q3,26.63
タナベ経営,2019,Q4,35.33
タナベ経営,2020,Q1,13.44
タナベ経営,2020,Q2,5.32
タナベ経営,2020,Q3,11.71
タナベ経営,2020,Q4,31.24
タムラ製作所,2018,Q1,4.82
タムラ製作所,2018,Q2,12.74
タムラ製作所,2018,Q3,5.46
タムラ製作所,2018,Q4,38.96
タムラ製作所,2019,Q1,20.85
タムラ製作所,2019,Q2,-0.03
タムラ製作所,2019,Q3,9.37
タムラ製作所,2019,Q4,3.12
タムラ製作所,2020,Q1,0.02
タムラ製作所,2020,Q2,-3.84
タムラ製作所,2020,Q3,4.17
タムラ製作所,2020,Q4,-3.47
ダイオーズ,2018,Q1,28.67
ダイオーズ,2018,Q2,17.77
ダイオーズ,2018,Q3,18.83
ダイオーズ,2018,Q4,35.27
ダイオーズ,2019,Q1,10.44
ダイオーズ,2019,Q2,17.65
ダイオーズ,2019,Q3,19.41
ダイオーズ,2019,Q4,25.21
ダイオーズ,2020,Q1,13.18
ダイオーズ,2020,Q2,-49.85
ダイオーズ,2020,Q3,-31.5
ダイオーズ,2020,Q4,-10.2
ダイキン工業,2018,Q1,120.08
ダイキン工業,2018,Q2,203.9
ダイキン工業,2018,Q3,181.86
ダイキン工業,2018,Q4,126.78
ダイキン工業,2019,Q1,133.86
ダイキン工業,2019,Q2,215.74
ダイキン工業,2019,Q3,189.4
ダイキン工業,2019,Q4,100.87
ダイキン工業,2020,Q1,77.61
ダイキン工業,2020,Q2,113.15
ダイキン工業,2020,Q3,176.01
ダイキン工業,2020,Q4,150.81
ダイコク電機,2018,Q1,-11.72
ダイコク電機,2018,Q2,37.46
ダイコク電機,2018,Q3,5.67
ダイコク電機,2018,Q4,47.67
ダイコク電機,2019,Q1,-5.34
ダイコク電機,2019,Q2,36.99
ダイコク電機,2019,Q3,24.72
ダイコク電機,2019,Q4,24.72
ダイコク電機,2020,Q1,-14.64
ダイコク電機,2020,Q2,-14.3
ダイコク電機,2020,Q3,11.0
ダイコク電機,2020,Q4,38.44
ダイジェット工業,2018,Q1,53.01
ダイジェット工業,2018,Q2,50.88
ダイジェット工業,2018,Q3,47.3
ダイジェット工業,2018,Q4,28.7
ダイジェット工業,2019,Q1,10.11
ダイジェット工業,2019,Q2,37.28
ダイジェット工業,2019,Q3,13.0
ダイジェット工業,2019,Q4,17.86
ダイジェット工業,2020,Q1,-14.83
ダイジェット工業,2020,Q2,-33.77
ダイジェット工業,2020,Q3,-133.64
ダイジェット工業,2020,Q4,-74.0
ダイセル,2018,Q1,25.3
ダイセル,2018,Q2,30.73
ダイセル,2018,Q3,35.5
ダイセル,2018,Q4,32.05
ダイセル,2019,Q1,6.74
ダイセル,2019,Q2,16.29
ダイセル,2019,Q3,19.68
ダイセル,2019,Q4,-21.93
ダイセル,2020,Q1,1.05
ダイセル,2020,Q2,2.08
ダイセル,2020,Q3,8.76
ダイセル,2020,Q4,26.42
ダイダン,2018,Q1,64.62
ダイダン,2018,Q2,36.49
ダイダン,2018,Q3,82.18
ダイダン,2018,Q4,50.67
ダイダン,2019,Q1,75.82
ダイダン,2019,Q2,48.74
ダイダン,2019,Q3,82.82
ダイダン,2019,Q4,94.27
ダイダン,2020,Q1,65.59
ダイダン,2020,Q2,79.41
ダイダン,2020,Q3,89.2
ダイダン,2020,Q4,70.8
ダイトウボウ,2018,Q1,-3.97
ダイトウボウ,2018,Q2,-0.76
ダイトウボウ,2018,Q3,5.56
ダイトウボウ,2018,Q4,0.62
ダイトウボウ,2019,Q1,4.42
ダイトウボウ,2019,Q2,1.91
ダイトウボウ,2019,Q3,3.06
ダイトウボウ,2019,Q4,1.17
ダイトウボウ,2020,Q1,-3.61
ダイトウボウ,2020,Q2,-1.88
ダイトウボウ,2020,Q3,0.08
ダイトウボウ,2020,Q4,0.21
ダイドーリミテッド,2018,Q1,22.89
ダイドーリミテッド,2018,Q2,-4.96
ダイドーリミテッド,2018,Q3,-8.75
ダイドーリミテッド,2018,Q4,-12.15
ダイドーリミテッド,2019,Q1,5.48
ダイドーリミテッド,2019,Q2,-4.31
ダイドーリミテッド,2019,Q3,-11.93
ダイドーリミテッド,2019,Q4,4.46
ダイドーリミテッド,2020,Q1,-33.13
ダイドーリミテッド,2020,Q2,-52.78
ダイドーリミテッド,2020,Q3,-24.47
ダイドーリミテッド,2020,Q4,-27.32
ダイニチ工業,2018,Q1,-39.66
ダイニチ工業,2018,Q2,-30.99
ダイニチ工業,2018,Q3,23.41
ダイニチ工業,2018,Q4,87.38
ダイニチ工業,2019,Q1,-59.21
ダイニチ工業,2019,Q2,-31.56
ダイニチ工業,2019,Q3,19.2
ダイニチ工業,2019,Q4,76.65
ダイニチ工業,2020,Q1,-57.1
ダイニチ工業,2020,Q2,-22.3
ダイニチ工業,2020,Q3,21.44
ダイニチ工業,2020,Q4,102.56
ダイニック,2018,Q1,2.93
ダイニック,2018,Q2,28.81
ダイニック,2018,Q3,15.22
ダイニック,2018,Q4,23.48
ダイニック,2019,Q1,17.07
ダイニック,2019,Q2,24.07
ダイニック,2019,Q3,3.19
ダイニック,2019,Q4,25.83
ダイニック,2020,Q1,32.56
ダイニック,2020,Q2,5.22
ダイニック,2020,Q3,4.99
ダイニック,2020,Q4,26.89
ダイビル,2018,Q1,12.6
ダイビル,2018,Q2,17.79
ダイビル,2018,Q3,11.91
ダイビル,2018,Q4,15.78
ダイビル,2019,Q1,14.48
ダイビル,2019,Q2,18.17
ダイビル,2019,Q3,13.97
ダイビル,2019,Q4,20.09
ダイビル,2020,Q1,15.79
ダイビル,2020,Q2,21.2
ダイビル,2020,Q3,18.81
ダイビル,2020,Q4,19.59
ダイフク,2018,Q1,69.09
ダイフク,2018,Q2,89.24
ダイフク,2018,Q3,84.06
ダイフク,2018,Q4,86.62
ダイフク,2019,Q1,54.62
ダイフク,2019,Q2,41.56
ダイフク,2019,Q3,63.08
ダイフク,2019,Q4,68.59
ダイフク,2020,Q1,49.73
ダイフク,2020,Q2,58.73
ダイフク,2020,Q3,58.25
ダイフク,2020,Q4,58.36
ダイヘン,2018,Q1,15.85
ダイヘン,2018,Q2,9.12
ダイヘン,2018,Q3,10.072577533112122
ダイヘン,2018,Q4,35.25
ダイヘン,2019,Q1,109.04
ダイヘン,2019,Q2,16.32
ダイヘン,2019,Q3,76.36
ダイヘン,2019,Q4,46.12
ダイヘン,2020,Q1,130.33
ダイヘン,2020,Q2,59.41
ダイヘン,2020,Q3,67.4
ダイヘン,2020,Q4,69.13
ダスキン,2018,Q1,-6.26
ダスキン,2018,Q2,34.6
ダスキン,2018,Q3,28.91
ダスキン,2018,Q4,38.27
ダスキン,2019,Q1,10.32
ダスキン,2019,Q2,23.14
ダスキン,2019,Q3,31.12
ダスキン,2019,Q4,54.12
ダスキン,2020,Q1,1.06
ダスキン,2020,Q2,-7.83
ダスキン,2020,Q3,36.07
ダスキン,2020,Q4,50.1
チノー,2018,Q1,56.57
チノー,2018,Q2,8.41
チノー,2018,Q3,33.34
チノー,2018,Q4,32.83
チノー,2019,Q1,56.9
チノー,2019,Q2,-0.36
チノー,2019,Q3,71.06
チノー,2019,Q4,7.3
チノー,2020,Q1,65.78
チノー,2020,Q2,43.11
チノー,2020,Q3,20.2
チノー,2020,Q4,12.94
ツカモトコーポレーション,2018,Q1,44.56
ツカモトコーポレーション,2018,Q2,-25.01
ツカモトコーポレーション,2018,Q3,37.07
ツカモトコーポレーション,2018,Q4,-23.7
ツカモトコーポレーション,2019,Q1,58.26
ツカモトコーポレーション,2019,Q2,-25.84
ツカモトコーポレーション,2019,Q3,65.86
ツカモトコーポレーション,2019,Q4,-29.85
ツカモトコーポレーション,2020,Q1,100.78
ツカモトコーポレーション,2020,Q2,-27.58
ツカモトコーポレーション,2020,Q3,38.95
ツカモトコーポレーション,2020,Q4,-5.72
ツツミ,2018,Q1,6.38
ツツミ,2018,Q2,2.61
ツツミ,2018,Q3,11.36
ツツミ,2018,Q4,3.47
ツツミ,2019,Q1,5.43
ツツミ,2019,Q2,2.51
ツツミ,2019,Q3,28.83
ツツミ,2019,Q4,12.16
ツツミ,2020,Q1,-3.05
ツツミ,2020,Q2,-24.56
ツツミ,2020,Q3,17.55
ツツミ,2020,Q4,24.57
ツムラ,2018,Q1,28.81
ツムラ,2018,Q2,46.0
ツムラ,2018,Q3,46.64
ツムラ,2018,Q4,60.81
ツムラ,2019,Q1,37.43
ツムラ,2019,Q2,51.05
ツムラ,2019,Q3,40.98
ツムラ,2019,Q4,60.82
ツムラ,2020,Q1,27.11
ツムラ,2020,Q2,52.87
ツムラ,2020,Q3,52.78
ツムラ,2020,Q4,68.92
ティアック,2018,Q1,2.26
ティアック,2018,Q2,-1.02
ティアック,2018,Q3,-0.4942673046111401
ティアック,2018,Q4,3.68
ティアック,2019,Q1,13.4
ティアック,2019,Q2,-9.06
ティアック,2019,Q3,2.64
ティアック,2019,Q4,-0.99
ティアック,2020,Q1,8.35
ティアック,2020,Q2,-8.9
ティアック,2020,Q3,5.18
ティアック,2020,Q4,16.88
ティーガイア,2018,Q1,63.4
ティーガイア,2018,Q2,69.38
ティーガイア,2018,Q3,54.18
ティーガイア,2018,Q4,58.68
ティーガイア,2019,Q1,66.14
ティーガイア,2019,Q2,66.54
ティーガイア,2019,Q3,58.94
ティーガイア,2019,Q4,41.24
ティーガイア,2020,Q1,59.87
ティーガイア,2020,Q2,60.99
ティーガイア,2020,Q3,54.04
ティーガイア,2020,Q4,54.3
テイカ,2018,Q1,10.39
テイカ,2018,Q2,55.86
テイカ,2018,Q3,40.0
テイカ,2018,Q4,34.91
テイカ,2019,Q1,39.69
テイカ,2019,Q2,46.45
テイカ,2019,Q3,39.16
テイカ,2019,Q4,40.32
テイカ,2020,Q1,37.73
テイカ,2020,Q2,39.41
テイカ,2020,Q3,2.22
テイカ,2020,Q4,15.1
テイクアンドギヴ・ニーズ,2018,Q1,5.73
テイクアンドギヴ・ニーズ,2018,Q2,37.06
テイクアンドギヴ・ニーズ,2018,Q3,66.55
