企業名,会計年度,四半期,y_hat_srw
フィールズ,2018,Q4,-107.22
フィールズ,2019,Q1,-89.11
フィールズ,2019,Q2,-8.87
フィールズ,2019,Q3,97.56
フィールズ,2019,Q4,-18.09
フィールズ,2020,Q1,-18.31
フィールズ,2020,Q2,-64.77
フィールズ,2020,Q3,-46.14
フィールズ,2020,Q4,144.0
フェイス,2018,Q1,8.16
フェイス,2018,Q2,38.5
フェイス,2018,Q3,23.1
フェイス,2018,Q4,-26.03
フェイス,2019,Q1,23.49
フェイス,2019,Q2,-8.09
フェイス,2019,Q3,-39.26
フェイス,2019,Q4,-0.13
フェイス,2020,Q1,-7.03
フェイス,2020,Q2,-21.13
フェイス,2020,Q3,3.24
フェイス,2020,Q4,-43.77
フォスター電機,2018,Q1,29.95
フォスター電機,2018,Q2,69.51
フォスター電機,2018,Q3,135.05
フォスター電機,2018,Q4,-68.73
フォスター電機,2019,Q1,-95.78
フォスター電機,2019,Q2,26.89
フォスター電機,2019,Q3,-10.4
フォスター電機,2019,Q4,-0.28
フォスター電機,2020,Q1,91.45
フォスター電機,2020,Q2,1.02
フォスター電機,2020,Q3,-32.73
フォスター電機,2020,Q4,9.46
フォーバル,2018,Q1,8.3
フォーバル,2018,Q2,19.24
フォーバル,2018,Q3,12.03
フォーバル,2018,Q4,29.31
フォーバル,2019,Q1,16.01
フォーバル,2019,Q2,19.49
フォーバル,2019,Q3,10.51
フォーバル,2019,Q4,36.28
フォーバル,2020,Q1,23.82
フォーバル,2020,Q2,25.39
フォーバル,2020,Q3,16.24
フォーバル,2020,Q4,-22.92
フクシマガリレイ,2018,Q1,27.47
フクシマガリレイ,2018,Q2,101.32
フクシマガリレイ,2018,Q3,85.84
フクシマガリレイ,2018,Q4,69.01
フクシマガリレイ,2019,Q1,75.02
フクシマガリレイ,2019,Q2,93.53
フクシマガリレイ,2019,Q3,89.77
フクシマガリレイ,2019,Q4,71.88
フクシマガリレイ,2020,Q1,62.7
フクシマガリレイ,2020,Q2,104.79
フクシマガリレイ,2020,Q3,63.02
フクシマガリレイ,2020,Q4,80.25
フコク,2018,Q1,32.01
フコク,2018,Q2,27.08
フコク,2018,Q3,-80.54
フコク,2018,Q4,6.74
フコク,2019,Q1,38.28
フコク,2019,Q2,37.59
フコク,2019,Q3,2.8
フコク,2019,Q4,-241.14
フコク,2020,Q1,23.98
フコク,2020,Q2,19.21
フコク,2020,Q3,-1.62
フコク,2020,Q4,-22.89
フジクラ,2018,Q1,14.33
フジクラ,2018,Q2,30.03
フジクラ,2018,Q3,23.05
フジクラ,2018,Q4,-3.05
フジクラ,2019,Q1,3.39
フジクラ,2019,Q2,-1.8
フジクラ,2019,Q3,12.96
フジクラ,2019,Q4,-9.45
フジクラ,2020,Q1,-7.35
フジクラ,2020,Q2,10.21
フジクラ,2020,Q3,-6.81
フジクラ,2020,Q4,-132.6
フジシールインターナショナル,2018,Q1,50.79
フジシールインターナショナル,2018,Q2,18.8
フジシールインターナショナル,2018,Q3,21.63
フジシールインターナショナル,2018,Q4,17.7
フジシールインターナショナル,2019,Q1,50.55
フジシールインターナショナル,2019,Q2,44.75
フジシールインターナショナル,2019,Q3,28.52
フジシールインターナショナル,2019,Q4,20.97
フジシールインターナショナル,2020,Q1,52.82
フジシールインターナショナル,2020,Q2,45.7
フジシールインターナショナル,2020,Q3,26.52
フジシールインターナショナル,2020,Q4,30.24
フジッコ,2018,Q1,28.8
フジッコ,2018,Q2,27.04
フジッコ,2018,Q3,47.17
フジッコ,2018,Q4,31.56
フジッコ,2019,Q1,27.15
フジッコ,2019,Q2,36.26
フジッコ,2019,Q3,44.13
フジッコ,2019,Q4,32.47
フジッコ,2020,Q1,22.73
フジッコ,2020,Q2,22.74
フジッコ,2020,Q3,62.09
フジッコ,2020,Q4,-4.0
フジテック,2018,Q1,22.15
フジテック,2018,Q2,34.0
フジテック,2018,Q3,36.9
フジテック,2018,Q4,16.77
フジテック,2019,Q1,13.15
フジテック,2019,Q2,35.58
フジテック,2019,Q3,27.03
フジテック,2019,Q4,38.36
フジテック,2020,Q1,21.11
フジテック,2020,Q2,35.6
フジテック,2020,Q3,33.44
フジテック,2020,Q4,32.3
フジミインコーポレーテッド,2018,Q1,30.5
フジミインコーポレーテッド,2018,Q2,36.32
フジミインコーポレーテッド,2018,Q3,44.2
フジミインコーポレーテッド,2018,Q4,11.15
フジミインコーポレーテッド,2019,Q1,49.93
フジミインコーポレーテッド,2019,Q2,44.99
フジミインコーポレーテッド,2019,Q3,52.3
フジミインコーポレーテッド,2019,Q4,25.85
フジミインコーポレーテッド,2020,Q1,40.04
フジミインコーポレーテッド,2020,Q2,49.7
フジミインコーポレーテッド,2020,Q3,45.34
フジミインコーポレーテッド,2020,Q4,37.9
フジ・メディア・ホールディング,2018,Q1,18.18
フジ・メディア・ホールディング,2018,Q2,31.99
フジ・メディア・ホールディング,2018,Q3,32.26
フジ・メディア・ホールディング,2018,Q4,25.36
フジ・メディア・ホールディング,2019,Q1,24.45
フジ・メディア・ホールディング,2019,Q2,19.24
フジ・メディア・ホールディング,2019,Q3,23.0
フジ・メディア・ホールディング,2019,Q4,35.33
フジ・メディア・ホールディング,2020,Q1,92.3
フジ・メディア・ホールディング,2020,Q2,32.34
フジ・メディア・ホールディング,2020,Q3,24.24
フジ・メディア・ホールディング,2020,Q4,29.55
フジ住宅,2018,Q1,32.71
フジ住宅,2018,Q2,10.14
フジ住宅,2018,Q3,10.63
フジ住宅,2018,Q4,62.64
フジ住宅,2019,Q1,26.62
フジ住宅,2019,Q2,21.02
フジ住宅,2019,Q3,20.9
フジ住宅,2019,Q4,52.09
フジ住宅,2020,Q1,17.78
フジ住宅,2020,Q2,18.69
フジ住宅,2020,Q3,19.6
フジ住宅,2020,Q4,31.3
フタバ産業,2018,Q1,31.53
フタバ産業,2018,Q2,16.69
フタバ産業,2018,Q3,27.3
フタバ産業,2018,Q4,44.31
フタバ産業,2019,Q1,6.79
フタバ産業,2019,Q2,-0.9
フタバ産業,2019,Q3,-3.62
フタバ産業,2019,Q4,36.95
フタバ産業,2020,Q1,31.28
フタバ産業,2020,Q2,25.99
フタバ産業,2020,Q3,18.47
フタバ産業,2020,Q4,-4.7
フランスベッドホールディングス,2018,Q1,8.07
フランスベッドホールディングス,2018,Q2,10.61
フランスベッドホールディングス,2018,Q3,10.82
フランスベッドホールディングス,2018,Q4,15.35
フランスベッドホールディングス,2019,Q1,10.54
フランスベッドホールディングス,2019,Q2,6.92
フランスベッドホールディングス,2019,Q3,6.89
フランスベッドホールディングス,2019,Q4,41.72
フランスベッドホールディングス,2020,Q1,6.24
フランスベッドホールディングス,2020,Q2,10.85
フランスベッドホールディングス,2020,Q3,15.6
フランスベッドホールディングス,2020,Q4,6.4
フルサト工業,2018,Q1,17.62
フルサト工業,2018,Q2,42.21
フルサト工業,2018,Q3,46.42
フルサト工業,2018,Q4,53.19
フルサト工業,2019,Q1,34.52
フルサト工業,2019,Q2,50.77
フルサト工業,2019,Q3,64.0
フルサト工業,2019,Q4,50.27
フルサト工業,2020,Q1,39.76
フルサト工業,2020,Q2,67.84
フルサト工業,2020,Q3,43.91
フルサト工業,2020,Q4,42.2
ブイ・テクノロジー,2018,Q1,89.71
ブイ・テクノロジー,2018,Q2,325.04
ブイ・テクノロジー,2018,Q3,451.28
ブイ・テクノロジー,2018,Q4,716.81
ブイ・テクノロジー,2019,Q1,400.21
ブイ・テクノロジー,2019,Q2,763.79
ブイ・テクノロジー,2019,Q3,691.26
ブイ・テクノロジー,2019,Q4,407.1310165807157
ブイ・テクノロジー,2020,Q1,236.15
ブイ・テクノロジー,2020,Q2,165.4
ブイ・テクノロジー,2020,Q3,211.23
ブイ・テクノロジー,2020,Q4,-275.33
ブラザー工業,2018,Q1,35.23
ブラザー工業,2018,Q2,52.12
ブラザー工業,2018,Q3,62.22
ブラザー工業,2018,Q4,43.06
ブラザー工業,2019,Q1,63.79
ブラザー工業,2019,Q2,46.16
ブラザー工業,2019,Q3,69.13
ブラザー工業,2019,Q4,28.47
ブラザー工業,2020,Q1,49.55
ブラザー工業,2020,Q2,55.45
ブラザー工業,2020,Q3,55.01
ブラザー工業,2020,Q4,30.8
ブルドックソース,2018,Q1,44.57
ブルドックソース,2018,Q2,30.76
ブルドックソース,2018,Q3,32.92
ブルドックソース,2018,Q4,22.78
ブルドックソース,2019,Q1,55.82
ブルドックソース,2019,Q2,15.85
ブルドックソース,2019,Q3,22.3
ブルドックソース,2019,Q4,21.42
ブルドックソース,2020,Q1,28.663807929555823
ブルドックソース,2020,Q2,10.36
ブルドックソース,2020,Q3,13.95
ブルドックソース,2020,Q4,12.35
プリマハム,2018,Q1,9.92
プリマハム,2018,Q2,9.67
プリマハム,2018,Q3,14.34
プリマハム,2018,Q4,7.44
プリマハム,2019,Q1,10.34
プリマハム,2019,Q2,9.041176216174176
プリマハム,2019,Q3,59.98
プリマハム,2019,Q4,10.24
プリマハム,2020,Q1,62.16
プリマハム,2020,Q2,52.19
プリマハム,2020,Q3,50.42
プリマハム,2020,Q4,10.8
プレサンスコーポレーション,2018,Q1,77.8
プレサンスコーポレーション,2018,Q2,45.17
プレサンスコーポレーション,2018,Q3,67.61
プレサンスコーポレーション,2018,Q4,42.16
プレサンスコーポレーション,2019,Q1,215.06
プレサンスコーポレーション,2019,Q2,69.3
プレサンスコーポレーション,2019,Q3,8.57
プレサンスコーポレーション,2019,Q4,5.85
プレサンスコーポレーション,2020,Q1,154.69
プレサンスコーポレーション,2020,Q2,97.44
プレサンスコーポレーション,2020,Q3,84.79
プレサンスコーポレーション,2020,Q4,13.23
プレステージ・インターナショナ,2018,Q1,10.08
プレステージ・インターナショナ,2018,Q2,9.53
プレステージ・インターナショナ,2018,Q3,11.22
プレステージ・インターナショナ,2018,Q4,15.22
プレステージ・インターナショナ,2019,Q1,10.3
プレステージ・インターナショナ,2019,Q2,12.45
プレステージ・インターナショナ,2019,Q3,13.32
プレステージ・インターナショナ,2019,Q4,13.75
プレステージ・インターナショナ,2020,Q1,9.94
プレステージ・インターナショナ,2020,Q2,12.236573759347383
プレステージ・インターナショナ,2020,Q3,8.45
プレステージ・インターナショナ,2020,Q4,6.02
プレス工業,2018,Q1,17.94
プレス工業,2018,Q2,15.01
プレス工業,2018,Q3,15.38
プレス工業,2018,Q4,5.45
プレス工業,2019,Q1,16.59
プレス工業,2019,Q2,17.37
プレス工業,2019,Q3,20.45
プレス工業,2019,Q4,14.69
プレス工業,2020,Q1,12.76
プレス工業,2020,Q2,0.68
プレス工業,2020,Q3,6.28
プレス工業,2020,Q4,14.49
プロシップ,2018,Q1,19.71
プロシップ,2018,Q2,25.47
プロシップ,2018,Q3,26.21
プロシップ,2018,Q4,64.44
プロシップ,2019,Q1,20.28
プロシップ,2019,Q2,24.06
プロシップ,2019,Q3,34.82797891781657
プロシップ,2019,Q4,32.37
プロシップ,2020,Q1,6.2
プロシップ,2020,Q2,12.46
プロシップ,2020,Q3,15.96
プロシップ,2020,Q4,33.62
プロトコーポレーション,2018,Q1,33.45
プロトコーポレーション,2018,Q2,9.32
プロトコーポレーション,2018,Q3,38.97
プロトコーポレーション,2018,Q4,-55.84
プロトコーポレーション,2019,Q1,45.61
プロトコーポレーション,2019,Q2,29.96
プロトコーポレーション,2019,Q3,59.53
プロトコーポレーション,2019,Q4,22.41
プロトコーポレーション,2020,Q1,49.09264565425024
プロトコーポレーション,2020,Q2,53.38
プロトコーポレーション,2020,Q3,34.63
プロトコーポレーション,2020,Q4,10.51
プロネクサス,2018,Q1,63.44
プロネクサス,2018,Q2,-1.33
プロネクサス,2018,Q3,5.93
プロネクサス,2018,Q4,-2.07
プロネクサス,2019,Q1,64.55
プロネクサス,2019,Q2,-5.61
プロネクサス,2019,Q3,3.7
プロネクサス,2019,Q4,3.629129790927647
プロネクサス,2020,Q1,70.74
プロネクサス,2020,Q2,-1.41
プロネクサス,2020,Q3,1.38
プロネクサス,2020,Q4,-2.191704450660795
ヘリオス　テクノ　ホールディン,2018,Q1,-15.24
ヘリオス　テクノ　ホールディン,2018,Q2,80.42
ヘリオス　テクノ　ホールディン,2018,Q3,41.36
ヘリオス　テクノ　ホールディン,2018,Q4,13.04
ヘリオス　テクノ　ホールディン,2019,Q1,24.44
ヘリオス　テクノ　ホールディン,2019,Q2,36.92
ヘリオス　テクノ　ホールディン,2019,Q3,18.74
ヘリオス　テクノ　ホールディン,2019,Q4,18.7
ヘリオス　テクノ　ホールディン,2020,Q1,0.23
ヘリオス　テクノ　ホールディン,2020,Q2,3.26
ヘリオス　テクノ　ホールディン,2020,Q3,-2.75
ヘリオス　テクノ　ホールディン,2020,Q4,31.05
ベネッセホールディングス,2018,Q1,-0.5
ベネッセホールディングス,2018,Q2,64.9
ベネッセホールディングス,2018,Q3,141.24
ベネッセホールディングス,2018,Q4,-76.86
ベネッセホールディングス,2019,Q1,-34.87
ベネッセホールディングス,2019,Q2,66.3
ベネッセホールディングス,2019,Q3,36.89
ベネッセホールディングス,2019,Q4,-17.44
ベネッセホールディングス,2020,Q1,-16.59
ベネッセホールディングス,2020,Q2,103.55
ベネッセホールディングス,2020,Q3,49.85
ベネッセホールディングス,2020,Q4,-71.53
ベネフィット・ワン,2018,Q1,19.0
ベネフィット・ワン,2018,Q2,19.714690767322345
ベネフィット・ワン,2018,Q3,15.02
ベネフィット・ワン,2018,Q4,16.3
ベネフィット・ワン,2019,Q1,14.23
ベネフィット・ワン,2019,Q2,14.27
ベネフィット・ワン,2019,Q3,17.42
ベネフィット・ワン,2019,Q4,9.09
ベネフィット・ワン,2020,Q1,8.14
ベネフィット・ワン,2020,Q2,8.04
ベネフィット・ワン,2020,Q3,9.44
ベネフィット・ワン,2020,Q4,9.64
ベルーナ,2018,Q1,31.94
ベルーナ,2018,Q2,12.62
ベルーナ,2018,Q3,40.98
ベルーナ,2018,Q4,13.86
ベルーナ,2019,Q1,29.48
ベルーナ,2019,Q2,14.01
ベルーナ,2019,Q3,30.32
ベルーナ,2019,Q4,32.58
ベルーナ,2020,Q1,11.5
ベルーナ,2020,Q2,5.84
ベルーナ,2020,Q3,30.17
ベルーナ,2020,Q4,13.11
ペガサスミシン製造,2018,Q1,19.18
ペガサスミシン製造,2018,Q2,16.74
ペガサスミシン製造,2018,Q3,5.49
ペガサスミシン製造,2018,Q4,9.81
ペガサスミシン製造,2019,Q1,26.72
ペガサスミシン製造,2019,Q2,31.78
ペガサスミシン製造,2019,Q3,12.73
ペガサスミシン製造,2019,Q4,12.57
ペガサスミシン製造,2020,Q1,-6.15
ペガサスミシン製造,2020,Q2,-4.4
ペガサスミシン製造,2020,Q3,1.36
ペガサスミシン製造,2020,Q4,0.88
ホウスイ,2018,Q1,1.42
ホウスイ,2018,Q2,2.374985081751999
ホウスイ,2018,Q3,19.41
ホウスイ,2018,Q4,-5.55
ホウスイ,2019,Q1,4.1
ホウスイ,2019,Q2,4.06
ホウスイ,2019,Q3,9.14
ホウスイ,2019,Q4,22.81
ホウスイ,2020,Q1,8.31
ホウスイ,2020,Q2,18.56
ホウスイ,2020,Q3,18.73
ホウスイ,2020,Q4,8.62
ホギメディカル,2018,Q1,166.55
ホギメディカル,2018,Q2,62.55
ホギメディカル,2018,Q3,64.4
ホギメディカル,2018,Q4,40.87838344352036
ホギメディカル,2019,Q1,28.89
ホギメディカル,2019,Q2,119.52
ホギメディカル,2019,Q3,36.26
ホギメディカル,2019,Q4,13.73
ホギメディカル,2020,Q1,32.66
ホギメディカル,2020,Q2,75.47
ホギメディカル,2020,Q3,43.39
ホギメディカル,2020,Q4,31.56
ホクト,2018,Q1,-37.86
ホクト,2018,Q2,-23.02
ホクト,2018,Q3,82.04
ホクト,2018,Q4,53.88
ホクト,2019,Q1,-32.35
ホクト,2019,Q2,-2.85
ホクト,2019,Q3,88.88
ホクト,2019,Q4,47.29
ホクト,2020,Q1,-18.39
ホクト,2020,Q2,-7.87
ホクト,2020,Q3,4.64
ホクト,2020,Q4,70.94
ホシデン,2018,Q1,31.17
ホシデン,2018,Q2,66.54
ホシデン,2018,Q3,69.83
ホシデン,2018,Q4,4.57
ホシデン,2019,Q1,57.81
ホシデン,2019,Q2,59.77
ホシデン,2019,Q3,26.59
ホシデン,2019,Q4,36.35
ホシデン,2020,Q1,14.79
ホシデン,2020,Q2,61.52
ホシデン,2020,Q3,60.96
ホシデン,2020,Q4,24.09
ホッカンホールディングス,2018,Q1,31.11
ホッカンホールディングス,2018,Q2,33.25
ホッカンホールディングス,2018,Q3,12.19
ホッカンホールディングス,2018,Q4,-6.63
ホッカンホールディングス,2019,Q1,36.12
ホッカンホールディングス,2019,Q2,29.02878950615941
ホッカンホールディングス,2019,Q3,50.59
ホッカンホールディングス,2019,Q4,-295.06
ホッカンホールディングス,2020,Q1,3.17
ホッカンホールディングス,2020,Q2,150.37
ホッカンホールディングス,2020,Q3,65.08
ホッカンホールディングス,2020,Q4,-57.13
ホーチキ,2018,Q1,0.97
ホーチキ,2018,Q2,29.53
ホーチキ,2018,Q3,15.45
ホーチキ,2018,Q4,96.34
ホーチキ,2019,Q1,-27.71
ホーチキ,2019,Q2,39.66
ホーチキ,2019,Q3,15.87
ホーチキ,2019,Q4,105.02
ホーチキ,2020,Q1,-14.19
ホーチキ,2020,Q2,62.7
ホーチキ,2020,Q3,19.28
ホーチキ,2020,Q4,81.48
マックス,2018,Q1,22.41
マックス,2018,Q2,24.07
マックス,2018,Q3,21.91
マックス,2018,Q4,26.06
マックス,2019,Q1,25.47
マックス,2019,Q2,27.42
マックス,2019,Q3,27.93
マックス,2019,Q4,22.07
マックス,2020,Q1,29.07
マックス,2020,Q2,29.37
マックス,2020,Q3,31.09
マックス,2020,Q4,23.12
マツダ,2018,Q1,61.23
マツダ,2018,Q2,44.72
マツダ,2018,Q3,34.69
マツダ,2018,Q4,43.11
マツダ,2019,Q1,32.66
マツダ,2019,Q2,5.17
マツダ,2019,Q3,18.31
マツダ,2019,Q4,41.97
マツダ,2020,Q1,8.32
マツダ,2020,Q2,18.06
マツダ,2020,Q3,25.02
マツダ,2020,Q4,-32.14
マツモトキヨシホールディングス,2018,Q1,109.22
マツモトキヨシホールディングス,2018,Q2,93.13
マツモトキヨシホールディングス,2018,Q3,122.90407147785989
マツモトキヨシホールディングス,2018,Q4,50.41
マツモトキヨシホールディングス,2019,Q1,62.76
マツモトキヨシホールディングス,2019,Q2,46.72
マツモトキヨシホールディングス,2019,Q3,70.23
マツモトキヨシホールディングス,2019,Q4,59.91
マツモトキヨシホールディングス,2020,Q1,63.53
マツモトキヨシホールディングス,2020,Q2,62.68
マツモトキヨシホールディングス,2020,Q3,57.98
マツモトキヨシホールディングス,2020,Q4,70.85
マルシェ,2018,Q1,-4.27
マルシェ,2018,Q2,4.32
マルシェ,2018,Q3,-0.69
マルシェ,2018,Q4,-4.0
マルシェ,2019,Q1,-2.55
マルシェ,2019,Q2,3.83
マルシェ,2019,Q3,1.66
マルシェ,2019,Q4,3.57
マルシェ,2020,Q1,-7.15
マルシェ,2020,Q2,-0.9
マルシェ,2020,Q3,0.19
マルシェ,2020,Q4,-37.16
マンダム,2018,Q1,112.67
マンダム,2018,Q2,74.99604509806375
マンダム,2018,Q3,35.46
マンダム,2018,Q4,1.53
マンダム,2019,Q1,59.34
マンダム,2019,Q2,44.28
マンダム,2019,Q3,20.65
マンダム,2019,Q4,-15.48
マンダム,2020,Q1,36.91
マンダム,2020,Q2,34.1
マンダム,2020,Q3,18.2
マンダム,2020,Q4,7.83
マースグループホールディングス,2018,Q1,19.17
マースグループホールディングス,2018,Q2,37.19
マースグループホールディングス,2018,Q3,58.32
マースグループホールディングス,2018,Q4,41.51
マースグループホールディングス,2019,Q1,11.87
マースグループホールディングス,2019,Q2,39.92
マースグループホールディングス,2019,Q3,47.18
マースグループホールディングス,2019,Q4,-33.41
マースグループホールディングス,2020,Q1,42.11
マースグループホールディングス,2020,Q2,11.65
マースグループホールディングス,2020,Q3,55.87
マースグループホールディングス,2020,Q4,28.16
マーベラス,2018,Q1,10.22
マーベラス,2018,Q2,13.68
マーベラス,2018,Q3,15.25
マーベラス,2018,Q4,28.78
マーベラス,2019,Q1,8.51
マーベラス,2019,Q2,29.03
マーベラス,2019,Q3,17.41
マーベラス,2019,Q4,9.85
マーベラス,2020,Q1,6.64
マーベラス,2020,Q2,7.74
マーベラス,2020,Q3,11.46
マーベラス,2020,Q4,8.91
ミクニ,2018,Q1,17.16
ミクニ,2018,Q2,12.82
