企業名,会計年度,四半期,y_hat_srw
太陽誘電,2018,Q4,31.19
太陽誘電,2019,Q1,47.91
太陽誘電,2019,Q2,45.99
太陽誘電,2019,Q3,71.06
太陽誘電,2019,Q4,28.43
太陽誘電,2020,Q1,56.26
太陽誘電,2020,Q2,65.18
太陽誘電,2020,Q3,37.18
太陽誘電,2020,Q4,-15.74
奥村組,2018,Q1,20.16
奥村組,2018,Q2,21.626959363429503
奥村組,2018,Q3,112.68
奥村組,2018,Q4,43.18
奥村組,2019,Q1,85.63
奥村組,2019,Q2,57.3
奥村組,2019,Q3,92.13
奥村組,2019,Q4,78.14
奥村組,2020,Q1,40.93
奥村組,2020,Q2,29.43
奥村組,2020,Q3,92.76
奥村組,2020,Q4,95.21
宇徳,2018,Q1,9.49
宇徳,2018,Q2,11.32
宇徳,2018,Q3,13.62
宇徳,2018,Q4,20.27
宇徳,2019,Q1,14.55
宇徳,2019,Q2,8.43
宇徳,2019,Q3,20.59
宇徳,2019,Q4,13.49
宇徳,2020,Q1,13.41
宇徳,2020,Q2,9.92
宇徳,2020,Q3,18.99
宇徳,2020,Q4,13.69
宇部興産,2018,Q1,6.24
宇部興産,2018,Q2,9.022589728524908
宇部興産,2018,Q3,103.71
宇部興産,2018,Q4,47.71
宇部興産,2019,Q1,65.93
宇部興産,2019,Q2,51.67
宇部興産,2019,Q3,100.58
宇部興産,2019,Q4,94.62
宇部興産,2020,Q1,44.94
宇部興産,2020,Q2,61.83
宇部興産,2020,Q3,43.4
宇部興産,2020,Q4,77.16
安永,2018,Q1,61.6
安永,2018,Q2,-10.28
安永,2018,Q3,30.99
安永,2018,Q4,23.38
安永,2019,Q1,18.56
安永,2019,Q2,25.65
安永,2019,Q3,51.26
安永,2019,Q4,8.1
安永,2020,Q1,-13.07
安永,2020,Q2,8.08
安永,2020,Q3,-1.11
安永,2020,Q4,-29.19
宝ホールディングス,2018,Q1,5.78
宝ホールディングス,2018,Q2,11.35
宝ホールディングス,2018,Q3,34.67
宝ホールディングス,2018,Q4,3.17
宝ホールディングス,2019,Q1,11.71
宝ホールディングス,2019,Q2,11.23
宝ホールディングス,2019,Q3,21.91
宝ホールディングス,2019,Q4,7.31
宝ホールディングス,2020,Q1,9.87
宝ホールディングス,2020,Q2,12.04
宝ホールディングス,2020,Q3,19.71
宝ホールディングス,2020,Q4,3.44
宮地エンジニアリンググループ,2018,Q1,10.27
宮地エンジニアリンググループ,2018,Q2,3.757521745609332
宮地エンジニアリンググループ,2018,Q3,75.53
宮地エンジニアリンググループ,2018,Q4,91.06
宮地エンジニアリンググループ,2019,Q1,151.31
宮地エンジニアリンググループ,2019,Q2,50.57
宮地エンジニアリンググループ,2019,Q3,118.28
宮地エンジニアリンググループ,2019,Q4,210.0
宮地エンジニアリンググループ,2020,Q1,104.5
宮地エンジニアリンググループ,2020,Q2,95.52
宮地エンジニアリンググループ,2020,Q3,120.63
宮地エンジニアリンググループ,2020,Q4,63.85
富士フイルムホールディングス,2018,Q1,100.06
富士フイルムホールディングス,2018,Q2,61.87
富士フイルムホールディングス,2018,Q3,122.61
富士フイルムホールディングス,2018,Q4,37.51
富士フイルムホールディングス,2019,Q1,65.83
富士フイルムホールディングス,2019,Q2,86.62
富士フイルムホールディングス,2019,Q3,84.65
富士フイルムホールディングス,2019,Q4,90.16
富士フイルムホールディングス,2020,Q1,35.82
富士フイルムホールディングス,2020,Q2,113.55
富士フイルムホールディングス,2020,Q3,145.37
富士フイルムホールディングス,2020,Q4,10.69
富士急行,2018,Q1,6.17
富士急行,2018,Q2,18.04691116456717
富士急行,2018,Q3,3.9
富士急行,2018,Q4,-3.09
富士急行,2019,Q1,12.54
富士急行,2019,Q2,19.13
富士急行,2019,Q3,9.74
富士急行,2019,Q4,-2.38
富士急行,2020,Q1,14.87
富士急行,2020,Q2,40.28
富士急行,2020,Q3,-2.38
富士急行,2020,Q4,-22.98
富士石油,2018,Q1,-56.69
富士石油,2018,Q2,58.14
富士石油,2018,Q3,73.66
富士石油,2018,Q4,27.99
富士石油,2019,Q1,59.81
富士石油,2019,Q2,43.96
富士石油,2019,Q3,-146.76
富士石油,2019,Q4,80.58
富士石油,2020,Q1,-58.12
富士石油,2020,Q2,-16.2
富士石油,2020,Q3,30.19
富士石油,2020,Q4,-332.95
富士紡ホールディングス,2018,Q1,70.45
富士紡ホールディングス,2018,Q2,55.52
富士紡ホールディングス,2018,Q3,86.45
富士紡ホールディングス,2018,Q4,41.8
富士紡ホールディングス,2019,Q1,50.64
富士紡ホールディングス,2019,Q2,53.79
富士紡ホールディングス,2019,Q3,79.72
富士紡ホールディングス,2019,Q4,37.79
富士紡ホールディングス,2020,Q1,50.24
富士紡ホールディングス,2020,Q2,66.7
富士紡ホールディングス,2020,Q3,71.98
富士紡ホールディングス,2020,Q4,9.35
富士興産,2018,Q1,23.04
富士興産,2018,Q2,4.88
富士興産,2018,Q3,29.82
富士興産,2018,Q4,26.17
富士興産,2019,Q1,6.62
富士興産,2019,Q2,6.76
富士興産,2019,Q3,12.49
富士興産,2019,Q4,-41.2
富士興産,2020,Q1,3.86
富士興産,2020,Q2,11.39
富士興産,2020,Q3,13.6
富士興産,2020,Q4,39.71
富士通,2018,Q1,1.05
富士通,2018,Q2,20.15
富士通,2018,Q3,5.83
富士通,2018,Q4,55.41
富士通,2019,Q1,35.51
富士通,2019,Q2,4.917831126348643
富士通,2019,Q3,-145.67
富士通,2019,Q4,261.44
富士通,2020,Q1,35.0
富士通,2020,Q2,279.08
富士通,2020,Q3,178.83
富士通,2020,Q4,299.11
富士通ゼネラル,2018,Q1,53.14
富士通ゼネラル,2018,Q2,1.96
富士通ゼネラル,2018,Q3,-2.46
富士通ゼネラル,2018,Q4,70.22
富士通ゼネラル,2019,Q1,27.6
富士通ゼネラル,2019,Q2,16.19
富士通ゼネラル,2019,Q3,-18.88
富士通ゼネラル,2019,Q4,60.08
富士通ゼネラル,2020,Q1,18.59
富士通ゼネラル,2020,Q2,16.99
富士通ゼネラル,2020,Q3,-7.18
富士通ゼネラル,2020,Q4,26.71
富士電機,2018,Q1,1.59
富士電機,2018,Q2,7.12
富士電機,2018,Q3,10.01
富士電機,2018,Q4,34.15
富士電機,2019,Q1,7.53
富士電機,2019,Q2,11.6546219966225
富士電機,2019,Q3,26.81
富士電機,2019,Q4,167.32
富士電機,2020,Q1,17.7
富士電機,2020,Q2,24.15
富士電機,2020,Q3,30.15
富士電機,2020,Q4,129.57
寿スピリッツ,2018,Q1,17.77
寿スピリッツ,2018,Q2,28.84
寿スピリッツ,2018,Q3,39.57
寿スピリッツ,2018,Q4,27.38
寿スピリッツ,2019,Q1,16.39
寿スピリッツ,2019,Q2,26.28
寿スピリッツ,2019,Q3,48.65
寿スピリッツ,2019,Q4,36.32
寿スピリッツ,2020,Q1,32.86
寿スピリッツ,2020,Q2,40.03
寿スピリッツ,2020,Q3,54.69
寿スピリッツ,2020,Q4,4.18
小松ウオール工業,2018,Q1,1.53
小松ウオール工業,2018,Q2,41.34
小松ウオール工業,2018,Q3,42.4
小松ウオール工業,2018,Q4,90.21
小松ウオール工業,2019,Q1,7.25
小松ウオール工業,2019,Q2,50.88
小松ウオール工業,2019,Q3,64.48
小松ウオール工業,2019,Q4,99.53
小松ウオール工業,2020,Q1,26.55
小松ウオール工業,2020,Q2,73.34
小松ウオール工業,2020,Q3,78.56
小松ウオール工業,2020,Q4,101.09
小松マテーレ,2018,Q1,11.15
小松マテーレ,2018,Q2,10.29
小松マテーレ,2018,Q3,15.14
小松マテーレ,2018,Q4,13.14
小松マテーレ,2019,Q1,13.38
小松マテーレ,2019,Q2,9.72
小松マテーレ,2019,Q3,15.98
小松マテーレ,2019,Q4,10.57
小松マテーレ,2020,Q1,11.66
小松マテーレ,2020,Q2,1.98
小松マテーレ,2020,Q3,18.26
小松マテーレ,2020,Q4,0.17
小森コーポレーション,2018,Q1,-8.54
小森コーポレーション,2018,Q2,27.48
小森コーポレーション,2018,Q3,9.12
小森コーポレーション,2018,Q4,24.75
小森コーポレーション,2019,Q1,-20.49
小森コーポレーション,2019,Q2,17.91
小森コーポレーション,2019,Q3,-11.23
小森コーポレーション,2019,Q4,38.33
小森コーポレーション,2020,Q1,-14.51
小森コーポレーション,2020,Q2,-2.32
小森コーポレーション,2020,Q3,-17.87
小森コーポレーション,2020,Q4,-420.29
小田急電鉄,2018,Q1,29.27
小田急電鉄,2018,Q2,24.0
小田急電鉄,2018,Q3,28.58
小田急電鉄,2018,Q4,-0.5
小田急電鉄,2019,Q1,33.6
小田急電鉄,2019,Q2,19.46
小田急電鉄,2019,Q3,24.57
小田急電鉄,2019,Q4,12.47
小田急電鉄,2020,Q1,25.03
小田急電鉄,2020,Q2,21.05
小田急電鉄,2020,Q3,13.85
小田急電鉄,2020,Q4,-4.69
小糸製作所,2018,Q1,90.86
小糸製作所,2018,Q2,90.56
小糸製作所,2018,Q3,114.23
小糸製作所,2018,Q4,223.24
小糸製作所,2019,Q1,97.87
小糸製作所,2019,Q2,108.41
小糸製作所,2019,Q3,111.06
小糸製作所,2019,Q4,136.18
小糸製作所,2020,Q1,86.85
小糸製作所,2020,Q2,94.29
小糸製作所,2020,Q3,90.08
小糸製作所,2020,Q4,89.77
小野建,2018,Q1,47.81
小野建,2018,Q2,55.27
小野建,2018,Q3,69.1
小野建,2018,Q4,69.32
小野建,2019,Q1,34.07
小野建,2019,Q2,52.73
小野建,2019,Q3,61.81
小野建,2019,Q4,66.87
小野建,2020,Q1,40.49
小野建,2020,Q2,45.68
小野建,2020,Q3,42.83
小野建,2020,Q4,74.9
小野薬品工業,2018,Q1,22.31
小野薬品工業,2018,Q2,18.28
小野薬品工業,2018,Q3,39.35
小野薬品工業,2018,Q4,17.2
小野薬品工業,2019,Q1,29.64
小野薬品工業,2019,Q2,26.47
小野薬品工業,2019,Q3,27.79
小野薬品工業,2019,Q4,16.35
小野薬品工業,2020,Q1,31.84
小野薬品工業,2020,Q2,32.73
小野薬品工業,2020,Q3,38.09
小野薬品工業,2020,Q4,15.78
尾家産業,2018,Q1,1.67
尾家産業,2018,Q2,25.65
尾家産業,2018,Q3,21.2
尾家産業,2018,Q4,16.53
尾家産業,2019,Q1,3.66
尾家産業,2019,Q2,19.56
尾家産業,2019,Q3,21.77
尾家産業,2019,Q4,13.32
尾家産業,2020,Q1,-1.25
尾家産業,2020,Q2,35.15
尾家産業,2020,Q3,26.23
尾家産業,2020,Q4,-20.31
山一電機,2018,Q1,57.4
山一電機,2018,Q2,42.63
山一電機,2018,Q3,28.17
山一電機,2018,Q4,24.0
山一電機,2019,Q1,46.61
山一電機,2019,Q2,37.5
山一電機,2019,Q3,2.1
山一電機,2019,Q4,18.71
山一電機,2020,Q1,21.78
山一電機,2020,Q2,46.06
山一電機,2020,Q3,31.66
山一電機,2020,Q4,23.7
山九,2018,Q1,17.11
山九,2018,Q2,14.398394151240424
山九,2018,Q3,98.26
山九,2018,Q4,59.7
山九,2019,Q1,112.81
山九,2019,Q2,106.29
山九,2019,Q3,122.74
山九,2019,Q4,112.18
山九,2020,Q1,105.15
山九,2020,Q2,105.23
山九,2020,Q3,109.34
山九,2020,Q4,103.71
山善,2018,Q1,18.42
山善,2018,Q2,28.59
山善,2018,Q3,27.43
山善,2018,Q4,33.36
山善,2019,Q1,28.99
山善,2019,Q2,31.3
山善,2019,Q3,37.15
山善,2019,Q4,31.36
山善,2020,Q1,14.96
山善,2020,Q2,27.73
山善,2020,Q3,20.52
山善,2020,Q4,22.39
山洋電気,2018,Q1,24.1
山洋電気,2018,Q2,22.00091626801248
山洋電気,2018,Q3,127.18
山洋電気,2018,Q4,162.79
山洋電気,2019,Q1,178.55
山洋電気,2019,Q2,134.71
山洋電気,2019,Q3,75.19
山洋電気,2019,Q4,23.2
山洋電気,2020,Q1,-13.97
山洋電気,2020,Q2,-26.65
山洋電気,2020,Q3,42.03
山洋電気,2020,Q4,33.81
山田コンサルティンググループ,2018,Q1,80.6
山田コンサルティンググループ,2018,Q2,82.83071974266184
山田コンサルティンググループ,2018,Q3,16.73
山田コンサルティンググループ,2018,Q4,39.0
山田コンサルティンググループ,2019,Q1,8.67
山田コンサルティンググループ,2019,Q2,6.74
山田コンサルティンググループ,2019,Q3,9.8
山田コンサルティンググループ,2019,Q4,58.96
山田コンサルティンググループ,2020,Q1,0.01
山田コンサルティンググループ,2020,Q2,30.64
山田コンサルティンググループ,2020,Q3,8.55
山田コンサルティンググループ,2020,Q4,25.68
山陽特殊製鋼,2018,Q1,14.41
山陽特殊製鋼,2018,Q2,11.697898439934756
山陽特殊製鋼,2018,Q3,54.64
山陽特殊製鋼,2018,Q4,31.48
山陽特殊製鋼,2019,Q1,123.77
山陽特殊製鋼,2019,Q2,33.33
山陽特殊製鋼,2019,Q3,65.85
山陽特殊製鋼,2019,Q4,16.21
山陽特殊製鋼,2020,Q1,31.81
山陽特殊製鋼,2020,Q2,-7.32
山陽特殊製鋼,2020,Q3,-24.59
山陽特殊製鋼,2020,Q4,-68.76
山陽電気鉄道,2018,Q1,7.81
山陽電気鉄道,2018,Q2,5.543962494081663
山陽電気鉄道,2018,Q3,33.34
山陽電気鉄道,2018,Q4,4.43
山陽電気鉄道,2019,Q1,42.89
山陽電気鉄道,2019,Q2,15.59
山陽電気鉄道,2019,Q3,37.61
山陽電気鉄道,2019,Q4,6.77
山陽電気鉄道,2020,Q1,44.59
山陽電気鉄道,2020,Q2,30.21
山陽電気鉄道,2020,Q3,35.86
山陽電気鉄道,2020,Q4,18.91
岡谷電機産業,2018,Q1,4.86
岡谷電機産業,2018,Q2,4.33
岡谷電機産業,2018,Q3,8.13
岡谷電機産業,2018,Q4,2.2
岡谷電機産業,2019,Q1,4.86
岡谷電機産業,2019,Q2,-3.34
岡谷電機産業,2019,Q3,4.0
岡谷電機産業,2019,Q4,-35.53
岡谷電機産業,2020,Q1,-1.48
岡谷電機産業,2020,Q2,-6.53
岡谷電機産業,2020,Q3,2.37
岡谷電機産業,2020,Q4,-19.89
岩崎通信機,2018,Q1,-6.7
岩崎通信機,2018,Q2,1.4880443522928335
岩崎通信機,2018,Q3,-40.3
岩崎通信機,2018,Q4,119.18
岩崎通信機,2019,Q1,-72.54
岩崎通信機,2019,Q2,64.92
岩崎通信機,2019,Q3,-41.18
岩崎通信機,2019,Q4,90.2
岩崎通信機,2020,Q1,-70.65
岩崎通信機,2020,Q2,32.39
岩崎通信機,2020,Q3,-19.35
岩崎通信機,2020,Q4,63.35
岩崎電気,2018,Q1,-8.92
岩崎電気,2018,Q2,-4.129404702077705
岩崎電気,2018,Q3,41.11
岩崎電気,2018,Q4,139.61
岩崎電気,2019,Q1,-73.06
岩崎電気,2019,Q2,23.35
岩崎電気,2019,Q3,41.1
岩崎電気,2019,Q4,153.37
岩崎電気,2020,Q1,-22.33
岩崎電気,2020,Q2,60.56
岩崎電気,2020,Q3,139.57
岩崎電気,2020,Q4,172.18
岩谷産業,2018,Q1,10.02
岩谷産業,2018,Q2,8.986930353732422
岩谷産業,2018,Q3,125.43
岩谷産業,2018,Q4,138.54
岩谷産業,2019,Q1,70.37
岩谷産業,2019,Q2,80.8
岩谷産業,2019,Q3,86.07
岩谷産業,2019,Q4,153.38
岩谷産業,2020,Q1,80.37
岩谷産業,2020,Q2,46.3
岩谷産業,2020,Q3,104.93
岩谷産業,2020,Q4,195.03
島津製作所,2018,Q1,8.24
島津製作所,2018,Q2,30.18
島津製作所,2018,Q3,22.78
島津製作所,2018,Q4,40.08
島津製作所,2019,Q1,14.77
島津製作所,2019,Q2,29.07
島津製作所,2019,Q3,22.28
島津製作所,2019,Q4,44.28
島津製作所,2020,Q1,11.58
島津製作所,2020,Q2,33.39
島津製作所,2020,Q3,27.62
島津製作所,2020,Q4,35.25
島精機製作所,2018,Q1,88.4
島精機製作所,2018,Q2,99.72
島精機製作所,2018,Q3,66.33
島精機製作所,2018,Q4,63.76
島精機製作所,2019,Q1,70.44
島精機製作所,2019,Q2,20.29
島精機製作所,2019,Q3,23.33
島精機製作所,2019,Q4,-9.14
島精機製作所,2020,Q1,-19.41
島精機製作所,2020,Q2,-38.24
島精機製作所,2020,Q3,-24.29
島精機製作所,2020,Q4,-159.67
川崎汽船,2018,Q1,9.09
川崎汽船,2018,Q2,5.454648241625692
川崎汽船,2018,Q3,-41.59
川崎汽船,2018,Q4,11.67
川崎汽船,2019,Q1,-206.63
川崎汽船,2019,Q2,-56.92
川崎汽船,2019,Q3,-68.32
川崎汽船,2019,Q4,-860.22
川崎汽船,2020,Q1,83.41
川崎汽船,2020,Q2,91.47
川崎汽船,2020,Q3,95.54
川崎汽船,2020,Q4,-213.93
川崎重工業,2018,Q1,1.96
川崎重工業,2018,Q2,4.897039710168029
川崎重工業,2018,Q3,21.95
川崎重工業,2018,Q4,86.17
川崎重工業,2019,Q1,15.33
川崎重工業,2019,Q2,-36.83
川崎重工業,2019,Q3,89.66
川崎重工業,2019,Q4,96.18
川崎重工業,2020,Q1,-49.38
川崎重工業,2020,Q2,27.03
川崎重工業,2020,Q3,50.85
川崎重工業,2020,Q4,83.21
巴コーポレーション,2018,Q1,13.96
巴コーポレーション,2018,Q2,14.45
巴コーポレーション,2018,Q3,20.4
巴コーポレーション,2018,Q4,25.05
巴コーポレーション,2019,Q1,14.62
巴コーポレーション,2019,Q2,5.96
巴コーポレーション,2019,Q3,37.8
巴コーポレーション,2019,Q4,19.57
巴コーポレーション,2020,Q1,2.88
巴コーポレーション,2020,Q2,16.49
巴コーポレーション,2020,Q3,3.96
巴コーポレーション,2020,Q4,27.75
巴川製紙所,2018,Q1,3.76
巴川製紙所,2018,Q2,5.05
巴川製紙所,2018,Q3,4.83
巴川製紙所,2018,Q4,-5.43
巴川製紙所,2019,Q1,1.96
巴川製紙所,2019,Q2,0.1732534049924816
巴川製紙所,2019,Q3,-19.93
巴川製紙所,2019,Q4,-189.27
巴川製紙所,2020,Q1,-9.64
巴川製紙所,2020,Q2,-8.48
巴川製紙所,2020,Q3,-7.86
巴川製紙所,2020,Q4,76.43
帝人,2018,Q1,68.09
帝人,2018,Q2,80.24
帝人,2018,Q3,53.59
帝人,2018,Q4,29.34
帝人,2019,Q1,98.47
帝人,2019,Q2,74.34
帝人,2019,Q3,35.69
帝人,2019,Q4,22.44
帝人,2020,Q1,56.18
帝人,2020,Q2,50.4
帝人,2020,Q3,50.68
帝人,2020,Q4,-25.61
帝国通信工業,2018,Q1,5.39
帝国通信工業,2018,Q2,-2.3072751323246936
帝国通信工業,2018,Q3,38.07
帝国通信工業,2018,Q4,27.84
帝国通信工業,2019,Q1,28.2
帝国通信工業,2019,Q2,26.87
帝国通信工業,2019,Q3,24.54
帝国通信工業,2019,Q4,17.46
帝国通信工業,2020,Q1,12.56
帝国通信工業,2020,Q2,-10.22
帝国通信工業,2020,Q3,19.71
帝国通信工業,2020,Q4,-30.59
帝国電機製作所,2018,Q1,9.24
帝国電機製作所,2018,Q2,18.16
帝国電機製作所,2018,Q3,30.13
帝国電機製作所,2018,Q4,17.26
帝国電機製作所,2019,Q1,21.6
帝国電機製作所,2019,Q2,24.23
帝国電機製作所,2019,Q3,-15.36
帝国電機製作所,2019,Q4,20.97
帝国電機製作所,2020,Q1,25.28
帝国電機製作所,2020,Q2,31.48
帝国電機製作所,2020,Q3,44.09
帝国電機製作所,2020,Q4,59.08
常磐興産,2018,Q1,-28.26
常磐興産,2018,Q2,147.72
常磐興産,2018,Q3,4.19
常磐興産,2018,Q4,-28.37
常磐興産,2019,Q1,-31.19
常磐興産,2019,Q2,68.13
常磐興産,2019,Q3,-29.25
常磐興産,2019,Q4,-67.15
常磐興産,2020,Q1,-26.99
常磐興産,2020,Q2,131.99
常磐興産,2020,Q3,-31.77
常磐興産,2020,Q4,-86.77
平和,2018,Q1,24.4
平和,2018,Q2,-2.85
平和,2018,Q3,38.54
平和,2018,Q4,8.92
平和,2019,Q1,83.05
平和,2019,Q2,53.72
平和,2019,Q3,34.14
平和,2019,Q4,-5.23
平和,2020,Q1,59.38
平和,2020,Q2,35.99
平和,2020,Q3,59.7
平和,2020,Q4,5.85
平和不動産,2018,Q1,29.09
平和不動産,2018,Q2,49.71
平和不動産,2018,Q3,38.83
平和不動産,2018,Q4,14.94
平和不動産,2019,Q1,47.02
平和不動産,2019,Q2,42.09
平和不動産,2019,Q3,44.02
平和不動産,2019,Q4,25.44
平和不動産,2020,Q1,38.8
平和不動産,2020,Q2,51.31
平和不動産,2020,Q3,39.6
平和不動産,2020,Q4,55.24
平河ヒューテック,2018,Q1,34.17
平河ヒューテック,2018,Q2,49.92
平河ヒューテック,2018,Q3,23.14
平河ヒューテック,2018,Q4,21.06
平河ヒューテック,2019,Q1,36.53
平河ヒューテック,2019,Q2,39.93
平河ヒューテック,2019,Q3,32.45
平河ヒューテック,2019,Q4,33.68
平河ヒューテック,2020,Q1,21.8
平河ヒューテック,2020,Q2,44.44
平河ヒューテック,2020,Q3,36.47
平河ヒューテック,2020,Q4,15.52
平田機工,2018,Q1,214.55
平田機工,2018,Q2,178.66
平田機工,2018,Q3,129.38
平田機工,2018,Q4,123.58
平田機工,2019,Q1,105.31
平田機工,2019,Q2,140.18
平田機工,2019,Q3,97.74
平田機工,2019,Q4,97.11
平田機工,2020,Q1,41.52
平田機工,2020,Q2,32.21
平田機工,2020,Q3,20.9
平田機工,2020,Q4,73.51
幸楽苑ホールディングス,2018,Q1,-20.16
幸楽苑ホールディングス,2018,Q2,-23.05
幸楽苑ホールディングス,2018,Q3,10.29
幸楽苑ホールディングス,2018,Q4,-184.52
幸楽苑ホールディングス,2019,Q1,1.85
幸楽苑ホールディングス,2019,Q2,47.5
幸楽苑ホールディングス,2019,Q3,44.4
幸楽苑ホールディングス,2019,Q4,-25.67
幸楽苑ホールディングス,2020,Q1,19.83
幸楽苑ホールディングス,2020,Q2,14.99
幸楽苑ホールディングス,2020,Q3,-41.01
幸楽苑ホールディングス,2020,Q4,-38.67
愛三工業,2018,Q1,28.33
愛三工業,2018,Q2,2.16
愛三工業,2018,Q3,27.71
愛三工業,2018,Q4,13.9
愛三工業,2019,Q1,29.57
愛三工業,2019,Q2,21.76
愛三工業,2019,Q3,19.98
愛三工業,2019,Q4,25.95
愛三工業,2020,Q1,24.0
愛三工業,2020,Q2,14.55
愛三工業,2020,Q3,-16.47
愛三工業,2020,Q4,-102.61
愛眼,2018,Q1,4.14
愛眼,2018,Q2,9.17
愛眼,2018,Q3,3.68
愛眼,2018,Q4,-7.65
愛眼,2019,Q1,3.14
愛眼,2019,Q2,6.96
愛眼,2019,Q3,-1.4
愛眼,2019,Q4,-0.2
愛眼,2020,Q1,-1.32
愛眼,2020,Q2,11.42
愛眼,2020,Q3,-2.31
愛眼,2020,Q4,-8.43
愛知時計電機,2018,Q1,73.83
愛知時計電機,2018,Q2,141.14
愛知時計電機,2018,Q3,119.21
愛知時計電機,2018,Q4,210.62
愛知時計電機,2019,Q1,95.07
愛知時計電機,2019,Q2,117.12
愛知時計電機,2019,Q3,120.65
愛知時計電機,2019,Q4,219.51
愛知時計電機,2020,Q1,72.92
愛知時計電機,2020,Q2,153.61
愛知時計電機,2020,Q3,60.3
愛知時計電機,2020,Q4,171.81
愛知製鋼,2018,Q1,158.47
愛知製鋼,2018,Q2,104.34
愛知製鋼,2018,Q3,108.8
愛知製鋼,2018,Q4,44.1
愛知製鋼,2019,Q1,86.7
愛知製鋼,2019,Q2,101.56
愛知製鋼,2019,Q3,78.37
愛知製鋼,2019,Q4,63.75
愛知製鋼,2020,Q1,89.89
愛知製鋼,2020,Q2,110.46
愛知製鋼,2020,Q3,148.59
愛知製鋼,2020,Q4,85.11
戸田工業,2018,Q1,6.45
戸田工業,2018,Q2,8.624092875774599
戸田工業,2018,Q3,50.83
戸田工業,2018,Q4,-28.29
戸田工業,2019,Q1,24.95
戸田工業,2019,Q2,9.95
戸田工業,2019,Q3,2.58
戸田工業,2019,Q4,-37.56
戸田工業,2020,Q1,-75.01
戸田工業,2020,Q2,-52.84
戸田工業,2020,Q3,2.11
戸田工業,2020,Q4,-791.27
戸田建設,2018,Q1,17.92
戸田建設,2018,Q2,15.43
戸田建設,2018,Q3,19.76
戸田建設,2018,Q4,29.59
戸田建設,2019,Q1,11.14
戸田建設,2019,Q2,15.82
戸田建設,2019,Q3,19.55
戸田建設,2019,Q4,36.99
戸田建設,2020,Q1,22.08
戸田建設,2020,Q2,17.99
戸田建設,2020,Q3,21.04
戸田建設,2020,Q4,23.18
扶桑化学工業,2018,Q1,55.41
扶桑化学工業,2018,Q2,50.69
扶桑化学工業,2018,Q3,55.57
扶桑化学工業,2018,Q4,23.99
扶桑化学工業,2019,Q1,52.86
扶桑化学工業,2019,Q2,56.52
扶桑化学工業,2019,Q3,45.82
扶桑化学工業,2019,Q4,38.6
扶桑化学工業,2020,Q1,36.5
扶桑化学工業,2020,Q2,48.36
扶桑化学工業,2020,Q3,53.19
扶桑化学工業,2020,Q4,59.49
扶桑薬品工業,2018,Q1,21.49
扶桑薬品工業,2018,Q2,8.28
扶桑薬品工業,2018,Q3,77.24
扶桑薬品工業,2018,Q4,3.0
扶桑薬品工業,2019,Q1,26.85
扶桑薬品工業,2019,Q2,29.31
扶桑薬品工業,2019,Q3,43.42
扶桑薬品工業,2019,Q4,2.38
扶桑薬品工業,2020,Q1,46.77
扶桑薬品工業,2020,Q2,2.64
扶桑薬品工業,2020,Q3,32.27
扶桑薬品工業,2020,Q4,-1.09
持田製薬,2018,Q1,217.54
持田製薬,2018,Q2,80.79
持田製薬,2018,Q3,168.63
持田製薬,2018,Q4,-12.42
持田製薬,2019,Q1,294.37
持田製薬,2019,Q2,55.04
持田製薬,2019,Q3,146.76
持田製薬,2019,Q4,-14.2894620573349
持田製薬,2020,Q1,84.25
持田製薬,2020,Q2,32.82
持田製薬,2020,Q3,45.65
持田製薬,2020,Q4,-45.77
文化シヤッター,2018,Q1,-4.72
文化シヤッター,2018,Q2,-2.58
文化シヤッター,2018,Q3,15.05
文化シヤッター,2018,Q4,36.82
文化シヤッター,2019,Q1,-4.45
文化シヤッター,2019,Q2,17.47
文化シヤッター,2019,Q3,35.38
文化シヤッター,2019,Q4,53.33
文化シヤッター,2020,Q1,-6.74
文化シヤッター,2020,Q2,28.65
文化シヤッター,2020,Q3,20.69
文化シヤッター,2020,Q4,49.51
新京成電鉄,2018,Q1,13.77
新京成電鉄,2018,Q2,14.623665059865765
新京成電鉄,2018,Q3,69.98
新京成電鉄,2018,Q4,32.92
新京成電鉄,2019,Q1,74.7
新京成電鉄,2019,Q2,52.9
新京成電鉄,2019,Q3,63.38
新京成電鉄,2019,Q4,53.19
新京成電鉄,2020,Q1,73.27
新京成電鉄,2020,Q2,56.36
新京成電鉄,2020,Q3,60.11
新京成電鉄,2020,Q4,24.81
新光商事,2018,Q1,33.55
新光商事,2018,Q2,31.03
新光商事,2018,Q3,26.49
新光商事,2018,Q4,12.83
新光商事,2019,Q1,21.76
新光商事,2019,Q2,9.56
新光商事,2019,Q3,27.46
新光商事,2019,Q4,13.34
新光商事,2020,Q1,16.72
新光商事,2020,Q2,7.000523792064649
新光商事,2020,Q3,3.62
新光商事,2020,Q4,16.58
新光電気工業,2018,Q1,3.96
新光電気工業,2018,Q2,8.38
新光電気工業,2018,Q3,12.79
新光電気工業,2018,Q4,2.0
新光電気工業,2019,Q1,11.1
新光電気工業,2019,Q2,9.81
新光電気工業,2019,Q3,2.1
新光電気工業,2019,Q4,-4.3
新光電気工業,2020,Q1,-5.83
新光電気工業,2020,Q2,-1.57
新光電気工業,2020,Q3,7.87
新光電気工業,2020,Q4,19.44
新家工業,2018,Q1,8.29
新家工業,2018,Q2,6.765556495638911
新家工業,2018,Q3,75.7
