企業名,会計年度,四半期,y_hat_sarima_g
コロナ,2020,Q4,-51.90948231968524
コロワイド,2018,Q1,3.0741038291574156
コロワイド,2018,Q2,0.3956916677592037
コロワイド,2018,Q3,20.213211630841393
コロワイド,2018,Q4,10.185829195647715
コロワイド,2019,Q1,0.9182965273837933
コロワイド,2019,Q2,-4.1648799358922375
コロワイド,2019,Q3,16.720707792691368
コロワイド,2019,Q4,2.170621480601177
コロワイド,2020,Q1,-16.384061276705822
コロワイド,2020,Q2,-47.99289191236958
コロワイド,2020,Q3,-14.90916117981519
コロワイド,2020,Q4,-55.370308854740415
コンドーテック,2018,Q1,21.209437416439144
コンドーテック,2018,Q2,27.054352956491645
コンドーテック,2018,Q3,27.156446850992992
コンドーテック,2018,Q4,27.083819641757692
コンドーテック,2019,Q1,23.325383330011558
コンドーテック,2019,Q2,27.73689672392817
コンドーテック,2019,Q3,30.72031606021123
コンドーテック,2019,Q4,25.936405309305584
コンドーテック,2020,Q1,24.25052857750679
コンドーテック,2020,Q2,27.462295963548875
コンドーテック,2020,Q3,28.41669931967699
コンドーテック,2020,Q4,21.061959074550234
コーセー,2018,Q1,164.16690840725562
コーセー,2018,Q2,166.01629367803616
コーセー,2018,Q3,212.8984789779288
コーセー,2018,Q4,134.58477631797436
コーセー,2019,Q1,242.5407176318658
コーセー,2019,Q2,99.03040660475902
コーセー,2019,Q3,197.3238707911492
コーセー,2019,Q4,61.169574496514954
コーセー,2020,Q1,131.8232564200469
コーセー,2020,Q2,84.88988620932844
コーセー,2020,Q3,3.0441459512217186
コーセー,2020,Q4,-22.776304541092323
ゴールドウイン,2018,Q1,61.378507303432585
ゴールドウイン,2018,Q2,79.92547393570547
ゴールドウイン,2018,Q3,328.57940721062363
ゴールドウイン,2018,Q4,64.772277134232
ゴールドウイン,2019,Q1,42.05359294114515
ゴールドウイン,2019,Q2,62.56479471752026
ゴールドウイン,2019,Q3,293.872451014129
ゴールドウイン,2019,Q4,82.34621610229695
ゴールドウイン,2020,Q1,38.65335674668127
ゴールドウイン,2020,Q2,48.55476035209122
ゴールドウイン,2020,Q3,146.39888176056274
ゴールドウイン,2020,Q4,-26.788624554422242
ゴールドクレスト,2018,Q1,115.93039596720973
ゴールドクレスト,2018,Q2,44.402443547909726
ゴールドクレスト,2018,Q3,32.60021379425851
ゴールドクレスト,2018,Q4,34.758416149417364
ゴールドクレスト,2019,Q1,58.519915004458596
ゴールドクレスト,2019,Q2,48.398994745001175
ゴールドクレスト,2019,Q3,33.457788716000906
ゴールドクレスト,2019,Q4,63.5235583583254
ゴールドクレスト,2020,Q1,75.37220588022316
ゴールドクレスト,2020,Q2,41.752905694555054
ゴールドクレスト,2020,Q3,28.01906860146708
ゴールドクレスト,2020,Q4,56.66045179624824
サイネックス,2018,Q1,14.986408083003855
サイネックス,2018,Q2,22.297632515743636
サイネックス,2018,Q3,31.12968606950736
サイネックス,2018,Q4,6.140034361803849
サイネックス,2019,Q1,2.5770669804985786
サイネックス,2019,Q2,19.284843579310216
サイネックス,2019,Q3,-6.078810639160025
サイネックス,2019,Q4,39.363490528349885
サイネックス,2020,Q1,4.033363248632668
サイネックス,2020,Q2,15.461452367711694
サイネックス,2020,Q3,5.950437395034271
サイネックス,2020,Q4,35.614452079128526
サカイオーベックス,2018,Q1,95.96009263427035
サカイオーベックス,2018,Q2,96.64051476645247
サカイオーベックス,2018,Q3,138.9147189567226
サカイオーベックス,2018,Q4,97.69372863722415
サカイオーベックス,2019,Q1,73.2305685648154
サカイオーベックス,2019,Q2,85.09391173947849
サカイオーベックス,2019,Q3,105.54163166565573
サカイオーベックス,2019,Q4,109.04177758649675
サカイオーベックス,2020,Q1,92.0397268576647
サカイオーベックス,2020,Q2,83.13744975817816
サカイオーベックス,2020,Q3,101.25397727905269
サカイオーベックス,2020,Q4,32.31092693524305
サカイ引越センター,2018,Q1,136.01641932461968
サカイ引越センター,2018,Q2,56.547545375664484
サカイ引越センター,2018,Q3,64.01219284183696
サカイ引越センター,2018,Q4,86.85816823618961
サカイ引越センター,2019,Q1,147.8427863315122
サカイ引越センター,2019,Q2,60.684841614890615
サカイ引越センター,2019,Q3,70.68664392131079
サカイ引越センター,2019,Q4,87.13530178030541
サカイ引越センター,2020,Q1,189.4055616849754
サカイ引越センター,2020,Q2,60.15407807987435
サカイ引越センター,2020,Q3,70.74373062882196
サカイ引越センター,2020,Q4,108.40416835557163
サクサホールディングス,2018,Q1,157.43372022484843
サクサホールディングス,2018,Q2,20.109968521707316
サクサホールディングス,2018,Q3,36.14306186575017
サクサホールディングス,2018,Q4,94.28773063787858
サクサホールディングス,2019,Q1,24.792392724313004
サクサホールディングス,2019,Q2,40.154807808530265
サクサホールディングス,2019,Q3,35.46712201121552
サクサホールディングス,2019,Q4,127.59733156213355
サクサホールディングス,2020,Q1,11.367389084758472
サクサホールディングス,2020,Q2,64.49835042047167
サクサホールディングス,2020,Q3,-91.91042398380368
サクサホールディングス,2020,Q4,73.15513368553864
サックスバー　ホールディングス,2018,Q1,13.875845935002216
サックスバー　ホールディングス,2018,Q2,22.899677381419174
サックスバー　ホールディングス,2018,Q3,15.354669073304485
サックスバー　ホールディングス,2018,Q4,19.049813757769513
サックスバー　ホールディングス,2019,Q1,15.02787442218573
サックスバー　ホールディングス,2019,Q2,20.90659941684583
サックスバー　ホールディングス,2019,Q3,20.191540130708816
サックスバー　ホールディングス,2019,Q4,15.696552690344728
サックスバー　ホールディングス,2020,Q1,6.162451794413937
サックスバー　ホールディングス,2020,Q2,-19.44286256519617
サックスバー　ホールディングス,2020,Q3,-20.95138711546198
サックスバー　ホールディングス,2020,Q4,-13.291194013576206
サトーホールディングス,2018,Q1,15.348318263236852
サトーホールディングス,2018,Q2,41.71084506308164
サトーホールディングス,2018,Q3,35.55201177715166
サトーホールディングス,2018,Q4,26.80476937159568
サトーホールディングス,2019,Q1,21.289310631679292
サトーホールディングス,2019,Q2,39.91834010096533
サトーホールディングス,2019,Q3,42.48949677738043
サトーホールディングス,2019,Q4,26.872579799600327
サトーホールディングス,2020,Q1,-5.7403161227308885
サトーホールディングス,2020,Q2,29.8229328417855
サトーホールディングス,2020,Q3,27.428408121750486
サトーホールディングス,2020,Q4,-168.78283075196381
サニックス,2018,Q1,7.440292950383888
サニックス,2018,Q2,-1.582853269284982
サニックス,2018,Q3,14.315992094851765
サニックス,2018,Q4,13.062805305909885
サニックス,2019,Q1,-9.718926262773028
サニックス,2019,Q2,1.179714457329398
サニックス,2019,Q3,12.523063501160399
サニックス,2019,Q4,24.852052207589715
サニックス,2020,Q1,8.627633639770256
サニックス,2020,Q2,15.562899432691403
サニックス,2020,Q3,12.1435698603456
サニックス,2020,Q4,13.369860872399345
サンケン電気,2018,Q1,-16.168399486478265
サンケン電気,2018,Q2,-99.39546100040596
サンケン電気,2018,Q3,12.778117112965873
サンケン電気,2018,Q4,25.736129891386298
サンケン電気,2019,Q1,18.4434217914146
サンケン電気,2019,Q2,-10.894186778948935
サンケン電気,2019,Q3,0.35882309300316706
サンケン電気,2019,Q4,-91.09286229328941
サンケン電気,2020,Q1,-36.2700412816436
サンケン電気,2020,Q2,-53.52698171723781
サンケン電気,2020,Q3,-72.04832551503975
サンケン電気,2020,Q4,10.476851776395677
サンゲツ,2018,Q1,14.001384399401397
サンゲツ,2018,Q2,12.22270870457138
サンゲツ,2018,Q3,20.890221110478162
サンゲツ,2018,Q4,18.900791587944806
サンゲツ,2019,Q1,8.765416657556194
サンゲツ,2019,Q2,12.7956966512625
サンゲツ,2019,Q3,28.634991012632184
サンゲツ,2019,Q4,15.508223833840873
サンゲツ,2020,Q1,31.09005615308736
サンゲツ,2020,Q2,29.649490540350847
サンゲツ,2020,Q3,14.43113459428831
サンゲツ,2020,Q4,-77.23046886661837
サンコール,2018,Q1,16.348398546809907
サンコール,2018,Q2,24.431173430799113
サンコール,2018,Q3,23.621388309001752
サンコール,2018,Q4,18.723365045248627
サンコール,2019,Q1,13.715004969543266
サンコール,2019,Q2,2.4147433414072506
サンコール,2019,Q3,11.652964216207678
サンコール,2019,Q4,12.166776653993107
サンコール,2020,Q1,6.489412277434983
サンコール,2020,Q2,-18.715607661569983
サンコール,2020,Q3,2.8270332464861436
サンコール,2020,Q4,-17.10133984645034
サンデンホールディングス,2018,Q1,28.39963698676854
サンデンホールディングス,2018,Q2,41.12292532532946
サンデンホールディングス,2018,Q3,-0.12165400376163404
サンデンホールディングス,2018,Q4,-1.3476990574135925
サンデンホールディングス,2019,Q1,-462.2904502715322
サンデンホールディングス,2019,Q2,-181.64398551798064
サンデンホールディングス,2019,Q3,-47.67242382719007
サンデンホールディングス,2019,Q4,-323.97714740439443
サンデンホールディングス,2020,Q1,-31.000732071107905
サンデンホールディングス,2020,Q2,6.042165238785856
サンデンホールディングス,2020,Q3,102.39672148770718
サンデンホールディングス,2020,Q4,-336.78866091196335
サンドラッグ,2018,Q1,39.708190823388385
サンドラッグ,2018,Q2,55.873494680684836
サンドラッグ,2018,Q3,58.08846285055065
サンドラッグ,2018,Q4,43.073192144300386
サンドラッグ,2019,Q1,43.23438764590222
サンドラッグ,2019,Q2,57.77412766590231
サンドラッグ,2019,Q3,69.20964493905961
サンドラッグ,2019,Q4,35.89425709567408
サンドラッグ,2020,Q1,39.816458317493854
サンドラッグ,2020,Q2,64.80094677516333
サンドラッグ,2020,Q3,60.88877465040976
サンドラッグ,2020,Q4,51.4188277001429
サンフロンティア不動産,2018,Q1,39.71651995011986
サンフロンティア不動産,2018,Q2,77.94228814185789
サンフロンティア不動産,2018,Q3,40.35210191217928
サンフロンティア不動産,2018,Q4,64.19556914010141
サンフロンティア不動産,2019,Q1,50.320821490613014
サンフロンティア不動産,2019,Q2,79.67649696925736
サンフロンティア不動産,2019,Q3,-167.81304363182758
サンフロンティア不動産,2019,Q4,143.31491828048138
サンフロンティア不動産,2020,Q1,-113.94707311623623
サンフロンティア不動産,2020,Q2,309.044538080872
サンフロンティア不動産,2020,Q3,-220.3942080291173
サンフロンティア不動産,2020,Q4,102.68899606065911
サンマルクホールディングス,2018,Q1,28.570813396018014
サンマルクホールディングス,2018,Q2,52.388561450836406
サンマルクホールディングス,2018,Q3,29.353252749049172
サンマルクホールディングス,2018,Q4,38.02555808885628
サンマルクホールディングス,2019,Q1,10.720738460743867
サンマルクホールディングス,2019,Q2,52.47544508009195
サンマルクホールディングス,2019,Q3,36.41858990307988
サンマルクホールディングス,2019,Q4,24.699621728011877
サンマルクホールディングス,2020,Q1,-32.717378669081015
サンマルクホールディングス,2020,Q2,-194.75350840404346
サンマルクホールディングス,2020,Q3,-110.98227525051735
サンマルクホールディングス,2020,Q4,3.6531915364949583
サンリオ,2018,Q1,12.657632394207951
サンリオ,2018,Q2,16.147693825701083
サンリオ,2018,Q3,6.6238753640053165
サンリオ,2018,Q4,16.655707784044797
サンリオ,2019,Q1,6.064594322663854
サンリオ,2019,Q2,0.9036177713866085
サンリオ,2019,Q3,8.424264197621278
サンリオ,2019,Q4,8.078591805383368
サンリオ,2020,Q1,-8.392399602995848
サンリオ,2020,Q2,-4.531476968260166
サンリオ,2020,Q3,-4.978491047490364
サンリオ,2020,Q4,-12.281317259971186
サンリツ,2018,Q1,15.638805035564069
サンリツ,2018,Q2,22.477789598986725
サンリツ,2018,Q3,40.35292279680185
サンリツ,2018,Q4,18.688737747830444
サンリツ,2019,Q1,25.420887080204672
サンリツ,2019,Q2,39.38911219973981
サンリツ,2019,Q3,52.23267236953413
サンリツ,2019,Q4,11.997485247094911
サンリツ,2020,Q1,49.72230984935523
サンリツ,2020,Q2,33.38357891147761
サンリツ,2020,Q3,20.413060605584306
サンリツ,2020,Q4,23.128324803974202
サンワテクノス,2018,Q1,56.338248013722776
サンワテクノス,2018,Q2,81.74564463804114
サンワテクノス,2018,Q3,49.03252953528261
サンワテクノス,2018,Q4,47.551866713059084
サンワテクノス,2019,Q1,24.38926087987772
サンワテクノス,2019,Q2,39.549000912141715
サンワテクノス,2019,Q3,16.38332195152739
サンワテクノス,2019,Q4,30.221487321385062
サンワテクノス,2020,Q1,7.125081200216529
サンワテクノス,2020,Q2,32.574057721630155
サンワテクノス,2020,Q3,13.407583767574117
サンワテクノス,2020,Q4,32.07179288801859
シキボウ,2018,Q1,35.437870886147785
シキボウ,2018,Q2,29.68167182842172
シキボウ,2018,Q3,53.21043372019036
シキボウ,2018,Q4,13.534017686147921
シキボウ,2019,Q1,-389.08145265923383
シキボウ,2019,Q2,10.152182019521174
シキボウ,2019,Q3,11.398172907808595
シキボウ,2019,Q4,-73.65494671602623
シキボウ,2020,Q1,9.094690527678722
シキボウ,2020,Q2,8.045506912904024
シキボウ,2020,Q3,9.335476361285663
シキボウ,2020,Q4,-15.391911566252793
システムリサーチ,2018,Q1,5.145503699089749
システムリサーチ,2018,Q2,42.7203149889954
システムリサーチ,2018,Q3,43.385509346119164
システムリサーチ,2018,Q4,73.41327595790294
システムリサーチ,2019,Q1,31.732024753039067
システムリサーチ,2019,Q2,64.01463841924719
システムリサーチ,2019,Q3,69.25083114741207
システムリサーチ,2019,Q4,93.59173766244089
システムリサーチ,2020,Q1,12.18852125568107
システムリサーチ,2020,Q2,51.351629093573685
システムリサーチ,2020,Q3,24.496791550655995
システムリサーチ,2020,Q4,59.182737750830796
シスメックス,2018,Q1,39.85953453194169
シスメックス,2018,Q2,58.76044067839312
シスメックス,2018,Q3,48.62203612554622
シスメックス,2018,Q4,41.30391731060277
シスメックス,2019,Q1,44.249802940056824
シスメックス,2019,Q2,53.75348058463837
シスメックス,2019,Q3,47.2730613041734
シスメックス,2019,Q4,47.33256533347158
シスメックス,2020,Q1,31.335740863856838
シスメックス,2020,Q2,44.30857513197288
シスメックス,2020,Q3,36.26707359984973
シスメックス,2020,Q4,43.952742153538495
シチズン時計,2018,Q1,19.24685047005193
シチズン時計,2018,Q2,22.13549500611709
シチズン時計,2018,Q3,26.29356119720109
シチズン時計,2018,Q4,3.7623294863232717
シチズン時計,2019,Q1,15.78428119617867
シチズン時計,2019,Q2,18.139609319894376
シチズン時計,2019,Q3,21.646485960320568
シチズン時計,2019,Q4,-4.073443848060444
シチズン時計,2020,Q1,-25.6147279263582
シチズン時計,2020,Q2,-20.166258070608237
シチズン時計,2020,Q3,-31.367084381895424
シチズン時計,2020,Q4,-45.0918298609902
シップヘルスケアホールディング,2018,Q1,-272.43973823541154
シップヘルスケアホールディング,2018,Q2,83.57180034888447
シップヘルスケアホールディング,2018,Q3,-31.37315348416638
シップヘルスケアホールディング,2018,Q4,66.29876942382869
シップヘルスケアホールディング,2019,Q1,66.20826557314037
シップヘルスケアホールディング,2019,Q2,49.9710007419953
シップヘルスケアホールディング,2019,Q3,99.82689626150251
シップヘルスケアホールディング,2019,Q4,110.71051713603227
シップヘルスケアホールディング,2020,Q1,24.22379502823257
シップヘルスケアホールディング,2020,Q2,63.044549407899126
シップヘルスケアホールディング,2020,Q3,53.49322631400013
シップヘルスケアホールディング,2020,Q4,85.44642658573686
シモジマ,2018,Q1,5.7925917759112355
シモジマ,2018,Q2,3.8031874547912015
シモジマ,2018,Q3,27.064749040807172
シモジマ,2018,Q4,0.0934686388289645
シモジマ,2019,Q1,2.9138477378213716
シモジマ,2019,Q2,-0.019166287461836795
シモジマ,2019,Q3,26.0564677679467
シモジマ,2019,Q4,-7.226995586372578
シモジマ,2020,Q1,-0.5507192364714131
シモジマ,2020,Q2,-0.1498379931404532
シモジマ,2020,Q3,9.855396758092809
シモジマ,2020,Q4,-9.121254654447716
シャープ,2018,Q1,42.10845832822361
シャープ,2018,Q2,36.81770869110163
シャープ,2018,Q3,38.48389256539947
シャープ,2018,Q4,7.871627016680993
シャープ,2019,Q1,32.75233074529848
シャープ,2019,Q2,19.467900167653944
シャープ,2019,Q3,29.589957438769936
シャープ,2019,Q4,-0.2994030093444704
シャープ,2020,Q1,-10.27673381497602
シャープ,2020,Q2,7.200553642261019
シャープ,2020,Q3,32.03389009483267
シャープ,2020,Q4,-16.575148584047803
シンニッタン,2018,Q1,14.502095248670157
シンニッタン,2018,Q2,11.264829918879606
シンニッタン,2018,Q3,13.843517081638907
シンニッタン,2018,Q4,11.777115097243719
シンニッタン,2019,Q1,5.660188560145192
シンニッタン,2019,Q2,4.95380518352815
シンニッタン,2019,Q3,9.81104612735731
シンニッタン,2019,Q4,7.9302740712530575
シンニッタン,2020,Q1,-6.708645707412842
シンニッタン,2020,Q2,0.031226322995638878
シンニッタン,2020,Q3,-7.851077726168537
シンニッタン,2020,Q4,-26.10053426588928
シンフォニア　テクノロジー,2018,Q1,5.155729333224787
シンフォニア　テクノロジー,2018,Q2,6.382693763823444
シンフォニア　テクノロジー,2018,Q3,3.2326592432589796
シンフォニア　テクノロジー,2018,Q4,29.54586246883098
シンフォニア　テクノロジー,2019,Q1,72.99350674293287
シンフォニア　テクノロジー,2019,Q2,19.261403978249433
シンフォニア　テクノロジー,2019,Q3,31.752206932234323
シンフォニア　テクノロジー,2019,Q4,112.43061234145715
シンフォニア　テクノロジー,2020,Q1,-3.367578187857603
シンフォニア　テクノロジー,2020,Q2,14.962850317517681
シンフォニア　テクノロジー,2020,Q3,0.48653409240954737
シンフォニア　テクノロジー,2020,Q4,72.25336038292662
シーティーエス,2018,Q1,-195.7267262491428
シーティーエス,2018,Q2,-21.262263670242646
シーティーエス,2018,Q3,-17.1795791587516
シーティーエス,2018,Q4,-90.93698190505326
シーティーエス,2019,Q1,-113.97428746869066
シーティーエス,2019,Q2,16.640373090198324
シーティーエス,2019,Q3,-25.665033838398408
シーティーエス,2019,Q4,-177.07570048897048
シーティーエス,2020,Q1,-2.5461906484519217
シーティーエス,2020,Q2,26.05248915534755
シーティーエス,2020,Q3,-36.029417507956516
シーティーエス,2020,Q4,12.130541848665093
シード,2018,Q1,36.362588821254135
シード,2018,Q2,38.94321502317901
シード,2018,Q3,23.614042777924126
シード,2018,Q4,33.19635636125376
シード,2019,Q1,17.089471307670344
シード,2019,Q2,6.621888711603884
シード,2019,Q3,5.986208743027975
シード,2019,Q4,8.953027083666212
シード,2020,Q1,-0.7283537753231819
シード,2020,Q2,4.179040970607481
シード,2020,Q3,-5.474731466311123
シード,2020,Q4,-11.445276998478732
ジェイテクト,2018,Q1,49.77395395575854
ジェイテクト,2018,Q2,23.40978819314088
ジェイテクト,2018,Q3,31.810673792073793
ジェイテクト,2018,Q4,36.34621510781425
ジェイテクト,2019,Q1,29.059381714644125
ジェイテクト,2019,Q2,11.069334139028156
ジェイテクト,2019,Q3,12.662602308877005
ジェイテクト,2019,Q4,13.813121453320733
ジェイテクト,2020,Q1,-6.182001496243419
ジェイテクト,2020,Q2,-74.1642358783366
ジェイテクト,2020,Q3,-15.892074451451649
ジェイテクト,2020,Q4,-43.6826550811971
ジェコス,2018,Q1,30.01857570750728
ジェコス,2018,Q2,27.102412321448497
ジェコス,2018,Q3,32.15110812502735
ジェコス,2018,Q4,40.55938861551694
ジェコス,2019,Q1,22.89154994827079
ジェコス,2019,Q2,26.46203023486025
ジェコス,2019,Q3,31.22340666675845
ジェコス,2019,Q4,38.88741249078054
ジェコス,2020,Q1,26.051577878112983
ジェコス,2020,Q2,27.816768735717318
ジェコス,2020,Q3,35.41938815643046
ジェコス,2020,Q4,33.639405633670705
ジャストシステム,2018,Q1,17.87978550385812
ジャストシステム,2018,Q2,20.639094829588785
ジャストシステム,2018,Q3,9.545003734923498
ジャストシステム,2018,Q4,11.350485749849748
ジャストシステム,2019,Q1,35.109198320667666
ジャストシステム,2019,Q2,40.27686047877089
ジャストシステム,2019,Q3,38.26462429905612
ジャストシステム,2019,Q4,45.45448655557249
ジャストシステム,2020,Q1,47.29941396914464
ジャストシステム,2020,Q2,50.35922870832249
ジャストシステム,2020,Q3,35.404390504586075
ジャストシステム,2020,Q4,35.37123600388868
ジャパンフーズ,2018,Q1,142.23291326243535
ジャパンフーズ,2018,Q2,93.16621432534836
ジャパンフーズ,2018,Q3,-79.59591928750082
ジャパンフーズ,2018,Q4,-32.54958162507959
ジャパンフーズ,2019,Q1,86.10172421034673
ジャパンフーズ,2019,Q2,70.56489334788975
ジャパンフーズ,2019,Q3,-112.84862716035246
ジャパンフーズ,2019,Q4,-96.83710650295782
ジャパンフーズ,2020,Q1,106.49768995411651
ジャパンフーズ,2020,Q2,40.44233265483453
ジャパンフーズ,2020,Q3,-89.82056828332631
ジャパンフーズ,2020,Q4,-83.27830549046423
ジーエス・ユアサ　コーポレーシ,2018,Q1,3.739207951032803
ジーエス・ユアサ　コーポレーシ,2018,Q2,7.048580718130959
ジーエス・ユアサ　コーポレーシ,2018,Q3,9.356852681316061
ジーエス・ユアサ　コーポレーシ,2018,Q4,51.15211635274239
ジーエス・ユアサ　コーポレーシ,2019,Q1,34.904603413267026
ジーエス・ユアサ　コーポレーシ,2019,Q2,27.839071469444303
ジーエス・ユアサ　コーポレーシ,2019,Q3,84.81005960162351
ジーエス・ユアサ　コーポレーシ,2019,Q4,45.94569356387055
ジーエス・ユアサ　コーポレーシ,2020,Q1,36.6076821650815
ジーエス・ユアサ　コーポレーシ,2020,Q2,36.45992524829974
ジーエス・ユアサ　コーポレーシ,2020,Q3,43.987869623009146
ジーエス・ユアサ　コーポレーシ,2020,Q4,48.565754544410225
ジーテクト,2018,Q1,99.24835072226116
ジーテクト,2018,Q2,32.90809393259306
ジーテクト,2018,Q3,51.14709651611951
ジーテクト,2018,Q4,79.88205292605444
ジーテクト,2019,Q1,56.83235947571228
ジーテクト,2019,Q2,37.33920596722045
ジーテクト,2019,Q3,76.44647517278901
ジーテクト,2019,Q4,51.74287482543959
ジーテクト,2020,Q1,27.29054228755885
ジーテクト,2020,Q2,-31.344176179231518
ジーテクト,2020,Q3,17.225195537859946
ジーテクト,2020,Q4,35.97785855717175
スカパーＪＳＡＴホールディング,2018,Q1,-64.98993860810977
スカパーＪＳＡＴホールディング,2018,Q2,-84.47325101041957
スカパーＪＳＡＴホールディング,2018,Q3,-8.35204235698416
スカパーＪＳＡＴホールディング,2018,Q4,-6.885225807647517
スカパーＪＳＡＴホールディング,2019,Q1,4.876836842163909
スカパーＪＳＡＴホールディング,2019,Q2,5.5073857908132275
スカパーＪＳＡＴホールディング,2019,Q3,-18.385823346401082
スカパーＪＳＡＴホールディング,2019,Q4,-26.114908449635486
スカパーＪＳＡＴホールディング,2020,Q1,41.50602189367613
スカパーＪＳＡＴホールディング,2020,Q2,11.723333889839655
スカパーＪＳＡＴホールディング,2020,Q3,-16.515402409558426
スカパーＪＳＡＴホールディング,2020,Q4,4.788657834908841
スクウェア・エニックス・ホール,2018,Q1,57.48101999168019
スクウェア・エニックス・ホール,2018,Q2,55.06236715093825
スクウェア・エニックス・ホール,2018,Q3,56.382251335655404
スクウェア・エニックス・ホール,2018,Q4,-0.4147469098446539
スクウェア・エニックス・ホール,2019,Q1,58.89033655998212
スクウェア・エニックス・ホール,2019,Q2,40.51409093070838
スクウェア・エニックス・ホール,2019,Q3,60.84740071661576
スクウェア・エニックス・ホール,2019,Q4,62.64958581366753
スクウェア・エニックス・ホール,2020,Q1,59.63549443018064
スクウェア・エニックス・ホール,2020,Q2,67.0693316308204
スクウェア・エニックス・ホール,2020,Q3,70.21175328651957
スクウェア・エニックス・ホール,2020,Q4,40.27386840060389
スクロール,2018,Q1,15.653368174622349
スクロール,2018,Q2,4.251244826823383
スクロール,2018,Q3,-8.526468392740085
スクロール,2018,Q4,-20.824546122829588
スクロール,2019,Q1,15.853580915481086
スクロール,2019,Q2,1.047194980199924
スクロール,2019,Q3,3.1110239050305655
スクロール,2019,Q4,-21.497575861931
スクロール,2020,Q1,18.823705816800413
スクロール,2020,Q2,4.981981755127439
スクロール,2020,Q3,25.676733200076036
スクロール,2020,Q4,10.269341492930195
スズキ,2018,Q1,140.6042226488018
スズキ,2018,Q2,152.19809663585568
スズキ,2018,Q3,148.48963451225683
スズキ,2018,Q4,115.377161102325
スズキ,2019,Q1,158.3808774885873
スズキ,2019,Q2,65.32510413767895
スズキ,2019,Q3,69.71350921262551
スズキ,2019,Q4,42.423786039616644
スズキ,2020,Q1,101.52551165300981
スズキ,2020,Q2,34.17411544283967
スズキ,2020,Q3,62.41106781152429
スズキ,2020,Q4,52.09752155312237
スズケン,2018,Q1,18.78598262258268
スズケン,2018,Q2,36.790053723960526
スズケン,2018,Q3,96.90212359216638
スズケン,2018,Q4,81.33996368143701
スズケン,2019,Q1,31.972246879451816
スズケン,2019,Q2,77.41307866981869
スズケン,2019,Q3,143.4128676646473
スズケン,2019,Q4,71.5685135465116
スズケン,2020,Q1,50.2604262278724
スズケン,2020,Q2,80.97112340686374
スズケン,2020,Q3,105.51757860272063
スズケン,2020,Q4,32.45676425137668
スズデン,2018,Q1,17.487050849477043
スズデン,2018,Q2,22.88341481497209
スズデン,2018,Q3,21.878922102635727
スズデン,2018,Q4,31.1657930758155
スズデン,2019,Q1,22.732720757011784
スズデン,2019,Q2,22.029013924752725
スズデン,2019,Q3,18.88307645807715
スズデン,2019,Q4,31.030369967453673
スズデン,2020,Q1,19.075825818345695
スズデン,2020,Q2,21.032176766025124
スズデン,2020,Q3,17.739188776560848
スズデン,2020,Q4,27.47261733075994
スタンレー電気,2018,Q1,50.67347981334883
スタンレー電気,2018,Q2,61.36930019740413
スタンレー電気,2018,Q3,66.65529193545547
スタンレー電気,2018,Q4,71.35245055683411
スタンレー電気,2019,Q1,56.90636616151859
スタンレー電気,2019,Q2,59.75731526689152
スタンレー電気,2019,Q3,57.53997933067841
スタンレー電気,2019,Q4,55.28284404344719
スタンレー電気,2020,Q1,-15.351548405526177
スタンレー電気,2020,Q2,-31.098221057966942
スタンレー電気,2020,Q3,20.80497897667955
スタンレー電気,2020,Q4,33.10746493952711
スターゼン,2018,Q1,135.81221603859012
スターゼン,2018,Q2,111.3547327317169
スターゼン,2018,Q3,158.4121316140111
スターゼン,2018,Q4,98.9066611331341
スターゼン,2019,Q1,122.83214554678891
スターゼン,2019,Q2,94.52161616907738
スターゼン,2019,Q3,142.73176375638542
スターゼン,2019,Q4,55.60626162799334
スターゼン,2020,Q1,-43.97359744078842
スターゼン,2020,Q2,22.719057453188093
スターゼン,2020,Q3,185.38669955833805
スターゼン,2020,Q4,127.12607865548104
スターツコーポレーション,2018,Q1,67.14654447509223
スターツコーポレーション,2018,Q2,71.18840594318236
スターツコーポレーション,2018,Q3,88.92487720927579
スターツコーポレーション,2018,Q4,68.51495962758926
スターツコーポレーション,2019,Q1,82.21954321721458
スターツコーポレーション,2019,Q2,86.02570178005216
スターツコーポレーション,2019,Q3,81.97817103427244
スターツコーポレーション,2019,Q4,90.80501957697292
スターツコーポレーション,2020,Q1,58.81463769483119
スターツコーポレーション,2020,Q2,88.8139291503926
スターツコーポレーション,2020,Q3,77.61632215536474
スターツコーポレーション,2020,Q4,89.18451852528835
ステラ　ケミファ,2018,Q1,34.72965694653471
ステラ　ケミファ,2018,Q2,44.07841820979897
ステラ　ケミファ,2018,Q3,54.065016420307856
ステラ　ケミファ,2018,Q4,25.009940216786838
ステラ　ケミファ,2019,Q1,37.87537322108347
ステラ　ケミファ,2019,Q2,42.93569436813885
ステラ　ケミファ,2019,Q3,41.951317104576994
ステラ　ケミファ,2019,Q4,20.020283494309755
ステラ　ケミファ,2020,Q1,41.03240184848039
ステラ　ケミファ,2020,Q2,45.04376954611272
ステラ　ケミファ,2020,Q3,52.86778656212118
ステラ　ケミファ,2020,Q4,34.5177560537777
セイコーエプソン,2018,Q1,24.421437063715953
セイコーエプソン,2018,Q2,21.301685042575507
セイコーエプソン,2018,Q3,65.42945124189664
セイコーエプソン,2018,Q4,21.4923992363321
セイコーエプソン,2019,Q1,17.59176275777709
セイコーエプソン,2019,Q2,16.924074590729248
