企業名,会計年度,四半期,y_hat_sarima_g
積水化成品工業,2018,Q1,15.20067972396542
積水化成品工業,2018,Q2,16.777148140780923
積水化成品工業,2018,Q3,22.677769993907376
積水化成品工業,2018,Q4,17.047538276319738
積水化成品工業,2019,Q1,14.49139695408982
積水化成品工業,2019,Q2,18.862683861728847
積水化成品工業,2019,Q3,21.42450486178949
積水化成品工業,2019,Q4,9.900669525200112
積水化成品工業,2020,Q1,8.337367401558701
積水化成品工業,2020,Q2,12.644256723849224
積水化成品工業,2020,Q3,4.304900114761207
積水化成品工業,2020,Q4,9.95033131432823
積水樹脂,2018,Q1,31.433361099305984
積水樹脂,2018,Q2,36.380516716437064
積水樹脂,2018,Q3,44.838133712932596
積水樹脂,2018,Q4,55.596666367703996
積水樹脂,2019,Q1,31.63031874311945
積水樹脂,2019,Q2,36.79442214850128
積水樹脂,2019,Q3,44.872817861169025
積水樹脂,2019,Q4,56.65351973133349
積水樹脂,2020,Q1,31.550363089520843
積水樹脂,2020,Q2,37.08087634740188
積水樹脂,2020,Q3,43.5509538515226
積水樹脂,2020,Q4,57.962130400051926
空港施設,2018,Q1,12.966834577031378
空港施設,2018,Q2,11.989694101947299
空港施設,2018,Q3,12.584584982336862
空港施設,2018,Q4,5.800604341286714
空港施設,2019,Q1,12.293697289151464
空港施設,2019,Q2,14.426930677363387
空港施設,2019,Q3,12.986823118486441
空港施設,2019,Q4,6.126233568184741
空港施設,2020,Q1,13.337485019712023
空港施設,2020,Q2,15.616683345440833
空港施設,2020,Q3,14.513885943311678
空港施設,2020,Q4,-0.21795284818297778
立花エレテック,2018,Q1,34.102327092148215
立花エレテック,2018,Q2,50.92176114592413
立花エレテック,2018,Q3,60.77181160494347
立花エレテック,2018,Q4,52.02127398671381
立花エレテック,2019,Q1,38.92770314220374
立花エレテック,2019,Q2,47.10443896930758
立花エレテック,2019,Q3,60.61092898707619
立花エレテック,2019,Q4,46.58258103592766
立花エレテック,2020,Q1,33.7630093702098
立花エレテック,2020,Q2,49.22446610757296
立花エレテック,2020,Q3,48.71483930807075
立花エレテック,2020,Q4,33.93383049089447
第一三共,2018,Q1,24.77915213184238
第一三共,2018,Q2,8.834166097917523
第一三共,2018,Q3,35.03522665659078
第一三共,2018,Q4,21.426974436142316
第一三共,2019,Q1,37.876554132639605
第一三共,2019,Q2,32.71928636951378
第一三共,2019,Q3,51.50570641220827
第一三共,2019,Q4,37.12758625539007
第一三共,2020,Q1,49.001424612999344
第一三共,2020,Q2,37.199142539509324
第一三共,2020,Q3,61.96340457618049
第一三共,2020,Q4,22.365407167288964
第一実業,2018,Q1,136.28505623842526
第一実業,2018,Q2,98.28553663184286
第一実業,2018,Q3,237.16097609873023
第一実業,2018,Q4,126.13572521553671
第一実業,2019,Q1,84.70662075306322
第一実業,2019,Q2,87.40550396975681
第一実業,2019,Q3,160.58228746764323
第一実業,2019,Q4,128.28537746895603
第一実業,2020,Q1,99.89590482802711
第一実業,2020,Q2,111.69593114868378
第一実業,2020,Q3,110.05618120018912
第一実業,2020,Q4,130.68329102559642
第一工業製薬,2018,Q1,15.740082410282563
第一工業製薬,2018,Q2,18.27670888365385
第一工業製薬,2018,Q3,16.66002691299419
第一工業製薬,2018,Q4,26.59100230070178
第一工業製薬,2019,Q1,47.99340812270171
第一工業製薬,2019,Q2,36.9492204731849
第一工業製薬,2019,Q3,86.19070495870311
第一工業製薬,2019,Q4,61.55628274646266
第一工業製薬,2020,Q1,42.408642400374625
第一工業製薬,2020,Q2,53.3259710543108
第一工業製薬,2020,Q3,75.29212342521421
第一工業製薬,2020,Q4,57.506444601500725
第一稀元素化学工業,2018,Q1,139.10617683062515
第一稀元素化学工業,2018,Q2,42.8917482916476
第一稀元素化学工業,2018,Q3,135.23780551088905
第一稀元素化学工業,2018,Q4,-18.550394816913204
第一稀元素化学工業,2019,Q1,87.24650502397301
第一稀元素化学工業,2019,Q2,-10.382895014114364
第一稀元素化学工業,2019,Q3,89.87229422073918
第一稀元素化学工業,2019,Q4,-57.168558872851136
第一稀元素化学工業,2020,Q1,68.73686734477906
第一稀元素化学工業,2020,Q2,-6.091705518596838
第一稀元素化学工業,2020,Q3,9.17531506336086
第一稀元素化学工業,2020,Q4,9.97917482087406
第一興商,2018,Q1,53.33681419979523
第一興商,2018,Q2,63.79852739593489
第一興商,2018,Q3,74.79754000265267
第一興商,2018,Q4,43.819508057955574
第一興商,2019,Q1,65.28941612867932
第一興商,2019,Q2,66.14790581664415
第一興商,2019,Q3,116.08098219334666
第一興商,2019,Q4,30.436877383812444
第一興商,2020,Q1,65.2798330161774
第一興商,2020,Q2,1.788826915442101
第一興商,2020,Q3,52.56035103587598
第一興商,2020,Q4,-36.96223304803799
綜合警備保障,2018,Q1,38.929518174484585
綜合警備保障,2018,Q2,48.71602401225652
綜合警備保障,2018,Q3,51.88586485565737
綜合警備保障,2018,Q4,65.87737807840172
綜合警備保障,2019,Q1,43.11366928461611
綜合警備保障,2019,Q2,62.91748449456907
綜合警備保障,2019,Q3,58.952557169485196
綜合警備保障,2019,Q4,89.09013597443109
綜合警備保障,2020,Q1,50.01400224598049
綜合警備保障,2020,Q2,64.14529757127131
綜合警備保障,2020,Q3,56.72879664183435
綜合警備保障,2020,Q4,76.15743456597713
群栄化学工業,2018,Q1,60.166462556143514
群栄化学工業,2018,Q2,55.50244579558078
群栄化学工業,2018,Q3,71.28880108205159
群栄化学工業,2018,Q4,36.60897658918725
群栄化学工業,2019,Q1,47.70680935591047
群栄化学工業,2019,Q2,49.20987435103216
群栄化学工業,2019,Q3,67.17421656338661
群栄化学工業,2019,Q4,34.17762940518271
群栄化学工業,2020,Q1,54.78351503878832
群栄化学工業,2020,Q2,54.37358494636484
群栄化学工業,2020,Q3,64.39984415979114
群栄化学工業,2020,Q4,33.81185781956454
能美防災,2018,Q1,26.78362549513594
能美防災,2018,Q2,33.244302964395075
能美防災,2018,Q3,40.86046798672319
能美防災,2018,Q4,68.78821563088636
能美防災,2019,Q1,7.158457288829896
能美防災,2019,Q2,22.87758761835534
能美防災,2019,Q3,31.576441465611303
能美防災,2019,Q4,86.92785824643536
能美防災,2020,Q1,15.506624506902838
能美防災,2020,Q2,44.440751219526405
能美防災,2020,Q3,36.43044095441781
能美防災,2020,Q4,85.3957182082168
船井電機,2018,Q1,-151.7103273442346
船井電機,2018,Q2,-146.82114950500034
船井電機,2018,Q3,-98.83025757831649
船井電機,2018,Q4,-271.0704943715316
船井電機,2019,Q1,-61.236138004033194
船井電機,2019,Q2,-31.640611379967144
船井電機,2019,Q3,6.82626360293618
船井電機,2019,Q4,-166.06891440449405
船井電機,2020,Q1,-18.64953922527073
船井電機,2020,Q2,7.986199678623986
船井電機,2020,Q3,52.909139774091834
船井電機,2020,Q4,-127.35354125677488
芝浦メカトロニクス,2018,Q1,3.498022004480327
芝浦メカトロニクス,2018,Q2,18.037953104444767
芝浦メカトロニクス,2018,Q3,5.185849194321184
芝浦メカトロニクス,2018,Q4,36.475738420104264
芝浦メカトロニクス,2019,Q1,150.19018383093612
芝浦メカトロニクス,2019,Q2,118.41409651311952
芝浦メカトロニクス,2019,Q3,255.86113116006942
芝浦メカトロニクス,2019,Q4,168.15285604940198
芝浦メカトロニクス,2020,Q1,33.855422092839284
芝浦メカトロニクス,2020,Q2,54.07552486861129
芝浦メカトロニクス,2020,Q3,136.8268987085268
芝浦メカトロニクス,2020,Q4,102.06822408315443
芝浦機械,2018,Q1,6.924587418798476
芝浦機械,2018,Q2,9.472004343678272
芝浦機械,2018,Q3,6.968726971962191
芝浦機械,2018,Q4,22.169649756625905
芝浦機械,2019,Q1,48.38694265092395
芝浦機械,2019,Q2,13.33256819824388
芝浦機械,2019,Q3,50.36445785715756
芝浦機械,2019,Q4,60.06746572037166
芝浦機械,2020,Q1,16.39509854087757
芝浦機械,2020,Q2,151.90007185471288
芝浦機械,2020,Q3,41.17290633824767
芝浦機械,2020,Q4,189.2799245739074
芦森工業,2018,Q1,32.05092165590039
芦森工業,2018,Q2,10.271307825833839
芦森工業,2018,Q3,56.54258890416311
芦森工業,2018,Q4,77.8020002291552
芦森工業,2019,Q1,-19.60478010583023
芦森工業,2019,Q2,-42.27999841156495
芦森工業,2019,Q3,220.86041450167062
芦森工業,2019,Q4,74.09022971385029
芦森工業,2020,Q1,52.004985040583996
芦森工業,2020,Q2,86.90752030570755
芦森工業,2020,Q3,55.103387244948124
芦森工業,2020,Q4,70.13707467431149
若築建設,2018,Q1,66.337832732541
若築建設,2018,Q2,42.73462755802536
若築建設,2018,Q3,91.28892470980563
若築建設,2018,Q4,71.20054072111066
若築建設,2019,Q1,59.657536938665665
若築建設,2019,Q2,77.08081444646447
若築建設,2019,Q3,74.66221646943038
若築建設,2019,Q4,98.27147024540503
若築建設,2020,Q1,46.72091317751929
若築建設,2020,Q2,30.52087476600719
若築建設,2020,Q3,-16.014302218419985
若築建設,2020,Q4,34.70504317489216
荒川化学工業,2018,Q1,47.861363766552934
荒川化学工業,2018,Q2,37.589852535147976
荒川化学工業,2018,Q3,48.04539971249273
荒川化学工業,2018,Q4,32.12261339775354
荒川化学工業,2019,Q1,50.87741159893036
荒川化学工業,2019,Q2,40.769497986592306
荒川化学工業,2019,Q3,77.12436780706498
荒川化学工業,2019,Q4,13.262039484594482
荒川化学工業,2020,Q1,30.290048966200448
荒川化学工業,2020,Q2,13.749131670148605
荒川化学工業,2020,Q3,56.330459879257845
荒川化学工業,2020,Q4,7.287441276828885
菱電商事,2018,Q1,35.65294510035067
菱電商事,2018,Q2,41.005138020139626
菱電商事,2018,Q3,41.880735166182745
菱電商事,2018,Q4,47.214657196163024
菱電商事,2019,Q1,41.52896990187075
菱電商事,2019,Q2,49.76263444559002
菱電商事,2019,Q3,49.22167157357519
菱電商事,2019,Q4,47.85965666222401
菱電商事,2020,Q1,38.84363311534132
菱電商事,2020,Q2,44.42280128380694
菱電商事,2020,Q3,30.627534555622898
菱電商事,2020,Q4,35.16985563916459
萩原電気ホールディングス,2018,Q1,59.65247606269304
萩原電気ホールディングス,2018,Q2,92.44446121237755
萩原電気ホールディングス,2018,Q3,79.34188144949351
萩原電気ホールディングス,2018,Q4,104.00750615958549
萩原電気ホールディングス,2019,Q1,65.5730471701288
萩原電気ホールディングス,2019,Q2,94.62037752945348
萩原電気ホールディングス,2019,Q3,89.53520410116761
萩原電気ホールディングス,2019,Q4,100.67116198421061
萩原電気ホールディングス,2020,Q1,67.56300601643281
萩原電気ホールディングス,2020,Q2,76.3714209109198
萩原電気ホールディングス,2020,Q3,67.20104897527318
萩原電気ホールディングス,2020,Q4,87.15318555969857
蔵王産業,2018,Q1,26.23891967962515
蔵王産業,2018,Q2,32.02178705718329
蔵王産業,2018,Q3,32.623802716278426
蔵王産業,2018,Q4,38.04459531007437
蔵王産業,2019,Q1,24.56350066374247
蔵王産業,2019,Q2,29.567706369032216
蔵王産業,2019,Q3,28.582808486762566
蔵王産業,2019,Q4,38.120484161622855
蔵王産業,2020,Q1,22.731089703420796
蔵王産業,2020,Q2,23.34213078677401
蔵王産業,2020,Q3,24.402749034516667
蔵王産業,2020,Q4,36.9901976212647
藤倉コンポジット,2018,Q1,27.694981207087956
藤倉コンポジット,2018,Q2,18.800058334222953
藤倉コンポジット,2018,Q3,29.198271615037193
藤倉コンポジット,2018,Q4,2.1877023875454
藤倉コンポジット,2019,Q1,24.45172963264701
藤倉コンポジット,2019,Q2,7.869376143970735
藤倉コンポジット,2019,Q3,19.094502214312328
藤倉コンポジット,2019,Q4,-4.774120488268107
藤倉コンポジット,2020,Q1,12.828047653151414
藤倉コンポジット,2020,Q2,6.712590604692458
藤倉コンポジット,2020,Q3,0.19682151061897135
藤倉コンポジット,2020,Q4,-5.16608949762915
藤倉化成,2018,Q1,10.650024208385725
藤倉化成,2018,Q2,21.602791722869338
藤倉化成,2018,Q3,16.52940754224269
藤倉化成,2018,Q4,18.893334153741435
藤倉化成,2019,Q1,15.850494431786082
藤倉化成,2019,Q2,14.2960836022102
藤倉化成,2019,Q3,14.968028250394317
藤倉化成,2019,Q4,12.497506558513304
藤倉化成,2020,Q1,7.273571004485982
藤倉化成,2020,Q2,6.171821667559534
藤倉化成,2020,Q3,-4.9295110240367315
藤倉化成,2020,Q4,4.165853122683258
藤森工業,2018,Q1,88.82397595554171
藤森工業,2018,Q2,84.59061050592867
藤森工業,2018,Q3,85.91666161885857
藤森工業,2018,Q4,17.829639740674715
藤森工業,2019,Q1,88.73546409924819
藤森工業,2019,Q2,86.6667685549095
藤森工業,2019,Q3,98.96890701240241
藤森工業,2019,Q4,38.42291879570257
藤森工業,2020,Q1,85.47434005838502
藤森工業,2020,Q2,87.60105003227194
藤森工業,2020,Q3,100.22515343294543
藤森工業,2020,Q4,43.95507288251601
虹技,2018,Q1,47.734742069766774
虹技,2018,Q2,49.73190024275258
虹技,2018,Q3,52.47591115019597
虹技,2018,Q4,65.25555150219351
虹技,2019,Q1,59.35792772886841
虹技,2019,Q2,41.65172674204929
虹技,2019,Q3,47.23440533482389
虹技,2019,Q4,11.204664394888269
虹技,2020,Q1,-34.546855446922265
虹技,2020,Q2,-5.120911750315933
虹技,2020,Q3,0.2688739069668813
虹技,2020,Q4,11.644553788582993
蛇の目ミシン工業,2018,Q1,16.527913269800134
蛇の目ミシン工業,2018,Q2,12.907429626028101
蛇の目ミシン工業,2018,Q3,21.95130749235958
蛇の目ミシン工業,2018,Q4,14.952493123654293
蛇の目ミシン工業,2019,Q1,7.563933835957911
蛇の目ミシン工業,2019,Q2,6.532721700543087
蛇の目ミシン工業,2019,Q3,11.432920906292487
蛇の目ミシン工業,2019,Q4,3.4447835479139863
蛇の目ミシン工業,2020,Q1,3.769485396891451
蛇の目ミシン工業,2020,Q2,38.65429225620831
蛇の目ミシン工業,2020,Q3,66.34732612508367
蛇の目ミシン工業,2020,Q4,48.54250271962156
蝶理,2018,Q1,48.44575687995716
蝶理,2018,Q2,57.01337232582689
蝶理,2018,Q3,59.66926447766902
蝶理,2018,Q4,54.81966566832598
蝶理,2019,Q1,59.67062665030425
蝶理,2019,Q2,65.43076940606018
蝶理,2019,Q3,66.00157684402791
蝶理,2019,Q4,60.73931191857805
蝶理,2020,Q1,64.51213281214598
蝶理,2020,Q2,4.995491925548947
蝶理,2020,Q3,43.82801247390442
蝶理,2020,Q4,44.13347772191946
西日本旅客鉄道,2018,Q1,12.159004617513006
西日本旅客鉄道,2018,Q2,195.5278579998551
西日本旅客鉄道,2018,Q3,346.37770233681897
西日本旅客鉄道,2018,Q4,-358.24022638380524
西日本旅客鉄道,2019,Q1,70.55173378165705
西日本旅客鉄道,2019,Q2,119.4900256018726
西日本旅客鉄道,2019,Q3,282.27892458998093
西日本旅客鉄道,2019,Q4,0.5491891600347723
西日本旅客鉄道,2020,Q1,35.19179768949353
西日本旅客鉄道,2020,Q2,-527.8902302896897
西日本旅客鉄道,2020,Q3,-276.87668397691
西日本旅客鉄道,2020,Q4,-499.6651707592024
西日本鉄道,2018,Q1,9.844136387600738
西日本鉄道,2018,Q2,14.868628219513273
西日本鉄道,2018,Q3,46.5372931668592
西日本鉄道,2018,Q4,0.8486617849351639
西日本鉄道,2019,Q1,23.243303132136905
西日本鉄道,2019,Q2,-0.03195502416066276
西日本鉄道,2019,Q3,45.11984639894773
西日本鉄道,2019,Q4,15.195829065645304
西日本鉄道,2020,Q1,25.646360229044912
西日本鉄道,2020,Q2,-59.348741410197164
西日本鉄道,2020,Q3,-18.716368837991382
西日本鉄道,2020,Q4,-38.32257513145884
西松建設,2018,Q1,65.28839045985713
西松建設,2018,Q2,45.48622870314607
西松建設,2018,Q3,129.36630812837748
西松建設,2018,Q4,130.48005826942406
西松建設,2019,Q1,84.72301592323954
西松建設,2019,Q2,74.89040331808535
西松建設,2019,Q3,98.12418260431144
西松建設,2019,Q4,149.65403147003508
西松建設,2020,Q1,72.50611468271173
西松建設,2020,Q2,59.71466746508697
西松建設,2020,Q3,90.4773178026329
西松建設,2020,Q4,88.01809242916741
西華産業,2018,Q1,6.200994505817349
西華産業,2018,Q2,8.428035071272854
西華産業,2018,Q3,18.044343337854144
西華産業,2018,Q4,71.56665809873908
西華産業,2019,Q1,23.888048469258166
西華産業,2019,Q2,37.70656573658549
西華産業,2019,Q3,14.492320126430169
西華産業,2019,Q4,54.40701161667895
西華産業,2020,Q1,-82.25573332183009
西華産業,2020,Q2,-31.036162556538613
西華産業,2020,Q3,34.67112024202424
西華産業,2020,Q4,-301.5196562968878
西部ガスホールディングス,2018,Q1,97.36020131627035
西部ガスホールディングス,2018,Q2,45.337655615178804
西部ガスホールディングス,2018,Q3,30.011506839703703
西部ガスホールディングス,2018,Q4,70.62393357028711
西部ガスホールディングス,2019,Q1,55.898445540854595
西部ガスホールディングス,2019,Q2,-15.581642961242139
西部ガスホールディングス,2019,Q3,4.628647972565695
西部ガスホールディングス,2019,Q4,127.23927391365143
西部ガスホールディングス,2020,Q1,61.104425634384654
西部ガスホールディングス,2020,Q2,-28.04074621629036
西部ガスホールディングス,2020,Q3,2.2715671362487093
西部ガスホールディングス,2020,Q4,92.58465949920064
豊田合成,2018,Q1,37.89539882823612
豊田合成,2018,Q2,56.878506965980726
豊田合成,2018,Q3,42.19291620607427
豊田合成,2018,Q4,24.13515485893891
豊田合成,2019,Q1,40.26644996777732
豊田合成,2019,Q2,38.9581931730054
豊田合成,2019,Q3,51.914535112013084
豊田合成,2019,Q4,37.792133608842306
豊田合成,2020,Q1,33.10395486114406
豊田合成,2020,Q2,22.336324532882948
豊田合成,2020,Q3,32.49739647628505
豊田合成,2020,Q4,37.25873121477093
近畿車両,2018,Q1,44.692794017359574
近畿車両,2018,Q2,75.47357738762898
近畿車両,2018,Q3,153.04805711115262
近畿車両,2018,Q4,-7.643170214144362
近畿車両,2019,Q1,138.41154103802901
近畿車両,2019,Q2,69.45621021264206
近畿車両,2019,Q3,82.52362253733511
近畿車両,2019,Q4,-78.37822522761195
近畿車両,2020,Q1,96.57321733550086
近畿車両,2020,Q2,62.07410534926372
近畿車両,2020,Q3,58.727119140886714
近畿車両,2020,Q4,-67.86921154815914
近鉄グループホールディングス,2018,Q1,11.418801611590922
近鉄グループホールディングス,2018,Q2,33.92270325549204
近鉄グループホールディングス,2018,Q3,78.47871019931287
近鉄グループホールディングス,2018,Q4,40.47926771668792
近鉄グループホールディングス,2019,Q1,65.86726397195257
近鉄グループホールディングス,2019,Q2,51.260285245310484
近鉄グループホールディングス,2019,Q3,75.16743299132298
近鉄グループホールディングス,2019,Q4,24.84345557869054
近鉄グループホールディングス,2020,Q1,5.351145204599465
近鉄グループホールディングス,2020,Q2,-135.63767190982827
近鉄グループホールディングス,2020,Q3,-54.39072235397845
近鉄グループホールディングス,2020,Q4,-181.11676429972434
進学会ホールディングス,2018,Q1,20.950981051276052
進学会ホールディングス,2018,Q2,19.037471251689272
進学会ホールディングス,2018,Q3,15.766810831498834
進学会ホールディングス,2018,Q4,-1.6644326855849219
進学会ホールディングス,2019,Q1,3.364550234646302
進学会ホールディングス,2019,Q2,5.762713978930936
進学会ホールディングス,2019,Q3,1.2753331169587696
進学会ホールディングス,2019,Q4,-7.547861939213821
進学会ホールディングス,2020,Q1,-2.3805240991957106
進学会ホールディングス,2020,Q2,-12.915008412661898
進学会ホールディングス,2020,Q3,-6.14048766019382
進学会ホールディングス,2020,Q4,-30.958410501041158
遠藤照明,2018,Q1,34.20550004578247
遠藤照明,2018,Q2,59.113039696228824
遠藤照明,2018,Q3,69.56831468915229
遠藤照明,2018,Q4,-77.75709905699213
遠藤照明,2019,Q1,148.16296681134853
遠藤照明,2019,Q2,41.76169510668259
遠藤照明,2019,Q3,18.801835743005462
遠藤照明,2019,Q4,39.20898183705306
遠藤照明,2020,Q1,30.85667873649835
遠藤照明,2020,Q2,37.41955879888498
遠藤照明,2020,Q3,-3.000877365011439
遠藤照明,2020,Q4,47.58298073362051
都築電気,2018,Q1,-43.182463857074175
都築電気,2018,Q2,55.82794963958428
都築電気,2018,Q3,-17.56900417794392
都築電気,2018,Q4,95.59042542447813
都築電気,2019,Q1,-38.1611567552071
都築電気,2019,Q2,59.618751773070464
都築電気,2019,Q3,6.694599976722493
都築電気,2019,Q4,126.27307164745172
都築電気,2020,Q1,-21.226472368685087
都築電気,2020,Q2,75.15791885137057
都築電気,2020,Q3,21.131458474330888
都築電気,2020,Q4,116.349809529292
酉島製作所,2018,Q1,-14.391129461913849
酉島製作所,2018,Q2,-1.4305149343831491
酉島製作所,2018,Q3,11.200660304836404
酉島製作所,2018,Q4,20.11270291525203
酉島製作所,2019,Q1,1.4102594944068443
酉島製作所,2019,Q2,3.1906106306638833
酉島製作所,2019,Q3,7.51752817682366
酉島製作所,2019,Q4,14.897278813750283
酉島製作所,2020,Q1,55.0066136514945
酉島製作所,2020,Q2,-56.289315443430795
酉島製作所,2020,Q3,2.607863697984506
酉島製作所,2020,Q4,73.77077129864188
酒井重工業,2018,Q1,92.53022064129618
酒井重工業,2018,Q2,74.18675578509207
酒井重工業,2018,Q3,253.70715625886362
酒井重工業,2018,Q4,47.61909089744363
酒井重工業,2019,Q1,43.140634445846146
酒井重工業,2019,Q2,36.72714584720297
酒井重工業,2019,Q3,63.6267269415916
酒井重工業,2019,Q4,47.954692916395466
酒井重工業,2020,Q1,-0.7538266093593435
酒井重工業,2020,Q2,-15.155997111492162
酒井重工業,2020,Q3,-41.89131050060786
酒井重工業,2020,Q4,-2.618757286157063
野村マイクロ・サイエンス,2018,Q1,5.201612322820841
野村マイクロ・サイエンス,2018,Q2,29.44340129142559
野村マイクロ・サイエンス,2018,Q3,46.36178081068959
野村マイクロ・サイエンス,2018,Q4,48.27389482703429
野村マイクロ・サイエンス,2019,Q1,8.856230014839998
野村マイクロ・サイエンス,2019,Q2,20.99534989350418
野村マイクロ・サイエンス,2019,Q3,43.65137840446945
野村マイクロ・サイエンス,2019,Q4,47.6769968132551
野村マイクロ・サイエンス,2020,Q1,10.400429201638133
野村マイクロ・サイエンス,2020,Q2,34.340394184742706
野村マイクロ・サイエンス,2020,Q3,79.09361230199798
野村マイクロ・サイエンス,2020,Q4,80.00491895078304
野村不動産ホールディングス,2018,Q1,58.33507085906946
野村不動産ホールディングス,2018,Q2,76.68283683507215
野村不動産ホールディングス,2018,Q3,53.01197472738541
野村不動産ホールディングス,2018,Q4,99.79859080262588
野村不動産ホールディングス,2019,Q1,58.06515405339848
野村不動産ホールディングス,2019,Q2,57.026598790514775
野村不動産ホールディングス,2019,Q3,45.552486318768175
野村不動産ホールディングス,2019,Q4,113.97650550148734
野村不動産ホールディングス,2020,Q1,33.1683893485438
野村不動産ホールディングス,2020,Q2,57.98736916605089
野村不動産ホールディングス,2020,Q3,29.158358274277738
野村不動産ホールディングス,2020,Q4,170.94072435251167
野村総合研究所,2018,Q1,48.893428264457775
野村総合研究所,2018,Q2,86.88030737547581
野村総合研究所,2018,Q3,55.403743010334715
野村総合研究所,2018,Q4,44.17578620407144
野村総合研究所,2019,Q1,52.67055082060106
野村総合研究所,2019,Q2,74.38290850679144
野村総合研究所,2019,Q3,63.10416263732406
野村総合研究所,2019,Q4,44.42161840795354
野村総合研究所,2020,Q1,38.882137370201576
野村総合研究所,2020,Q2,41.39026587554764
野村総合研究所,2020,Q3,19.809119796650368
野村総合研究所,2020,Q4,8.931717739984963
鉄建建設,2018,Q1,131.17182015466324
鉄建建設,2018,Q2,42.78741339989427
鉄建建設,2018,Q3,192.5438985397512
鉄建建設,2018,Q4,104.54056818606199
鉄建建設,2019,Q1,77.35130861302187
鉄建建設,2019,Q2,21.127056800480872
鉄建建設,2019,Q3,110.99472389413634
鉄建建設,2019,Q4,113.27275839798719
鉄建建設,2020,Q1,61.59258098970636
鉄建建設,2020,Q2,99.64486059763965
鉄建建設,2020,Q3,85.38379403240066
鉄建建設,2020,Q4,74.72098228530487
銭高組,2018,Q1,221.56435995906142
銭高組,2018,Q2,159.76823068740478
銭高組,2018,Q3,206.34391818830971
銭高組,2018,Q4,238.6158707063347
銭高組,2019,Q1,85.8426276365785
銭高組,2019,Q2,121.35932296756724
銭高組,2019,Q3,135.33367528172732
銭高組,2019,Q4,210.84872534774877
銭高組,2020,Q1,150.37057864234177
銭高組,2020,Q2,143.9544978700169
銭高組,2020,Q3,202.17615715917893
銭高組,2020,Q4,179.90455299669216
長瀬産業,2018,Q1,35.6202767484089
長瀬産業,2018,Q2,42.77417870703434
長瀬産業,2018,Q3,42.84564819722792
長瀬産業,2018,Q4,28.763198329403938
長瀬産業,2019,Q1,43.594956860983174
長瀬産業,2019,Q2,41.37897665857223
長瀬産業,2019,Q3,39.01503299191129
長瀬産業,2019,Q4,22.521940753192933
長瀬産業,2020,Q1,36.241736481602636
長瀬産業,2020,Q2,41.62233985684258
長瀬産業,2020,Q3,42.61840534969826
長瀬産業,2020,Q4,28.812481661606164
長谷工コーポレーション,2018,Q1,58.769010558212535
長谷工コーポレーション,2018,Q2,70.14627865124605
長谷工コーポレーション,2018,Q3,77.22767582611448
長谷工コーポレーション,2018,Q4,95.16629676749892
長谷工コーポレーション,2019,Q1,68.30331066319411
長谷工コーポレーション,2019,Q2,91.93744116303746
長谷工コーポレーション,2019,Q3,65.50042771686853
長谷工コーポレーション,2019,Q4,71.23521133636363
長谷工コーポレーション,2020,Q1,37.93796171969076
長谷工コーポレーション,2020,Q2,53.70377592661254
長谷工コーポレーション,2020,Q3,30.29086805346604
長谷工コーポレーション,2020,Q4,53.406690750176935
長野計器,2018,Q1,39.98728720415998
長野計器,2018,Q2,56.63172331992533
長野計器,2018,Q3,43.756377439410386
長野計器,2018,Q4,61.222750650741474
長野計器,2019,Q1,-7.648423191556436
長野計器,2019,Q2,4.861438010962141
長野計器,2019,Q3,7.723561753989912
長野計器,2019,Q4,29.70711493598772
長野計器,2020,Q1,32.18059564716208
長野計器,2020,Q2,14.798722767799097
長野計器,2020,Q3,2.70519441181224
長野計器,2020,Q4,30.553136305067316
関東電化工業,2018,Q1,30.036679889306555
関東電化工業,2018,Q2,17.817515071949785
関東電化工業,2018,Q3,42.48131924372423
関東電化工業,2018,Q4,35.65510220387297
関東電化工業,2019,Q1,30.17845699026598
関東電化工業,2019,Q2,11.809149667467729
関東電化工業,2019,Q3,34.39647783116652
関東電化工業,2019,Q4,33.68240153012765
関東電化工業,2020,Q1,17.235968549044188
関東電化工業,2020,Q2,5.291582233841661
関東電化工業,2020,Q3,15.318107889805562
関東電化工業,2020,Q4,8.037553238954143
関西スーパーマーケット,2018,Q1,5.0939257485713085
関西スーパーマーケット,2018,Q2,5.521674108450739
関西スーパーマーケット,2018,Q3,17.120204438254948
関西スーパーマーケット,2018,Q4,4.264245671042947
関西スーパーマーケット,2019,Q1,9.659018607118881
関西スーパーマーケット,2019,Q2,9.928299465445049
関西スーパーマーケット,2019,Q3,18.48252722094447
関西スーパーマーケット,2019,Q4,4.528076821545382
関西スーパーマーケット,2020,Q1,11.890244733708709
関西スーパーマーケット,2020,Q2,17.18250608180151
関西スーパーマーケット,2020,Q3,23.364176590274404
関西スーパーマーケット,2020,Q4,11.293393000411141
関西ペイント,2018,Q1,11.07670511982633
関西ペイント,2018,Q2,17.723673859316072
関西ペイント,2018,Q3,23.400991145850313
関西ペイント,2018,Q4,21.198066059702118
関西ペイント,2019,Q1,14.68796843495317
関西ペイント,2019,Q2,26.15897002498648
関西ペイント,2019,Q3,17.637484174215192
関西ペイント,2019,Q4,1.06133824932897
関西ペイント,2020,Q1,15.993952022442945
関西ペイント,2020,Q2,21.444056567430785
関西ペイント,2020,Q3,23.61358299906098
関西ペイント,2020,Q4,9.120403926768802
関電工,2018,Q1,28.939319384199557
関電工,2018,Q2,24.142563242707855
関電工,2018,Q3,19.811327062160988
