企業名,会計年度,四半期,y_hat_comb_uall
ステラ　ケミファ,2018,Q4,19.746195614870793
ステラ　ケミファ,2019,Q1,36.93134509381535
ステラ　ケミファ,2019,Q2,43.904324846124126
ステラ　ケミファ,2019,Q3,28.03991622359352
ステラ　ケミファ,2019,Q4,34.00466404563054
ステラ　ケミファ,2020,Q1,39.86816226715325
ステラ　ケミファ,2020,Q2,27.165202172368247
ステラ　ケミファ,2020,Q3,39.833439050427316
ステラ　ケミファ,2020,Q4,46.03445798941649
セイコーエプソン,2018,Q1,35.245452745501424
セイコーエプソン,2018,Q2,27.097416007911754
セイコーエプソン,2018,Q3,47.10247608039417
セイコーエプソン,2018,Q4,47.46727893174204
セイコーエプソン,2019,Q1,32.31860382207773
セイコーエプソン,2019,Q2,21.457206843414138
セイコーエプソン,2019,Q3,60.77167529637313
セイコーエプソン,2019,Q4,22.642817142376565
セイコーエプソン,2020,Q1,-16.935392556083578
セイコーエプソン,2020,Q2,29.977613412701754
セイコーエプソン,2020,Q3,27.61229497034458
セイコーエプソン,2020,Q4,3.2346716006740444
セイコーホールディングス,2018,Q1,72.73755048029123
セイコーホールディングス,2018,Q2,37.6020276533096
セイコーホールディングス,2018,Q3,63.38100315924204
セイコーホールディングス,2018,Q4,105.34482475275448
セイコーホールディングス,2019,Q1,18.507686374431998
セイコーホールディングス,2019,Q2,44.52283611224114
セイコーホールディングス,2019,Q3,58.240702474607176
セイコーホールディングス,2019,Q4,15.737202499158007
セイコーホールディングス,2020,Q1,5.716086018035483
セイコーホールディングス,2020,Q2,44.54205202312893
セイコーホールディングス,2020,Q3,25.550029043270765
セイコーホールディングス,2020,Q4,-4.313252245393925
セイノーホールディングス,2018,Q1,22.02820687043274
セイノーホールディングス,2018,Q2,24.523582520375836
セイノーホールディングス,2018,Q3,31.696169534251357
セイノーホールディングス,2018,Q4,25.85242861303204
セイノーホールディングス,2019,Q1,27.364971758200646
セイノーホールディングス,2019,Q2,22.28663066296668
セイノーホールディングス,2019,Q3,31.182036318447842
セイノーホールディングス,2019,Q4,15.298848681519711
セイノーホールディングス,2020,Q1,40.50747117012005
セイノーホールディングス,2020,Q2,60.58448924691199
セイノーホールディングス,2020,Q3,24.35123913378624
セイノーホールディングス,2020,Q4,16.83865561828062
セガサミーホールディングス,2018,Q1,27.91125291728931
セガサミーホールディングス,2018,Q2,21.56907753908166
セガサミーホールディングス,2018,Q3,17.478206870871887
セガサミーホールディングス,2018,Q4,0.45977151635918573
セガサミーホールディングス,2019,Q1,9.969643989126252
セガサミーホールディングス,2019,Q2,16.34653186044259
セガサミーホールディングス,2019,Q3,14.163221247750197
セガサミーホールディングス,2019,Q4,7.317558267275677
セガサミーホールディングス,2020,Q1,7.7698643744944205
セガサミーホールディングス,2020,Q2,17.941083651145515
セガサミーホールディングス,2020,Q3,13.832968155270658
セガサミーホールディングス,2020,Q4,0.9951461727607587
セコム,2018,Q1,97.43676712077864
セコム,2018,Q2,104.19458467850325
セコム,2018,Q3,94.84746117469936
セコム,2018,Q4,100.61511538549306
セコム,2019,Q1,109.7534818641652
セコム,2019,Q2,83.70417411629892
セコム,2019,Q3,105.09098769954971
セコム,2019,Q4,102.39446945690523
セコム,2020,Q1,93.82674324520406
セコム,2020,Q2,98.2930504084445
セコム,2020,Q3,89.14933948623127
セコム,2020,Q4,92.62182402584509
センコーグループホールディング,2018,Q1,14.06781282684437
センコーグループホールディング,2018,Q2,17.099380117801555
センコーグループホールディング,2018,Q3,20.173144678259924
センコーグループホールディング,2018,Q4,15.157497663429599
センコーグループホールディング,2019,Q1,18.56502273413285
センコーグループホールディング,2019,Q2,19.057730965093832
センコーグループホールディング,2019,Q3,24.68003035931044
センコーグループホールディング,2019,Q4,16.486129997234798
センコーグループホールディング,2020,Q1,18.171037315113786
センコーグループホールディング,2020,Q2,19.375567062646333
センコーグループホールディング,2020,Q3,25.53146115347969
センコーグループホールディング,2020,Q4,12.882188612115353
セントケア・ホールディング,2018,Q1,67.4686158717978
セントケア・ホールディング,2018,Q2,84.41060223476318
セントケア・ホールディング,2018,Q3,-24.630902143534094
セントケア・ホールディング,2018,Q4,-13.340728366589989
セントケア・ホールディング,2019,Q1,1.9129468050086644
セントケア・ホールディング,2019,Q2,44.999014399220734
セントケア・ホールディング,2019,Q3,10.160239793681097
セントケア・ホールディング,2019,Q4,12.458730899621134
セントケア・ホールディング,2020,Q1,11.741370358091059
セントケア・ホールディング,2020,Q2,47.295718957427354
セントケア・ホールディング,2020,Q3,18.669314997123895
セントケア・ホールディング,2020,Q4,-18.264203194383775
セントラルスポーツ,2018,Q1,55.78517506150695
セントラルスポーツ,2018,Q2,52.75868839165698
セントラルスポーツ,2018,Q3,52.17961415779324
セントラルスポーツ,2018,Q4,66.47540027378548
セントラルスポーツ,2019,Q1,52.17437151366827
セントラルスポーツ,2019,Q2,49.16329191287015
セントラルスポーツ,2019,Q3,46.07407853351724
セントラルスポーツ,2019,Q4,64.36365535462475
セントラルスポーツ,2020,Q1,47.54618643818299
セントラルスポーツ,2020,Q2,-105.71023691597247
セントラルスポーツ,2020,Q3,-25.8001792275774
セントラルスポーツ,2020,Q4,30.93295397595573
セントラル硝子,2018,Q1,7.512791644306695
セントラル硝子,2018,Q2,3.328598725825401
セントラル硝子,2018,Q3,31.370115640131154
セントラル硝子,2018,Q4,24.64567650602121
セントラル硝子,2019,Q1,31.17497745178924
セントラル硝子,2019,Q2,38.51814680824579
セントラル硝子,2019,Q3,34.90892584654902
セントラル硝子,2019,Q4,23.667985341823858
セントラル硝子,2020,Q1,37.39915440763247
セントラル硝子,2020,Q2,25.363128138326797
セントラル硝子,2020,Q3,-6.146619396214271
セントラル硝子,2020,Q4,33.81263814230299
セーレン,2018,Q1,29.505735993547045
セーレン,2018,Q2,24.112686624247747
セーレン,2018,Q3,33.56064246864673
セーレン,2018,Q4,26.41742846337532
セーレン,2019,Q1,32.08643864730787
セーレン,2019,Q2,30.888156055533937
セーレン,2019,Q3,35.79557333534927
セーレン,2019,Q4,26.654521522777838
セーレン,2020,Q1,36.0251700507125
セーレン,2020,Q2,27.09947799982819
セーレン,2020,Q3,29.26907037219606
セーレン,2020,Q4,35.085257788960234
ゼビオホールディングス,2018,Q1,43.312622405962
ゼビオホールディングス,2018,Q2,23.31917048373154
ゼビオホールディングス,2018,Q3,38.48866880912859
ゼビオホールディングス,2018,Q4,-18.42492432019011
ゼビオホールディングス,2019,Q1,46.48500672703442
ゼビオホールディングス,2019,Q2,10.217260007466729
ゼビオホールディングス,2019,Q3,9.909066013206232
ゼビオホールディングス,2019,Q4,-26.92761777857289
ゼビオホールディングス,2020,Q1,26.82983681470281
ゼビオホールディングス,2020,Q2,-10.77173587345912
ゼビオホールディングス,2020,Q3,7.582557825212795
ゼビオホールディングス,2020,Q4,-18.56940738012677
ゼンショーホールディングス,2018,Q1,9.733566182630788
ゼンショーホールディングス,2018,Q2,17.01465311232139
ゼンショーホールディングス,2018,Q3,14.073753038545632
ゼンショーホールディングス,2018,Q4,10.860539224225883
ゼンショーホールディングス,2019,Q1,13.836456215155602
ゼンショーホールディングス,2019,Q2,19.78481536197487
ゼンショーホールディングス,2019,Q3,25.14725791702711
ゼンショーホールディングス,2019,Q4,12.252866378429605
ゼンショーホールディングス,2020,Q1,14.237442134433522
ゼンショーホールディングス,2020,Q2,5.025329594012131
ゼンショーホールディングス,2020,Q3,16.37706108402859
ゼンショーホールディングス,2020,Q4,1.7955413452161253
ゼンリン,2018,Q1,6.407825571887583
ゼンリン,2018,Q2,9.403329781739743
ゼンリン,2018,Q3,-1.3068684821540242
ゼンリン,2018,Q4,64.57671379324034
ゼンリン,2019,Q1,7.26302159430264
ゼンリン,2019,Q2,2.7913902715971783
ゼンリン,2019,Q3,6.9165890808933295
ゼンリン,2019,Q4,42.076310042688824
ゼンリン,2020,Q1,-1.8928237350841735
ゼンリン,2020,Q2,6.012020709087444
ゼンリン,2020,Q3,5.87095361529329
ゼンリン,2020,Q4,43.69771797655447
ソトー,2018,Q1,8.407669845177228
ソトー,2018,Q2,9.254661203468492
ソトー,2018,Q3,4.290279895574736
ソトー,2018,Q4,4.911314465956358
ソトー,2019,Q1,10.156828637589792
ソトー,2019,Q2,10.432806670334026
ソトー,2019,Q3,4.081241691629613
ソトー,2019,Q4,0.7689502576014942
ソトー,2020,Q1,4.875272221557492
ソトー,2020,Q2,0.8630062187048381
ソトー,2020,Q3,-9.673206509576001
ソトー,2020,Q4,-18.113492128781882
ソニーグループ,2018,Q1,34.27263632764321
ソニーグループ,2018,Q2,73.6413229319478
ソニーグループ,2018,Q3,145.8338867643022
ソニーグループ,2018,Q4,71.83844521245267
ソニーグループ,2019,Q1,165.17763067391806
ソニーグループ,2019,Q2,126.47663527293598
ソニーグループ,2019,Q3,221.97474699011136
ソニーグループ,2019,Q4,87.31401605989979
ソニーグループ,2020,Q1,115.97357381554416
ソニーグループ,2020,Q2,140.7587835772243
ソニーグループ,2020,Q3,222.67600681155142
ソニーグループ,2020,Q4,110.85470743212932
ソネック,2018,Q1,16.593121165444874
ソネック,2018,Q2,15.904856995158758
ソネック,2018,Q3,20.511929967868717
ソネック,2018,Q4,24.21397780669092
ソネック,2019,Q1,14.846048115933565
ソネック,2019,Q2,21.376740113648985
ソネック,2019,Q3,24.436101733439905
ソネック,2019,Q4,15.979790907402577
ソネック,2020,Q1,17.680950667339154
ソネック,2020,Q2,19.74508673576679
ソネック,2020,Q3,16.858800473630065
ソネック,2020,Q4,22.88536463803403
ソフトクリエイトホールディング,2018,Q1,18.45513222074869
ソフトクリエイトホールディング,2018,Q2,26.35899423546241
ソフトクリエイトホールディング,2018,Q3,24.530029354902144
ソフトクリエイトホールディング,2018,Q4,22.567975497007815
ソフトクリエイトホールディング,2019,Q1,23.437892759690946
ソフトクリエイトホールディング,2019,Q2,23.15079070612908
ソフトクリエイトホールディング,2019,Q3,29.226558964878393
ソフトクリエイトホールディング,2019,Q4,16.778792975774564
ソフトクリエイトホールディング,2020,Q1,22.521712585608515
ソフトクリエイトホールディング,2020,Q2,36.03535534343758
ソフトクリエイトホールディング,2020,Q3,37.25021614387778
ソフトクリエイトホールディング,2020,Q4,20.244059845829568
ソースネクスト,2018,Q1,47.28158441270783
ソースネクスト,2018,Q2,28.359264409290233
ソースネクスト,2018,Q3,41.99210991145246
ソースネクスト,2018,Q4,6.916670305898336
ソースネクスト,2019,Q1,7.970779963575987
ソースネクスト,2019,Q2,8.549061254581568
ソースネクスト,2019,Q3,-3.207696773702426
ソースネクスト,2019,Q4,16.29416647338248
ソースネクスト,2020,Q1,10.870500174489848
ソースネクスト,2020,Q2,12.80037501907918
ソースネクスト,2020,Q3,8.121427161241396
ソースネクスト,2020,Q4,11.008955617802734
ソーダニッカ,2018,Q1,9.300809780490024
ソーダニッカ,2018,Q2,8.956149557688608
ソーダニッカ,2018,Q3,11.257155215804994
ソーダニッカ,2018,Q4,10.3100558414264
ソーダニッカ,2019,Q1,9.819569603414111
ソーダニッカ,2019,Q2,7.6910644381859345
ソーダニッカ,2019,Q3,12.199496206546101
ソーダニッカ,2019,Q4,8.2775007509083
ソーダニッカ,2020,Q1,7.7589743206519985
ソーダニッカ,2020,Q2,8.64962669813227
ソーダニッカ,2020,Q3,9.288020560644503
ソーダニッカ,2020,Q4,5.358397880732183
タイガースポリマー,2018,Q1,18.354357035665384
タイガースポリマー,2018,Q2,27.498846298343658
タイガースポリマー,2018,Q3,25.035175315789257
タイガースポリマー,2018,Q4,17.589457292308907
タイガースポリマー,2019,Q1,21.354505438787033
タイガースポリマー,2019,Q2,18.09461494885962
タイガースポリマー,2019,Q3,13.906572198428464
タイガースポリマー,2019,Q4,11.444651551896232
タイガースポリマー,2020,Q1,3.8106353282928693
タイガースポリマー,2020,Q2,5.202441436539155
タイガースポリマー,2020,Q3,-0.3290507458913282
タイガースポリマー,2020,Q4,-1.4412521215818805
タカノ,2018,Q1,10.712922389142694
タカノ,2018,Q2,17.8297324942447
タカノ,2018,Q3,1.8163311398933277
タカノ,2018,Q4,25.423309260804256
タカノ,2019,Q1,15.507637404941534
タカノ,2019,Q2,9.356909823986387
タカノ,2019,Q3,-1.1691941210038084
タカノ,2019,Q4,24.400986204638876
タカノ,2020,Q1,9.386165412992648
タカノ,2020,Q2,-4.702470411529662
タカノ,2020,Q3,-0.4174754683999149
タカノ,2020,Q4,23.31251128876275
タカミヤ,2018,Q1,5.879477317943964
タカミヤ,2018,Q2,9.952877349525846
タカミヤ,2018,Q3,12.79251500387854
タカミヤ,2018,Q4,7.322104474156353
タカミヤ,2019,Q1,5.263347589228253
タカミヤ,2019,Q2,11.976354121872475
タカミヤ,2019,Q3,13.564124012564154
タカミヤ,2019,Q4,10.404949136232855
タカミヤ,2020,Q1,10.836948706904398
タカミヤ,2020,Q2,13.27906376148037
タカミヤ,2020,Q3,12.43363501691087
タカミヤ,2020,Q4,8.576585887645773
タカラスタンダード,2018,Q1,31.873123357221772
タカラスタンダード,2018,Q2,25.691628837212495
タカラスタンダード,2018,Q3,43.581736175725794
タカラスタンダード,2018,Q4,10.94699022595258
タカラスタンダード,2019,Q1,29.141953336175742
タカラスタンダード,2019,Q2,26.660905801834758
タカラスタンダード,2019,Q3,53.615124870101496
タカラスタンダード,2019,Q4,17.362648999977775
タカラスタンダード,2020,Q1,25.53140189311
タカラスタンダード,2020,Q2,33.23521983445151
タカラスタンダード,2020,Q3,31.92511217845737
タカラスタンダード,2020,Q4,11.624571368713234
タカラトミー,2018,Q1,5.628607766671553
タカラトミー,2018,Q2,26.081859279002792
タカラトミー,2018,Q3,43.11597650913216
タカラトミー,2018,Q4,-3.9047455315184
タカラトミー,2019,Q1,7.003567333394175
タカラトミー,2019,Q2,26.69190192138675
タカラトミー,2019,Q3,41.25719904280233
タカラトミー,2019,Q4,-7.685716000945429
タカラトミー,2020,Q1,-4.898109588649695
タカラトミー,2020,Q2,22.369761518372496
タカラトミー,2020,Q3,18.819224889044914
タカラトミー,2020,Q4,-10.946569548259987
タカラバイオ,2018,Q1,1.502781809732274
タカラバイオ,2018,Q2,3.9382036947872217
タカラバイオ,2018,Q3,9.288752363239492
タカラバイオ,2018,Q4,15.842773977912561
タカラバイオ,2019,Q1,7.284607386870226
タカラバイオ,2019,Q2,11.767811671491819
タカラバイオ,2019,Q3,4.792601052436423
タカラバイオ,2019,Q4,12.099508041280199
タカラバイオ,2020,Q1,13.788289878428975
タカラバイオ,2020,Q2,3.0798102809361008
タカラバイオ,2020,Q3,8.679729908258924
タカラバイオ,2020,Q4,20.14023138356874
タカラレーベン,2018,Q1,27.725276270835444
タカラレーベン,2018,Q2,1.86820595453197
タカラレーベン,2018,Q3,7.589296595967896
タカラレーベン,2018,Q4,34.03397809523966
タカラレーベン,2019,Q1,14.54767435166342
タカラレーベン,2019,Q2,10.894250749488375
タカラレーベン,2019,Q3,10.1644178373607
タカラレーベン,2019,Q4,36.52737544765927
タカラレーベン,2020,Q1,3.3289219823116794
タカラレーベン,2020,Q2,23.08993400245436
タカラレーベン,2020,Q3,15.701910221883907
タカラレーベン,2020,Q4,14.544025382661886
タキロンシーアイ,2018,Q1,15.245970066860838
タキロンシーアイ,2018,Q2,9.127006469520895
タキロンシーアイ,2018,Q3,17.744058282447007
タキロンシーアイ,2018,Q4,11.56556814416849
タキロンシーアイ,2019,Q1,12.541845883828804
タキロンシーアイ,2019,Q2,12.476098502656843
タキロンシーアイ,2019,Q3,16.253163611294024
タキロンシーアイ,2019,Q4,23.532519675234756
タキロンシーアイ,2020,Q1,9.702411250418356
タキロンシーアイ,2020,Q2,14.214031873772317
タキロンシーアイ,2020,Q3,50.96127504887545
タキロンシーアイ,2020,Q4,12.476745488097658
タクマ,2018,Q1,15.5601505202503
タクマ,2018,Q2,25.611400060366446
タクマ,2018,Q3,22.856886831939285
タクマ,2018,Q4,32.49477932393938
タクマ,2019,Q1,17.542930498030888
タクマ,2019,Q2,22.141135233108137
タクマ,2019,Q3,30.330830232859682
タクマ,2019,Q4,36.25215981268396
タクマ,2020,Q1,12.319212978641186
タクマ,2020,Q2,27.523196978935793
タクマ,2020,Q3,27.75364718289645
タクマ,2020,Q4,27.278015872613565
タケエイ,2018,Q1,14.664657469033221
タケエイ,2018,Q2,5.658924943644278
タケエイ,2018,Q3,10.269662886265133
タケエイ,2018,Q4,17.23187934367307
タケエイ,2019,Q1,5.776580669759872
タケエイ,2019,Q2,7.40916424722833
タケエイ,2019,Q3,22.902599585847472
タケエイ,2019,Q4,16.571081206879214
タケエイ,2020,Q1,23.782535032500288
タケエイ,2020,Q2,16.097766551035285
タケエイ,2020,Q3,20.03187701731668
タケエイ,2020,Q4,33.26466239373532
タダノ,2018,Q1,19.359097522555764
タダノ,2018,Q2,19.154211266956345
タダノ,2018,Q3,16.410210140544894
タダノ,2018,Q4,13.982093188873389
タダノ,2019,Q1,24.03040651658504
タダノ,2019,Q2,19.876603125139827
タダノ,2019,Q3,19.09305651927755
タダノ,2019,Q4,31.30991255180502
タダノ,2020,Q1,8.756943280305501
タダノ,2020,Q2,17.20512939525087
タダノ,2020,Q3,-4.214774211584389
タダノ,2020,Q4,-12.745785411816287
タチエス,2018,Q1,23.047147052723293
タチエス,2018,Q2,42.49593088535385
タチエス,2018,Q3,61.0338892408461
タチエス,2018,Q4,42.75411462915615
タチエス,2019,Q1,31.945830683842594
タチエス,2019,Q2,-0.5578866893863001
タチエス,2019,Q3,18.082296437994284
タチエス,2019,Q4,7.184815776186019
タチエス,2020,Q1,-1.7756843135394065
タチエス,2020,Q2,-48.85829481070806
タチエス,2020,Q3,-78.75157744751371
タチエス,2020,Q4,4.776978898257675
タツタ電線,2018,Q1,12.01646425022718
タツタ電線,2018,Q2,15.634377844600419
タツタ電線,2018,Q3,12.845454322660753
タツタ電線,2018,Q4,9.66162618946218
タツタ電線,2019,Q1,11.154113523531244
タツタ電線,2019,Q2,10.763588069948886
タツタ電線,2019,Q3,13.404110646557253
タツタ電線,2019,Q4,6.127301249977463
タツタ電線,2020,Q1,10.085596846751313
タツタ電線,2020,Q2,14.187710164062736
タツタ電線,2020,Q3,13.112259093396379
タツタ電線,2020,Q4,10.792379086277311
タナベ経営,2018,Q1,16.633439302096882
タナベ経営,2018,Q2,14.724045254402196
タナベ経営,2018,Q3,26.710311443918414
タナベ経営,2018,Q4,13.064812425966716
タナベ経営,2019,Q1,15.430436130992351
タナベ経営,2019,Q2,16.07143242202065
タナベ経営,2019,Q3,29.642565827768777
タナベ経営,2019,Q4,14.323722537326418
タナベ経営,2020,Q1,11.991175593090258
タナベ経営,2020,Q2,19.728428098423933
タナベ経営,2020,Q3,26.245857722429953
タナベ経営,2020,Q4,16.363655601893292
タムラ製作所,2018,Q1,6.745418173239722
タムラ製作所,2018,Q2,12.768313008844334
タムラ製作所,2018,Q3,7.355364699135309
タムラ製作所,2018,Q4,11.130943235734101
タムラ製作所,2019,Q1,12.275439107419187
タムラ製作所,2019,Q2,7.254343788981269
タムラ製作所,2019,Q3,19.716548365480854
タムラ製作所,2019,Q4,14.36420072779861
タムラ製作所,2020,Q1,4.205895205723593
タムラ製作所,2020,Q2,5.982230306648859
タムラ製作所,2020,Q3,5.485019526742945
タムラ製作所,2020,Q4,1.7709027004607532
ダイオーズ,2018,Q1,20.59023195216847
ダイオーズ,2018,Q2,18.95916531413753
ダイオーズ,2018,Q3,20.783610751217942
ダイオーズ,2018,Q4,25.62146744416396
ダイオーズ,2019,Q1,16.98186838822357
ダイオーズ,2019,Q2,20.15903346630626
ダイオーズ,2019,Q3,23.502323165767212
ダイオーズ,2019,Q4,16.844705313518116
ダイオーズ,2020,Q1,17.106368643134836
ダイオーズ,2020,Q2,-0.7349204351474872
ダイオーズ,2020,Q3,-8.34777842999574
ダイオーズ,2020,Q4,-1.63155312455957
ダイキン工業,2018,Q1,149.94106761395244
ダイキン工業,2018,Q2,176.99839852713424
ダイキン工業,2018,Q3,172.53890288623498
ダイキン工業,2018,Q4,123.63922280757302
ダイキン工業,2019,Q1,183.0109719305389
ダイキン工業,2019,Q2,184.18722916839016
ダイキン工業,2019,Q3,148.56054423635118
ダイキン工業,2019,Q4,128.56291815500606
ダイキン工業,2020,Q1,166.0138933525149
ダイキン工業,2020,Q2,143.68052431837435
ダイキン工業,2020,Q3,119.50194157358412
ダイキン工業,2020,Q4,106.54786594321816
ダイコク電機,2018,Q1,5.7597931420325335
ダイコク電機,2018,Q2,33.406969335784886
ダイコク電機,2018,Q3,39.49765004369545
ダイコク電機,2018,Q4,-4.145387225228193
ダイコク電機,2019,Q1,31.808060539367148
ダイコク電機,2019,Q2,9.80799033312927
ダイコク電機,2019,Q3,48.77247467333284
ダイコク電機,2019,Q4,3.5637707980842706
ダイコク電機,2020,Q1,30.60716622295177
ダイコク電機,2020,Q2,18.314550388112096
ダイコク電機,2020,Q3,26.355199413643824
ダイコク電機,2020,Q4,-2.9415408485593337
ダイジェット工業,2018,Q1,27.337404560442415
ダイジェット工業,2018,Q2,33.25453429577949
ダイジェット工業,2018,Q3,57.261423052471514
ダイジェット工業,2018,Q4,27.01323170366309
ダイジェット工業,2019,Q1,14.257443268349334
ダイジェット工業,2019,Q2,34.234145229905195
ダイジェット工業,2019,Q3,15.082891013749949
ダイジェット工業,2019,Q4,12.824299886575195
ダイジェット工業,2020,Q1,5.228217705128921
ダイジェット工業,2020,Q2,-15.332051880606233
ダイジェット工業,2020,Q3,-98.07664931367289
ダイジェット工業,2020,Q4,-69.61342760166983
ダイセル,2018,Q1,25.424059179511378
ダイセル,2018,Q2,29.339072665789708
ダイセル,2018,Q3,30.142759771755028
ダイセル,2018,Q4,28.09837753035464
ダイセル,2019,Q1,24.228879155935033
ダイセル,2019,Q2,23.691395438136446
ダイセル,2019,Q3,24.08339911657172
ダイセル,2019,Q4,-6.538165896158742
ダイセル,2020,Q1,7.113945262499752
ダイセル,2020,Q2,8.169109420377854
ダイセル,2020,Q3,-3.676574148500614
ダイセル,2020,Q4,14.341068402419566
ダイダン,2018,Q1,31.2106236690711
ダイダン,2018,Q2,44.48893452390841
ダイダン,2018,Q3,78.40578987044545
ダイダン,2018,Q4,64.17833433656787
ダイダン,2019,Q1,51.95881970866393
ダイダン,2019,Q2,78.48129194358225
ダイダン,2019,Q3,61.05377249964041
ダイダン,2019,Q4,83.84677117766006
ダイダン,2020,Q1,60.784576842685986
ダイダン,2020,Q2,85.77945811162061
ダイダン,2020,Q3,88.20604918620243
ダイダン,2020,Q4,69.7837448314345
ダイトウボウ,2018,Q1,0.6990753073271669
ダイトウボウ,2018,Q2,1.3117487406611927
ダイトウボウ,2018,Q3,1.9159067723026293
ダイトウボウ,2018,Q4,-2.881510281999956
ダイトウボウ,2019,Q1,0.02416518817062665
ダイトウボウ,2019,Q2,3.0865997117351656
ダイトウボウ,2019,Q3,0.804430359313041
ダイトウボウ,2019,Q4,1.6778741633697192
ダイトウボウ,2020,Q1,0.5705363589866128
ダイトウボウ,2020,Q2,1.5344736526223386
ダイトウボウ,2020,Q3,1.5598515835536455
ダイトウボウ,2020,Q4,-0.6440237104833637
ダイドーリミテッド,2018,Q1,7.053119733147251
ダイドーリミテッド,2018,Q2,-14.430992701172888
ダイドーリミテッド,2018,Q3,1.692908335502564
ダイドーリミテッド,2018,Q4,6.016527602184025
ダイドーリミテッド,2019,Q1,-2.9815595337848064
ダイドーリミテッド,2019,Q2,-7.930789563418678
ダイドーリミテッド,2019,Q3,-5.750864327382554
ダイドーリミテッド,2019,Q4,-0.9808269457028498
ダイドーリミテッド,2020,Q1,-8.548855045948113
ダイドーリミテッド,2020,Q2,-19.587449351872014
ダイドーリミテッド,2020,Q3,-1.3120867788212025
ダイドーリミテッド,2020,Q4,-17.268379425113288
ダイニチ工業,2018,Q1,-28.428406557998436
ダイニチ工業,2018,Q2,14.542910730849098
ダイニチ工業,2018,Q3,78.6547527647991
ダイニチ工業,2018,Q4,-25.86646751869865
ダイニチ工業,2019,Q1,-33.99691517969459
ダイニチ工業,2019,Q2,17.2575956093413
ダイニチ工業,2019,Q3,76.293505107216
ダイニチ工業,2019,Q4,-43.03041304363103
ダイニチ工業,2020,Q1,-34.40499992482442
ダイニチ工業,2020,Q2,14.66039798451481
ダイニチ工業,2020,Q3,71.37147645956861
ダイニチ工業,2020,Q4,-37.426837926695285
ダイニック,2018,Q1,7.118564463935279
ダイニック,2018,Q2,8.315100263666032
ダイニック,2018,Q3,18.456530965001647
ダイニック,2018,Q4,9.104166185391737
ダイニック,2019,Q1,20.991678567316242
ダイニック,2019,Q2,13.914579510876408
ダイニック,2019,Q3,16.62521836396454
ダイニック,2019,Q4,13.100732363564939
ダイニック,2020,Q1,20.791938909038045
ダイニック,2020,Q2,9.653072161409444
ダイニック,2020,Q3,17.697978492016368
ダイニック,2020,Q4,22.61787217166668
ダイビル,2018,Q1,14.768261513704735
ダイビル,2018,Q2,13.791346390351176
ダイビル,2018,Q3,16.170109972095243
ダイビル,2018,Q4,12.539201243630758
ダイビル,2019,Q1,15.687635791648239
ダイビル,2019,Q2,13.177538415027716
ダイビル,2019,Q3,16.27974649417552
ダイビル,2019,Q4,14.485414492950287
ダイビル,2020,Q1,17.893672904680344
ダイビル,2020,Q2,15.673649782951276
ダイビル,2020,Q3,20.22857458451565
ダイビル,2020,Q4,17.253151860925705
ダイフク,2018,Q1,58.10754298582729
ダイフク,2018,Q2,83.2456862502032
ダイフク,2018,Q3,82.33438952264018
ダイフク,2018,Q4,83.44720331293789
ダイフク,2019,Q1,70.96492867096661
ダイフク,2019,Q2,49.4387395477659
ダイフク,2019,Q3,65.29571751518532
ダイフク,2019,Q4,57.31025463481378
ダイフク,2020,Q1,46.0701227949712
ダイフク,2020,Q2,62.958227109147174
ダイフク,2020,Q3,61.02504063382838
ダイフク,2020,Q4,52.44911227937057
ダイヘン,2018,Q1,9.158843168834817
ダイヘン,2018,Q2,13.410087792196512
ダイヘン,2018,Q3,9.381014302284479
ダイヘン,2018,Q4,18.079476380676915
ダイヘン,2019,Q1,83.48790806694159
ダイヘン,2019,Q2,14.19327787649442
ダイヘン,2019,Q3,46.75873826830733
ダイヘン,2019,Q4,70.41458222574224
ダイヘン,2020,Q1,47.752827829654656
ダイヘン,2020,Q2,84.64547428825837
ダイヘン,2020,Q3,55.53184350243517
ダイヘン,2020,Q4,100.27782720286015
ダスキン,2018,Q1,21.412993099373516
ダスキン,2018,Q2,33.223998696761136
ダスキン,2018,Q3,34.127020966691106
ダスキン,2018,Q4,2.4752038430316334
ダスキン,2019,Q1,26.109803718898696
ダスキン,2019,Q2,27.78358386896023
ダスキン,2019,Q3,29.246411785471604
ダスキン,2019,Q4,12.122514819755079
ダスキン,2020,Q1,20.333206921772664
ダスキン,2020,Q2,25.61314011394441
ダスキン,2020,Q3,46.55031160892691
ダスキン,2020,Q4,8.6749700313651
チノー,2018,Q1,6.642834254528826
チノー,2018,Q2,23.17435703055205
チノー,2018,Q3,21.30312239318254
チノー,2018,Q4,44.75533665776386
チノー,2019,Q1,15.725364896454503
チノー,2019,Q2,25.107126086110778
チノー,2019,Q3,36.60437026647892
チノー,2019,Q4,44.455418201238125
チノー,2020,Q1,10.247160520149139
チノー,2020,Q2,54.382383745639416
チノー,2020,Q3,17.583487896544643
チノー,2020,Q4,42.39489312331293
ツカモトコーポレーション,2018,Q1,8.55090168751737
ツカモトコーポレーション,2018,Q2,8.544607653436115
ツカモトコーポレーション,2018,Q3,-10.496744744346373
ツカモトコーポレーション,2018,Q4,18.469481947359363
ツカモトコーポレーション,2019,Q1,-12.773356662997404
ツカモトコーポレーション,2019,Q2,26.046173352374563
ツカモトコーポレーション,2019,Q3,-15.822957879365111
ツカモトコーポレーション,2019,Q4,41.93273764940241
