企業名,会計年度,四半期,y_test - y_test,y_test - y_hat_rw,y_test - y_hat_sarima_br,y_test - y_hat_sarima_f,y_test - y_hat_sarima_g,y_test - y_hat_umlp,y_test - y_hat_mlm1,y_test - y_hat_mlm2,y_test - y_hat_mlm3,y_test - y_hat_mlm4
日産自動車,2019,Q1,0.0,0.9999999999999999,-12.350887843304278,-15.706930533063588,-16.781229724028144,-19.084264,-23.537127247688694,-19.07497846801527,-16.7900154594252,-51.66899777334481
日産自動車,2019,Q2,0.0,13.440000000000001,-2.664799604208227,-9.229265150191,4.993788737107664,-1.0289799999999971,1.7881676482342748,3.331375706178001,13.070307056095466,40.357693240023714
日産自動車,2019,Q3,0.0,-21.740000000000002,-27.253106878502436,-18.418152603340673,-18.475297562281444,-21.055177999999998,-32.77391528875317,-30.220449848001806,-22.531006173422536,-33.69241711482133
日産自動車,2019,Q4,0.0,-174.91000000000003,-188.50739939546284,-173.2008729689899,-180.07330281035502,-195.771848,-168.4271865227134,-171.91299422902216,-160.51074630750009,-192.25972439039205
日産自動車,2020,Q1,0.0,108.58000000000001,160.67445572881047,55.88597361637784,17.5691304815997,65.32181,-280.5011416882786,120.79650796167846,120.59102756235939,-418.43992716313693
日産自動車,2020,Q2,0.0,61.66,12.434118061118106,10.409487377023893,53.96547619328756,3.5402390000000015,23.657986798657344,59.6703684842154,40.31583754203476,-81.62430898239003
日産自動車,2020,Q3,0.0,1.6899999999999995,8.916514339239052,9.649146805151998,54.69387644470671,49.706540000000004,-78.91080382093278,121.59854399786215,240.00269299976557,-467.7825616403465
日産自動車,2020,Q4,0.0,-9.418354964638285,148.18464851845042,163.92164051368852,224.2537919853289,46.291715035361705,-123.21763759065493,35.80810659011898,19.226012480090493,-680.0189921219262
日産車体,2018,Q1,0.0,2.17,6.518161725141649,2.7839619513697382,14.872208890494264,-7.151764000000002,11.153242390309645,9.602540083618523,-2.017898499041207,-34.91490467963187
日産車体,2018,Q2,0.0,-5.39,8.156175334780514,21.020336879393962,16.729857048133866,-31.592016999999995,10.572880571452476,16.919924945996176,15.815577028821963,-9.58006541458013
日産車体,2018,Q3,0.0,0.08999999999999986,7.9700272228834725,28.018386033194886,13.24670773254784,1.0603440000000006,6.996815027792741,36.85983060723467,37.02566370271657,-190.6663674933463
日産車体,2018,Q4,0.0,9.91,-6.1645506262187695,1.1199192229773605,-3.8480318989573163,-24.291285,11.353600609814642,12.868693658343549,14.824303638418886,-17.377345896019104
