企業名,会計年度,四半期,y_hat_comb_uml
大真空,2018,Q3,-22.915113864441143
大真空,2018,Q4,1.583230748859016
大真空,2019,Q1,-3.803665192095097
大真空,2019,Q2,-9.284533678623491
大真空,2019,Q3,-10.724941699912794
大真空,2019,Q4,-0.8974631585292157
大真空,2020,Q1,-2.471447862575932
大真空,2020,Q2,3.7787134877205983
大真空,2020,Q3,22.923188642096893
大真空,2020,Q4,3.2273436284975197
大紀アルミニウム工業所,2018,Q1,20.323413499766602
大紀アルミニウム工業所,2018,Q2,20.073721707029517
大紀アルミニウム工業所,2018,Q3,20.71683787874707
大紀アルミニウム工業所,2018,Q4,19.374130564154413
大紀アルミニウム工業所,2019,Q1,23.351097864933404
大紀アルミニウム工業所,2019,Q2,21.06996443285637
大紀アルミニウム工業所,2019,Q3,25.076665828825934
大紀アルミニウム工業所,2019,Q4,29.480283006861157
大紀アルミニウム工業所,2020,Q1,27.82370918920581
大紀アルミニウム工業所,2020,Q2,21.73628112740253
大紀アルミニウム工業所,2020,Q3,19.934955526788006
大紀アルミニウム工業所,2020,Q4,19.631203918606673
大阪ガス,2018,Q1,5.783167250198914
大阪ガス,2018,Q2,6.316570496728146
大阪ガス,2018,Q3,4.713423667638901
大阪ガス,2018,Q4,10.453093441798789
大阪ガス,2019,Q1,12.340060993187214
大阪ガス,2019,Q2,-3.8943373482483477
大阪ガス,2019,Q3,2.1559889904525384
大阪ガス,2019,Q4,22.535503744038568
大阪ガス,2020,Q1,16.096740793574167
大阪ガス,2020,Q2,13.28686903037776
大阪ガス,2020,Q3,4.925073190709818
大阪ガス,2020,Q4,20.704344748469904
大阪ソーダ,2018,Q1,33.786128197661945
大阪ソーダ,2018,Q2,42.520348095052356
大阪ソーダ,2018,Q3,124.86322790365693
大阪ソーダ,2018,Q4,61.85367304698036
大阪ソーダ,2019,Q1,91.85535417602341
大阪ソーダ,2019,Q2,33.07038473453196
大阪ソーダ,2019,Q3,89.79663266287183
大阪ソーダ,2019,Q4,53.73992776317868
大阪ソーダ,2020,Q1,62.5776391390292
大阪ソーダ,2020,Q2,59.2609309019512
大阪ソーダ,2020,Q3,46.678019378840055
大阪ソーダ,2020,Q4,46.59136460256819
大阪製鉄,2018,Q1,40.625968485761426
大阪製鉄,2018,Q2,22.291981317539403
大阪製鉄,2018,Q3,28.49417963440549
大阪製鉄,2018,Q4,22.83456838839441
大阪製鉄,2019,Q1,45.20599189487575
大阪製鉄,2019,Q2,27.583198259168654
大阪製鉄,2019,Q3,23.827874245203382
大阪製鉄,2019,Q4,21.707337480662325
大阪製鉄,2020,Q1,25.914998196890135
大阪製鉄,2020,Q2,28.82406852611156
大阪製鉄,2020,Q3,26.763965210624058
大阪製鉄,2020,Q4,27.436189533443816
太平洋セメント,2018,Q1,21.150621590122253
太平洋セメント,2018,Q2,14.708422288758236
太平洋セメント,2018,Q3,62.73184835935779
太平洋セメント,2018,Q4,82.51918085162133
太平洋セメント,2019,Q1,61.56779894905841
太平洋セメント,2019,Q2,71.75983235793322
太平洋セメント,2019,Q3,95.95782343899225
太平洋セメント,2019,Q4,80.6955079209684
太平洋セメント,2020,Q1,57.97012658295829
太平洋セメント,2020,Q2,68.75795991003994
太平洋セメント,2020,Q3,103.6709053051313
太平洋セメント,2020,Q4,77.2610494990022
太平洋工業,2018,Q1,26.31598476552029
太平洋工業,2018,Q2,28.98311238013463
太平洋工業,2018,Q3,30.400245379062838
太平洋工業,2018,Q4,25.04312318725283
太平洋工業,2019,Q1,34.371390732332955
太平洋工業,2019,Q2,26.57696327647777
太平洋工業,2019,Q3,28.172567710270442
太平洋工業,2019,Q4,27.92849302035606
太平洋工業,2020,Q1,25.70630169940912
太平洋工業,2020,Q2,18.70752159572351
太平洋工業,2020,Q3,28.17229351244854
太平洋工業,2020,Q4,30.79536048411287
太平洋興発,2018,Q1,2.5988695139075024
太平洋興発,2018,Q2,7.6533630636082295
太平洋興発,2018,Q3,1.5692782218546801
太平洋興発,2018,Q4,6.881871421468708
太平洋興発,2019,Q1,7.3418208853714635
太平洋興発,2019,Q2,10.693974894743201
太平洋興発,2019,Q3,1.3163700348341263
太平洋興発,2019,Q4,2.287027207320975
太平洋興発,2020,Q1,2.8307685950452375
太平洋興発,2020,Q2,9.544519512373963
太平洋興発,2020,Q3,11.894177000928213
太平洋興発,2020,Q4,7.468372627066691
太平電業,2018,Q1,16.610859308497584
太平電業,2018,Q2,21.934694559025793
太平電業,2018,Q3,25.737632669313932
太平電業,2018,Q4,20.074508574542357
太平電業,2019,Q1,17.638616736017624
太平電業,2019,Q2,24.1197844392226
太平電業,2019,Q3,19.374198287233668
太平電業,2019,Q4,40.34298094936726
太平電業,2020,Q1,46.776919047648626
太平電業,2020,Q2,69.35583711031354
太平電業,2020,Q3,102.06014967015736
太平電業,2020,Q4,68.51216951348073
太陽ホールディングス,2018,Q1,17.87519679426118
太陽ホールディングス,2018,Q2,54.5998409865095
太陽ホールディングス,2018,Q3,23.029735131029632
太陽ホールディングス,2018,Q4,33.41747142293944
太陽ホールディングス,2019,Q1,56.29104364070823
太陽ホールディングス,2019,Q2,56.5797633227741
太陽ホールディングス,2019,Q3,48.028277638054874
太陽ホールディングス,2019,Q4,-1.5919687168783463
太陽ホールディングス,2020,Q1,47.191569733700256
太陽ホールディングス,2020,Q2,61.67746684100057
太陽ホールディングス,2020,Q3,55.222765616960444
太陽ホールディングス,2020,Q4,-18.59949196119205
太陽誘電,2018,Q1,20.402504770132122
太陽誘電,2018,Q2,22.46930978409181
太陽誘電,2018,Q3,24.855644650048923
太陽誘電,2018,Q4,23.39983465001857
太陽誘電,2019,Q1,25.467316942764
太陽誘電,2019,Q2,25.343670273202136
太陽誘電,2019,Q3,33.004173885636774
太陽誘電,2019,Q4,30.0552806496177
太陽誘電,2020,Q1,10.205452104517036
太陽誘電,2020,Q2,30.64217959523605
太陽誘電,2020,Q3,33.82271661853115
太陽誘電,2020,Q4,23.865699969620458
奥村組,2018,Q1,30.127703271157436
奥村組,2018,Q2,49.10865341462089
奥村組,2018,Q3,63.42195371572059
奥村組,2018,Q4,56.22571737921829
奥村組,2019,Q1,87.35686546522513
奥村組,2019,Q2,50.66976520505396
奥村組,2019,Q3,34.013316350853835
奥村組,2019,Q4,59.049134464830345
奥村組,2020,Q1,60.55785724218642
奥村組,2020,Q2,40.56205211034532
奥村組,2020,Q3,62.72414696222517
奥村組,2020,Q4,70.72225439116585
宇徳,2018,Q1,14.801117314894704
宇徳,2018,Q2,12.111335738353535
宇徳,2018,Q3,9.982035094942074
宇徳,2018,Q4,15.620362540141244
宇徳,2019,Q1,13.075697143176795
宇徳,2019,Q2,14.041554373260725
宇徳,2019,Q3,10.766953446855137
宇徳,2019,Q4,14.042493564298978
宇徳,2020,Q1,13.414280605287697
宇徳,2020,Q2,14.280934916616207
宇徳,2020,Q3,8.348858333098727
宇徳,2020,Q4,5.71185621973374
宇部興産,2018,Q1,6.613524863384551
宇部興産,2018,Q2,22.542259480937695
宇部興産,2018,Q3,28.9832903351221
宇部興産,2018,Q4,52.6255298496674
宇部興産,2019,Q1,38.46416164252482
宇部興産,2019,Q2,29.202140437358906
宇部興産,2019,Q3,40.5153630980456
宇部興産,2019,Q4,46.327407875840734
宇部興産,2020,Q1,59.039313188757326
宇部興産,2020,Q2,17.81191140671576
宇部興産,2020,Q3,11.763634640169705
宇部興産,2020,Q4,29.67767954534856
安永,2018,Q1,8.911854216865144
安永,2018,Q2,17.19850761365176
安永,2018,Q3,14.763848427787446
安永,2018,Q4,26.31375040056676
安永,2019,Q1,25.004705951368017
安永,2019,Q2,6.610979833371717
安永,2019,Q3,-5.204058905793488
安永,2019,Q4,7.870586147568007
安永,2020,Q1,3.7231345362184824
安永,2020,Q2,-22.928863678465362
安永,2020,Q3,-24.841799497543132
安永,2020,Q4,-2.3151167408658404
宝ホールディングス,2018,Q1,5.4988373471572025
宝ホールディングス,2018,Q2,9.867588999422908
宝ホールディングス,2018,Q3,25.205607774880264
宝ホールディングス,2018,Q4,5.487121956155825
宝ホールディングス,2019,Q1,9.39812367879923
宝ホールディングス,2019,Q2,8.64671655686295
宝ホールディングス,2019,Q3,16.542139512353724
宝ホールディングス,2019,Q4,6.645064943505379
宝ホールディングス,2020,Q1,9.024963148717157
宝ホールディングス,2020,Q2,11.614375486238506
宝ホールディングス,2020,Q3,17.41851355790404
宝ホールディングス,2020,Q4,4.472635821486857
宮地エンジニアリンググループ,2018,Q1,30.373088629669255
宮地エンジニアリンググループ,2018,Q2,66.98574945806641
宮地エンジニアリンググループ,2018,Q3,34.864163623109164
宮地エンジニアリンググループ,2018,Q4,36.628358252918055
宮地エンジニアリンググループ,2019,Q1,138.0426052359139
宮地エンジニアリンググループ,2019,Q2,83.09681734279674
宮地エンジニアリンググループ,2019,Q3,120.22747046612182
宮地エンジニアリンググループ,2019,Q4,108.95711517759088
宮地エンジニアリンググループ,2020,Q1,56.993584872121666
宮地エンジニアリンググループ,2020,Q2,88.1480453526117
宮地エンジニアリンググループ,2020,Q3,94.27376078111004
宮地エンジニアリンググループ,2020,Q4,86.67698200429025
富士フイルムホールディングス,2018,Q1,50.24693603440554
富士フイルムホールディングス,2018,Q2,59.73407747654321
富士フイルムホールディングス,2018,Q3,67.7464094545498
富士フイルムホールディングス,2018,Q4,53.3138392871726
富士フイルムホールディングス,2019,Q1,60.77142417996109
富士フイルムホールディングス,2019,Q2,54.49735417240527
富士フイルムホールディングス,2019,Q3,55.78869788825804
富士フイルムホールディングス,2019,Q4,63.586134398431255
富士フイルムホールディングス,2020,Q1,50.303009359801045
富士フイルムホールディングス,2020,Q2,76.50487503406906
富士フイルムホールディングス,2020,Q3,68.10619640425597
富士フイルムホールディングス,2020,Q4,58.78016936826717
富士急行,2018,Q1,4.872313935854217
富士急行,2018,Q2,9.864003159650036
富士急行,2018,Q3,1.1068151334926875
富士急行,2018,Q4,2.7980727780863086
富士急行,2019,Q1,6.719321796516778
富士急行,2019,Q2,10.997129751318269
富士急行,2019,Q3,6.0277612529252105
富士急行,2019,Q4,1.0080930753149153
富士急行,2020,Q1,6.093617794119246
富士急行,2020,Q2,7.245743627090258
富士急行,2020,Q3,7.547777632297263
富士急行,2020,Q4,4.10162825256389
富士石油,2018,Q1,-3.202717220748342
富士石油,2018,Q2,-5.562231963661482
富士石油,2018,Q3,18.736945525068123
富士石油,2018,Q4,-11.745073927659028
富士石油,2019,Q1,17.997492288391413
富士石油,2019,Q2,-52.652749605803805
富士石油,2019,Q3,20.7258547816308
富士石油,2019,Q4,-6.432580894276453
富士石油,2020,Q1,-4.0833243868260904
富士石油,2020,Q2,5.793147721678678
富士石油,2020,Q3,-100.86853238537019
富士石油,2020,Q4,-13.345581014826376
富士紡ホールディングス,2018,Q1,39.73297802553542
富士紡ホールディングス,2018,Q2,24.75262734451105
富士紡ホールディングス,2018,Q3,45.50635007742527
富士紡ホールディングス,2018,Q4,35.54752442408317
富士紡ホールディングス,2019,Q1,36.59600018683871
富士紡ホールディングス,2019,Q2,35.15037676791505
富士紡ホールディングス,2019,Q3,48.06041698155049
富士紡ホールディングス,2019,Q4,41.502116636941864
富士紡ホールディングス,2020,Q1,34.14365477686835
富士紡ホールディングス,2020,Q2,37.77303114505369
富士紡ホールディングス,2020,Q3,49.07846429840569
富士紡ホールディングス,2020,Q4,40.0124531067397
富士興産,2018,Q1,17.430421427409495
富士興産,2018,Q2,11.78651311344159
富士興産,2018,Q3,14.975473368766679
富士興産,2018,Q4,16.12357736174547
富士興産,2019,Q1,0.4051773525606499
富士興産,2019,Q2,14.953590781071902
富士興産,2019,Q3,8.28122973042226
富士興産,2019,Q4,8.26647248204062
富士興産,2020,Q1,18.720899756809008
富士興産,2020,Q2,12.60087572834241
富士興産,2020,Q3,18.044329511975793
富士興産,2020,Q4,10.035467368469774
富士通,2018,Q1,4.1828869325246245
富士通,2018,Q2,16.90287626175035
富士通,2018,Q3,7.074284520716232
富士通,2018,Q4,-6.290939313281426
富士通,2019,Q1,-42.79205674612789
富士通,2019,Q2,-25.04850720260704
富士通,2019,Q3,-116.1154831639102
富士通,2019,Q4,167.54154067971862
富士通,2020,Q1,147.91250776733378
富士通,2020,Q2,162.88796151016882
富士通,2020,Q3,63.28340624437482
富士通,2020,Q4,158.93680799866866
富士通ゼネラル,2018,Q1,43.24163613473094
富士通ゼネラル,2018,Q2,9.552141273601046
富士通ゼネラル,2018,Q3,16.609172560469638
富士通ゼネラル,2018,Q4,51.84433583605513
富士通ゼネラル,2019,Q1,34.50813868382953
富士通ゼネラル,2019,Q2,14.352858183508804
富士通ゼネラル,2019,Q3,-5.498838890859332
富士通ゼネラル,2019,Q4,49.86613471440316
富士通ゼネラル,2020,Q1,28.91094213520477
富士通ゼネラル,2020,Q2,15.05619882856418
富士通ゼネラル,2020,Q3,10.18592813512316
富士通ゼネラル,2020,Q4,18.111864328854438
富士電機,2018,Q1,6.061422325990823
富士電機,2018,Q2,8.263029791848155
富士電機,2018,Q3,9.80411255855076
富士電機,2018,Q4,9.489724469640292
富士電機,2019,Q1,27.875563094761812
富士電機,2019,Q2,20.515296924941648
富士電機,2019,Q3,21.837854268228078
富士電機,2019,Q4,59.57358368354049
富士電機,2020,Q1,17.91440250661083
富士電機,2020,Q2,19.51599178853643
富士電機,2020,Q3,19.70930315972515
富士電機,2020,Q4,57.25966609820564
寿スピリッツ,2018,Q1,23.895777949841722
寿スピリッツ,2018,Q2,31.49977930202362
寿スピリッツ,2018,Q3,33.30100672326875
寿スピリッツ,2018,Q4,34.78408530449485
寿スピリッツ,2019,Q1,22.974510189098936
寿スピリッツ,2019,Q2,31.489361250151077
寿スピリッツ,2019,Q3,38.086710519329294
寿スピリッツ,2019,Q4,36.69068387914599
寿スピリッツ,2020,Q1,16.55357929808358
寿スピリッツ,2020,Q2,18.08502628098649
寿スピリッツ,2020,Q3,38.51002408482328
寿スピリッツ,2020,Q4,33.31439573402034
小松マテーレ,2018,Q1,9.156648600087419
小松マテーレ,2018,Q2,11.157014143842753
小松マテーレ,2018,Q3,10.177099415601514
小松マテーレ,2018,Q4,9.524608953953596
小松マテーレ,2019,Q1,11.04611842414483
小松マテーレ,2019,Q2,7.743231860363141
小松マテーレ,2019,Q3,10.481902793278625
小松マテーレ,2019,Q4,8.933864794636598
小松マテーレ,2020,Q1,7.514997129645535
小松マテーレ,2020,Q2,6.374527459962598
小松マテーレ,2020,Q3,10.46760985748801
小松マテーレ,2020,Q4,4.48751143368813
小森コーポレーション,2018,Q1,6.921929533568887
小森コーポレーション,2018,Q2,6.040678188671775
小森コーポレーション,2018,Q3,3.997679034879627
小森コーポレーション,2018,Q4,10.636132237785324
小森コーポレーション,2019,Q1,4.680601688922039
小森コーポレーション,2019,Q2,15.933648846306603
小森コーポレーション,2019,Q3,2.9061842119355026
小森コーポレーション,2019,Q4,13.194470794906234
小森コーポレーション,2020,Q1,-69.8876697674763
小森コーポレーション,2020,Q2,-67.87100966831632
小森コーポレーション,2020,Q3,-51.57212085935177
小森コーポレーション,2020,Q4,15.487768578564587
小田急電鉄,2018,Q1,25.211915763750078
小田急電鉄,2018,Q2,20.09707468732786
小田急電鉄,2018,Q3,25.92294354953309
小田急電鉄,2018,Q4,4.984938196848719
小田急電鉄,2019,Q1,27.84778315367427
小田急電鉄,2019,Q2,16.412868373684756
小田急電鉄,2019,Q3,22.259607617136567
小田急電鉄,2019,Q4,15.20631344269119
小田急電鉄,2020,Q1,16.32976102255857
小田急電鉄,2020,Q2,-8.098333527617664
小田急電鉄,2020,Q3,-0.8382894131282004
小田急電鉄,2020,Q4,17.376606523025664
小糸製作所,2018,Q1,92.30289524197231
小糸製作所,2018,Q2,83.01094288398711
小糸製作所,2018,Q3,93.59703229643236
小糸製作所,2018,Q4,109.18911401344828
小糸製作所,2019,Q1,97.57164701085424
小糸製作所,2019,Q2,91.25703982723502
小糸製作所,2019,Q3,96.37747268322815
小糸製作所,2019,Q4,99.02123255256615
小糸製作所,2020,Q1,83.61375468953737
小糸製作所,2020,Q2,85.21255295281705
小糸製作所,2020,Q3,74.21351274870636
小糸製作所,2020,Q4,71.31568336443996
小野建,2018,Q1,44.60822961557974
小野建,2018,Q2,44.92612149036485
小野建,2018,Q3,56.773300868030745
小野建,2018,Q4,48.360577569745274
小野建,2019,Q1,42.18865440283353
小野建,2019,Q2,50.7321864547645
小野建,2019,Q3,56.55479343780962
小野建,2019,Q4,50.57341189102782
小野建,2020,Q1,43.166457570132536
小野建,2020,Q2,42.2888765571724
小野建,2020,Q3,48.360794963450076
小野建,2020,Q4,49.839569728426454
小野薬品工業,2018,Q1,40.89551049325956
小野薬品工業,2018,Q2,25.799473251658316
小野薬品工業,2018,Q3,31.03309614318348
小野薬品工業,2018,Q4,22.065925440988853
小野薬品工業,2019,Q1,33.40950971637726
小野薬品工業,2019,Q2,26.04500136350226
小野薬品工業,2019,Q3,27.214778307309224
小野薬品工業,2019,Q4,22.963862179686107
小野薬品工業,2020,Q1,36.767611894644844
小野薬品工業,2020,Q2,27.506057461707275
小野薬品工業,2020,Q3,35.82885406979328
小野薬品工業,2020,Q4,23.431663096315877
尾家産業,2018,Q1,5.104859279879977
尾家産業,2018,Q2,18.22337756155291
尾家産業,2018,Q3,17.66459451720885
尾家産業,2018,Q4,15.856598032042541
尾家産業,2019,Q1,6.222183884801362
尾家産業,2019,Q2,13.933285009289207
尾家産業,2019,Q3,14.744771470070944
尾家産業,2019,Q4,6.647647402113542
尾家産業,2020,Q1,7.302610510897974
尾家産業,2020,Q2,20.78820410560807
尾家産業,2020,Q3,-187.1118405941057
尾家産業,2020,Q4,-71.65228704123044
山一電機,2018,Q1,15.312901119436447
山一電機,2018,Q2,18.19709817657035
山一電機,2018,Q3,24.654254730565338
山一電機,2018,Q4,8.134884441292057
山一電機,2019,Q1,11.483646150447758
山一電機,2019,Q2,20.032063796380935
山一電機,2019,Q3,18.04958338745165
山一電機,2019,Q4,18.2647619595274
山一電機,2020,Q1,19.964221598015342
山一電機,2020,Q2,25.65994941552401
山一電機,2020,Q3,23.260422632083053
山一電機,2020,Q4,19.650180610391892
山九,2018,Q1,43.12972795387634
山九,2018,Q2,78.70586910813296
山九,2018,Q3,129.51708998224998
山九,2018,Q4,110.46383430168008
山九,2019,Q1,113.52876961062451
山九,2019,Q2,91.63282013016061
山九,2019,Q3,101.81034979011591
山九,2019,Q4,105.49305910489319
山九,2020,Q1,105.54392666142968
山九,2020,Q2,90.71298881782481
山九,2020,Q3,81.86666156615448
山九,2020,Q4,109.97554644958424
山善,2018,Q1,19.900993466052963
山善,2018,Q2,24.471230253640705
山善,2018,Q3,22.032348493951222
山善,2018,Q4,27.849024084227494
山善,2019,Q1,29.31085388761318
山善,2019,Q2,24.448206747304365
山善,2019,Q3,26.006173188969473
山善,2019,Q4,24.430899221964758
山善,2020,Q1,16.45041528307782
山善,2020,Q2,19.04406315373563
山善,2020,Q3,19.91583652106877
山善,2020,Q4,20.631827764247674
山洋電気,2018,Q1,127.93601223485346
山洋電気,2018,Q2,175.8893054687864
山洋電気,2018,Q3,97.61972363464342
山洋電気,2018,Q4,36.905060477210895
山洋電気,2019,Q1,-4.339381673421405
山洋電気,2019,Q2,-22.327011704168164
山洋電気,2019,Q3,-17.354840954972847
山洋電気,2019,Q4,56.50421471138505
山洋電気,2020,Q1,52.125482864092966
山洋電気,2020,Q2,-52.90648345208651
山洋電気,2020,Q3,78.04326691095864
山洋電気,2020,Q4,35.79528177561764
山田コンサルティンググループ,2018,Q1,625.5689634190794
山田コンサルティンググループ,2018,Q2,419.4056143055501
山田コンサルティンググループ,2018,Q3,16.83631323879038
山田コンサルティンググループ,2018,Q4,252.93929587511616
山田コンサルティンググループ,2019,Q1,-178.89205360320292
山田コンサルティンググループ,2019,Q2,-234.83258363927314
山田コンサルティンググループ,2019,Q3,31.939390965210123
山田コンサルティンググループ,2019,Q4,74.79841128265561
山田コンサルティンググループ,2020,Q1,-72.8420677111524
山田コンサルティンググループ,2020,Q2,108.34284637998248
山田コンサルティンググループ,2020,Q3,-172.1455376268283
山田コンサルティンググループ,2020,Q4,41.66515518061361
山陽特殊製鋼,2018,Q1,18.88473101729872
山陽特殊製鋼,2018,Q2,42.67960608754066
山陽特殊製鋼,2018,Q3,108.71139632215674
山陽特殊製鋼,2018,Q4,20.28195948639166
山陽特殊製鋼,2019,Q1,46.54268184325895
山陽特殊製鋼,2019,Q2,16.89628278724433
山陽特殊製鋼,2019,Q3,24.171083959599194
山陽特殊製鋼,2019,Q4,-0.09803536000305257
山陽特殊製鋼,2020,Q1,-21.690811984746553
山陽特殊製鋼,2020,Q2,-44.14345245810523
山陽特殊製鋼,2020,Q3,-1.1809772196779058
山陽特殊製鋼,2020,Q4,-19.76765378259566
山陽電気鉄道,2018,Q1,-3.444896585568407
山陽電気鉄道,2018,Q2,2.953642262793526
山陽電気鉄道,2018,Q3,15.583156715148263
山陽電気鉄道,2018,Q4,4.9938707326399125
山陽電気鉄道,2019,Q1,16.170318454104297
山陽電気鉄道,2019,Q2,8.17150870413824
山陽電気鉄道,2019,Q3,9.992559449576515
山陽電気鉄道,2019,Q4,10.2890684139843
山陽電気鉄道,2020,Q1,16.505369422781133
山陽電気鉄道,2020,Q2,7.806248010721445
山陽電気鉄道,2020,Q3,6.100967727491299
山陽電気鉄道,2020,Q4,11.72063547448843
岩崎電気,2018,Q1,32.710213377438066
岩崎電気,2018,Q2,-10.60485382063076
岩崎電気,2018,Q3,8.892386190333355
岩崎電気,2018,Q4,23.04690448663854
岩崎電気,2019,Q1,-29.647706777079335
岩崎電気,2019,Q2,17.048216006056805
岩崎電気,2019,Q3,18.46576986779847
岩崎電気,2019,Q4,86.12056867090119
岩崎電気,2020,Q1,8.618891294649954
岩崎電気,2020,Q2,70.64244003193323
岩崎電気,2020,Q3,97.95954371037263
岩崎電気,2020,Q4,132.69296436307206
岩谷産業,2018,Q1,64.28311141154798
岩谷産業,2018,Q2,62.54483951048165
岩谷産業,2018,Q3,104.3351457222322
岩谷産業,2018,Q4,74.70764931703212
岩谷産業,2019,Q1,105.53441600002687
岩谷産業,2019,Q2,81.67792532020712
岩谷産業,2019,Q3,76.10445951120784
岩谷産業,2019,Q4,116.47780849806804
岩谷産業,2020,Q1,111.98432753954303
岩谷産業,2020,Q2,50.86981627260725
岩谷産業,2020,Q3,119.69494634815646
岩谷産業,2020,Q4,136.8454383304411
島津製作所,2018,Q1,11.518165502517187
島津製作所,2018,Q2,32.516646271350126
島津製作所,2018,Q3,21.389804556643732
島津製作所,2018,Q4,32.65398972615958
島津製作所,2019,Q1,12.323719671690307
島津製作所,2019,Q2,34.2193290389932
島津製作所,2019,Q3,23.292445131631357
島津製作所,2019,Q4,35.26289527299689
島津製作所,2020,Q1,14.134110198391317
島津製作所,2020,Q2,32.49321113979739
島津製作所,2020,Q3,23.928641300178555
島津製作所,2020,Q4,27.72943809094486
島精機製作所,2018,Q1,46.433177178282364
島精機製作所,2018,Q2,36.91491942421185
島精機製作所,2018,Q3,33.24670058989882
島精機製作所,2018,Q4,34.12187182355555
島精機製作所,2019,Q1,15.645353911841795
島精機製作所,2019,Q2,18.717600371730047
島精機製作所,2019,Q3,4.767361105255757
島精機製作所,2019,Q4,1.3734004891310203
島精機製作所,2020,Q1,-44.6942189592179
島精機製作所,2020,Q2,-19.78267067039013
島精機製作所,2020,Q3,-35.081732544818394
島精機製作所,2020,Q4,-7.204246917099653
川崎汽船,2018,Q1,-9.079086457996912
川崎汽船,2018,Q2,-4.749574446420501
川崎汽船,2018,Q3,-39.66697002106586
川崎汽船,2018,Q4,-34.68091862099945
川崎汽船,2019,Q1,-113.78410820844721
川崎汽船,2019,Q2,-394.6664447098954
川崎汽船,2019,Q3,-1493.9505633099923
川崎汽船,2019,Q4,751.0047833910877
川崎汽船,2020,Q1,-25.39199540272039
川崎汽船,2020,Q2,-64.08904513179144
川崎汽船,2020,Q3,-2.908900893213218
川崎汽船,2020,Q4,-27.885996257182054
川崎重工業,2018,Q1,41.225780462241104
川崎重工業,2018,Q2,4.822837682715808
川崎重工業,2018,Q3,2.8764086097585713
川崎重工業,2018,Q4,33.758239908669594
川崎重工業,2019,Q1,-7.500435409155317
川崎重工業,2019,Q2,-4.273600804309851
川崎重工業,2019,Q3,81.35909568816221
川崎重工業,2019,Q4,-5.788154320618919
川崎重工業,2020,Q1,-5.4915001263405365
川崎重工業,2020,Q2,29.180624795618183
川崎重工業,2020,Q3,63.308023484520994
川崎重工業,2020,Q4,58.572950974324925
巴コーポレーション,2018,Q1,10.779403726230356
巴コーポレーション,2018,Q2,13.816642537422695
巴コーポレーション,2018,Q3,8.799635093923307
巴コーポレーション,2018,Q4,7.851847877992681
巴コーポレーション,2019,Q1,10.463377858258538
巴コーポレーション,2019,Q2,11.109351283090085
巴コーポレーション,2019,Q3,11.028198691220158
巴コーポレーション,2019,Q4,9.032663131262572
巴コーポレーション,2020,Q1,9.772663571349481
巴コーポレーション,2020,Q2,11.234301736782399
巴コーポレーション,2020,Q3,14.190705953501485
巴コーポレーション,2020,Q4,10.075471690525951
帝人,2018,Q1,18.679176819535982
帝人,2018,Q2,37.08453293543774
帝人,2018,Q3,41.0300371836898
帝人,2018,Q4,37.11393355198545
帝人,2019,Q1,37.34570910590563
帝人,2019,Q2,34.44383780828203
帝人,2019,Q3,28.67685025017494
帝人,2019,Q4,32.82846071142475
帝人,2020,Q1,20.449921683545924
帝人,2020,Q2,21.370868224426484
帝人,2020,Q3,38.27108629906705
帝人,2020,Q4,27.2804819861242
帝国通信工業,2018,Q1,8.974666972933576
帝国通信工業,2018,Q2,7.9200334990412715
帝国通信工業,2018,Q3,14.305669960946929
帝国通信工業,2018,Q4,14.533807010510223
帝国通信工業,2019,Q1,14.610742754359332
帝国通信工業,2019,Q2,12.386108890874876
帝国通信工業,2019,Q3,11.745891166133617
帝国通信工業,2019,Q4,7.721673475626824
帝国通信工業,2020,Q1,3.169394293030544
帝国通信工業,2020,Q2,-3.614641460504871
帝国通信工業,2020,Q3,6.145252272231362
帝国通信工業,2020,Q4,5.046834648712664
常磐興産,2018,Q1,-12.979625583624724
常磐興産,2018,Q2,11.788843874334189
常磐興産,2018,Q3,7.514032877874719
常磐興産,2018,Q4,4.165613646510243
常磐興産,2019,Q1,-16.63646968606862
常磐興産,2019,Q2,14.24304830573459
常磐興産,2019,Q3,8.077232724317508
常磐興産,2019,Q4,-36.088140893957636
常磐興産,2020,Q1,-19.27845657689154
常磐興産,2020,Q2,30.79461173761092
常磐興産,2020,Q3,9.641081503561514
常磐興産,2020,Q4,-20.142234985158737
平河ヒューテック,2018,Q1,35.11205450283494
平河ヒューテック,2018,Q2,31.05285702019185
平河ヒューテック,2018,Q3,30.28194363833185
平河ヒューテック,2018,Q4,35.3253366426158
平河ヒューテック,2019,Q1,37.74382072454172
平河ヒューテック,2019,Q2,31.38777356045327
平河ヒューテック,2019,Q3,37.49773265317236
平河ヒューテック,2019,Q4,30.196729098198944
平河ヒューテック,2020,Q1,31.288917368547498
平河ヒューテック,2020,Q2,42.23308367802097
平河ヒューテック,2020,Q3,26.241217079205118
平河ヒューテック,2020,Q4,6.016669945207731
平田機工,2018,Q1,118.46345096752098
平田機工,2018,Q2,103.16083779827802
平田機工,2018,Q3,118.48837726075504
平田機工,2018,Q4,117.74394909492153
平田機工,2019,Q1,79.37783002960418
平田機工,2019,Q2,75.15332832954688
平田機工,2019,Q3,27.56593098935928
平田機工,2019,Q4,37.084783883215216
平田機工,2020,Q1,75.43821687805215
平田機工,2020,Q2,118.29667861089877
平田機工,2020,Q3,65.52459892409169
平田機工,2020,Q4,63.44312241097407
愛三工業,2018,Q1,13.774616602759584
愛三工業,2018,Q2,16.468618134473168
