企業名,会計年度,四半期,y_hat_comb_uts
ドウシシャ,2018,Q1,37.397934674726244
ドウシシャ,2018,Q2,30.715832605782833
ドウシシャ,2018,Q3,47.04066914405154
ドウシシャ,2018,Q4,17.055715184428202
ドウシシャ,2019,Q1,32.733648785321506
ドウシシャ,2019,Q2,19.83835118491671
ドウシシャ,2019,Q3,42.23974434358447
ドウシシャ,2019,Q4,26.593169022850713
ドウシシャ,2020,Q1,27.59081507459802
ドウシシャ,2020,Q2,36.223664302962966
ドウシシャ,2020,Q3,53.13048372435865
ドウシシャ,2020,Q4,28.955028154369835
ナイス,2018,Q1,-127.46878307831685
ナイス,2018,Q2,31.5190599297902
ナイス,2018,Q3,-57.80203087000008
ナイス,2018,Q4,220.09807294581816
ナイス,2019,Q1,-166.2248633073826
ナイス,2019,Q2,-55.8330152552287
ナイス,2019,Q3,-123.64269232108884
ナイス,2019,Q4,340.44630945565825
ナイス,2020,Q1,-22.07462821540534
ナイス,2020,Q2,-7.514584494735776
ナイス,2020,Q3,-53.087728778814245
ナイス,2020,Q4,-71.60091410692817
ナカバヤシ,2018,Q1,11.473829124568187
ナカバヤシ,2018,Q2,7.908734580381717
ナカバヤシ,2018,Q3,16.91048636387456
ナカバヤシ,2018,Q4,22.61157726232559
ナカバヤシ,2019,Q1,12.956408311016656
ナカバヤシ,2019,Q2,9.61210828255695
ナカバヤシ,2019,Q3,14.703283828046967
ナカバヤシ,2019,Q4,24.545117629554777
ナカバヤシ,2020,Q1,8.733509990353097
ナカバヤシ,2020,Q2,13.426152518207692
ナカバヤシ,2020,Q3,16.089687665388062
ナカバヤシ,2020,Q4,22.97457362485543
ナカヨ,2018,Q1,32.44370287035673
ナカヨ,2018,Q2,3.211898109130801
ナカヨ,2018,Q3,22.65545846295968
ナカヨ,2018,Q4,45.72166575531975
ナカヨ,2019,Q1,1.125847876551251
ナカヨ,2019,Q2,40.20004310038466
ナカヨ,2019,Q3,30.493263053493827
ナカヨ,2019,Q4,65.04695511699379
ナカヨ,2020,Q1,4.7162631198349985
ナカヨ,2020,Q2,19.860145670470818
ナカヨ,2020,Q3,-5.375253498145328
ナカヨ,2020,Q4,22.42025653252283
ナガワ,2018,Q1,40.174445424136636
ナガワ,2018,Q2,58.216908276978685
ナガワ,2018,Q3,47.476883273564454
ナガワ,2018,Q4,55.1354383240011
ナガワ,2019,Q1,29.723683808885692
ナガワ,2019,Q2,47.138738288947664
ナガワ,2019,Q3,47.672874305822816
ナガワ,2019,Q4,41.10176238772383
ナガワ,2020,Q1,21.02359812190652
ナガワ,2020,Q2,45.224882297065186
ナガワ,2020,Q3,40.67985592959112
ナガワ,2020,Q4,37.09147812534558
ナック,2018,Q1,-82.13293859817477
ナック,2018,Q2,-13.057836912909991
ナック,2018,Q3,16.289837413522505
ナック,2018,Q4,21.25608341844451
ナック,2019,Q1,-43.1602508341001
ナック,2019,Q2,-7.419265089966427
ナック,2019,Q3,27.145402389695256
ナック,2019,Q4,41.91565504749364
ナック,2020,Q1,-42.11547661378099
ナック,2020,Q2,31.1454251313941
ナック,2020,Q3,15.93583016227625
ナック,2020,Q4,43.56370661897547
ニコン,2018,Q1,31.347878354042052
ニコン,2018,Q2,24.69298791972723
ニコン,2018,Q3,18.31015480740286
ニコン,2018,Q4,35.772244639008136
ニコン,2019,Q1,54.75551747129739
ニコン,2019,Q2,20.58558192971599
ニコン,2019,Q3,30.896102480853063
ニコン,2019,Q4,35.1935224012475
ニコン,2020,Q1,1.182405348354345
ニコン,2020,Q2,-11.381037148691883
ニコン,2020,Q3,-28.116292620782765
ニコン,2020,Q4,-7.919682005952632
ニチアス,2018,Q1,28.303091624924157
ニチアス,2018,Q2,30.302467991138336
ニチアス,2018,Q3,29.734584726221563
ニチアス,2018,Q4,42.249143376351405
ニチアス,2019,Q1,45.53765155408312
ニチアス,2019,Q2,38.31893227553004
ニチアス,2019,Q3,69.06017713863642
ニチアス,2019,Q4,51.51246156513069
ニチアス,2020,Q1,57.27973435501367
ニチアス,2020,Q2,41.86907417392149
ニチアス,2020,Q3,48.69570643605883
ニチアス,2020,Q4,58.86046960105132
ニチコン,2018,Q1,-67.95402441489007
ニチコン,2018,Q2,11.458724387902246
ニチコン,2018,Q3,6.706949996636157
ニチコン,2018,Q4,-97.07571234831626
ニチコン,2019,Q1,-7.674509276579985
ニチコン,2019,Q2,-0.9870920034218209
ニチコン,2019,Q3,-51.633258095952286
ニチコン,2019,Q4,-20.756879926640032
ニチコン,2020,Q1,4.427788732440947
ニチコン,2020,Q2,9.44930646418853
ニチコン,2020,Q3,-1.170946177947344
ニチコン,2020,Q4,-9.031809307415402
ニチハ,2018,Q1,68.17779951369373
ニチハ,2018,Q2,78.41943755377835
ニチハ,2018,Q3,71.94237725010878
ニチハ,2018,Q4,80.96309290445068
ニチハ,2019,Q1,54.256200621203774
ニチハ,2019,Q2,64.38202193507895
ニチハ,2019,Q3,86.41271071000914
ニチハ,2019,Q4,75.15021001914857
ニチハ,2020,Q1,56.850525790623784
ニチハ,2020,Q2,70.26767034605884
ニチハ,2020,Q3,69.06939022277132
ニチハ,2020,Q4,73.40387848914818
ニチバン,2018,Q1,22.5185555538413
ニチバン,2018,Q2,22.993953404203808
ニチバン,2018,Q3,54.240467901364354
ニチバン,2018,Q4,23.348521299196015
ニチバン,2019,Q1,36.058059033921815
ニチバン,2019,Q2,27.891764270834084
ニチバン,2019,Q3,39.079902158328
ニチバン,2019,Q4,51.17728790602864
ニチバン,2020,Q1,14.939838642272326
ニチバン,2020,Q2,21.29579843813547
ニチバン,2020,Q3,28.282870288869113
ニチバン,2020,Q4,15.447024572135565
ニチモウ,2018,Q1,4.832890128968044
ニチモウ,2018,Q2,26.430768855285294
ニチモウ,2018,Q3,182.10255293593042
ニチモウ,2018,Q4,116.51879209876617
ニチモウ,2019,Q1,813.2490781059411
ニチモウ,2019,Q2,177.47684147903604
ニチモウ,2019,Q3,181.41907088028876
ニチモウ,2019,Q4,-1105.7795465824597
ニチモウ,2020,Q1,87.06115022541198
ニチモウ,2020,Q2,113.25904508442561
ニチモウ,2020,Q3,157.76062909058732
ニチモウ,2020,Q4,31.661310412322983
ニチレイ,2018,Q1,33.98143407823376
ニチレイ,2018,Q2,37.00950051355062
ニチレイ,2018,Q3,44.34158651475271
ニチレイ,2018,Q4,28.80713195853365
ニチレイ,2019,Q1,35.854163232975615
ニチレイ,2019,Q2,36.17781187323474
ニチレイ,2019,Q3,49.117908576906835
ニチレイ,2019,Q4,34.25096979878921
ニチレイ,2020,Q1,30.099296648911853
ニチレイ,2020,Q2,39.84709897153319
ニチレイ,2020,Q3,54.17651169607758
ニチレイ,2020,Q4,23.74752689697051
ニチレキ,2018,Q1,12.040013776368546
ニチレキ,2018,Q2,20.836313408618185
ニチレキ,2018,Q3,60.13087283597158
ニチレキ,2018,Q4,45.662958308999194
ニチレキ,2019,Q1,7.240379767472694
ニチレキ,2019,Q2,-6.381845158888273
ニチレキ,2019,Q3,62.26122839190979
ニチレキ,2019,Q4,46.27110348301069
ニチレキ,2020,Q1,-31.739770008838697
ニチレキ,2020,Q2,32.0251852581289
ニチレキ,2020,Q3,67.94031776601612
ニチレキ,2020,Q4,60.37152005298086
ニッカトー,2018,Q1,15.442731959043073
ニッカトー,2018,Q2,18.078427023073523
ニッカトー,2018,Q3,20.862774195923198
ニッカトー,2018,Q4,17.069754266684647
ニッカトー,2019,Q1,12.868458343322889
ニッカトー,2019,Q2,19.263673181017708
ニッカトー,2019,Q3,15.427769421641354
ニッカトー,2019,Q4,0.7376331625483037
ニッカトー,2020,Q1,10.63034563755763
ニッカトー,2020,Q2,5.153738104655659
ニッカトー,2020,Q3,4.03231358473799
ニッカトー,2020,Q4,1.406236543031683
ニッコンホールディングス,2018,Q1,44.73218026178161
ニッコンホールディングス,2018,Q2,56.40210213559779
ニッコンホールディングス,2018,Q3,58.93041370841695
ニッコンホールディングス,2018,Q4,55.033505358972114
ニッコンホールディングス,2019,Q1,51.08709558019425
ニッコンホールディングス,2019,Q2,62.207455882844634
ニッコンホールディングス,2019,Q3,70.77745286567949
ニッコンホールディングス,2019,Q4,57.93864182834252
ニッコンホールディングス,2020,Q1,64.19958743786503
ニッコンホールディングス,2020,Q2,52.22637920351823
ニッコンホールディングス,2020,Q3,50.64165499779225
ニッコンホールディングス,2020,Q4,63.603280225696594
ニッタ,2018,Q1,76.00921666171125
ニッタ,2018,Q2,89.84225128935577
ニッタ,2018,Q3,78.82420317933345
ニッタ,2018,Q4,84.03201854414279
ニッタ,2019,Q1,65.44066047311628
ニッタ,2019,Q2,73.71588721790008
ニッタ,2019,Q3,64.9317008086895
ニッタ,2019,Q4,40.43156668680889
ニッタ,2020,Q1,57.63919621703114
ニッタ,2020,Q2,41.303151728027025
ニッタ,2020,Q3,29.515976369703953
ニッタ,2020,Q4,49.540283490376645
ニッパツ,2018,Q1,17.341251193991585
ニッパツ,2018,Q2,23.086622352743255
ニッパツ,2018,Q3,32.25711789473852
ニッパツ,2018,Q4,7.153436974670143
ニッパツ,2019,Q1,-8.664813611994669
ニッパツ,2019,Q2,4.24701448755255
ニッパツ,2019,Q3,18.361031895685915
ニッパツ,2019,Q4,-49.72759847206946
ニッパツ,2020,Q1,7.514049882990728
ニッパツ,2020,Q2,-6.672343627259346
ニッパツ,2020,Q3,15.174168965468368
ニッパツ,2020,Q4,0.25738207194130214
ニップン,2018,Q1,20.999910974148975
ニップン,2018,Q2,23.94775789665296
ニップン,2018,Q3,31.781709134707228
ニップン,2018,Q4,23.28766844674893
ニップン,2019,Q1,27.053557766736144
ニップン,2019,Q2,25.774288866473093
ニップン,2019,Q3,33.08846542672238
ニップン,2019,Q4,24.649613622962097
ニップン,2020,Q1,32.24354347551265
ニップン,2020,Q2,20.033034041251522
ニップン,2020,Q3,34.43769218832803
ニップン,2020,Q4,27.656811215228412
ニフコ,2018,Q1,100.35950006655511
ニフコ,2018,Q2,81.94218671352306
ニフコ,2018,Q3,80.11645551736872
ニフコ,2018,Q4,58.51398512848495
ニフコ,2019,Q1,36.22622830023927
ニフコ,2019,Q2,55.879335411312695
ニフコ,2019,Q3,52.14733265873197
ニフコ,2019,Q4,39.15638733881835
ニフコ,2020,Q1,36.04816542974264
ニフコ,2020,Q2,38.64856717005912
ニフコ,2020,Q3,27.872767538429322
ニフコ,2020,Q4,43.91886408164294
ニプロ,2018,Q1,14.266355759535866
ニプロ,2018,Q2,23.123722280734363
ニプロ,2018,Q3,31.911809848928748
ニプロ,2018,Q4,-2.919363770459509
ニプロ,2019,Q1,19.628787373770734
ニプロ,2019,Q2,18.015938810577104
ニプロ,2019,Q3,23.240217407925165
ニプロ,2019,Q4,11.870344689075843
ニプロ,2020,Q1,-7.9374677220653975
ニプロ,2020,Q2,14.869383364376455
ニプロ,2020,Q3,25.52834210942796
ニプロ,2020,Q4,-71.62504632144257
ニホンフラッシュ,2018,Q1,27.70574942539754
ニホンフラッシュ,2018,Q2,38.48529260742333
ニホンフラッシュ,2018,Q3,65.83857102036063
ニホンフラッシュ,2018,Q4,45.41689687760334
ニホンフラッシュ,2019,Q1,39.05798778262834
ニホンフラッシュ,2019,Q2,44.51776260285451
ニホンフラッシュ,2019,Q3,67.19389109073431
ニホンフラッシュ,2019,Q4,81.23087612604465
ニホンフラッシュ,2020,Q1,52.340442691832834
ニホンフラッシュ,2020,Q2,43.839361997651004
ニホンフラッシュ,2020,Q3,69.09892676286893
ニホンフラッシュ,2020,Q4,55.356868578447816
ネツレン,2018,Q1,17.3761291980898
ネツレン,2018,Q2,19.76507144165857
ネツレン,2018,Q3,14.593015120821661
ネツレン,2018,Q4,15.372493372312487
ネツレン,2019,Q1,1.1215196865412445
ネツレン,2019,Q2,12.0781202156144
ネツレン,2019,Q3,7.421642245640186
ネツレン,2019,Q4,-4.188082810129552
ネツレン,2020,Q1,1.4643829819037333
ネツレン,2020,Q2,-3.129959819459389
ネツレン,2020,Q3,1.2869904181044256
ネツレン,2020,Q4,3.484520615241857
ノジマ,2018,Q1,52.38274924759107
ノジマ,2018,Q2,55.45916125381416
ノジマ,2018,Q3,80.90557915509791
ノジマ,2018,Q4,94.48028028383544
ノジマ,2019,Q1,62.6209410734253
ノジマ,2019,Q2,80.00279824319064
ノジマ,2019,Q3,90.39266621449701
ノジマ,2019,Q4,96.57109925134641
ノジマ,2020,Q1,55.17244520647764
ノジマ,2020,Q2,110.26150383685744
ノジマ,2020,Q3,470.96852597580636
ノジマ,2020,Q4,74.86722806574471
ノリタケカンパニーリミテド,2018,Q1,481.4629313010927
ノリタケカンパニーリミテド,2018,Q2,137.87109525173818
ノリタケカンパニーリミテド,2018,Q3,170.95991968284093
ノリタケカンパニーリミテド,2018,Q4,639.2531634833194
ノリタケカンパニーリミテド,2019,Q1,131.16048090264016
ノリタケカンパニーリミテド,2019,Q2,121.17278696810203
ノリタケカンパニーリミテド,2019,Q3,122.98243861784727
ノリタケカンパニーリミテド,2019,Q4,217.38382073032253
ノリタケカンパニーリミテド,2020,Q1,18.750128377208274
ノリタケカンパニーリミテド,2020,Q2,34.338050309115445
ノリタケカンパニーリミテド,2020,Q3,29.601054710580332
ノリタケカンパニーリミテド,2020,Q4,39.88831820008501
ハイマックス,2018,Q1,24.148351276601268
ハイマックス,2018,Q2,35.851953653732544
ハイマックス,2018,Q3,42.583288398845035
ハイマックス,2018,Q4,36.68539463724255
ハイマックス,2019,Q1,29.771555414882094
ハイマックス,2019,Q2,35.22811407439481
ハイマックス,2019,Q3,39.01139684281333
ハイマックス,2019,Q4,40.60982631279222
ハイマックス,2020,Q1,33.89776156463964
ハイマックス,2020,Q2,25.27402842988673
ハイマックス,2020,Q3,47.51154385910394
ハイマックス,2020,Q4,45.54588981305079
ハウス食品グループ本社,2018,Q1,19.083664440001193
ハウス食品グループ本社,2018,Q2,22.530236702913683
ハウス食品グループ本社,2018,Q3,47.19347920324968
ハウス食品グループ本社,2018,Q4,13.144518080552885
ハウス食品グループ本社,2019,Q1,27.03327484576382
ハウス食品グループ本社,2019,Q2,25.875149947852616
ハウス食品グループ本社,2019,Q3,48.71798027363461
ハウス食品グループ本社,2019,Q4,27.29747127862036
ハウス食品グループ本社,2020,Q1,22.341200170595485
ハウス食品グループ本社,2020,Q2,25.947486769537875
ハウス食品グループ本社,2020,Q3,41.2236186857228
ハウス食品グループ本社,2020,Q4,20.406687887040658
ハピネット,2018,Q1,12.651445707128277
ハピネット,2018,Q2,33.54808513476327
ハピネット,2018,Q3,89.7957656871881
ハピネット,2018,Q4,25.204189693015888
ハピネット,2019,Q1,12.776411115032538
ハピネット,2019,Q2,26.442045761687105
ハピネット,2019,Q3,75.3769133504808
ハピネット,2019,Q4,1.8501474247067313
ハピネット,2020,Q1,-0.175110624985159
ハピネット,2020,Q2,26.04196655327963
ハピネット,2020,Q3,54.763154776826596
ハピネット,2020,Q4,2.254020124281925
ハマキョウレックス,2018,Q1,78.68076382351227
ハマキョウレックス,2018,Q2,67.61522660124858
ハマキョウレックス,2018,Q3,87.56207565573638
ハマキョウレックス,2018,Q4,80.68035256749633
ハマキョウレックス,2019,Q1,72.65065323481817
ハマキョウレックス,2019,Q2,73.50920036764443
ハマキョウレックス,2019,Q3,97.82747428966759
ハマキョウレックス,2019,Q4,68.36084041739798
ハマキョウレックス,2020,Q1,82.0121375406068
ハマキョウレックス,2020,Q2,79.62763540077954
ハマキョウレックス,2020,Q3,95.04119262145757
ハマキョウレックス,2020,Q4,81.8186225339347
ハリマ化成グループ,2018,Q1,22.71604384013001
ハリマ化成グループ,2018,Q2,36.896520315578854
ハリマ化成グループ,2018,Q3,41.15705660661736
ハリマ化成グループ,2018,Q4,21.15572954049438
ハリマ化成グループ,2019,Q1,48.43671706206342
ハリマ化成グループ,2019,Q2,40.16093249345987
ハリマ化成グループ,2019,Q3,30.052834336639428
ハリマ化成グループ,2019,Q4,17.40386302869105
ハリマ化成グループ,2020,Q1,27.260145278407037
ハリマ化成グループ,2020,Q2,23.14792663405714
ハリマ化成グループ,2020,Q3,17.29115359348939
ハリマ化成グループ,2020,Q4,2.905832912809799
ハークスレイ,2018,Q1,16.250720412191903
ハークスレイ,2018,Q2,17.966835200286955
ハークスレイ,2018,Q3,25.405751727125683
ハークスレイ,2018,Q4,16.953507192297327
ハークスレイ,2019,Q1,21.486341800863503
ハークスレイ,2019,Q2,21.161729263260526
ハークスレイ,2019,Q3,30.158552745480687
ハークスレイ,2019,Q4,34.213395717068764
ハークスレイ,2020,Q1,30.328950701972104
ハークスレイ,2020,Q2,18.429641509468322
ハークスレイ,2020,Q3,34.16440259749587
ハークスレイ,2020,Q4,34.32506380339014
ハードオフコーポレーション,2018,Q1,9.867758381845613
ハードオフコーポレーション,2018,Q2,11.581308681630615
ハードオフコーポレーション,2018,Q3,17.496887186905024
ハードオフコーポレーション,2018,Q4,0.14550908089981043
ハードオフコーポレーション,2019,Q1,13.352215874751872
ハードオフコーポレーション,2019,Q2,9.68263861705228
ハードオフコーポレーション,2019,Q3,13.628725294164616
ハードオフコーポレーション,2019,Q4,1.6052061580705363
ハードオフコーポレーション,2020,Q1,14.092964356928068
ハードオフコーポレーション,2020,Q2,0.40665468665025595
ハードオフコーポレーション,2020,Q3,11.222211958871972
ハードオフコーポレーション,2020,Q4,2.4053894197690076
バルカー,2018,Q1,65.20252561399694
バルカー,2018,Q2,62.64397852895612
バルカー,2018,Q3,61.49570023357205
バルカー,2018,Q4,49.61121842075956
バルカー,2019,Q1,63.84164461994412
バルカー,2019,Q2,58.00971478287263
バルカー,2019,Q3,38.316366687403786
バルカー,2019,Q4,44.72617683519043
バルカー,2020,Q1,41.32263275605728
バルカー,2020,Q2,32.916786280203084
バルカー,2020,Q3,53.19509463135853
バルカー,2020,Q4,27.56226019071385
バローホールディングス,2018,Q1,38.405282421313
バローホールディングス,2018,Q2,39.000989151977194
バローホールディングス,2018,Q3,54.3138371160926
バローホールディングス,2018,Q4,18.881729498564674
バローホールディングス,2019,Q1,41.76582109746662
バローホールディングス,2019,Q2,34.820692309421986
バローホールディングス,2019,Q3,53.91625112793336
バローホールディングス,2019,Q4,4.469098124690368
バローホールディングス,2020,Q1,22.848453876717862
バローホールディングス,2020,Q2,56.51398234323013
バローホールディングス,2020,Q3,62.62347194490053
バローホールディングス,2020,Q4,29.018133546121714
バンダイナムコホールディングス,2018,Q1,80.06515646571499
バンダイナムコホールディングス,2018,Q2,64.9076669554326
バンダイナムコホールディングス,2018,Q3,73.77079392123422
バンダイナムコホールディングス,2018,Q4,63.106601109952614
バンダイナムコホールディングス,2019,Q1,69.79000540083362
バンダイナムコホールディングス,2019,Q2,81.36923213065829
バンダイナムコホールディングス,2019,Q3,84.60285324153463
バンダイナムコホールディングス,2019,Q4,52.46884184796405
バンダイナムコホールディングス,2020,Q1,66.16409925487274
バンダイナムコホールディングス,2020,Q2,75.05311716633646
バンダイナムコホールディングス,2020,Q3,83.74337087792426
バンダイナムコホールディングス,2020,Q4,40.875224829767426
パスコ,2018,Q1,0.9085662341693276
パスコ,2018,Q2,-3.4930769332929636
パスコ,2018,Q3,-0.377143421861261
パスコ,2018,Q4,35.19930529898325
パスコ,2019,Q1,72.56520402391928
パスコ,2019,Q2,-6.96233289810016
パスコ,2019,Q3,74.1545549243144
パスコ,2019,Q4,135.05254721626483
パスコ,2020,Q1,1.1383984567073284
パスコ,2020,Q2,64.85547478596973
パスコ,2020,Q3,72.88922039667239
パスコ,2020,Q4,91.88103597554131
パナソニック,2018,Q1,29.630008838248113
パナソニック,2018,Q2,22.130909909072127
パナソニック,2018,Q3,34.848687146086164
パナソニック,2018,Q4,2.5364028686600024
パナソニック,2019,Q1,38.93388528578354
パナソニック,2019,Q2,17.603508124297356
パナソニック,2019,Q3,29.530229452628454
パナソニック,2019,Q4,27.952888155530218
パナソニック,2020,Q1,23.075562658118862
パナソニック,2020,Q2,14.043564415727406
パナソニック,2020,Q3,30.398134918445074
パナソニック,2020,Q4,24.734965872315286
ヒロセ電機,2018,Q1,109.16602735657709
ヒロセ電機,2018,Q2,144.96093519457958
ヒロセ電機,2018,Q3,143.1770011326838
ヒロセ電機,2018,Q4,110.74877862319764
ヒロセ電機,2019,Q1,100.5361226510128
ヒロセ電機,2019,Q2,133.91004402778972
ヒロセ電機,2019,Q3,142.97345525105803
ヒロセ電機,2019,Q4,57.79934839308677
ヒロセ電機,2020,Q1,108.20906743372362
ヒロセ電機,2020,Q2,129.1168615628622
ヒロセ電機,2020,Q3,118.14459960352504
ヒロセ電機,2020,Q4,119.98328557141387
ビオフェルミン製薬,2018,Q1,54.77513333078559
ビオフェルミン製薬,2018,Q2,49.092451923174266
ビオフェルミン製薬,2018,Q3,45.54299202709493
ビオフェルミン製薬,2018,Q4,30.21573617842271
ビオフェルミン製薬,2019,Q1,58.98107717715591
ビオフェルミン製薬,2019,Q2,46.37392722872573
ビオフェルミン製薬,2019,Q3,42.05162335277686
ビオフェルミン製薬,2019,Q4,43.11185703010527
ビオフェルミン製薬,2020,Q1,43.95254784248576
ビオフェルミン製薬,2020,Q2,51.00969964239535
ビオフェルミン製薬,2020,Q3,57.570129704893795
ビオフェルミン製薬,2020,Q4,29.074489082802405
ビジネスエンジニアリング,2018,Q1,0.9903096362327609
ビジネスエンジニアリング,2018,Q2,22.241997157549722
ビジネスエンジニアリング,2018,Q3,21.22598905270973
ビジネスエンジニアリング,2018,Q4,44.09240572113227
ビジネスエンジニアリング,2019,Q1,29.720154848309658
ビジネスエンジニアリング,2019,Q2,39.40476048872229
ビジネスエンジニアリング,2019,Q3,38.42604171179056
ビジネスエンジニアリング,2019,Q4,43.60512481312168
ビジネスエンジニアリング,2020,Q1,40.82649893219148
ビジネスエンジニアリング,2020,Q2,58.29101572703773
ビジネスエンジニアリング,2020,Q3,30.525875908268016
ビジネスエンジニアリング,2020,Q4,31.7439183545171
ビジネス・ブレークスルー,2018,Q1,6.623770894009124
ビジネス・ブレークスルー,2018,Q2,3.5396728827724226
ビジネス・ブレークスルー,2018,Q3,1.970696352329989
ビジネス・ブレークスルー,2018,Q4,2.980105747798601
ビジネス・ブレークスルー,2019,Q1,6.0764470546329905
ビジネス・ブレークスルー,2019,Q2,4.861537127525681
ビジネス・ブレークスルー,2019,Q3,0.2999344994818206
ビジネス・ブレークスルー,2019,Q4,-0.5427766131153493
ビジネス・ブレークスルー,2020,Q1,2.913570126439121
ビジネス・ブレークスルー,2020,Q2,-7.720068795875858
ビジネス・ブレークスルー,2020,Q3,5.335979383643046
ビジネス・ブレークスルー,2020,Q4,-1.0266518537557099
ビーアールホールディングス,2018,Q1,-2.695240715459376
ビーアールホールディングス,2018,Q2,1.6741465914473004
ビーアールホールディングス,2018,Q3,8.19753097678616
ビーアールホールディングス,2018,Q4,14.497853498956664
ビーアールホールディングス,2019,Q1,1.6857590406752556
ビーアールホールディングス,2019,Q2,-0.7109152656900598
ビーアールホールディングス,2019,Q3,9.12401765629998
ビーアールホールディングス,2019,Q4,13.130728022344282
ビーアールホールディングス,2020,Q1,3.978477606761681
ビーアールホールディングス,2020,Q2,5.79438413015153
ビーアールホールディングス,2020,Q3,13.193928472010748
ビーアールホールディングス,2020,Q4,14.530507898395456
ビー・エム・エル,2018,Q1,44.98252136683378
ビー・エム・エル,2018,Q2,41.86752921696546
ビー・エム・エル,2018,Q3,37.32091417439357
ビー・エム・エル,2018,Q4,26.331056116097137
ビー・エム・エル,2019,Q1,49.479746445605755
ビー・エム・エル,2019,Q2,40.24834119025748
ビー・エム・エル,2019,Q3,47.032971245664456
ビー・エム・エル,2019,Q4,24.075298863450126
ビー・エム・エル,2020,Q1,43.27910833526256
ビー・エム・エル,2020,Q2,14.508983692061046
ビー・エム・エル,2020,Q3,55.3297981252667
ビー・エム・エル,2020,Q4,73.47385962183009
ピエトロ,2018,Q1,14.550349348058699
ピエトロ,2018,Q2,16.913603090441143
ピエトロ,2018,Q3,10.44827565833501
ピエトロ,2018,Q4,12.736143202028932
ピエトロ,2019,Q1,14.739025550625882
ピエトロ,2019,Q2,17.54780398841108
ピエトロ,2019,Q3,3.0164253006926653
ピエトロ,2019,Q4,8.725882273583235
ピエトロ,2020,Q1,14.40047480953326
ピエトロ,2020,Q2,6.227479297789502
ピエトロ,2020,Q3,9.302909397345644
ピエトロ,2020,Q4,12.17128511783532
ピーエス三菱,2018,Q1,3.5998551922440734
ピーエス三菱,2018,Q2,22.501629072807923
ピーエス三菱,2018,Q3,43.420426545898984
ピーエス三菱,2018,Q4,3.2390406177037336
ピーエス三菱,2019,Q1,25.93741745049369
ピーエス三菱,2019,Q2,29.015237658655536
ピーエス三菱,2019,Q3,32.78691946342015
ピーエス三菱,2019,Q4,64.21610855075097
ピーエス三菱,2020,Q1,6.9976300685225565
ピーエス三菱,2020,Q2,22.007838542169047
ピーエス三菱,2020,Q3,28.864137811319644
ピーエス三菱,2020,Q4,30.10374485930161
ピーシーデポコーポレーション,2018,Q1,26.718692704303294
ピーシーデポコーポレーション,2018,Q2,39.17627522483178
ピーシーデポコーポレーション,2018,Q3,-34.13615380547445
ピーシーデポコーポレーション,2018,Q4,-10.340365341787422
ピーシーデポコーポレーション,2019,Q1,38.52646347651326
ピーシーデポコーポレーション,2019,Q2,58.631158270426525
ピーシーデポコーポレーション,2019,Q3,-8.593401315185186
ピーシーデポコーポレーション,2019,Q4,-16.657463550731315
ピーシーデポコーポレーション,2020,Q1,40.74051047129524
ピーシーデポコーポレーション,2020,Q2,34.252891611705856
ピーシーデポコーポレーション,2020,Q3,-13.047361753922724
ピーシーデポコーポレーション,2020,Q4,-5.072287878060646
ピー・シー・エー,2018,Q1,15.922458253648639
ピー・シー・エー,2018,Q2,2.6549302184835613
ピー・シー・エー,2018,Q3,13.14856254968575
ピー・シー・エー,2018,Q4,32.97647594736336
ピー・シー・エー,2019,Q1,25.34001127537887
ピー・シー・エー,2019,Q2,38.79677938986268
ピー・シー・エー,2019,Q3,82.04995681604062
ピー・シー・エー,2019,Q4,83.07097417095946
ピー・シー・エー,2020,Q1,32.582524351488615
ピー・シー・エー,2020,Q2,79.3418948486619
ピー・シー・エー,2020,Q3,49.917487334968776
ピー・シー・エー,2020,Q4,47.81695288613389
ファナック,2018,Q1,232.78499495902506
ファナック,2018,Q2,236.13281991995854
ファナック,2018,Q3,209.1550992726609
ファナック,2018,Q4,240.0351088140069
ファナック,2019,Q1,154.0548644238719
ファナック,2019,Q2,130.1666586290934
ファナック,2019,Q3,146.21109768315344
ファナック,2019,Q4,62.376806794790454
ファナック,2020,Q1,97.47079775769546
ファナック,2020,Q2,47.61258438172492
ファナック,2020,Q3,100.63782745138795
ファナック,2020,Q4,123.78617252106694
ファンケル,2018,Q1,13.498901580948612
ファンケル,2018,Q2,28.92629460800249
ファンケル,2018,Q3,31.350028548901122
ファンケル,2018,Q4,17.47248126833025
ファンケル,2019,Q1,29.492602004377282
ファンケル,2019,Q2,25.427226693902888
ファンケル,2019,Q3,22.99338628722884
ファンケル,2019,Q4,13.76725582986705
ファンケル,2020,Q1,19.091987622018202
ファンケル,2020,Q2,23.587781529356825
ファンケル,2020,Q3,21.94085803000744
ファンケル,2020,Q4,13.115315595325622
フィールズ,2018,Q1,-481.03858613180245
フィールズ,2018,Q2,14.793177837084874
フィールズ,2018,Q3,84.95239001374337
フィールズ,2018,Q4,103.18647916706114
フィールズ,2019,Q1,-183.61818599717796
フィールズ,2019,Q2,-433.20323757175004
フィールズ,2019,Q3,-58.08788377820379
フィールズ,2019,Q4,28.183098884417113
フィールズ,2020,Q1,18.647389106723068
フィールズ,2020,Q2,-50.15735248632849
フィールズ,2020,Q3,14.654210890461934
フィールズ,2020,Q4,123.775570218983
フェイス,2018,Q1,19.56376987711071
フェイス,2018,Q2,241.79267795051064
