企業名,会計年度,四半期,y_hat_comb_uts
東都水産,2019,Q4,155.6841249592781
東都水産,2020,Q1,73.01499712470293
東都水産,2020,Q2,29.9332758052217
東都水産,2020,Q3,121.57405805572876
東都水産,2020,Q4,158.88767278765067
東鉄工業,2018,Q1,58.181526046702245
東鉄工業,2018,Q2,48.263432792420566
東鉄工業,2018,Q3,68.08423505728764
東鉄工業,2018,Q4,119.59027210520794
東鉄工業,2019,Q1,35.186696295798775
東鉄工業,2019,Q2,55.25745883027162
東鉄工業,2019,Q3,71.80874588440345
東鉄工業,2019,Q4,107.61435074281249
東鉄工業,2020,Q1,55.04811539897963
東鉄工業,2020,Q2,58.53212011399536
東鉄工業,2020,Q3,81.34301464863275
東鉄工業,2020,Q4,129.09007210151987
東陽倉庫,2018,Q1,4.738492488897191
東陽倉庫,2018,Q2,5.656780224036925
東陽倉庫,2018,Q3,7.935034028579677
東陽倉庫,2018,Q4,4.137517503866413
東陽倉庫,2019,Q1,6.238595764212527
東陽倉庫,2019,Q2,5.537430471239338
東陽倉庫,2019,Q3,8.680023268184915
東陽倉庫,2019,Q4,4.9667015760932935
東陽倉庫,2020,Q1,6.155691102001618
東陽倉庫,2020,Q2,7.070130978942093
東陽倉庫,2020,Q3,8.015047908448276
東陽倉庫,2020,Q4,6.044199958886024
松井建設,2018,Q1,27.422196188116875
松井建設,2018,Q2,36.24849172673337
松井建設,2018,Q3,33.265542470136566
松井建設,2018,Q4,28.01984623975858
松井建設,2019,Q1,41.88984174602256
松井建設,2019,Q2,22.442989922290483
松井建設,2019,Q3,14.313248691681775
松井建設,2019,Q4,24.81516990089681
松井建設,2020,Q1,23.126018591864238
松井建設,2020,Q2,18.467697933920004
松井建設,2020,Q3,23.79185467002713
松井建設,2020,Q4,15.474197771012694
松屋フーズホールディングス,2018,Q1,20.727014117072137
松屋フーズホールディングス,2018,Q2,30.05045941794084
松屋フーズホールディングス,2018,Q3,40.0086725849744
松屋フーズホールディングス,2018,Q4,26.499384111408382
松屋フーズホールディングス,2019,Q1,18.918216776430302
松屋フーズホールディングス,2019,Q2,33.77619958468283
松屋フーズホールディングス,2019,Q3,62.911876872410154
松屋フーズホールディングス,2019,Q4,23.960461408103413
松屋フーズホールディングス,2020,Q1,17.59186109939349
松屋フーズホールディングス,2020,Q2,-40.48310003535079
松屋フーズホールディングス,2020,Q3,-13.640546935087471
松屋フーズホールディングス,2020,Q4,7.195519854634114
松田産業,2018,Q1,25.158140837485657
松田産業,2018,Q2,33.8643160660421
松田産業,2018,Q3,45.067961018122745
松田産業,2018,Q4,19.834894257834332
松田産業,2019,Q1,32.97041572162151
松田産業,2019,Q2,36.75820997329718
松田産業,2019,Q3,37.81246492399711
松田産業,2019,Q4,38.69326712754973
松田産業,2020,Q1,30.648208918658575
松田産業,2020,Q2,41.052159563336026
松田産業,2020,Q3,55.229700174516665
松田産業,2020,Q4,35.83365816386885
松風,2018,Q1,12.98965921335034
松風,2018,Q2,18.150803683253848
松風,2018,Q3,17.93220982595195
松風,2018,Q4,4.242283250181693
松風,2019,Q1,16.543658478146504
松風,2019,Q2,17.331777205182853
松風,2019,Q3,23.198923941734307
松風,2019,Q4,17.485552914185618
松風,2020,Q1,8.199100149896898
松風,2020,Q2,21.24249242022256
松風,2020,Q3,26.050468164399888
松風,2020,Q4,-7.163706185225114
林兼産業,2018,Q1,8.667382357772642
林兼産業,2018,Q2,24.070702353973267
林兼産業,2018,Q3,48.299116440506666
林兼産業,2018,Q4,6.418288167299892
林兼産業,2019,Q1,15.363742615209315
林兼産業,2019,Q2,24.362744976276424
林兼産業,2019,Q3,53.67232027780619
林兼産業,2019,Q4,5.911494223341061
林兼産業,2020,Q1,9.757204072356597
林兼産業,2020,Q2,25.4379151559779
林兼産業,2020,Q3,60.84273988807108
林兼産業,2020,Q4,10.597682164696774
栄研化学,2018,Q1,35.79212942053245
栄研化学,2018,Q2,40.532018765843155
栄研化学,2018,Q3,38.43966734756617
栄研化学,2018,Q4,16.856739626036035
栄研化学,2019,Q1,24.123176414370512
栄研化学,2019,Q2,30.26258944153333
栄研化学,2019,Q3,33.10515439581552
栄研化学,2019,Q4,13.631990769502712
栄研化学,2020,Q1,24.743385625560894
栄研化学,2020,Q2,29.12379304740447
栄研化学,2020,Q3,30.63046678407806
栄研化学,2020,Q4,20.508752228659034
栗本鉄工所,2018,Q1,49.724591670661376
栗本鉄工所,2018,Q2,19.824049056594227
栗本鉄工所,2018,Q3,39.74036574554592
栗本鉄工所,2018,Q4,52.35698380455606
栗本鉄工所,2019,Q1,22.18355131992307
栗本鉄工所,2019,Q2,18.938524400965633
栗本鉄工所,2019,Q3,66.01894626704885
栗本鉄工所,2019,Q4,106.96066404424872
栗本鉄工所,2020,Q1,-4.940828782897947
栗本鉄工所,2020,Q2,58.2301606052056
栗本鉄工所,2020,Q3,115.35322945699117
栗本鉄工所,2020,Q4,71.65021216840296
栗田工業,2018,Q1,27.500651994113145
栗田工業,2018,Q2,37.02187580144133
栗田工業,2018,Q3,49.01684154679244
栗田工業,2018,Q4,30.700869745640055
栗田工業,2019,Q1,21.268531530374936
栗田工業,2019,Q2,48.03686931733811
栗田工業,2019,Q3,35.02119280537869
栗田工業,2019,Q4,38.593027527463775
栗田工業,2020,Q1,38.78886297640247
栗田工業,2020,Q2,45.24766565421756
栗田工業,2020,Q3,38.613776075931696
栗田工業,2020,Q4,24.794770709522265
森永乳業,2018,Q1,22.027014079509712
森永乳業,2018,Q2,28.899740765560047
森永乳業,2018,Q3,97.53100766039184
森永乳業,2018,Q4,7.73507750805842
森永乳業,2019,Q1,72.9940712538008
森永乳業,2019,Q2,108.5906510917205
森永乳業,2019,Q3,93.18210216540804
森永乳業,2019,Q4,31.443079547533273
森永乳業,2020,Q1,104.47519162126616
森永乳業,2020,Q2,118.87410903493898
森永乳業,2020,Q3,113.3227890544432
森永乳業,2020,Q4,84.57898612634867
森永製菓,2018,Q1,56.88235815537822
森永製菓,2018,Q2,70.64691084383686
森永製菓,2018,Q3,73.82789910605607
森永製菓,2018,Q4,-2.1085007910117692
森永製菓,2019,Q1,56.396328878201686
森永製菓,2019,Q2,96.44570273784429
森永製菓,2019,Q3,91.63084272897711
森永製菓,2019,Q4,23.350129445408978
森永製菓,2020,Q1,52.36738142349905
森永製菓,2020,Q2,90.60335938846744
森永製菓,2020,Q3,83.3185578935705
森永製菓,2020,Q4,-16.569213271682578
植木組,2018,Q1,54.90088280159664
植木組,2018,Q2,10.613219852208612
植木組,2018,Q3,204.81341032156894
植木組,2018,Q4,94.02792784728642
植木組,2019,Q1,32.14814921088304
植木組,2019,Q2,75.12711410434825
植木組,2019,Q3,134.03678037159392
植木組,2019,Q4,145.87412303488586
植木組,2020,Q1,51.334435493523756
植木組,2020,Q2,83.58427855180143
植木組,2020,Q3,192.3524081586541
植木組,2020,Q4,135.30363924078947
椿本チエイン,2018,Q1,16.761237147038344
椿本チエイン,2018,Q2,22.061761937202583
椿本チエイン,2018,Q3,23.80612260183991
椿本チエイン,2018,Q4,84.13039208142166
椿本チエイン,2019,Q1,24.387287674097657
椿本チエイン,2019,Q2,45.71484119559132
椿本チエイン,2019,Q3,139.29238414758532
椿本チエイン,2019,Q4,41.77313046387868
椿本チエイン,2020,Q1,74.36727418236558
椿本チエイン,2020,Q2,61.8798296493595
椿本チエイン,2020,Q3,71.20897174544014
椿本チエイン,2020,Q4,46.05651040020992
椿本興業,2018,Q1,82.36303041756662
椿本興業,2018,Q2,71.10163076857796
椿本興業,2018,Q3,270.35179468609425
椿本興業,2018,Q4,156.814653471082
椿本興業,2019,Q1,134.63213471367789
椿本興業,2019,Q2,199.71852285246229
椿本興業,2019,Q3,176.1389931976402
椿本興業,2019,Q4,166.279132466119
椿本興業,2020,Q1,100.77637401418096
椿本興業,2020,Q2,144.99035246597666
椿本興業,2020,Q3,117.78968666524831
椿本興業,2020,Q4,88.06292728685322
極東開発工業,2018,Q1,38.98881927479059
極東開発工業,2018,Q2,46.257986896444514
極東開発工業,2018,Q3,38.13156817199065
極東開発工業,2018,Q4,41.32322604302861
極東開発工業,2019,Q1,37.79921634761819
極東開発工業,2019,Q2,33.840311901847954
極東開発工業,2019,Q3,32.69240974626152
極東開発工業,2019,Q4,57.75409779211725
極東開発工業,2020,Q1,27.457851580734307
極東開発工業,2020,Q2,44.10889421387678
極東開発工業,2020,Q3,30.7825666251587
極東開発工業,2020,Q4,52.908574565932156
極洋,2018,Q1,65.07636059430726
極洋,2018,Q2,69.92456819412483
極洋,2018,Q3,82.43490275752161
極洋,2018,Q4,64.69544886263608
極洋,2019,Q1,53.777723650670474
極洋,2019,Q2,43.0982047147514
極洋,2019,Q3,117.7060824575268
極洋,2019,Q4,44.73381584930704
極洋,2020,Q1,54.08511803893964
極洋,2020,Q2,16.57809817866896
極洋,2020,Q3,107.38001539360596
極洋,2020,Q4,62.49132789044838
横河ブリッジホールディングス,2018,Q1,55.32211363977005
横河ブリッジホールディングス,2018,Q2,38.354388741542536
横河ブリッジホールディングス,2018,Q3,48.94181635609274
横河ブリッジホールディングス,2018,Q4,76.77821308832044
横河ブリッジホールディングス,2019,Q1,38.78854731058131
横河ブリッジホールディングス,2019,Q2,41.133723811384144
横河ブリッジホールディングス,2019,Q3,50.42473219714408
横河ブリッジホールディングス,2019,Q4,59.80802797393189
横河ブリッジホールディングス,2020,Q1,42.69175608474946
横河ブリッジホールディングス,2020,Q2,44.062532550788816
横河ブリッジホールディングス,2020,Q3,75.40507373336558
横河ブリッジホールディングス,2020,Q4,72.24959014627397
横河電機,2018,Q1,19.92519236699365
横河電機,2018,Q2,21.590018577867006
横河電機,2018,Q3,3.899862383089747
横河電機,2018,Q4,46.04716889645575
横河電機,2019,Q1,18.569378320789063
横河電機,2019,Q2,22.922072276692997
横河電機,2019,Q3,28.003286422838148
横河電機,2019,Q4,28.40090311056241
横河電機,2020,Q1,5.562433790831417
横河電機,2020,Q2,23.91189268556936
横河電機,2020,Q3,14.598334992322725
横河電機,2020,Q4,20.53811775043824
橋本総業ホールディングス,2018,Q1,27.184185402092588
橋本総業ホールディングス,2018,Q2,51.61139188688461
橋本総業ホールディングス,2018,Q3,48.23114636794931
橋本総業ホールディングス,2018,Q4,61.03222152243569
橋本総業ホールディングス,2019,Q1,34.91671340219426
橋本総業ホールディングス,2019,Q2,49.452610919288695
橋本総業ホールディングス,2019,Q3,51.07973163666038
橋本総業ホールディングス,2019,Q4,59.8518718756621
橋本総業ホールディングス,2020,Q1,38.648394863873925
橋本総業ホールディングス,2020,Q2,51.902457840544436
橋本総業ホールディングス,2020,Q3,55.2188379881654
橋本総業ホールディングス,2020,Q4,60.46886034595521
武田薬品工業,2018,Q1,114.38847688736567
武田薬品工業,2018,Q2,45.06609658740577
武田薬品工業,2018,Q3,78.79993022833312
武田薬品工業,2018,Q4,-49.034238355584975
武田薬品工業,2019,Q1,85.71426649824313
武田薬品工業,2019,Q2,35.01420781909856
武田薬品工業,2019,Q3,46.31614594294588
武田薬品工業,2019,Q4,-46.102422397356875
武田薬品工業,2020,Q1,35.206015337477425
武田薬品工業,2020,Q2,45.55860520507608
武田薬品工業,2020,Q3,3.5814857250223016
武田薬品工業,2020,Q4,-10.977833886733823
武蔵精密工業,2018,Q1,95.58050108139982
武蔵精密工業,2018,Q2,71.75501618724516
武蔵精密工業,2018,Q3,101.6891445070195
武蔵精密工業,2018,Q4,73.03353222367873
武蔵精密工業,2019,Q1,57.638425000887025
武蔵精密工業,2019,Q2,37.273426201252406
武蔵精密工業,2019,Q3,27.86251700032659
武蔵精密工業,2019,Q4,22.83185309448181
武蔵精密工業,2020,Q1,-84.27571250543113
武蔵精密工業,2020,Q2,-36.218762973750025
武蔵精密工業,2020,Q3,20.402953295140644
武蔵精密工業,2020,Q4,-92.20185382926064
永大産業,2018,Q1,2.0421667734760973
永大産業,2018,Q2,6.602457374758039
永大産業,2018,Q3,0.1711309357409327
永大産業,2018,Q4,-10.134458538708335
永大産業,2019,Q1,-27.06844502990929
永大産業,2019,Q2,-24.79959652232451
永大産業,2019,Q3,-10.632712037468554
永大産業,2019,Q4,-20.341133914786276
永大産業,2020,Q1,0.15600665211513087
永大産業,2020,Q2,-6.0298246866738605
永大産業,2020,Q3,4.4940113383638645
永大産業,2020,Q4,11.241229446042148
永谷園ホールディングス,2018,Q1,0.698182077305755
永谷園ホールディングス,2018,Q2,16.205960935648196
永谷園ホールディングス,2018,Q3,39.082168709852326
永谷園ホールディングス,2018,Q4,-9.82081521420969
永谷園ホールディングス,2019,Q1,7.651738048980019
永谷園ホールディングス,2019,Q2,8.3591534982688
永谷園ホールディングス,2019,Q3,32.55660848504152
永谷園ホールディングス,2019,Q4,-20.621227941353073
永谷園ホールディングス,2020,Q1,6.804234886087381
永谷園ホールディングス,2020,Q2,14.507003475878568
永谷園ホールディングス,2020,Q3,62.184381065113826
永谷園ホールディングス,2020,Q4,-1.3668521165895142
池上通信機,2018,Q1,-6.671252609220562
池上通信機,2018,Q2,-5.154413255061412
池上通信機,2018,Q3,1.4786382324920477
池上通信機,2018,Q4,15.872462175526731
池上通信機,2019,Q1,28.28996271369193
池上通信機,2019,Q2,-2.1704583737144967
池上通信機,2019,Q3,0.08674648402513156
池上通信機,2019,Q4,87.5100346946972
池上通信機,2020,Q1,2.3460569438122945
池上通信機,2020,Q2,0.05971998097758728
池上通信機,2020,Q3,-22.960192015062034
池上通信機,2020,Q4,131.97600751149585
沢藤電機,2018,Q1,5.445467817636674
沢藤電機,2018,Q2,11.05319975722118
沢藤電機,2018,Q3,73.14288493812026
沢藤電機,2018,Q4,10.708447988816676
沢藤電機,2019,Q1,22.405634127149774
沢藤電機,2019,Q2,29.424342578304504
沢藤電機,2019,Q3,22.117355727432955
沢藤電機,2019,Q4,0.08567449785628085
沢藤電機,2020,Q1,-5.392617401496581
沢藤電機,2020,Q2,27.24529428825656
沢藤電機,2020,Q3,-20.330337810747483
沢藤電機,2020,Q4,19.92198378859347
河合楽器製作所,2018,Q1,17.001333822041396
河合楽器製作所,2018,Q2,72.35349869728259
河合楽器製作所,2018,Q3,96.51782932897694
河合楽器製作所,2018,Q4,43.710858896146505
河合楽器製作所,2019,Q1,41.48514451188716
河合楽器製作所,2019,Q2,65.291216923463
河合楽器製作所,2019,Q3,90.5589025338663
河合楽器製作所,2019,Q4,56.88506824413729
河合楽器製作所,2020,Q1,17.864822628588854
河合楽器製作所,2020,Q2,-44.04882106395333
河合楽器製作所,2020,Q3,49.02243092804078
河合楽器製作所,2020,Q4,52.0742764023174
河西工業,2018,Q1,58.36807437264565
河西工業,2018,Q2,53.709543748371104
河西工業,2018,Q3,21.92278418833343
河西工業,2018,Q4,33.21040760283604
河西工業,2019,Q1,45.63989093969944
河西工業,2019,Q2,19.8309876520709
河西工業,2019,Q3,14.772940970235151
河西工業,2019,Q4,23.835550776512747
河西工業,2020,Q1,-29.69045266689031
河西工業,2020,Q2,-85.29383842596097
河西工業,2020,Q3,-144.37938827296296
河西工業,2020,Q4,-111.09631448349182
油研工業,2018,Q1,73.27807519043002
油研工業,2018,Q2,53.34924932453409
油研工業,2018,Q3,151.93308437617276
油研工業,2018,Q4,76.09801444448016
油研工業,2019,Q1,55.772596410906864
油研工業,2019,Q2,65.79677489233794
油研工業,2019,Q3,37.57866866402648
油研工業,2019,Q4,38.264227339975065
油研工業,2020,Q1,39.74477845087504
油研工業,2020,Q2,13.97397532992341
油研工業,2020,Q3,41.71682272274286
油研工業,2020,Q4,52.85834988659095
浅沼組,2018,Q1,9.666197622168694
浅沼組,2018,Q2,7.805239778939286
浅沼組,2018,Q3,15.129679439598391
浅沼組,2018,Q4,71.56282075056042
浅沼組,2019,Q1,300.27340722101087
浅沼組,2019,Q2,74.08307075318041
浅沼組,2019,Q3,169.1697881516624
浅沼組,2019,Q4,222.746265343376
浅沼組,2020,Q1,82.81894335865755
浅沼組,2020,Q2,88.62212837666155
浅沼組,2020,Q3,124.3137367790788
浅沼組,2020,Q4,186.61310190435378
淀川製鋼所,2018,Q1,69.86461300648612
淀川製鋼所,2018,Q2,58.45892588274493
淀川製鋼所,2018,Q3,41.78300001297784
淀川製鋼所,2018,Q4,42.343168643215634
淀川製鋼所,2019,Q1,76.54454346178684
淀川製鋼所,2019,Q2,28.05101962562599
淀川製鋼所,2019,Q3,39.99776876233821
淀川製鋼所,2019,Q4,55.17566223348704
淀川製鋼所,2020,Q1,35.932589294179124
淀川製鋼所,2020,Q2,32.35301329059943
淀川製鋼所,2020,Q3,46.89924216494147
淀川製鋼所,2020,Q4,38.203042289778935
清水建設,2018,Q1,30.7623056853315
清水建設,2018,Q2,19.01534387654226
清水建設,2018,Q3,29.06078058365527
清水建設,2018,Q4,32.60489215205679
清水建設,2019,Q1,35.011233645789716
清水建設,2019,Q2,31.82400019066261
清水建設,2019,Q3,29.938021942476933
清水建設,2019,Q4,51.207220430998234
清水建設,2020,Q1,25.305769336733977
清水建設,2020,Q2,17.530845632402393
清水建設,2020,Q3,36.880656624371426
清水建設,2020,Q4,30.07558044528825
滝沢鉄工所,2018,Q1,99.72726028066185
滝沢鉄工所,2018,Q2,38.71581404188068
滝沢鉄工所,2018,Q3,84.30429628506246
滝沢鉄工所,2018,Q4,127.32311102473935
滝沢鉄工所,2019,Q1,51.3529853737234
滝沢鉄工所,2019,Q2,52.452710881390075
滝沢鉄工所,2019,Q3,93.73171938819148
滝沢鉄工所,2019,Q4,45.19688069404755
滝沢鉄工所,2020,Q1,-19.258724072894857
滝沢鉄工所,2020,Q2,-22.807182181056998
滝沢鉄工所,2020,Q3,-9.31131396321967
滝沢鉄工所,2020,Q4,-48.720012162655195
焼津水産化学工業,2018,Q1,10.401016222484442
焼津水産化学工業,2018,Q2,8.982598735021359
焼津水産化学工業,2018,Q3,20.764379302973843
焼津水産化学工業,2018,Q4,4.3303912597786525
焼津水産化学工業,2019,Q1,9.784874641072676
焼津水産化学工業,2019,Q2,10.0403794403145
焼津水産化学工業,2019,Q3,17.141384186444604
焼津水産化学工業,2019,Q4,0.12415230374433044
焼津水産化学工業,2020,Q1,11.955434449485711
焼津水産化学工業,2020,Q2,6.039442192579433
焼津水産化学工業,2020,Q3,2.0396755357002254
焼津水産化学工業,2020,Q4,5.821049047850238
熊谷組,2018,Q1,79.9052965939587
熊谷組,2018,Q2,28.96885979673733
熊谷組,2018,Q3,131.72054692394997
熊谷組,2018,Q4,98.39027561457465
熊谷組,2019,Q1,47.99541526493433
熊谷組,2019,Q2,83.31002016249734
熊谷組,2019,Q3,103.83537310782667
熊谷組,2019,Q4,92.48646740427364
熊谷組,2020,Q1,112.46923680456942
熊谷組,2020,Q2,77.08592514794391
熊谷組,2020,Q3,109.43204287580902
熊谷組,2020,Q4,131.12278965884948
燦ホールディングス,2018,Q1,67.23214208382691
燦ホールディングス,2018,Q2,59.64475838174828
燦ホールディングス,2018,Q3,88.98888280549112
燦ホールディングス,2018,Q4,92.80413156662446
燦ホールディングス,2019,Q1,84.06659929242078
燦ホールディングス,2019,Q2,82.41195615404595
燦ホールディングス,2019,Q3,91.18173970256386
燦ホールディングス,2019,Q4,85.3830043623943
燦ホールディングス,2020,Q1,44.071834150738646
燦ホールディングス,2020,Q2,54.08660885179459
燦ホールディングス,2020,Q3,40.10664040984197
燦ホールディングス,2020,Q4,42.45729546973107
片倉コープアグリ,2018,Q1,21.008872369980775
片倉コープアグリ,2018,Q2,9.190633430240686
片倉コープアグリ,2018,Q3,22.348201768159566
片倉コープアグリ,2018,Q4,28.29402463929275
片倉コープアグリ,2019,Q1,28.96854359999994
片倉コープアグリ,2019,Q2,15.374826885704374
片倉コープアグリ,2019,Q3,13.536008463724718
片倉コープアグリ,2019,Q4,48.71128600065106
片倉コープアグリ,2020,Q1,27.648218902608342
片倉コープアグリ,2020,Q2,19.071374226284195
片倉コープアグリ,2020,Q3,5.511014295627165
片倉コープアグリ,2020,Q4,40.105447261011136
牧野フライス製作所,2018,Q1,15.652484240576324
牧野フライス製作所,2018,Q2,29.0067804148635
牧野フライス製作所,2018,Q3,30.172017930008487
牧野フライス製作所,2018,Q4,166.60573668329056
牧野フライス製作所,2019,Q1,140.09808087425944
牧野フライス製作所,2019,Q2,39.50593322279167
牧野フライス製作所,2019,Q3,143.08851052805204
牧野フライス製作所,2019,Q4,56.040239727963694
牧野フライス製作所,2020,Q1,-26.338801250267558
牧野フライス製作所,2020,Q2,-42.14149552672353
牧野フライス製作所,2020,Q3,-33.47073941924473
牧野フライス製作所,2020,Q4,3.4538223196826805
特種東海製紙,2018,Q1,2.2191818083185013
特種東海製紙,2018,Q2,44.98615348457923
特種東海製紙,2018,Q3,74.47532478470342
特種東海製紙,2018,Q4,44.15199841308588
特種東海製紙,2019,Q1,82.12786957920024
特種東海製紙,2019,Q2,66.5922777259969
特種東海製紙,2019,Q3,47.020486868479054
特種東海製紙,2019,Q4,89.59943854966284
特種東海製紙,2020,Q1,80.13722179619796
特種東海製紙,2020,Q2,63.105641050084515
特種東海製紙,2020,Q3,64.98135499921005
特種東海製紙,2020,Q4,181.00580059155874
王子ホールディングス,2018,Q1,7.2821835324882995
王子ホールディングス,2018,Q2,10.77757497065742
王子ホールディングス,2018,Q3,12.719660125353856
王子ホールディングス,2018,Q4,6.945342837173465
王子ホールディングス,2019,Q1,14.07767972860268
王子ホールディングス,2019,Q2,9.178519286101999
王子ホールディングス,2019,Q3,14.087074982852357
王子ホールディングス,2019,Q4,12.022245959996415
王子ホールディングス,2020,Q1,12.508604778611714
王子ホールディングス,2020,Q2,11.111447959765666
王子ホールディングス,2020,Q3,15.345146207495379
王子ホールディングス,2020,Q4,10.780211190279626
王将フードサービス,2018,Q1,37.11754851778272
王将フードサービス,2018,Q2,62.139320005895776
王将フードサービス,2018,Q3,67.32686584135527
王将フードサービス,2018,Q4,50.78525004635582
王将フードサービス,2019,Q1,40.37010606412611
王将フードサービス,2019,Q2,78.03450645933826
王将フードサービス,2019,Q3,65.66391369793527
王将フードサービス,2019,Q4,40.92671323678172
王将フードサービス,2020,Q1,61.930111501694896
王将フードサービス,2020,Q2,61.18956789340119
王将フードサービス,2020,Q3,73.01370633983483
王将フードサービス,2020,Q4,57.011983709393064
理想科学工業,2018,Q1,22.647811746918727
理想科学工業,2018,Q2,18.3921878407812
理想科学工業,2018,Q3,7.119214767909311
理想科学工業,2018,Q4,36.87436600148351
理想科学工業,2019,Q1,26.396520006498594
理想科学工業,2019,Q2,10.149174139476449
理想科学工業,2019,Q3,10.905752565796
理想科学工業,2019,Q4,21.974701613390938
理想科学工業,2020,Q1,8.287720090812911
理想科学工業,2020,Q2,5.51581302540485
理想科学工業,2020,Q3,-3.90339976980092
理想科学工業,2020,Q4,-3.1733424813530555
理研計器,2018,Q1,26.278747264563407
理研計器,2018,Q2,42.57316060821451
理研計器,2018,Q3,44.521155408312396
理研計器,2018,Q4,41.68064059973214
理研計器,2019,Q1,34.640969042583734
理研計器,2019,Q2,57.49528038117618
理研計器,2019,Q3,43.438279471159355
理研計器,2019,Q4,32.429792360381626
理研計器,2020,Q1,45.76075895636001
理研計器,2020,Q2,49.622739419123945
理研計器,2020,Q3,41.398430859901666
理研計器,2020,Q4,45.41201703283578
生化学工業,2018,Q1,11.064924767487025
生化学工業,2018,Q2,31.533936395376827
生化学工業,2018,Q3,14.620616562272811
生化学工業,2018,Q4,-1.5717069823624104
生化学工業,2019,Q1,15.62138165912017
生化学工業,2019,Q2,15.45694270039857
生化学工業,2019,Q3,-69.10229270789775
生化学工業,2019,Q4,7.108061144150852
生化学工業,2020,Q1,7.764173883381448
生化学工業,2020,Q2,-211.2712647008995
生化学工業,2020,Q3,9.63237935143365
生化学工業,2020,Q4,-8.206837797545987
田中商事,2018,Q1,1.198912172751272
田中商事,2018,Q2,17.73051566222903
田中商事,2018,Q3,29.555726938538175
田中商事,2018,Q4,15.167365258984205
田中商事,2019,Q1,13.751492551877396
田中商事,2019,Q2,23.971768889866233
田中商事,2019,Q3,40.6784334747855
田中商事,2019,Q4,20.226877706662044
田中商事,2020,Q1,14.169241290617824
田中商事,2020,Q2,31.449986659391946
田中商事,2020,Q3,22.810991957983376
田中商事,2020,Q4,14.273374446646008
田谷,2018,Q1,-17.03223470495589
田谷,2018,Q2,-8.823666175992274
田谷,2018,Q3,10.453440759761147
田谷,2018,Q4,-10.502909295536417
田谷,2019,Q1,-13.119774544971103
田谷,2019,Q2,-3.975472887848066
田谷,2019,Q3,21.41901632001601
田谷,2019,Q4,-15.04307828505012
田谷,2020,Q1,-40.24001322866695
田谷,2020,Q2,-45.28851206917553
田谷,2020,Q3,-32.6960197256296
田谷,2020,Q4,-72.29429324054072
白銅,2018,Q1,43.093834093488184
白銅,2018,Q2,42.806864696726834
白銅,2018,Q3,47.037672295219544
白銅,2018,Q4,37.94302592827495
白銅,2019,Q1,25.05154143586541
白銅,2019,Q2,24.29648112198027
白銅,2019,Q3,33.171911580346006
白銅,2019,Q4,10.836387354138697
白銅,2020,Q1,29.434298419543097
白銅,2020,Q2,21.406602775879357
白銅,2020,Q3,20.725904437026877
白銅,2020,Q4,35.45919753589237
相鉄ホールディングス,2018,Q1,21.594016573645487
相鉄ホールディングス,2018,Q2,52.92493734790243
相鉄ホールディングス,2018,Q3,63.20044056196972
相鉄ホールディングス,2018,Q4,34.357327452874635
相鉄ホールディングス,2019,Q1,53.3142049525631
相鉄ホールディングス,2019,Q2,42.866483601752925
相鉄ホールディングス,2019,Q3,55.58870815719233
相鉄ホールディングス,2019,Q4,24.97249739512481
相鉄ホールディングス,2020,Q1,39.22053919892734
相鉄ホールディングス,2020,Q2,-1.6149511457334618
相鉄ホールディングス,2020,Q3,2.8687968968184143
相鉄ホールディングス,2020,Q4,-15.08604402080004
矢作建設工業,2018,Q1,21.765281457407298
矢作建設工業,2018,Q2,22.066684166026647
矢作建設工業,2018,Q3,28.012682038125625
矢作建設工業,2018,Q4,28.81965182265886
矢作建設工業,2019,Q1,25.92619559407753
矢作建設工業,2019,Q2,16.55391627459377
矢作建設工業,2019,Q3,33.00876218173562
矢作建設工業,2019,Q4,31.368905916207712
矢作建設工業,2020,Q1,18.336842394421502
矢作建設工業,2020,Q2,26.682157171960785
矢作建設工業,2020,Q3,40.29581145187099
矢作建設工業,2020,Q4,33.26243216220625
石井鉄工所,2018,Q1,30.56659553060311
石井鉄工所,2018,Q2,3.9663412023424103
石井鉄工所,2018,Q3,49.51466105168079
石井鉄工所,2018,Q4,41.0516468177224
石井鉄工所,2019,Q1,30.133700635456677
石井鉄工所,2019,Q2,48.08478517333208
石井鉄工所,2019,Q3,38.4445446791755
石井鉄工所,2019,Q4,67.85032304287695
石井鉄工所,2020,Q1,37.73856282817211
石井鉄工所,2020,Q2,57.53515577229816
石井鉄工所,2020,Q3,57.903362547003255
石井鉄工所,2020,Q4,74.18608030150355
石原ケミカル,2018,Q1,25.050674311910154
石原ケミカル,2018,Q2,39.69520814032173
石原ケミカル,2018,Q3,34.14192288664285
石原ケミカル,2018,Q4,23.592521395065575
石原ケミカル,2019,Q1,37.7213721785403
石原ケミカル,2019,Q2,39.78763225713558
石原ケミカル,2019,Q3,42.92728510448627
石原ケミカル,2019,Q4,12.89662848698649
石原ケミカル,2020,Q1,35.06372807478533
石原ケミカル,2020,Q2,37.74948873653178
石原ケミカル,2020,Q3,27.541178600764436
石原ケミカル,2020,Q4,34.397195727247734
石川製作所,2018,Q1,8.330111752487653
石川製作所,2018,Q2,48.106731584589305
石川製作所,2018,Q3,-3.6762738452372368
石川製作所,2018,Q4,36.862188661447576
石川製作所,2019,Q1,1.9374232327970813
石川製作所,2019,Q2,-9.152102572977066
石川製作所,2019,Q3,-2.778352884568304
石川製作所,2019,Q4,40.39967565893602
