企業名,会計年度,四半期,end_month_date,end_month_price
小森コーポレーション,2018,Q2,2018-08-31,1339.0
小森コーポレーション,2018,Q3,2018-11-30,1252.0
小森コーポレーション,2018,Q4,2019-02-28,1209.0
小森コーポレーション,2019,Q1,2019-05-31,1115.0
小森コーポレーション,2019,Q2,2019-08-30,1047.0
小森コーポレーション,2019,Q3,2019-11-29,1149.0
小森コーポレーション,2019,Q4,2020-02-28,823.0
小森コーポレーション,2020,Q1,2020-05-29,780.0
小森コーポレーション,2020,Q2,2020-08-31,718.0
小森コーポレーション,2020,Q3,2020-11-30,713.0
小森コーポレーション,2020,Q4,2021-02-26,704.0
小田急電鉄,2018,Q1,2018-05-31,2355.0
小田急電鉄,2018,Q2,2018-08-31,2403.0
小田急電鉄,2018,Q3,2018-11-30,2545.0
小田急電鉄,2018,Q4,2019-02-28,2601.0
小田急電鉄,2019,Q1,2019-05-31,2680.0
小田急電鉄,2019,Q2,2019-08-30,2410.0
小田急電鉄,2019,Q3,2019-11-29,2691.0
小田急電鉄,2019,Q4,2020-02-28,2084.0
小田急電鉄,2020,Q1,2020-05-29,2689.0
小田急電鉄,2020,Q2,2020-08-31,2623.0
小田急電鉄,2020,Q3,2020-11-30,3165.0
小田急電鉄,2020,Q4,2021-02-26,3115.0
小糸製作所,2018,Q1,2018-05-31,8010.0
小糸製作所,2018,Q2,2018-08-31,6870.0
小糸製作所,2018,Q3,2018-11-30,6090.0
小糸製作所,2018,Q4,2019-02-28,6440.0
小糸製作所,2019,Q1,2019-05-31,5040.0
小糸製作所,2019,Q2,2019-08-30,4990.0
小糸製作所,2019,Q3,2019-11-29,5640.0
小糸製作所,2019,Q4,2020-02-28,4260.0
小糸製作所,2020,Q1,2020-05-29,4565.0
小糸製作所,2020,Q2,2020-08-31,5140.0
小糸製作所,2020,Q3,2020-11-30,6280.0
小糸製作所,2020,Q4,2021-02-26,7100.0
小野建,2018,Q1,2018-05-31,1871.0
小野建,2018,Q2,2018-08-31,1775.0
小野建,2018,Q3,2018-11-30,1678.0
小野建,2018,Q4,2019-02-28,1614.0
小野建,2019,Q1,2019-05-31,1366.0
小野建,2019,Q2,2019-08-30,1298.0
小野建,2019,Q3,2019-11-29,1319.0
小野建,2019,Q4,2020-02-28,1165.0
小野建,2020,Q1,2020-05-29,1294.0
小野建,2020,Q2,2020-08-31,1128.0
小野建,2020,Q3,2020-11-30,1215.0
小野建,2020,Q4,2021-02-26,1290.0
小野薬品工業,2018,Q1,2018-05-31,2699.5
小野薬品工業,2018,Q2,2018-08-31,2920.0
小野薬品工業,2018,Q3,2018-11-30,2745.5
小野薬品工業,2018,Q4,2019-02-28,2288.5
小野薬品工業,2019,Q1,2019-05-31,1920.0
小野薬品工業,2019,Q2,2019-08-30,1962.5
小野薬品工業,2019,Q3,2019-11-29,2455.0
小野薬品工業,2019,Q4,2020-02-28,2210.0
小野薬品工業,2020,Q1,2020-05-29,3077.0
小野薬品工業,2020,Q2,2020-08-31,3199.0
小野薬品工業,2020,Q3,2020-11-30,3303.0
小野薬品工業,2020,Q4,2021-02-26,2864.0
尾家産業,2018,Q1,2018-05-31,1396.0
尾家産業,2018,Q2,2018-08-31,1372.0
尾家産業,2018,Q3,2018-11-30,1336.0
尾家産業,2018,Q4,2019-02-28,1289.0
尾家産業,2019,Q1,2019-05-31,1249.0
尾家産業,2019,Q2,2019-08-30,1117.0
尾家産業,2019,Q3,2019-11-29,1357.0
尾家産業,2019,Q4,2020-02-28,1226.0
尾家産業,2020,Q1,2020-05-29,1490.0
尾家産業,2020,Q2,2020-08-31,1474.0
尾家産業,2020,Q3,2020-11-30,1476.0
尾家産業,2020,Q4,2021-02-26,1371.0
山一電機,2018,Q1,2018-05-31,1775.0
山一電機,2018,Q2,2018-08-31,1612.0
山一電機,2018,Q3,2018-11-30,1535.0
山一電機,2018,Q4,2019-02-28,1088.0
山一電機,2019,Q1,2019-05-31,896.0
山一電機,2019,Q2,2019-08-30,1113.0
山一電機,2019,Q3,2019-11-29,1602.0
山一電機,2019,Q4,2020-02-28,1592.0
山一電機,2020,Q1,2020-05-29,1641.0
山一電機,2020,Q2,2020-08-31,1366.0
山一電機,2020,Q3,2020-11-30,1513.0
山一電機,2020,Q4,2021-02-26,1395.0
山九,2018,Q1,2018-05-31,5980.0
山九,2018,Q2,2018-08-31,5900.0
山九,2018,Q3,2018-11-30,5320.0
山九,2018,Q4,2019-02-28,5450.0
山九,2019,Q1,2019-05-31,5500.0
山九,2019,Q2,2019-08-30,5380.0
山九,2019,Q3,2019-11-29,5640.0
山九,2019,Q4,2020-02-28,4595.0
山九,2020,Q1,2020-05-29,4395.0
山九,2020,Q2,2020-08-31,4430.0
山九,2020,Q3,2020-11-30,3845.0
山九,2020,Q4,2021-02-26,4440.0
山善,2018,Q1,2018-05-31,1118.0
山善,2018,Q2,2018-08-31,1238.0
山善,2018,Q3,2018-11-30,1203.0
山善,2018,Q4,2019-02-28,1199.0
山善,2019,Q1,2019-05-31,1009.0
山善,2019,Q2,2019-08-30,939.0
山善,2019,Q3,2019-11-29,1033.0
山善,2019,Q4,2020-02-28,870.0
山善,2020,Q1,2020-05-29,936.0
山善,2020,Q2,2020-08-31,999.0
山善,2020,Q3,2020-11-30,994.0
山善,2020,Q4,2021-02-26,948.0
山洋電気,2018,Q1,2018-05-31,9100.0
山洋電気,2018,Q2,2018-08-31,5940.0
山洋電気,2018,Q3,2018-11-30,4360.0
山洋電気,2018,Q4,2019-02-28,4035.0
山洋電気,2019,Q1,2019-05-31,3800.0
山洋電気,2019,Q2,2019-08-30,4230.0
山洋電気,2019,Q3,2019-11-29,5510.0
山洋電気,2019,Q4,2020-02-28,4395.0
山洋電気,2020,Q1,2020-05-29,4900.0
山洋電気,2020,Q2,2020-08-31,4740.0
山洋電気,2020,Q3,2020-11-30,5160.0
山洋電気,2020,Q4,2021-02-26,5700.0
山田コンサルティンググループ,2018,Q1,2018-05-31,3025.0
山田コンサルティンググループ,2018,Q2,2018-08-31,2614.0
山田コンサルティンググループ,2018,Q3,2018-11-30,2195.0
山田コンサルティンググループ,2018,Q4,2019-02-28,2464.0
山田コンサルティンググループ,2019,Q1,2019-05-31,2094.0
山田コンサルティンググループ,2019,Q2,2019-08-30,1605.0
山田コンサルティンググループ,2019,Q3,2019-11-29,1800.0
山田コンサルティンググループ,2019,Q4,2020-02-28,1301.0
山田コンサルティンググループ,2020,Q1,2020-05-29,1316.0
山田コンサルティンググループ,2020,Q2,2020-08-31,1068.0
山田コンサルティンググループ,2020,Q3,2020-11-30,970.0
山田コンサルティンググループ,2020,Q4,2021-02-26,990.0
山陽特殊製鋼,2018,Q1,2018-05-31,2799.0
山陽特殊製鋼,2018,Q2,2018-08-31,2563.0
山陽特殊製鋼,2018,Q3,2018-11-30,2580.0
山陽特殊製鋼,2018,Q4,2019-02-28,2529.0
山陽特殊製鋼,2019,Q1,2019-05-31,1475.0
山陽特殊製鋼,2019,Q2,2019-08-30,1383.0
山陽特殊製鋼,2019,Q3,2019-11-29,1501.0
山陽特殊製鋼,2019,Q4,2020-02-28,1175.0
山陽特殊製鋼,2020,Q1,2020-05-29,983.0
山陽特殊製鋼,2020,Q2,2020-08-31,921.0
山陽特殊製鋼,2020,Q3,2020-11-30,1250.0
山陽特殊製鋼,2020,Q4,2021-02-26,1690.0
山陽電気鉄道,2018,Q1,2018-05-31,2701.0
山陽電気鉄道,2018,Q2,2018-08-31,2560.0
山陽電気鉄道,2018,Q3,2018-11-30,2363.0
山陽電気鉄道,2018,Q4,2019-02-28,2248.0
山陽電気鉄道,2019,Q1,2019-05-31,2244.0
山陽電気鉄道,2019,Q2,2019-08-30,2078.0
山陽電気鉄道,2019,Q3,2019-11-29,2259.0
山陽電気鉄道,2019,Q4,2020-02-28,1918.0
山陽電気鉄道,2020,Q1,2020-05-29,2240.0
山陽電気鉄道,2020,Q2,2020-08-31,2080.0
山陽電気鉄道,2020,Q3,2020-11-30,2033.0
山陽電気鉄道,2020,Q4,2021-02-26,1974.0
岩崎電気,2018,Q1,2018-05-31,1600.0
岩崎電気,2018,Q2,2018-08-31,1550.0
岩崎電気,2018,Q3,2018-11-30,1524.0
岩崎電気,2018,Q4,2019-02-28,1389.0
岩崎電気,2019,Q1,2019-05-31,1318.0
岩崎電気,2019,Q2,2019-08-30,1159.0
岩崎電気,2019,Q3,2019-11-29,1406.0
岩崎電気,2019,Q4,2020-02-28,1421.0
岩崎電気,2020,Q1,2020-05-29,1819.0
岩崎電気,2020,Q2,2020-08-31,1417.0
岩崎電気,2020,Q3,2020-11-30,1386.0
岩崎電気,2020,Q4,2021-02-26,1469.0
岩谷産業,2018,Q1,2018-05-31,3855.0
岩谷産業,2018,Q2,2018-08-31,3900.0
岩谷産業,2018,Q3,2018-11-30,3780.0
岩谷産業,2018,Q4,2019-02-28,3635.0
岩谷産業,2019,Q1,2019-05-31,3555.0
岩谷産業,2019,Q2,2019-08-30,3510.0
岩谷産業,2019,Q3,2019-11-29,3655.0
岩谷産業,2019,Q4,2020-02-28,3545.0
岩谷産業,2020,Q1,2020-05-29,3800.0
岩谷産業,2020,Q2,2020-08-31,3810.0
岩谷産業,2020,Q3,2020-11-30,5680.0
岩谷産業,2020,Q4,2021-02-26,6080.0
島津製作所,2018,Q1,2018-05-31,3005.0
島津製作所,2018,Q2,2018-08-31,3295.0
島津製作所,2018,Q3,2018-11-30,2654.0
島津製作所,2018,Q4,2019-02-28,2745.0
島津製作所,2019,Q1,2019-05-31,2721.0
島津製作所,2019,Q2,2019-08-30,2642.0
島津製作所,2019,Q3,2019-11-29,3295.0
島津製作所,2019,Q4,2020-02-28,2628.0
島津製作所,2020,Q1,2020-05-29,2915.0
島津製作所,2020,Q2,2020-08-31,3165.0
島津製作所,2020,Q3,2020-11-30,3755.0
島津製作所,2020,Q4,2021-02-26,3830.0
島精機製作所,2018,Q1,2018-05-31,6180.0
島精機製作所,2018,Q2,2018-08-31,5190.0
島精機製作所,2018,Q3,2018-11-30,3515.0
島精機製作所,2018,Q4,2019-02-28,3640.0
島精機製作所,2019,Q1,2019-05-31,2992.0
島精機製作所,2019,Q2,2019-08-30,2555.0
島精機製作所,2019,Q3,2019-11-29,2760.0
島精機製作所,2019,Q4,2020-02-28,1693.0
島精機製作所,2020,Q1,2020-05-29,1632.0
島精機製作所,2020,Q2,2020-08-31,1520.0
島精機製作所,2020,Q3,2020-11-30,1741.0
島精機製作所,2020,Q4,2021-02-26,2298.0
川崎汽船,2018,Q1,2018-05-31,2240.0
川崎汽船,2018,Q2,2018-08-31,2056.0
川崎汽船,2018,Q3,2018-11-30,1631.0
川崎汽船,2018,Q4,2019-02-28,1572.0
川崎汽船,2019,Q1,2019-05-31,1227.0
川崎汽船,2019,Q2,2019-08-30,1069.0
川崎汽船,2019,Q3,2019-11-29,1817.0
川崎汽船,2019,Q4,2020-02-28,1216.0
川崎汽船,2020,Q1,2020-05-29,1111.0
川崎汽船,2020,Q2,2020-08-31,1183.0
川崎汽船,2020,Q3,2020-11-30,1689.0
川崎汽船,2020,Q4,2021-02-26,2005.0
川崎重工業,2018,Q1,2018-05-31,3305.0
川崎重工業,2018,Q2,2018-08-31,3040.0
川崎重工業,2018,Q3,2018-11-30,2643.0
川崎重工業,2018,Q4,2019-02-28,2860.0
川崎重工業,2019,Q1,2019-05-31,2433.0
川崎重工業,2019,Q2,2019-08-30,2083.0
川崎重工業,2019,Q3,2019-11-29,2458.0
川崎重工業,2019,Q4,2020-02-28,1960.0
川崎重工業,2020,Q1,2020-05-29,1706.0
川崎重工業,2020,Q2,2020-08-31,1502.0
川崎重工業,2020,Q3,2020-11-30,1515.0
川崎重工業,2020,Q4,2021-02-26,2388.0
巴コーポレーション,2018,Q1,2018-05-31,509.0
巴コーポレーション,2018,Q2,2018-08-31,467.0
巴コーポレーション,2018,Q3,2018-11-30,451.0
巴コーポレーション,2018,Q4,2019-02-28,385.0
巴コーポレーション,2019,Q1,2019-05-31,336.0
巴コーポレーション,2019,Q2,2019-08-30,352.0
巴コーポレーション,2019,Q3,2019-11-29,397.0
巴コーポレーション,2019,Q4,2020-02-28,322.0
巴コーポレーション,2020,Q1,2020-05-29,368.0
巴コーポレーション,2020,Q2,2020-08-31,353.0
巴コーポレーション,2020,Q3,2020-11-30,424.0
巴コーポレーション,2020,Q4,2021-02-26,382.0
帝人,2018,Q1,2018-05-31,2112.0
帝人,2018,Q2,2018-08-31,2201.0
帝人,2018,Q3,2018-11-30,1960.0
帝人,2018,Q4,2019-02-28,1867.0
帝人,2019,Q1,2019-05-31,1773.0
帝人,2019,Q2,2019-08-30,1910.0
帝人,2019,Q3,2019-11-29,2059.0
帝人,2019,Q4,2020-02-28,1775.0
帝人,2020,Q1,2020-05-29,1764.0
帝人,2020,Q2,2020-08-31,1664.0
帝人,2020,Q3,2020-11-30,1784.0
帝人,2020,Q4,2021-02-26,1830.0
帝国通信工業,2018,Q1,2018-05-31,1279.0
帝国通信工業,2018,Q2,2018-08-31,1281.0
帝国通信工業,2018,Q3,2018-11-30,1219.0
帝国通信工業,2018,Q4,2019-02-28,1188.0
帝国通信工業,2019,Q1,2019-05-31,1159.0
帝国通信工業,2019,Q2,2019-08-30,1060.0
帝国通信工業,2019,Q3,2019-11-29,1210.0
帝国通信工業,2019,Q4,2020-02-28,1149.0
帝国通信工業,2020,Q1,2020-05-29,1191.0
帝国通信工業,2020,Q2,2020-08-31,1170.0
帝国通信工業,2020,Q3,2020-11-30,1168.0
帝国通信工業,2020,Q4,2021-02-26,1136.0
常磐興産,2018,Q1,2018-05-31,1823.0
常磐興産,2018,Q2,2018-08-31,1856.0
常磐興産,2018,Q3,2018-11-30,1757.0
常磐興産,2018,Q4,2019-02-28,1654.0
常磐興産,2019,Q1,2019-05-31,1629.0
常磐興産,2019,Q2,2019-08-30,1660.0
常磐興産,2019,Q3,2019-11-29,1678.0
常磐興産,2019,Q4,2020-02-28,1320.0
常磐興産,2020,Q1,2020-05-29,1516.0
常磐興産,2020,Q2,2020-08-31,1372.0
常磐興産,2020,Q3,2020-11-30,1453.0
常磐興産,2020,Q4,2021-02-26,1409.0
平河ヒューテック,2018,Q1,2018-05-31,1336.0
平河ヒューテック,2018,Q2,2018-08-31,1605.0
平河ヒューテック,2018,Q3,2018-11-30,1324.0
平河ヒューテック,2018,Q4,2019-02-28,1576.0
平河ヒューテック,2019,Q1,2019-05-31,1160.0
平河ヒューテック,2019,Q2,2019-08-30,1049.0
平河ヒューテック,2019,Q3,2019-11-29,1354.0
平河ヒューテック,2019,Q4,2020-02-28,1136.0
平河ヒューテック,2020,Q1,2020-05-29,1134.0
平河ヒューテック,2020,Q2,2020-08-31,907.0
平河ヒューテック,2020,Q3,2020-11-30,1060.0
平河ヒューテック,2020,Q4,2021-02-26,1152.0
平田機工,2018,Q1,2018-05-31,7970.0
平田機工,2018,Q2,2018-08-31,8610.0
平田機工,2018,Q3,2018-11-30,6040.0
平田機工,2018,Q4,2019-02-28,6270.0
平田機工,2019,Q1,2019-05-31,5200.0
平田機工,2019,Q2,2019-08-30,6600.0
平田機工,2019,Q3,2019-11-29,7870.0
平田機工,2019,Q4,2020-02-28,5020.0
平田機工,2020,Q1,2020-05-29,6190.0
平田機工,2020,Q2,2020-08-31,6080.0
平田機工,2020,Q3,2020-11-30,8340.0
平田機工,2020,Q4,2021-02-26,6520.0
愛三工業,2018,Q1,2018-05-31,1021.0
愛三工業,2018,Q2,2018-08-31,942.0
愛三工業,2018,Q3,2018-11-30,831.0
愛三工業,2018,Q4,2019-02-28,756.0
愛三工業,2019,Q1,2019-05-31,673.0
愛三工業,2019,Q2,2019-08-30,720.0
愛三工業,2019,Q3,2019-11-29,859.0
愛三工業,2019,Q4,2020-02-28,623.0
愛三工業,2020,Q1,2020-05-29,580.0
愛三工業,2020,Q2,2020-08-31,476.0
愛三工業,2020,Q3,2020-11-30,443.0
愛三工業,2020,Q4,2021-02-26,564.0
愛眼,2018,Q1,2018-05-31,458.0
愛眼,2018,Q2,2018-08-31,349.0
愛眼,2018,Q3,2018-11-30,334.0
愛眼,2018,Q4,2019-02-28,318.0
愛眼,2019,Q1,2019-05-31,246.0
愛眼,2019,Q2,2019-08-30,236.0
愛眼,2019,Q3,2019-11-29,248.0
愛眼,2019,Q4,2020-02-28,217.0
愛眼,2020,Q1,2020-05-29,218.0
愛眼,2020,Q2,2020-08-31,219.0
愛眼,2020,Q3,2020-11-30,226.0
愛眼,2020,Q4,2021-02-26,230.0
愛知時計電機,2018,Q1,2018-05-31,4015.0
愛知時計電機,2018,Q2,2018-08-31,4345.0
愛知時計電機,2018,Q3,2018-11-30,4045.0
愛知時計電機,2018,Q4,2019-02-28,3995.0
愛知時計電機,2019,Q1,2019-05-31,3995.0
愛知時計電機,2019,Q2,2019-08-30,3915.0
愛知時計電機,2019,Q3,2019-11-29,4305.0
愛知時計電機,2019,Q4,2020-02-28,4010.0
愛知時計電機,2020,Q1,2020-05-29,4375.0
愛知時計電機,2020,Q2,2020-08-31,4485.0
愛知時計電機,2020,Q3,2020-11-30,4405.0
愛知時計電機,2020,Q4,2021-02-26,4330.0
愛知製鋼,2018,Q1,2018-05-31,4370.0
愛知製鋼,2018,Q2,2018-08-31,4025.0
愛知製鋼,2018,Q3,2018-11-30,3995.0
愛知製鋼,2018,Q4,2019-02-28,3555.0
愛知製鋼,2019,Q1,2019-05-31,3175.0
愛知製鋼,2019,Q2,2019-08-30,3110.0
愛知製鋼,2019,Q3,2019-11-29,3645.0
愛知製鋼,2019,Q4,2020-02-28,2996.0
愛知製鋼,2020,Q1,2020-05-29,3030.0
愛知製鋼,2020,Q2,2020-08-31,2653.0
愛知製鋼,2020,Q3,2020-11-30,2550.0
愛知製鋼,2020,Q4,2021-02-26,3100.0
戸田工業,2018,Q1,2018-05-31,2894.0
戸田工業,2018,Q2,2018-08-31,2907.0
戸田工業,2018,Q3,2018-11-30,2455.0
戸田工業,2018,Q4,2019-02-28,2243.0
戸田工業,2019,Q1,2019-05-31,2067.0
戸田工業,2019,Q2,2019-08-30,2054.0
戸田工業,2019,Q3,2019-11-29,2191.0
戸田工業,2019,Q4,2020-02-28,1799.0
戸田工業,2020,Q1,2020-05-29,1700.0
戸田工業,2020,Q2,2020-08-31,2547.0
戸田工業,2020,Q3,2020-11-30,2185.0
戸田工業,2020,Q4,2021-02-26,2126.0
戸田建設,2018,Q1,2018-05-31,958.0
戸田建設,2018,Q2,2018-08-31,772.0
戸田建設,2018,Q3,2018-11-30,764.0
戸田建設,2018,Q4,2019-02-28,707.0
戸田建設,2019,Q1,2019-05-31,599.0
戸田建設,2019,Q2,2019-08-30,591.0
戸田建設,2019,Q3,2019-11-29,670.0
戸田建設,2019,Q4,2020-02-28,646.0
戸田建設,2020,Q1,2020-05-29,664.0
戸田建設,2020,Q2,2020-08-31,693.0
戸田建設,2020,Q3,2020-11-30,613.0
戸田建設,2020,Q4,2021-02-26,728.0
扶桑化学工業,2018,Q1,2018-05-31,2789.0
扶桑化学工業,2018,Q2,2018-08-31,2770.0
扶桑化学工業,2018,Q3,2018-11-30,2374.0
扶桑化学工業,2018,Q4,2019-02-28,2102.0
扶桑化学工業,2019,Q1,2019-05-31,1969.0
扶桑化学工業,2019,Q2,2019-08-30,2175.0
扶桑化学工業,2019,Q3,2019-11-29,3035.0
扶桑化学工業,2019,Q4,2020-02-28,2985.0
扶桑化学工業,2020,Q1,2020-05-29,4015.0
扶桑化学工業,2020,Q2,2020-08-31,3585.0
扶桑化学工業,2020,Q3,2020-11-30,3455.0
扶桑化学工業,2020,Q4,2021-02-26,3830.0
扶桑薬品工業,2018,Q1,2018-05-31,2909.0
扶桑薬品工業,2018,Q2,2018-08-31,2776.0
扶桑薬品工業,2018,Q3,2018-11-30,2842.0
扶桑薬品工業,2018,Q4,2019-02-28,2637.0
扶桑薬品工業,2019,Q1,2019-05-31,1994.0
扶桑薬品工業,2019,Q2,2019-08-30,1968.0
扶桑薬品工業,2019,Q3,2019-11-29,2072.0
扶桑薬品工業,2019,Q4,2020-02-28,1750.0
扶桑薬品工業,2020,Q1,2020-05-29,2556.0
扶桑薬品工業,2020,Q2,2020-08-31,2655.0
扶桑薬品工業,2020,Q3,2020-11-30,2833.0
扶桑薬品工業,2020,Q4,2021-02-26,2525.0
持田製薬,2018,Q1,2018-05-31,7740.0
持田製薬,2018,Q2,2018-08-31,8590.0
持田製薬,2018,Q3,2018-11-30,10310.0
持田製薬,2018,Q4,2019-02-28,11870.0
持田製薬,2019,Q1,2019-05-31,4960.0
持田製薬,2019,Q2,2019-08-30,4150.0
持田製薬,2019,Q3,2019-11-29,4400.0
持田製薬,2019,Q4,2020-02-28,3795.0
持田製薬,2020,Q1,2020-05-29,4175.0
持田製薬,2020,Q2,2020-08-31,3915.0
持田製薬,2020,Q3,2020-11-30,4010.0
持田製薬,2020,Q4,2021-02-26,3960.0
文化シヤッター,2018,Q1,2018-05-31,989.0
文化シヤッター,2018,Q2,2018-08-31,825.0
文化シヤッター,2018,Q3,2018-11-30,784.0
文化シヤッター,2018,Q4,2019-02-28,831.0
文化シヤッター,2019,Q1,2019-05-31,824.0
文化シヤッター,2019,Q2,2019-08-30,875.0
文化シヤッター,2019,Q3,2019-11-29,966.0
文化シヤッター,2019,Q4,2020-02-28,774.0
文化シヤッター,2020,Q1,2020-05-29,806.0
文化シヤッター,2020,Q2,2020-08-31,754.0
文化シヤッター,2020,Q3,2020-11-30,912.0
文化シヤッター,2020,Q4,2021-02-26,996.0
新京成電鉄,2018,Q1,2018-05-31,2226.0
新京成電鉄,2018,Q2,2018-08-31,2183.0
新京成電鉄,2018,Q3,2018-11-30,2122.0
新京成電鉄,2018,Q4,2019-02-28,2079.0
新京成電鉄,2019,Q1,2019-05-31,2080.0
新京成電鉄,2019,Q2,2019-08-30,2021.0
新京成電鉄,2019,Q3,2019-11-29,2302.0
新京成電鉄,2019,Q4,2020-02-28,2304.0
新京成電鉄,2020,Q1,2020-05-29,2140.0
新京成電鉄,2020,Q2,2020-08-31,2260.0
新京成電鉄,2020,Q3,2020-11-30,2150.0
新京成電鉄,2020,Q4,2021-02-26,2207.0
新光商事,2018,Q1,2018-05-31,1748.0
新光商事,2018,Q2,2018-08-31,1645.0
新光商事,2018,Q3,2018-11-30,1757.0
新光商事,2018,Q4,2019-02-28,1878.0
新光商事,2019,Q1,2019-05-31,1838.0
新光商事,2019,Q2,2019-08-30,1877.0
新光商事,2019,Q3,2019-11-29,883.0
新光商事,2019,Q4,2020-02-28,695.0
新光商事,2020,Q1,2020-05-29,906.0
新光商事,2020,Q2,2020-08-31,897.0
新光商事,2020,Q3,2020-11-30,768.0
新光商事,2020,Q4,2021-02-26,767.0
新光電気工業,2018,Q1,2018-05-31,920.0
新光電気工業,2018,Q2,2018-08-31,1047.0
新光電気工業,2018,Q3,2018-11-30,803.0
新光電気工業,2018,Q4,2019-02-28,806.0
新光電気工業,2019,Q1,2019-05-31,872.0
新光電気工業,2019,Q2,2019-08-30,836.0
新光電気工業,2019,Q3,2019-11-29,1104.0
新光電気工業,2019,Q4,2020-02-28,1187.0
新光電気工業,2020,Q1,2020-05-29,1368.0
新光電気工業,2020,Q2,2020-08-31,1577.0
新光電気工業,2020,Q3,2020-11-30,2311.0
新光電気工業,2020,Q4,2021-02-26,2854.0
新家工業,2018,Q1,2018-05-31,2121.0
新家工業,2018,Q2,2018-08-31,1901.0
新家工業,2018,Q3,2018-11-30,1827.0
新家工業,2018,Q4,2019-02-28,1657.0
新家工業,2019,Q1,2019-05-31,1375.0
新家工業,2019,Q2,2019-08-30,1322.0
新家工業,2019,Q3,2019-11-29,1429.0
新家工業,2019,Q4,2020-02-28,1268.0
新家工業,2020,Q1,2020-05-29,1144.0
新家工業,2020,Q2,2020-08-31,1023.0
新家工業,2020,Q3,2020-11-30,1152.0
新家工業,2020,Q4,2021-02-26,1456.0
新日本建設,2018,Q1,2018-05-31,1278.0
新日本建設,2018,Q2,2018-08-31,1186.0
新日本建設,2018,Q3,2018-11-30,1210.0
新日本建設,2018,Q4,2019-02-28,1051.0
新日本建設,2019,Q1,2019-05-31,881.0
新日本建設,2019,Q2,2019-08-30,760.0
新日本建設,2019,Q3,2019-11-29,932.0
新日本建設,2019,Q4,2020-02-28,757.0
新日本建設,2020,Q1,2020-05-29,754.0
新日本建設,2020,Q2,2020-08-31,838.0
新日本建設,2020,Q3,2020-11-30,850.0
新日本建設,2020,Q4,2021-02-26,820.0
新日本科学,2018,Q1,2018-05-31,505.0
新日本科学,2018,Q2,2018-08-31,607.0
新日本科学,2018,Q3,2018-11-30,711.0
新日本科学,2018,Q4,2019-02-28,829.0
新日本科学,2019,Q1,2019-05-31,726.0
新日本科学,2019,Q2,2019-08-30,693.0
新日本科学,2019,Q3,2019-11-29,790.0
新日本科学,2019,Q4,2020-02-28,549.0
新日本科学,2020,Q1,2020-05-29,649.0
新日本科学,2020,Q2,2020-08-31,715.0
新日本科学,2020,Q3,2020-11-30,677.0
新日本科学,2020,Q4,2021-02-26,627.0
新日本空調,2018,Q1,2018-05-31,1702.0
新日本空調,2018,Q2,2018-08-31,1603.0
新日本空調,2018,Q3,2018-11-30,2063.0
新日本空調,2018,Q4,2019-02-28,1914.0
新日本空調,2019,Q1,2019-05-31,1707.0
新日本空調,2019,Q2,2019-08-30,1713.0
新日本空調,2019,Q3,2019-11-29,2235.0
新日本空調,2019,Q4,2020-02-28,1821.0
新日本空調,2020,Q1,2020-05-29,2537.0
新日本空調,2020,Q2,2020-08-31,2051.0
新日本空調,2020,Q3,2020-11-30,2239.0
新日本空調,2020,Q4,2021-02-26,2195.0
新晃工業,2018,Q1,2018-05-31,1988.0
新晃工業,2018,Q2,2018-08-31,1686.0
新晃工業,2018,Q3,2018-11-30,1650.0
新晃工業,2018,Q4,2019-02-28,1569.0
新晃工業,2019,Q1,2019-05-31,1597.0
新晃工業,2019,Q2,2019-08-30,1711.0
新晃工業,2019,Q3,2019-11-29,1893.0
新晃工業,2019,Q4,2020-02-28,1514.0
新晃工業,2020,Q1,2020-05-29,1533.0
新晃工業,2020,Q2,2020-08-31,1364.0
新晃工業,2020,Q3,2020-11-30,1718.0
新晃工業,2020,Q4,2021-02-26,1883.0
新東工業,2018,Q1,2018-05-31,1034.0
新東工業,2018,Q2,2018-08-31,1029.0
新東工業,2018,Q3,2018-11-30,980.0
新東工業,2018,Q4,2019-02-28,1008.0
新東工業,2019,Q1,2019-05-31,915.0
新東工業,2019,Q2,2019-08-30,903.0
新東工業,2019,Q3,2019-11-29,1026.0
新東工業,2019,Q4,2020-02-28,771.0
新東工業,2020,Q1,2020-05-29,789.0
新東工業,2020,Q2,2020-08-31,707.0
新東工業,2020,Q3,2020-11-30,711.0
新東工業,2020,Q4,2021-02-26,728.0
新電元工業,2018,Q1,2018-05-31,6170.0
新電元工業,2018,Q2,2018-08-31,5590.0
新電元工業,2018,Q3,2018-11-30,4675.0
新電元工業,2018,Q4,2019-02-28,4230.0
新電元工業,2019,Q1,2019-05-31,3450.0
新電元工業,2019,Q2,2019-08-30,3065.0
新電元工業,2019,Q3,2019-11-29,3655.0
新電元工業,2019,Q4,2020-02-28,3005.0
新電元工業,2020,Q1,2020-05-29,2658.0
新電元工業,2020,Q2,2020-08-31,1900.0
新電元工業,2020,Q3,2020-11-30,2346.0
新電元工業,2020,Q4,2021-02-26,3075.0
日亜鋼業,2018,Q1,2018-05-31,334.0
日亜鋼業,2018,Q2,2018-08-31,322.0
日亜鋼業,2018,Q3,2018-11-30,337.0
日亜鋼業,2018,Q4,2019-02-28,345.0
日亜鋼業,2019,Q1,2019-05-31,318.0
日亜鋼業,2019,Q2,2019-08-30,279.0
日亜鋼業,2019,Q3,2019-11-29,343.0
