企業名,会計年度,四半期,end_month_date,end_month_price
シンフォニア　テクノロジー,2019,Q2,2019-08-30,1121.0
シンフォニア　テクノロジー,2019,Q3,2019-11-29,1375.0
シンフォニア　テクノロジー,2019,Q4,2020-02-28,1014.0
シンフォニア　テクノロジー,2020,Q1,2020-05-29,1091.0
シンフォニア　テクノロジー,2020,Q2,2020-08-31,1065.0
シンフォニア　テクノロジー,2020,Q3,2020-11-30,1318.0
シンフォニア　テクノロジー,2020,Q4,2021-02-26,1298.0
シーティーエス,2018,Q1,2018-05-31,956.0
シーティーエス,2018,Q2,2018-08-31,872.0
シーティーエス,2018,Q3,2018-11-30,757.0
シーティーエス,2018,Q4,2019-02-28,679.0
シーティーエス,2019,Q1,2019-05-31,687.0
シーティーエス,2019,Q2,2019-08-30,682.0
シーティーエス,2019,Q3,2019-11-29,747.0
シーティーエス,2019,Q4,2020-02-28,581.0
シーティーエス,2020,Q1,2020-05-29,708.0
シーティーエス,2020,Q2,2020-08-31,849.0
シーティーエス,2020,Q3,2020-11-30,940.0
シーティーエス,2020,Q4,2021-02-26,825.0
シード,2018,Q1,2018-05-31,7380.0
シード,2018,Q2,2018-08-31,2112.0
シード,2018,Q3,2018-11-30,1584.0
シード,2018,Q4,2019-02-28,1315.0
