,,,,,,決算期,決算月数,本決算・中間決算フラグ,実績・予想フラグ,連結基準フラグ,データ更新日,売上高,営業利益,経常利益,当期利益,一株利益,一株利益（自己株除く）
,,,,,,EARNING'ACC,EARNING'MACC,EARNING'HACC,EARNING'RPFLG,EARNING'CFLAG,EARNING'FLUPDATE,EARNING'ITEM02,EARNING'ITEM03,EARNING'ITEM04,EARNING'ITEM05,EARNING'ITEM06,EARNING'ITEM43
,,,,,,年月,ヶ月,,,,年月日,百万円,百万円,百万円,百万円,円,円
月次(M),2008/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2008/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2008/04,トヨタ自動車,T7203,,,2008/04,,1,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2008/05,トヨタ自動車,T7203,,,2008/05,,1,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2008/06,トヨタ自動車,T7203,,,2008/06,,1,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2008/07,トヨタ自動車,T7203,,,2008/07,,1,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2008/08,トヨタ自動車,T7203,,,2008/08,,1,,,,,,,,,
月次(M),2008/09,トヨタ自動車,T7203,#001,#001,2008/09,6,2,2,2,2007/12/13,14000000,1400000,1500000,1050000,290.86,-
月次(M),2008/09,トヨタ自動車,T7203,#002,#002,2008/09,6,2,2,2,2008/03/15,13500000,1200000,1280000,900000,261.02,-
月次(M),2008/09,トヨタ自動車,T7203,#003,#003,2008/09,6,2,2,2,2008/05/08,12200000,750000,800000,600000,174.01,-
月次(M),2008/09,トヨタ自動車,T7203,#004,#004,2008/09,6,2,2,2,2008/09/10,12200000,750000,800000,600000,174.01,-
月次(M),2008/09,トヨタ自動車,T7203,#005,#005,2008/09,6,2,2,2,2008/09/13,12200000,750000,800000,600000,174.01,-
月次(M),2008/09,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/09,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/09,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/09,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/09,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/09,トヨタ自動車,T7203,#999,#999,2008/09,6,2,0,2,2009/11/05,12190405,582068,636487,493469,156.92,-
月次(M),2008/09,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2008/10,トヨタ自動車,T7203,,,2008/10,,2,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2008/11,トヨタ自動車,T7203,,,2008/11,,2,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2008/12,トヨタ自動車,T7203,,,2008/12,,2,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/01,トヨタ自動車,T7203,,,2009/01,,2,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/02,トヨタ自動車,T7203,,,2009/02,,2,,,,,,,,,
月次(M),2009/03,トヨタ自動車,T7203,#001,#001,2009/03,12,1,2,2,2008/05/08,25000000,1600000,1700000,1250000,362.53,-
月次(M),2009/03,トヨタ自動車,T7203,#002,#002,2009/03,12,1,2,2,2008/09/10,25000000,1600000,1700000,1250000,362.53,-
月次(M),2009/03,トヨタ自動車,T7203,#003,#003,2009/03,12,1,2,2,2008/09/13,25000000,1600000,1700000,1250000,362.53,-
月次(M),2009/03,トヨタ自動車,T7203,#004,#004,2009/03,12,1,2,2,2008/11/06,23000000,600000,640000,550000,159.51,-
月次(M),2009/03,トヨタ自動車,T7203,#005,#005,2009/03,12,1,2,2,2008/12/22,21500000,-150000,-50000,50000,14.5,-
月次(M),2009/03,トヨタ自動車,T7203,#006,#006,2009/03,12,1,2,2,2009/02/06,21000000,-450000,-500000,-350000,-,-
月次(M),2009/03,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/03,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/03,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/03,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/03,トヨタ自動車,T7203,#999,#999,2009/03,12,1,0,2,2010/05/11,20529570,-461011,-560381,-436937,-,-
月次(M),2009/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/04,トヨタ自動車,T7203,,,2009/04,,1,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/05,トヨタ自動車,T7203,,,2009/05,,1,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/06,トヨタ自動車,T7203,,,2009/06,,1,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/07,トヨタ自動車,T7203,,,2009/07,,1,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/08,トヨタ自動車,T7203,,,2009/08,,1,,,,,,,,,
月次(M),2009/09,トヨタ自動車,T7203,#001,#001,2009/09,6,2,2,2,2009/05/08,7600000,-600000,-600000,-450000,-,-
月次(M),2009/09,トヨタ自動車,T7203,#002,#002,2009/09,6,2,2,2,2009/05/19,7600000,-600000,-600000,-450000,-,-
月次(M),2009/09,トヨタ自動車,T7203,#003,#003,2009/09,6,2,2,2,2009/08/04,7800000,-400000,-350000,-250000,-,-
月次(M),2009/09,トヨタ自動車,T7203,#004,#004,2009/09,6,2,2,2,2009/08/26,7800000,-400000,-350000,-250000,-,-
月次(M),2009/09,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/09,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/09,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/09,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/09,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/09,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/09,トヨタ自動車,T7203,#999,#999,2009/09,6,2,0,2,2010/11/05,8377643,-136859,-62975,-55986,-,-
月次(M),2009/09,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/10,トヨタ自動車,T7203,,,2009/10,,2,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/11,トヨタ自動車,T7203,,,2009/11,,2,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2009/12,トヨタ自動車,T7203,,,2009/12,,2,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/01,トヨタ自動車,T7203,,,2010/01,,2,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/02,トヨタ自動車,T7203,,,2010/02,,2,,,,,,,,,
月次(M),2010/03,トヨタ自動車,T7203,#001,#001,2010/03,12,1,2,2,2009/05/08,16500000,-850000,-850000,-550000,-,-
月次(M),2010/03,トヨタ自動車,T7203,#002,#002,2010/03,12,1,2,2,2009/05/19,16500000,-850000,-850000,-550000,-,-
月次(M),2010/03,トヨタ自動車,T7203,#003,#003,2010/03,12,1,2,2,2009/08/04,16800000,-750000,-700000,-450000,-,-
月次(M),2010/03,トヨタ自動車,T7203,#004,#004,2010/03,12,1,2,2,2009/08/26,16800000,-750000,-700000,-450000,-,-
月次(M),2010/03,トヨタ自動車,T7203,#005,#005,2010/03,12,1,2,2,2009/11/05,18000000,-350000,-300000,-200000,-,-
月次(M),2010/03,トヨタ自動車,T7203,#006,#006,2010/03,12,1,2,2,2009/11/20,18000000,-350000,-300000,-200000,-,-
月次(M),2010/03,トヨタ自動車,T7203,#007,#007,2010/03,12,1,2,2,2010/02/04,18500000,-20000,90000,80000,23.2,-
月次(M),2010/03,トヨタ自動車,T7203,#008,#008,2010/03,12,1,2,2,2010/02/23,18500000,-20000,90000,80000,23.2,-
月次(M),2010/03,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/03,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/03,トヨタ自動車,T7203,#999,#999,2010/03,12,1,0,2,2011/05/11,18950973,147516,291468,209456,66.79,-
月次(M),2010/03,トヨタ自動車,T7203,,,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/04,トヨタ自動車,T7203,,,2010/04,,1,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#009,#009,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#010,#010,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,#999,#999,,,,,,,,,,,,
月次(M),2010/05,トヨタ自動車,T7203,,,2010/05,,1,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#001,#001,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#002,#002,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#003,#003,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#004,#004,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#005,#005,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#006,#006,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#007,#007,,,,,,,,,,,,
月次(M),2010/06,トヨタ自動車,T7203,#008,#008,,,,,,,,,,,,
